Time;Ms1;Ms2;Ms3;Ms4;Ms5;Ms6;Ms7;Ms8
-3,0081024;1,13905572300979;1,08950927305485;1,6206113172423;1,1374457020016;1,26662859351322;0,683739587159345;1,12517177139488;1,22958988523466
-2,9884416;1,13480170197063;1,08578884609119;1,61669444428978;1,13791071302112;1,26271403171566;0,701248932354896;1,12538229161188;1,2250033643226
-2,9687808;1,13069567823687;1,08255345782218;1,61180738797635;1,13836688265242;1,25836408157727;0,719297354048391;1,12537620210898;1,22086473654352
-2,94912;1,12677571254262;1,07984833342026;1,60609716168375;1,1388367328801;1,25357059781221;0,737852152353365;1,12509535266096;1,21717930141592
-2,9294592;1,12306380081149;1,0777083482246;1,59984677505127;1,13934946846489;1,24831693427896;0,756828722920516;1,12446113694825;1,21395757565109
-2,9097984;1,11957122422951;1,07618130811177;1,59340754924143;1,13993548826491;1,24259748021653;0,7760775724901;1,12341405251685;1,2111610373839
-2,8901376;1,1163121131501;1,07527499838889;1,58708870379768;1,14061013282158;1,2365248313862;0,795402429392465;1,12188610331938;1,20878325050539
-2,8704768;1,11329785214442;1,07499506671116;1,58115466951296;1,14137360182248;1,23026364116775;0,814639926228001;1,11982627747403;1,20685599875942
-2,850816;1,11053286876187;1,07535050943219;1,57578670562949;1,14222699082149;1,22396603994251;0,833652093997836;1,1172602575163;1,20535315617096
-2,8311552;1,10801862528423;1,07639029028843;1,57107805927299;1,14317041428221;1,2177767725591;0,852296121967466;1,11426598161841;1,2042665810162
-2,8114944;1,10574450354778;1,07818367164793;1,56705899945178;1,14419354266788;1,21179543669893;0,870427386489111;1,11091552042238;1,2035905642779
-2,7918336;1,10367775129589;1,08070479469796;1,56367870627517;1,14527614629564;1,20609736574119;0,887877357732657;1,1072666766666;1,20329561206384
-2,7721728;1,1017772273084;1,08382969548631;1,56090246334066;1,14639635464053;1,20079471914834;0,904493683508257;1,10340831558507;1,20342042566009
-2,752512;1,1000090953937;1,08747473576551;1,55858765909167;1,14750314067463;1,19603802054238;0,920244264910747;1,09943914795061;1,20402157522242
-2,7328512;1,09834475772473;1,0915798104777;1,55656147953613;1,14852489259716;1,19199952973485;0,935115865838335;1,09548519194923;1,20511459453155
-2,7131904;1,09676404364274;1,09599758694991;1,55458001392406;1,14940553833619;1,18877368334597;0,949070219983613;1,09168637360367;1,2066638388798
-2,6935296;1,09526226226278;1,10053551212648;1,55232533624296;1,1500856416482;1,18645376057471;0,962130492162251;1,08818592388982;1,20857852080321
-2,6738688;1,09382823290878;1,10497707911825;1,54952502327578;1,15049972446345;1,18507479618643;0,974370035693285;1,08507500499974;1,2107325739418
-2,654208;1,09243252000142;1,1091687089675;1,54589169509997;1,15057530945267;1,18461187686;0,985851057750369;1,08241287818393;1,21303198990572
-2,6345472;1,09104446838352;1,11295376296812;1,54116638679549;1,15026099995839;1,18503113221475;0,99662705979823;1,08026017304215;1,21530387939975
-2,6148864;1,08963769787057;1,11613700398712;1,53517096392319;1,14952868696321;1,18630279875451;1,00675364329347;1,07862937728688;1,21745914657497
-2,5952256;1,08819131382194;1,11857562454571;1,52778484037333;1,14837975980097;1,18842460732636;1,0162908100453;1,07750349205236;1,21940630194143
-2,5755648;1,0866935776932;1,1201307845744;1,51889883499717;1,14683891116842;1,1913556422022;1,02523206839857;1,07685236114228;1,2210222279498
-2,555904;1,085143839027;1,12069792926725;1,5085226741252;1,14493487866586;1,1950806774108;1,03358633842543;1,07663913390973;1,22218738108898
-2,5362432;1,08353167140951;1,12023507188295;1,49679927913397;1,14270256931186;1,19960540739784;1,04140710834474;1,0767998827867;1,22281205196758
-2,5165824;1,08184581763876;1,11875870765332;1,48390411825682;1,14018948488505;1,20489319992685;1,04873402836876;1,07718803991957;1,22281273983915
-2,4969216;1,08007122081299;1,11632219191878;1,47002629635191;1,13746020399367;1,21087806425252;1,0555953024335;1,07766322135576;1,22211765808278
-2,4772608;1,07818994879582;1,11297499713794;1,45535623954188;1,13458059257782;1,2174755089709;1,06202901509958;1,07816255267783;1,22077694728134
-2,4576;1,07618624594929;1,10881730589465;1,44010928104188;1,13161648614058;1,2246740170006;1,06804224744069;1,07863971053354;1,2187815123267
-2,4379392;1,07404091917817;1,10397394116333;1,42446992149008;1,12861185705585;1,2324923124815;1,07356661339894;1,07903237400089;1,21609459888019
-2,4182784;1,07173140815762;1,09856439129827;1,40854523870014;1,12561081368575;1,24084920059398;1,07848970446767;1,07924503385189;1,21269405346111
-2,3986176;1,06924832568499;1,09275852138472;1,39243832070069;1,12266848794142;1,24961579474899;1,08269890225468;1,07917835078431;1,20864015340797
-2,3789568;1,06659491276556;1,08672539590882;1,37625676559194;1,11982942720646;1,2587097452397;1,08605458283384;1,0787682928346;1,20418435119946
-2,359296;1,06378561394905;1,08059616889591;1,36012278980028;1,11712085453201;1,26803576100345;1,08839105826324;1,0779778533538;1,19947164712357
-2,3396352;1,06083691901204;1,07447920394068;1,34414753928382;1,11455998603947;1,27749389451802;1,08955045978996;1,07683096777263;1,1945963208624
-2,3199744;1,0577595875329;1,06851538708228;1,32837575518309;1,11216302266535;1,28702880800488;1,0894233688167;1,07539712424045;1,18965303408864
-2,3003136;1,05455061104412;1,06273799257421;1,31281124368965;1,10994583598165;1,29656605460805;1,08791802251262;1,07375433780294;1,18472656995734
-2,2806528;1,05122250380617;1,05714689332071;1,29747510144263;1,10791477581371;1,30603490630652;1,08494610667217;1,07197799722122;1,17988455456929
-2,260992;1,04780858657426;1,05175241170454;1,28237514321495;1,10605474914133;1,31533750934279;1,08053247312807;1,07009391979849;1,17518685812527
-2,2413312;1,0443437436359;1,04658450102995;1,26750504717884;1,10435453225885;1,32434032924926;1,07477870577483;1,06809736046766;1,17069847867019
-2,2216704;1,04085656300901;1,04164409747335;1,25293369916381;1,10282533716598;1,3329174252931;1,06778893556585;1,06600946062052;1,16647679574683
