Time;MS1;MS2;MS3;MS4;MS5;MS6;MS7;SM8
-3,0081024;1,00977846243699;0,880445713781798;0,925061552075067;0,892248011758503;1,16210308375307;1,16183796874125;1,09460865395623;0,976893179026999
-2,9884416;1,00935905643991;0,876455168214225;0,923090127866218;0,896655506647416;1,15661094904979;1,1655547525761;1,09335449291798;0,980581037104699
-2,9687808;1,00897396691052;0,872555726079014;0,921034190834013;0,900954771240222;1,15167619968561;1,16991839808946;1,09241953640787;0,983492208672859
-2,94912;1,00861157220632;0,868768684817749;0,918821552884401;0,905100928447847;1,1473824722451;1,17479869743795;1,0917897239205;0,985678543824945
-2,9294592;1,00826394940571;0,86513570505197;0,916402680698044;0,909051495313087;1,14381070098482;1,17999902627482;1,09142346805895;0,987234501210771
-2,9097984;1,0079077810257;0,861692398697592;0,913716111067344;0,912767928129578;1,14098037990765;1,18526295023112;1,09130396810606;0,988289655655167
-2,8901376;1,00751103928913;0,858463743334585;0,910709590433688;0,916224698167084;1,13884727893426;1,19025031956994;1,09140701498835;0,988997816666979
-2,8704768;1,00705545587385;0,855516467009553;0,907390845622462;0,919411970504924;1,13734907474421;1,19465918687065;1,09169759892384;0,989503258967756
-2,850816;1,00653367777317;0,852914020047544;0,903811976724483;0,922323995996543;1,13644226435399;1,19821573024929;1,09217832981868;0,989911655110325
-2,8311552;1,00593288295817;0,850713433167705;0,90003935328096;0,924958636364701;1,1360668657594;1,20052712330168;1,09290803724423;0,99028588800352
-2,8114944;1,00524391450813;0,848965852820435;0,896144073653752;0,927322816114091;1,13615264648929;1,2012014395124;1,09390914438284;0,9907365511128
-2,7918336;1,00446812511118;0,847703478639231;0,892215285474367;0,929429597791985;1,13663626511191;1,19995359225075;1,09514547970065;0,99136967286142
-2,7721728;1,00360420484439;0,846951669261975;0,888387712305975;0,931305966695526;1,13744403788451;1,19663578720072;1,09658061051601;0,992291007128042
-2,752512;1,00265833987098;0,846755569787665;0,884801730261019;0,932980923444027;1,13845519212371;1,19124608938506;1,09817924305747;0,993551212777765
-2,7328512;1,00164397096385;0,847125311609231;0,881568996825226;0,934490169821021;1,13949599503335;1,18389209913062;1,09991085260377;0,995175877424967
-2,7131904;1,00057159461967;0,848021398727644;0,878788644934419;0,935868542120822;1,14039775797737;1,17472316997446;1,10177114091778;0,997160616439604
-2,6935296;0,999442064817528;0,84937685577056;0,876585167843542;0,937150872522571;1,14105936983653;1,16394094208516;1,1037715385401;0,999449307751577
-2,6738688;0,99827375176491;0,851096860614276;0,875081438330228;0,938367619065872;1,14148533912178;1,15191190801678;1,10591842463762;1,00201111230147
-2,654208;0,997098872798768;0,853089108963536;0,874354697418706;0,939538530967878;1,14163819052797;1,13901176436123;1,10821134838497;1,00478573119235
-2,6345472;0,995945797198896;0,85528236766233;0,874464017163044;0,94068301878596;1,14150808319136;1,12562847693036;1,11066791767352;1,00767388044521
-2,6148864;0,994835823561605;0,85763889155494;0,875478595876435;0,941829131278917;1,14110232513172;1,11218442188281;1,11326611752119;1,01053587227055
-2,5952256;0,993790007486954;0,860107699698627;0,877459500581818;0,942987551546793;1,14038711798375;1,09913453952685;1,11594400246779;1,01325540194217
-2,5755648;0,992823339960154;0,862614554336842;0,880427518313984;0,944161781193208;1,13929672192918;1,08688954252079;1,11866611852457;1,01574720860704
-2,555904;0,991942177279528;0,865089865995107;0,884404992404546;0,945352061371751;1,13784939934564;1,07579459447281;1,12142412579436;1,01789949177703
-2,5362432;0,991144207855665;0,867448504932653;0,889387485674477;0,946549338642237;1,13613942342077;1,06611139937211;1,12419124516453;1,01961645962382
-2,5165824;0,990431393962906;0,869602296122693;0,895298673692619;0,947722695503495;1,13421985930972;1,05803883468723;1,12691915370078;1,02083668251407
-2,4969216;0,989794889782648;0,871476509438742;0,902061998377371;0,948836009685675;1,13217603459756;1,05164109249324;1,12955026413443;1,0215171254355
-2,4772608;0,989241714842634;0,873039829562732;0,909610994332892;0,949858648438839;1,13013642494386;1,04689190340476;1,13200998871272;1,02167656936744
-2,4576;0,98878699679181;0,874276302162676;0,917844844649292;0,950755418671205;1,12824347215515;1,04368450014494;1,13422924793929;1,02136940827316
-2,4379392;0,988442902737954;0,875193987966146;0,926622477925019;0,95148676661484;1,12671398935576;1,04189082999855;1,13614564477087;1,0206623278936
-2,4182784;0,988212610287052;0,875826107549119;0,935852983882686;0,952018732415452;1,12573983427989;1,04134780070061;1,13771978428582;1,01964202007049
