Differentiable motif activity epsilon cells;names;scores;logfoldchanges;pvals;pvals_adj;Motif_ID;direct_TF;TF_name
3820;M00408_2.00;-2.6832871;-0.2456356;0.00729023685943907;0.0140569042874852;M00408_2.00;Hnf1b;['Hnf1b', 'Hmbox1', 'Hnf1a']
3821;M06874_2.00;-2.683534;-0.2257193;0.00728485803526924;0.0140510379166482;M06874_2.00;;['E2f7', 'E2f8']
3822;M02756_2.00;-2.6856318;-0.21852088;0.00723928161241191;0.013967609758436;M02756_2.00;;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
3823;M09264_2.00;-2.6903212;-0.21887638;0.00713832894495048;0.013786098354185;M09264_2.00;;['Rarg', 'Nr1h3', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rarb', 'Esr1', 'Esr2', 'Thrb', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr2f1']
3824;M07854_2.00;-2.6912878;-0.21614106;0.00711767631462105;0.0137506281259656;M07854_2.00;;['Rest']
3825;M06509_2.00;-2.6912878;-0.20348251;0.00711767631462105;0.0137506281259656;M06509_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx']
3826;M06502_2.00;-2.6912878;-0.20348251;0.00711767631462105;0.0137506281259656;M06502_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx', 'Obox6', 'Rhox9', 'ENSMUSG00000097436']
3827;M05797_2.00;-2.691987;-0.22136979;0.00710276956987674;0.0137350663000767;M05797_2.00;;['Tbx15', 'Tbx22', 'Tbx20', 'Tbx18']
3828;M03159_2.00;-2.6924808;-0.34255746;0.00709226404378365;0.0137191624185638;M03159_2.00;;['Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Nanog', 'Hoxa2', 'Dlx4', 'Barx1', 'Msx2', 'Dlx2', 'Rax', 'Tlx1', 'Lbx1', 'Msx3', 'Barhl1', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Dlx5', 'Barx2', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Meox2', 'Hmx3', 'Tlx3', 'Dlx1', 'Emx2', 'Msx1', 'Nkx1-2', 'Hmx2', 'Bsx', 'Hmx1', 'Gbx1', 'Tlx2', 'Hoxb2']
3829;M09523_2.00;-2.694085;-0.21339987;0.00705821736457369;0.0136620918025575;M09523_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
3830;M09016_2.00;-2.6943934;-0.12786561;0.00705168677662838;0.0136538455488226;M09016_2.00;Sp5;['Sp1', 'Sp4', 'Sp3', 'Sp6', 'Sp8', 'Sp9', 'Sp5']
3831;M04587_2.00;-2.6955042;-0.23384643;0.00702822156155505;0.0136127937105288;M04587_2.00;;['Zfp784']
3832;M00780_2.00;-2.6965735;-0.2702467;0.00700569172497882;0.0135735277171464;M00780_2.00;Zic5;['Zic1', 'Zic4', 'Zic5']
3833;M02397_2.00;-2.6978693;-0.2841151;0.0069784828673932;0.0135251678905906;M02397_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr6a1', 'Nr2f1']
3834;M03449_2.00;-2.7017565;-0.20649324;0.00689742484398896;0.0133723768574305;M03449_2.00;;['Nfatc4', 'Nfatc2', 'Nfatc3', 'Nfatc1']
3835;M04712_2.00;-2.7074537;-0.22361526;0.00678015344964498;0.0131662392141313;M04712_2.00;;['Elf3', 'Spic', 'Ehf', 'Elf5', 'Etv6', 'Elf4', 'Elf1', 'Elf2']
3836;M08840_2.00;-2.7078445;-0.28279495;0.00677217561917535;0.0131549948881526;M08840_2.00;Cebpg;['Cebpg']
3837;M08041_2.00;-2.7098396;-0.2224689;0.00673157802352201;0.013084586371513;M08041_2.00;Sox2;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
3838;M08224_2.00;-2.713521;-0.2067865;0.00665723471097028;0.0129610260769748;M08224_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Hnf4g', 'Hnf4a', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Thrb', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Thra', 'Nr1h2', 'Nr6a1', 'Nr2f1']
3839;M00632_2.00;-2.714138;-0.19634444;0.00664484741602976;0.0129410985621771;M00632_2.00;;['Sp1']
3840;M11342_2.00;-2.714426;-0.24884157;0.00663907377355473;0.0129340426544082;M11342_2.00;;['Sox5', 'Sox6', 'Sox13']
3841;M06413_2.00;-2.7161124;-0.28331152;0.00660534721190263;0.0128725074959113;M06413_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Nr1d1', 'Nr1d2', 'Thrb', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr5a1', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Thra', 'Nr1h2', 'Nr6a1', 'Nr2f1']
3842;M01815_2.00;-2.7193005;-0.24712658;0.00654201634460027;0.0127532208416291;M01815_2.00;Cebpe;['Cebpa', 'Cebpe', 'Cebpb']
3843;M08445_2.00;-2.7207606;-0.24962218;0.00651318951472688;0.0127052616742028;M08445_2.00;;['Insm1']
3844;M03924_2.00;-2.7227352;-0.2235265;0.00647439408032481;0.0126336813754293;M03924_2.00;;['Nr1i3', 'Vdr']
3845;M05135_2.00;-2.7247508;-0.19926861;0.0064350049475957;0.0125690548083275;M05135_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx', 'Obox6', 'Obox1', 'Obox3', 'Rhox9', 'Obox5', 'ENSMUSG00000097436']
3846;M05527_2.00;-2.725306;-0.22301339;0.0064241907888486;0.0125520089032279;M05527_2.00;;['Irf6']
3847;M09994_2.00;-2.7260053;-0.26312897;0.00641059621995897;0.0125295176037807;M09994_2.00;;['Cebpa', 'Cebpe', 'Cebpb']
3848;M03008_2.00;-2.7273834;-0.25088745;0.00638388265981835;0.0124813622614263;M03008_2.00;;['Spi1', 'Spic', 'Spib']
3849;M04176_2.00;-2.7285762;-0.5338869;0.00636083842308142;0.0124403519598086;M04176_2.00;;['Olig2', 'Olig3']
3850;M08780_2.00;-2.7290492;-0.2702095;0.00635172093893164;0.0124265613945136;M08780_2.00;Cebpd;['Cebpd']
3851;M03148_2.00;-2.7303245;-0.26438278;0.00632720192756863;0.0123826203684991;M03148_2.00;;['Pknox1', 'Meis1', 'Meis2', 'Pknox2', 'Meis3', 'Tgif1', 'Tgif2']
3852;M04494_2.00;-2.7314146;-0.28387865;0.00630630969741203;0.0123457508203893;M04494_2.00;;['Zic1', 'Zic4', 'Zic2', 'Zic3']
3853;M05604_2.00;-2.73995;-0.20100598;0.00614485432822338;0.0120414317138922;M05604_2.00;;['Pparg', 'Rarg', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Nr4a1', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr2f1']
3854;M05461_2.00;-2.7400117;-0.23229426;0.00614370085900411;0.0120414317138922;M05461_2.00;;['Pou4f3']
3855;M03083_2.00;-2.7403202;-0.25638342;0.00613793643723399;0.0120357188567085;M03083_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx']
3856;M06873_2.00;-2.7403612;-0.23332712;0.00613716821579322;0.0120357188567085;M06873_2.00;;['E2f7', 'E2f8']
3857;M03338_2.00;-2.7453592;-0.22206508;0.00604447119211873;0.0118640501793087;M03338_2.00;;['Irf7']
3858;M10651_2.00;-2.7499866;-0.24297443;0.00595976725131485;0.0117016128793364;M10651_2.00;;['Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
3859;M08866_2.00;-2.7511797;-0.2161202;0.0059381065724555;0.0116628912236274;M08866_2.00;;['Sall4']
3860;M08979_2.00;-2.7511797;-0.2161202;0.0059381065724555;0.0116628912236274;M08979_2.00;Sall4;['Sall4']
3861;M00238_2.00;-2.7562597;-0.26996458;0.00584665418738648;0.0114982924404651;M00238_2.00;;['Gfi1b', 'Gfi1']
3862;M05566_2.00;-2.7564244;-0.26477894;0.0058437135098766;0.0114962685797834;M05566_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Ppara', 'Nr4a1', 'Nr5a2', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr6a1', 'Nr2f1']
3863;M00462_2.00;-2.7571237;-0.512165;0.0058312304998923;0.0114792210233559;M00462_2.00;Gbx2;['A1JVI6_MOUSE', 'Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Esx1', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Nobox', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
3864;M03783_2.00;-2.757247;-0.28911805;0.00582903011287368;0.0114786467252201;M03783_2.00;;['Hoxc13', 'Cdx1', 'Cdx2', 'Cdx4', 'Hoxa13']
3865;M01558_2.00;-2.762245;-0.22056217;0.00574054107088154;0.0113229301411222;M01558_2.00;;['Srf']
3866;M05552_2.00;-2.762903;-0.23648804;0.00572897890896814;0.0113038317449259;M05552_2.00;;['Mef2d', 'Borcs8', 'Mef2c', 'Mef2a', 'Mef2b']
3867;M09637_2.00;-2.7663171;-0.24475335;0.00566933656789491;0.0111898228156613;M09637_2.00;Smad3;['Smad9', 'Smad3']
3868;M00447_2.00;-2.7716236;-0.22120118;0.0055777505870969;0.011027150568968;M00447_2.00;Cdx2;['Cdx1', 'Cdx2', 'Cdx4']
3869;M10092_2.00;-2.773886;-0.21055275;0.00553910986830849;0.010957962746055;M10092_2.00;;['Zeb1', 'Zeb2']
3870;M09313_2.00;-2.7791922;-0.25216186;0.00544942590530903;0.0107876390370403;M09313_2.00;Nr1d2;['Pparg', 'Rarg', 'Ppard', 'Nr2c2', 'Nr2c1', 'Rarb', 'Nr1d1', 'Nr1d2', 'Ppara', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Nr2f1']
3871;M02107_2.00;-2.7798297;-0.4595449;0.00543873861060193;0.0107700276602436;M02107_2.00;;['Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Mixl1', 'Prrx1', 'Barhl1', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Alx4', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
3872;M04180_2.00;-2.782627;-0.58785063;0.00539207566119833;0.0106811406542973;M04180_2.00;;['Neurog2', 'Neurog3']
3873;M09620_2.00;-2.7829149;-0.25817603;0.00538729270222015;0.0106787008276704;M09620_2.00;Nr1h2;['Rarg', 'Nr1h3', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rarb', 'Esr1', 'Esr2', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr2f1']
3874;M05551_2.00;-2.7832851;-0.25732428;0.00538114881257795;0.0106700392215113;M05551_2.00;;['Mef2d', 'Borcs8', 'Mef2c', 'Mef2a', 'Mef2b']
3875;M06160_2.00;-2.783964;-0.18506761;0.00536990144450896;0.0106547632092632;M06160_2.00;;['Sp1', 'Sp4', 'Sp3', 'Sp8', 'Sp9', 'Sp5']
3876;M05558_2.00;-2.7907717;-0.2207998;0.00525825567089867;0.010447026628604;M05558_2.00;;['Mef2d', 'Borcs8', 'Mef2c', 'Mef2a', 'Mef2b']
3877;M03374_2.00;-2.7917178;-0.28493762;0.00524290702301227;0.0104199744998003;M03374_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Ppara', 'Nr4a1', 'Nr5a2', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr6a1', 'Nr2f1']
3878;M02668_2.00;-2.798731;-0.23868625;0.0051303831100464;0.0102098358781664;M02668_2.00;;['Gfi1b', 'Gfi1']
3879;M04442_2.00;-2.799163;-0.3652448;0.00512352536162577;0.010206841062512;M04442_2.00;;['Snai1']
3880;M04949_2.00;-2.8004177;-0.22955742;0.00510365219518182;0.0101734717606309;M04949_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx', 'Obox6', 'Rhox9', 'ENSMUSG00000097436']
3881;M05139_2.00;-2.801919;-0.39700437;0.00507996115098672;0.0101296042314436;M05139_2.00;;['Pknox1', 'Meis1', 'Meis2', 'Pknox2', 'Meis3', 'Tgif1', 'Tgif2']
3882;M00835_2.00;-2.8030093;-0.26607782;0.00506282314027799;0.0100987788940735;M00835_2.00;Tbx20;['Tbx4', 'Tbx5', 'Tbx15', 'Tbx20', 'Tbx18']
3883;M05575_2.00;-2.8045928;-0.28023633;0.00503801764278387;0.0100526337437631;M05575_2.00;;['Rxrg', 'Hnf4g', 'Hnf4a', 'Nr2e1', 'Nr2f2', 'Rxrb', 'Nr6a1', 'Nr2f1']
3884;M05024_2.00;-2.8059502;-0.27336466;0.00501684330014554;0.0100170304140356;M05024_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx', 'Obox6', 'Rhox9', 'ENSMUSG00000097436']
3885;M00239_2.00;-2.8070197;-0.25765663;0.00500021719385624;0.00998714918759597;M00239_2.00;;['Gfi1b', 'Gfi1']
3886;M11049_2.00;-2.8121617;-0.21327282;0.0049209774655562;0.00983214567370598;M11049_2.00;;['Cdc5l']
3887;M02214_2.00;-2.8212729;-0.23845398;0.00478334939083984;0.00956988131620453;M02214_2.00;;['Hoxb6', 'Hoxa10', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxd8', 'Hoxc9', 'Hoxa9', 'Hoxa7', 'Hoxb7', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8']
3888;M05667_2.00;-2.8224247;-0.25902444;0.00476620200011514;0.00954510117505576;M05667_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Hnf4g', 'Hnf4a', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Thrb', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Thra', 'Nr1h2', 'Nr6a1', 'Nr2f1']
3889;M03563_2.00;-2.8259828;-0.27135828;0.00471357963997952;0.00944286074444931;M03563_2.00;;['Tbx21', 'Tbx5', 'Eomes', 'Tbr1']
3890;M00456_2.00;-2.826353;-0.2672678;0.00470813479930284;0.00943509586238164;M00456_2.00;Irx6;['Irx2', 'Irx4', 'Irx5', 'Irx6']
3891;M00433_2.00;-2.8283892;-0.40498427;0.00467828981994345;0.00937841165904663;M00433_2.00;Barhl1;['Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Nanog', 'Hoxa2', 'Dlx4', 'Barx1', 'Msx2', 'Dlx2', 'Rax', 'Tlx1', 'Lbx1', 'Msx3', 'Barhl1', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Dlx5', 'Barx2', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Meox2', 'Hmx3', 'Tlx3', 'Dlx1', 'Emx2', 'Msx1', 'Nkx1-2', 'Hmx2', 'Bsx', 'Hmx1', 'Gbx1', 'Tlx2', 'Hoxb2']
3892;M05801_2.00;-2.834004;-0.2679383;0.00459687534129343;0.00922135033440251;M05801_2.00;;['Tbx2', 'Tbx4', 'Tbx5', 'Tbx3']
3893;M05579_2.00;-2.8342714;-0.24518971;0.00459303066163484;0.00921671217853585;M05579_2.00;;['Rxrg', 'Hnf4g', 'Hnf4a', 'Nr2e1', 'Nr2f2', 'Rxrb', 'Nr6a1', 'Nr2f1']
3894;M03254_2.00;-2.8344564;-0.3862024;0.00459037066655221;0.00921444899487483;M03254_2.00;Dlx2;['Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Dlx2', 'Msx3', 'Prrx1', 'Barhl1', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Hoxb2', 'Hoxd3', 'Hoxa3']
3895;M07941_2.00;-2.8369246;-0.20838039;0.00455503713898582;0.00914657541030408;M07941_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
3896;M03532_2.00;-2.8372743;-0.26178852;0.00455005152742192;0.0091396158603592;M03532_2.00;Tcf7;['Tcf7', 'Tcf7l2', 'Lef1', 'Tcf7l1']
3897;M08156_2.00;-2.8388166;-0.21861848;0.00452811513747099;0.0090985915258104;M08156_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Ppara', 'Nr4a1', 'Nr5a2', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Thra', 'Nr1h2', 'Nr6a1', 'Nr2f1']
3898;M02100_2.00;-2.840894;-0.26461962;0.00449872551592768;0.00904255857379314;M02100_2.00;Rhox11;['Rhox11']
3899;M05528_2.00;-2.8427246;-0.24525616;0.0044729710898077;0.00899680539602125;M05528_2.00;;['Irf6']
3900;M05314_2.00;-2.8445961;-0.41627216;0.004446776113995;0.00894710991956036;M05314_2.00;;['Pknox1', 'Pknox2', 'Tgif1', 'Tgif2']
3901;M10282_2.00;-2.8446784;-0.31010684;0.00444562788256101;0.00894710991956036;M10282_2.00;;['Zbtb18']
3902;M05599_2.00;-2.8452544;-0.24547926;0.00443759778270142;0.0089346210462559;M05599_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Nr1d2', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr6a1', 'Nr2f1']
3903;M03891_2.00;-2.845419;-0.2525858;0.00443530588400371;0.00893299718231691;M03891_2.00;;['Pax3', 'Pax7']
3904;M03407_2.00;-2.8486478;-0.26015693;0.00439054392996303;0.00885173690740786;M03407_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Ppara', 'Nr4a1', 'Nr5a2', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Thra', 'Nr1h2', 'Nr6a1', 'Nr2f1']
3905;M03253_2.00;-2.84873;-0.27198595;0.0043894088661112;0.00885173690740786;M03253_2.00;Hoxc10;['Hoxb6', 'Hoxa10', 'Hoxc11', 'Hoxc8', 'Hoxc6', 'Hoxd12', 'Hoxb9', 'Hoxc10', 'Hoxd8', 'Hoxc9', 'Hoxa11', 'Hoxa9', 'Hoxd11', 'Hoxa6', 'Hoxd9', 'Hoxc12', 'Hoxd10', 'Hoxb8']
3906;M00788_2.00;-2.850499;-0.24087521;0.00436506923816904;0.00880628191826522;M00788_2.00;Zfx;['Zfx']
3907;M03351_2.00;-2.850931;-0.2314167;0.00435914445615265;0.00879728012057115;M03351_2.00;;['Myb', 'Mybl1']
3908;M05562_2.00;-2.8517947;-0.2714754;0.00434731675726802;0.00877635548110435;M05562_2.00;;['Mybl2']
3909;M03415_2.00;-2.8522677;-0.2712027;0.00434085201975988;0.00876624716146271;M03415_2.00;;['Pparg', 'Rarg', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Hnf4g', 'Hnf4a', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr5a1', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Thra', 'Nr6a1', 'Nr2f1']
3910;M09342_2.00;-2.855538;-0.3372295;0.00429639886909631;0.00867938958641089;M09342_2.00;Pax5;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
3911;M04643_2.00;-2.856258;-0.33137673;0.00428666918844097;0.00866264398497446;M04643_2.00;;['Scrt1', 'Scrt2']
3912;M03994_2.00;-2.8608649;-0.23156199;0.00422487093296745;0.00854062984566932;M03994_2.00;;['Tbx15', 'Tbx20', 'Tbx18']
3913;M03197_2.00;-2.8622222;-0.27036476;0.00420681726932962;0.00851271839089783;M03197_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx', 'Obox6', 'Rhox9', 'ENSMUSG00000097436']
3914;M00226_2.00;-2.866706;-0.17080913;0.00414768168239474;0.0083987062753946;M00226_2.00;;['Klf6', 'Klf4', 'Klf5', 'Klf7', 'Klf3', 'Klf8', 'Klf1', 'Klf2', 'Klf12']
3915;M03560_2.00;-2.8690095;-0.30520457;0.00411759430694916;0.00834621239029063;M03560_2.00;;['Tbx21', 'Eomes', 'Tbr1']
3916;M08008_2.00;-2.8710868;-0.24453151;0.00409063191996373;0.00829435615868574;M08008_2.00;;['Rela']
3917;M05019_2.00;-2.8715186;-0.25898552;0.00408504604022451;0.00828582357029012;M05019_2.00;;['Cdx1', 'Cdx2', 'Cdx4']
3918;M05585_2.00;-2.8732052;-0.28219688;0.00406330073970814;0.00824728000290407;M05585_2.00;;['Hnf4g', 'Hnf4a', 'Nr2e1']
3919;M02770_2.00;-2.8766398;-0.21911316;0.00401933913530524;0.00816631944585328;M02770_2.00;Tfap2a;['Tfap2a', 'Tfap2b', 'Tfap2c', 'Tfap2e', 'Tfap2d']
3920;M01672_2.00;-2.8766606;-0.27036014;0.0040190771977415;0.00816631944585328;M01672_2.00;;['Setbp1', 'Ahctf1', 'Hmga1', 'Hmga2', 'Phf21a', 'Hmga1-rs1']
