Differentiable motif activity epsilon cells;names;scores;logfoldchanges;pvals;pvals_adj;Motif_ID;direct_TF;TF_name
1988;M05769_2.00;0.42107353;0.04826023;0.673701387097785;0.736577186423434;M05769_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
1989;M09133_2.00;0.42101184;0.014090165;0.673746442054425;0.736577186423434;M09133_2.00;;['Hoxa4', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Nanog', 'Hoxa2', 'Hoxb1', 'Dlx4', 'Barx1', 'Msx2', 'Hoxc5', 'Dlx2', 'Msx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Emx1', 'Gbx2', 'Vax2', 'Gsx2', 'Meox2', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1990;M09196_2.00;0.42101184;0.014090165;0.673746442054425;0.736577186423434;M09196_2.00;Hoxa1;['Hoxa4', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Nanog', 'Hoxa2', 'Hoxb1', 'Dlx4', 'Barx1', 'Msx2', 'Hoxc5', 'Dlx2', 'Msx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Emx1', 'Gbx2', 'Vax2', 'Gsx2', 'Meox2', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1991;M04242_2.00;0.41765937;0.033645;0.676196183651094;0.738986706973956;M04242_2.00;;['Creb3l1', 'Creb3']
1992;M05570_2.00;0.4171452;0.031885475;0.676572215058499;0.739263317834632;M05570_2.00;;['Rarg', 'Nr1h3', 'Nr2c2', 'Rarb', 'Esr1', 'Esr2', 'Esrrb', 'Esrra', 'Esrrg', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Nr1h2', 'Nr2f1']
1993;M05257_2.00;0.41282606;0.045382187;0.679734055446077;0.74175224882672;M05257_2.00;;['Nkx3-1', 'Nkx3-2']
1994;M05014_2.00;0.41282606;0.045382187;0.679734055446077;0.74175224882672;M05014_2.00;;['Nkx3-1', 'Nkx3-2']
1995;M10226_2.00;0.41202393;0.050963983;0.68032187711545;0.741877745960529;M10226_2.00;;['Zic1', 'Zic4', 'Zic2', 'Zic3']
1996;M03757_2.00;0.41044027;0.0189644;0.68148301832336;0.743009222660749;M03757_2.00;;['Gata6', 'Gata2', 'Gata3', 'Gata5', 'Gata4', 'Gata1']
1997;M02707_2.00;0.4077254;0.01755292;0.683475301280829;0.744911283418431;M02707_2.00;;['Pparg', 'Rarg', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Nr1d2', 'Ppara', 'Nr4a1', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Thra', 'Nr2f1']
1998;M04595_2.00;0.40529844;0.0139759295;0.685258149766506;0.746313385131432;M04595_2.00;;['Zbtb2']
1999;M04835_2.00;0.40511334;-0.016188473;0.685394201860149;0.746326404125826;M04835_2.00;;['Foxn3', 'Foxn2']
2000;M09683_2.00;0.40139067;0.043582857;0.68813252123482;0.748674513113149;M09683_2.00;;['Nkx2-1', 'Nkx2-5', 'Nkx2-2', 'Nkx2-6', 'Nkx2-3', 'Nkx2-4', 'Nkx2-9']
2001;M03332_2.00;0.4012467;0.029071067;0.688238505537179;0.748674513113149;M03332_2.00;;['Irf5']
2002;M05312_2.00;0.40050626;0.022771504;0.688783664336401;0.748674513113149;M05312_2.00;;['Hoxb6', 'Hoxa10', 'Hoxa4', 'Mnx1', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Pdx1', 'Hoxc9', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8', 'Hoxc4', 'Hoxd4']
2003;M05050_2.00;0.40050626;0.022771504;0.688783664336401;0.748674513113149;M05050_2.00;;['Hoxb6', 'Hoxa10', 'Hoxa4', 'Mnx1', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Pdx1', 'Hoxc9', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8', 'Hoxc4', 'Hoxd4']
2004;M04976_2.00;0.40050626;0.022771504;0.688783664336401;0.748674513113149;M04976_2.00;;['Hoxb6', 'Hoxa10', 'Hoxa4', 'Mnx1', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Pdx1', 'Hoxc9', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8', 'Hoxc4', 'Hoxd4']
2005;M05071_2.00;0.40050626;0.022771504;0.688783664336401;0.748674513113149;M05071_2.00;;['Hoxb6', 'Hoxa4', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc5', 'Hoxd8', 'Pdx1', 'Hoxc9', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'Hoxa6', 'Hoxd9', 'Hoxb3', 'Hoxb8', 'Hoxc4', 'Hoxd3', 'Hoxa3', 'Hoxd4']
2006;M05409_2.00;0.40050626;0.022771504;0.688783664336401;0.748674513113149;M05409_2.00;;['Hoxb6', 'Hoxa4', 'Hoxc8', 'Hoxc6', 'Hoxc5', 'Hoxd8', 'Pdx1', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'Hoxa6', 'Hoxb3', 'Hoxb8', 'Hoxc4', 'Hoxd3', 'Hoxa3', 'Hoxd4']
2007;M07874_2.00;0.39908713;-0.030074557;0.68982900375869;0.749256208886538;M07874_2.00;;['Ctcf']
2008;M06011_2.00;0.39536446;0.021164536;0.692573935711514;0.751694576677322;M06011_2.00;;['Arnt', 'Arnt2']
2009;M04456_2.00;0.3950354;0.042347495;0.692816776591849;0.7518224638079;M04456_2.00;;['Klf6', 'Klf4', 'Klf5', 'Klf7', 'Klf3', 'Klf1', 'Klf2', 'Klf12']
2010;M01958_2.00;0.39382192;-0.00075767434;0.693712525017317;0.752658691223912;M01958_2.00;;['E2f7', 'E2f8']
2011;M05625_2.00;0.39242333;0.044177655;0.694745444087764;0.753268768266782;M05625_2.00;;['Vdr', 'Nr1i2']
2012;M08238_2.00;0.3923822;-0.061767172;0.694775832653116;0.753268768266782;M08238_2.00;;['Ctcf']
2013;M01488_2.00;0.39184746;0.043086845;0.695170928621381;0.753561276987921;M01488_2.00;Spdef;['Spdef', 'Elf4', 'Elf1', 'Elf2']
2014;M07894_2.00;0.3906957;-0.028569633;0.696022185644096;0.754348067122652;M07894_2.00;;['Ctcf']
2015;M04795_2.00;0.3886801;0.05691484;0.697512806796807;0.755419056379615;M04795_2.00;;['Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Elk4', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
2016;M05688_2.00;0.3869936;0.01319665;0.69876095915641;0.756634571185929;M05688_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
2017;M04439_2.00;0.38592407;0.0047812634;0.699552892834233;0.757355733124227;M04439_2.00;;['Egr3', 'Egr2', 'Egr1', 'Egr4']
2018;M09476_2.00;0.38573897;0.029875085;0.69968999148917;0.757367820161244;M09476_2.00;Mycn;['Mycn']
2019;M01720_2.00;0.384978;0.0080016125;0.700253722099563;0.757841620425908;M01720_2.00;Arnt2;['Arnt', 'Arnt2']
2020;M03051_2.00;0.38413474;0.04532017;0.700878589475597;0.758381402861864;M03051_2.00;;['Foxp4', 'Foxo4', 'Foxo1', 'Foxo3', 'Foxo6']
2021;M07927_2.00;0.38364112;0.02213261;0.701244459460218;0.758640794961998;M07927_2.00;;['Egr3', 'Egr2', 'Egr1', 'Egr4']
2022;M00123_2.00;0.38255104;0.016379511;0.702052667702382;0.759378551000383;M00123_2.00;Mafk;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
2023;M06144_2.00;0.3815227;0.024826685;0.702815437338417;0.760066901663953;M06144_2.00;;['Yy1', 'Mbtps2', 'Yy2']
2024;M04870_2.00;0.37884894;0.020424515;0.704800037518718;0.761594477265688;M04870_2.00;;['Gata6', 'Gata2', 'Gata3', 'Gata5', 'Gata4', 'Gata1']
2025;M01482_2.00;0.37751207;0.051056344;0.705793092609639;0.761917009325861;M01482_2.00;Gabpa;['Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Elk4', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
2026;M04722_2.00;0.3769362;0.014879657;0.706221024761823;0.762242146970137;M04722_2.00;;['Elf3', 'Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Ehf', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Spdef', 'Elk4', 'Elf5', 'Etv6', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
2027;M08865_2.00;0.36984047;0.017746897;0.711501346820857;0.767252841990431;M08865_2.00;;['Yy1', 'Mbtps2', 'Yy2']
2028;M08727_2.00;0.3691412;0.023235427;0.712022481208671;0.767677160629069;M08727_2.00;;['Mycn']
2029;M09340_2.00;0.366488;0.026108723;0.714000948130121;0.769672289308935;M09340_2.00;Trp53;['Trp53']
2030;M01225_2.00;0.3648015;0.06119264;0.71525957960987;0.770769297695392;M01225_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
2031;M05664_2.00;0.36478093;0.011833782;0.715274933561354;0.770769297695392;M05664_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Hnf4g', 'Hnf4a', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Thrb', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Thra', 'Nr1h2', 'Nr6a1', 'Nr2f1']
2032;M10488_2.00;0.36188096;0.023788007;0.717440991296234;0.772688059035736;M10488_2.00;;['Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Elk4', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
2033;M03500_2.00;0.36037955;0.021227213;0.718563320010947;0.773758246471949;M03500_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
2034;M10788_2.00;0.35922778;-0.12933177;0.719424696337481;0.774547104148516;M10788_2.00;;['Hoxb6', 'Hoxa10', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Hoxc9', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8']
2035;M04475_2.00;0.35717106;0.021170558;0.720963754316549;0.775926273883272;M04475_2.00;;['Zfp787']
2036;M04542_2.00;0.35585475;0.02965351;0.721949345336017;0.776431216532691;M04542_2.00;;['Zfp282']
2037;M06211_2.00;0.35540226;0.011126105;0.722288248973827;0.776656808390595;M06211_2.00;;['Hoxb6', 'Hoxa10', 'Hoxc11', 'Hoxc8', 'Hoxc6', 'Hoxd12', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Hoxc9', 'Hoxa11', 'Hoxa9', 'Hoxd11', 'Hoxa6', 'Hoxd9', 'Hoxc12', 'Hoxd10', 'Hoxb8']
2038;M07845_2.00;0.35200867;0.028504185;0.724831759389613;0.778973945848666;M07845_2.00;;['Prdm1']
2039;M01735_2.00;0.35013705;0.019821469;0.726235846303035;0.780064722212261;M01735_2.00;Clock;['Clock']
2040;M03024_2.00;0.3452215;0.034617588;0.729927875179813;0.783610539330845;M03024_2.00;;['Foxo4', 'Foxo1', 'Foxo3', 'Foxo6']
2041;M00191_2.00;0.34443992;0.021970509;0.730515472108572;0.784101383055676;M00191_2.00;XP_001473574.2;['Sp140', 'XP_001473574.2']
2042;M11193_2.00;0.34287682;-0.020725576;0.731691140255043;0.785223147304395;M11193_2.00;;['Pparg', 'Ppard', 'Nr2f6', 'Nr2c2', 'Rxrg', 'Rxra', 'Thrb', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rxrb', 'Thra', 'Nr2f1']
2043;M04414_2.00;0.3416839;-0.000623165;0.732588784855373;0.785905985037498;M04414_2.00;;['Zfp174']
2044;M02402_2.00;0.33921584;0.025108261;0.734447141118132;0.787337808678155;M02402_2.00;Rxrb;['Pparg', 'Rarg', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Hnf4g', 'Hnf4a', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr5a1', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Thra', 'Nr6a1', 'Nr2f1']
2045;M06444_2.00;0.3379201;0.089563124;0.735423401871114;0.788186461138478;M06444_2.00;;['Runx1']
2046;M11191_2.00;0.33781725;0.05277523;0.735500901215353;0.788186461138478;M11191_2.00;;['Pparg', 'Rarg', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Hnf4g', 'Hnf4a', 'Thrb', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr5a1', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Thra', 'Nr6a1', 'Nr2f1']
2047;M00461_2.00;0.33613074;0.034481555;0.736772274075425;0.788986548484616;M00461_2.00;Six4;['Six2', 'Six4', 'Six5', 'Six1']
2048;M02258_2.00;0.334218;0.030829394;0.738215069264217;0.790250164926131;M02258_2.00;;['Irf9']
2049;M07950_2.00;0.33286056;0.040003125;0.739239548434892;0.791206023186944;M07950_2.00;;['Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Elk4', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
2050;M06055_2.00;0.33072156;0.026867712;0.740854818206441;0.79279375030134;M06055_2.00;;['Yy1', 'Mbtps2', 'Yy2']
2051;M00368_2.00;0.32821235;0.040169667;0.742751110358007;0.794606767810832;M00368_2.00;;['Rarg', 'Nr1h3', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Vdr', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr2f1']
2052;M03282_2.00;0.32335848;0.035150517;0.746423772453817;0.797792766611159;M03282_2.00;Hoxd9;['Hoxb6', 'Hoxa10', 'Hoxc11', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Hoxc9', 'Hoxa11', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb5', 'Hoxd11', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8']
2053;M09409_2.00;0.32331735;-0.0049071093;0.746454921470069;0.797792766611159;M09409_2.00;Sox2;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
2054;M05680_2.00;0.3227209;0.063073605;0.746906628735356;0.798133700286857;M05680_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Thrb', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr5a1', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Thra', 'Nr1h2', 'Nr6a1', 'Nr2f1']
2055;M05536_2.00;0.32148686;0.026409023;0.747841471395942;0.798990692658589;M05536_2.00;;['Irf5']
2056;M03562_2.00;0.3208287;-0.0024057035;0.748340205906869;0.799381527233377;M03562_2.00;;['Tbx19', 'T']
2057;M09603_2.00;0.3200677;0.022625746;0.74891699896379;0.799830112333901;M09603_2.00;;['Nr3c1', 'Nr3c2', 'Pgr', 'Ar']
2058;M07955_2.00;0.3190599;0.053396583;0.749681076238231;0.800387358866807;M07955_2.00;;['Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Elk4', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
2059;M07877_2.00;0.31268406;-0.051741492;0.754520700667996;0.804839924408892;M07877_2.00;;['Ctcf']
2060;M10870_2.00;0.31023657;0.00810923;0.756381066978626;0.80639527332201;M10870_2.00;;['Hsf2', 'Hsf1']
2061;M10730_2.00;0.3087763;0.02882494;0.757491707159718;0.807436215324095;M10730_2.00;;['Nkx3-1', 'Nkx3-2']
2062;M09149_2.00;0.30783018;0.016024167;0.758211544379927;0.808050539308442;M09149_2.00;;['Hoxc13', 'Hoxd13', 'Hoxa13', 'Hoxb13']
2063;M08192_2.00;0.30766565;-0.0026318969;0.758336754881418;0.808050539308442;M08192_2.00;;['Prdm1']
2064;M02950_2.00;0.3033671;0.071494356;0.761610116030908;0.810820187256131;M02950_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
2065;M03061_2.00;0.30270895;0.030463565;0.762111678944236;0.810956861659324;M03061_2.00;Foxk1;['Foxj3', 'Foxk2', 'Foxi1', 'Foxk1']
2066;M04387_2.00;0.30056995;0.02679743;0.763742447570149;0.812371255692762;M04387_2.00;;['Zfp263', 'Q8K439_MOUSE']
2067;M05648_2.00;0.29904798;0.03992148;0.764903441186558;0.813318475123048;M05648_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Hnf4g', 'Hnf4a', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Thrb', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Thra', 'Nr1h2', 'Nr6a1', 'Nr2f1']
2068;M09626_2.00;0.29801962;-0.0098851565;0.765688195692569;0.814008981597155;M09626_2.00;;['Rela']
2069;M09623_2.00;0.2965799;0.019081084;0.766787255942743;0.814601405624387;M09623_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
2070;M07900_2.00;0.295387;-0.030220173;0.767698261538336;0.81537078044399;M07900_2.00;;['Ctcf']
2071;M03728_2.00;0.2951196;0.002961582;0.767902496535947;0.81537078044399;M03728_2.00;;['Spdef', 'Elf4', 'Elf1', 'Elf2']
2072;M08221_2.00;0.294009;0.017383518;0.768751029656326;0.81611097835007;M08221_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Ppara', 'Nr4a1', 'Nr5a2', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Thra', 'Nr1h2', 'Nr6a1', 'Nr2f1']
2073;M08841_2.00;0.29240474;0.0017011486;0.769977177597266;0.817124183178041;M08841_2.00;Cebpb;['Cebpa', 'Cebpe', 'Cebpb']
2074;M04457_2.00;0.29121184;0.02022868;0.770889301737859;0.817947822980149;M04457_2.00;;['Klf16', 'Klf14']
2075;M03748_2.00;0.29024518;0.05760933;0.771628669330145;0.818299209548844;M03748_2.00;;['Foxn3', 'Foxn2']
2076;M02954_2.00;0.28977215;0.014338474;0.771990563159651;0.818538654238741;M02954_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
2077;M00340_2.00;0.28604946;-0.0059170113;0.774840235709024;0.8206920002737;M00340_2.00;;['Pax2', 'Pax6']
2078;M10951_2.00;0.28403386;0.025482988;0.776384421619302;0.822038012608888;M10951_2.00;;['Srf']
2079;M06334_2.00;0.2835608;0.007197135;0.776746960934611;0.822277103161547;M06334_2.00;;['Six2', 'Six4', 'Six5', 'Six1']
2080;M08711_2.00;0.28205943;-0.0038067764;0.77789795097692;0.823060921389021;M08711_2.00;;['Srebf1', 'Srebf2']
2081;M07965_2.00;0.27420273;0.009836601;0.783928835551984;0.828813205863828;M07965_2.00;;['Gata6', 'Gata2', 'Gata3', 'Gata5', 'Gata4', 'Gata1']
2082;M08869_2.00;0.27412045;-0.0153355235;0.783992055586809;0.828813205863828;M08869_2.00;;['Ctcf']
2083;M08253_2.00;0.27407932;0.018702708;0.784023666138896;0.828813205863828;M08253_2.00;;['Zfp692']
2084;M04929_2.00;0.27286586;0.010114966;0.784956337541868;0.829653324073251;M04929_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx']
2085;M02495_2.00;0.27228996;0.01957042;0.785399069410503;0.829850874666196;M02495_2.00;;['Tbx2', 'Tbx4', 'Tbx5', 'Tbx3']
2086;M09046_2.00;0.27218714;0.042212024;0.785478135982663;0.829850874666196;M09046_2.00;;['Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Elk4', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
2087;M05813_2.00;0.2720843;0.04321143;0.785557204767984;0.829850874666196;M05813_2.00;;['Tbx4', 'Tbx5', 'Tbx15', 'Tbx20', 'Tbx18']
2088;M06072_2.00;0.27173465;0.004359723;0.785826055182095;0.829989093056747;M06072_2.00;;['Egr3', 'Egr2', 'Egr1', 'Egr4']
2089;M05900_2.00;0.27128217;0.0013682892;0.786174017162361;0.830098453697873;M05900_2.00;;['Setbp1', 'Ahctf1', 'Hmga1', 'Hmga2', 'Phf21a', 'Hmga1-rs1']
2090;M03170_2.00;0.270768;0.0041531827;0.786569480349045;0.830324672828646;M03170_2.00;;['Hoxa4', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Nanog', 'Hoxa2', 'Hoxb1', 'Barx1', 'Hoxc5', 'Nkx1-1', 'Pdx1', 'Hoxa1', 'Barx2', 'Emx1', 'Gbx2', 'Lbx2', 'Gsx2', 'Meox2', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Hmx3', 'Hesx1', 'Hoxd1', 'Emx2', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
2091;M09632_2.00;0.27060345;0.043578003;0.786696040202465;0.830324672828646;M09632_2.00;;['Runx1', 'Runx2', 'Runx3']
2092;M00760_2.00;0.2647829;-0.03185013;0.791176697136191;0.834468021146449;M00760_2.00;Junb;['Jun', 'Junb', 'Jund']
2093;M04890_2.00;0.264351;0.017757464;0.791509461218407;0.834672610865773;M04890_2.00;;['Tfcp2', 'Ubp1']
2094;M02898_2.00;0.26182124;0.035163753;0.793459269129154;0.836141161862084;M02898_2.00;;['Sp1', 'Sp4', 'Sp6', 'Sp8', 'Sp7', 'Sp9', 'Sp5']
2095;M05287_2.00;0.26110137;0.008211568;0.794014329131088;0.836141161862084;M05287_2.00;;['Six2', 'Six4', 'Six5', 'Six1']
2096;M06335_2.00;0.2599702;0.04108423;0.794886776975216;0.836913353769073;M06335_2.00;;['Six2', 'Six4', 'Six5', 'Six1']
2097;M08726_2.00;0.25246313;0.0018793647;0.800683110570746;0.841984302670479;M08726_2.00;;['Bhlhe40', 'Bhlhe41']
2098;M02890_2.00;0.25217518;0.008971292;0.80090565661772;0.842071087220099;M02890_2.00;;['Egr3', 'Egr2', 'Egr1', 'Egr4']
2099;M01725_2.00;0.25168157;-0.012212019;0.801287201714079;0.842177775447129;M01725_2.00;Srebf2;['Srebf1', 'Srebf2']
2100;M07875_2.00;0.24742416;-0.03647104;0.804579986598049;0.844869774145908;M07875_2.00;;['Ctcf']
2101;M05738_2.00;0.24728018;0.0006275708;0.804691397789784;0.844869774145908;M05738_2.00;;['Gmeb1', 'Gmeb2']
2102;M01143_2.00;0.24394828;0.018768797;0.807270874703157;0.847189762528077;M01143_2.00;;['Creb3l1', 'Creb3l2']
2103;M05650_2.00;0.24351637;-0.0036502033;0.807605405482785;0.847189762528077;M05650_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr6a1', 'Nr2f1']
