moscot driver TFs Epsilon;Unnamed: 0;Epsilon_pull_corr;Epsilon_pull_pval;Epsilon_pull_qval;Epsilon_pull_ci_low;Epsilon_pull_ci_high
407;Barhl1;0.0056464684257378;0.684396108519368;0.910518170805502;-0.0215770967029899;0.0328616664104712
408;Zfp30;0.0054823679386153;0.693095085737268;0.914837044985381;-0.0217411252865451;0.0326977371750756
409;Mbd4;0.0054382404412438;0.695441262566512;0.915546395405521;-0.0217852331986205;0.0326536554783906
410;Pou2f3;0.0053647204176347;0.699356656991332;0.915546395405521;-0.0218587203561527;0.0325802115273137
411;Zfp236;0.0053070047719036;0.702435986331655;0.915546395405521;-0.0219164099948151;0.0325225553950992
412;Prdm4;0.0052855534055451;0.703581739794058;0.915546395405521;-0.0219378516488273;0.0325011261021556
413;Etfb;0.0052336097931587;0.706358919162999;0.915546395405521;-0.0219897716394194;0.0324492358359937
414;Sox8;0.005128012272611;0.712016749263197;0.915546395405521;-0.0220953206859152;0.0323437463120667
415;Homez;0.0051219773924133;0.712340576062023;0.915546395405521;-0.0221013527774971;0.0323377175855407
416;Ascl2;0.0050579868741291;0.715777435283125;0.915546395405521;-0.022165313604914;0.0322737921955422
417;Mief1;0.0050408057572345;0.716701198603119;0.915546395405521;-0.0221824867120177;0.032256628527331
418;Zfp697;0.005037491332965;0.716879450326894;0.915546395405521;-0.022185799589263;0.0322533174672553
419;Glis1;0.0050262959527857;0.717481658523238;0.915546395405521;-0.0221969897395219;0.0322421334461498
420;Zfp114;0.0050235388207258;0.717629993754414;0.915546395405521;-0.0221997455825411;0.0322393791104896
421;Mzf1;0.0049776568480679;0.720100027656552;0.9175958158324;-0.0222456060432954;0.0321935436125872
422;Sod1;0.0049592209737383;0.721093338869958;0.9176099603866;-0.0222640332416431;0.0321751263800789
423;Prox2;0.0049457566594273;0.721819083533082;0.9176099603866;-0.0222774912079167;0.032161675668814
424;Zfp326;0.0049216860897207;0.72311714318706;0.91805276251416;-0.0223015504044565;0.032137629393127
425;Zfp282;0.004823194553868;0.728436785176319;0.91805276251416;-0.0223999950753117;0.0320392369349089
426;Zfp2;0.0047249792723684;0.733754558133853;0.91805276251416;-0.022498163097561;0.0319411199278576
427;Zfp248;0.0047055871325831;0.73480604755133;0.91805276251416;-0.0225175458441742;0.0319217471298842
428;Zfp850;0.0047015197313353;0.735026655164286;0.91805276251416;-0.0225216112726562;0.0319176837828872
429;Aebp2;0.0045705123194609;0.742143826842767;0.91805276251416;-0.0226525546619712;0.0317868064737167
430;Zfp784;0.0045367211322727;0.743983192699952;0.91805276251416;-0.0226863291840758;0.0317530486929481
431;Bcl11a;0.0045212355591417;0.744826612417509;0.91805276251416;-0.0227018070992932;0.0317375784083136
432;Edn1;0.0044634854349537;0.747974655847383;0.91805276251416;-0.0227595285498527;0.0316798851842982
433;Zfp846;0.0044385482865458;0.749335319320917;0.91805276251416;-0.0227844532605611;0.0316549725499545
434;Zfp551;0.0043759693806851;0.752753284549451;0.91805276251416;-0.0228470008054285;0.0315924550123726
435;Zfp536;0.0043747199568129;0.752821575803575;0.91805276251416;-0.0228482496009905;0.031591206811585
436;Zfp949;0.0043612761386817;0.753556512877648;0.91805276251416;-0.02286168665312;0.0315777761484903
437;Zbtb32;0.0043328066883133;0.755113596716945;0.91805276251416;-0.0228901417429222;0.0315493345235854
438;Zfp791;0.0043197343030235;0.75582890038658;0.918183137235508;-0.0229032075194603;0.0315362749002142
439;Nfatc4;0.0042666998587751;0.758733015891661;0.920230404816392;-0.0229562150567206;0.0314832921355235
440;Arid5a;0.0042459126544457;0.759872234627892;0.920872451274572;-0.0229769916729222;0.0314625251456164
441;E430018J23Rik;0.004162298179032;0.764459868218143;0.923946159202055;-0.0230605633211128;0.0313789917433581
442;Zfp933;0.0040898139480486;0.768443528286372;0.923946159202055;-0.0231330101179044;0.0313065774859146
443;Tob2;0.0040013292974969;0.773314843736905;0.923993453881487;-0.0232214486833637;0.0312181778678148
444;Nr1h3;0.0039735521763078;0.774845900944307;0.923993453881487;-0.0232492112496412;0.0311904273522203
445;Zfp964;0.0039264988329404;0.777441446208993;0.923993453881487;-0.0232962398417614;0.0311434189819356
446;Zfp959;0.0038906749281891;0.779419223687695;0.923993453881487;-0.0233320448214512;0.0311076292365588
447;Zfp445;0.0038686095609375;0.780638127135698;0.923993453881487;-0.02335409849725;0.0310855848746911
448;Zfp410;0.0038450677633143;0.781939183783596;0.923993453881487;-0.0233776277919127;0.0310620654587622
449;Zfp952;0.0038376713050907;0.782348081219923;0.923993453881487;-0.0233850203156788;0.0310546760262885
450;Drap1;0.0038263100637181;0.782976280321944;0.923993453881487;-0.0233963755077764;0.0310433255709403
451;Pick1;0.0038106832159634;0.783840569390569;0.923993453881487;-0.0234119940235658;0.0310277135473821
452;Nelfb;0.0038081635961315;0.783979949412378;0.923993453881487;-0.023414512298736;0.03102519631651
453;Zfp354a;0.0038035302012704;0.784236277063467;0.923993453881487;-0.0234191432199615;0.0310205673138684
454;Nfxl1;0.0037627937950066;0.786490891921947;0.923993453881487;-0.0234598578279491;0.0309798694733623
455;Tbx6;0.0037122824770039;0.789288998386136;0.923993453881487;-0.0235103419916614;0.0309294058498429
456;Tceal3;0.0036876371391135;0.790655231668358;0.923993453881487;-0.0235349740301111;0.0309047837325421
457;Mynn;0.0036832023958006;0.790901143493193;0.923993453881487;-0.0235394063767807;0.030900353164093
458;Eef1d;0.0036556130533097;0.792431472037434;0.923993453881487;-0.0235669807852802;0.0308727897701624
459;Zkscan5;0.0035383052962659;0.798947172065436;0.928722270838189;-0.0236842245816721;0.0307555918821986
460;Rel;0.0034196231769713;0.805553479278949;0.934317166704766;-0.0238028412289263;0.0306370201576019
461;Xrcc4;0.0033754150897659;0.808017851110891;0.934317166704766;-0.0238470247324249;0.0305928529956749
462;Brf2;0.0033137831088508;0.811456689849028;0.934317166704766;-0.0239086222628891;0.0305312778926854
463;Timm44;0.0032985209824395;0.812308825368553;0.934317166704766;-0.0239238758262943;0.030516029819226
464;Suz12;0.0032790915108788;0.813393959125213;0.934317166704766;-0.023943294378369;0.0304966182194666
465;Atf6b;0.0032789442726557;0.813402183733061;0.934317166704766;-0.0239434415337648;0.0304964711165991
466;Rara;0.0032644139656126;0.814213935944948;0.934317166704766;-0.0239579636611417;0.0304819541614267
467;Gm14327;0.0032396095918174;0.815600121093732;0.934317166704766;-0.0239827540450595;0.0304571725537907
468;Zfp518a;0.0032362239958922;0.815789368983746;0.934317166704766;-0.0239861377288831;0.0304537900626664
469;Zfp524;0.0031985793893792;0.817894346803906;0.934317166704766;-0.0240237610326228;0.0304161799365846
470;Zfp280b;0.0031867451126139;0.818556357453111;0.934317166704766;-0.0240355885965371;0.0304043564834565
471;Tcf15;0.0031301502622571;0.821724059500085;0.935043956175681;-0.0240921512387803;0.0303478132894747
472;Zbtb11;0.0031177555072976;0.822418203204913;0.935129131656189;-0.0241045389166233;0.0303354298244489
473;Nfyc;0.0030714874896752;0.825010575246586;0.936834660067822;-0.024150780442439;0.0302892038768811
474;Sall4;0.0030688393834823;0.8251590052253;0.936834660067822;-0.0241534270288741;0.0302865581750055
475;Plg;0.0030201524566441;0.827889082379216;0.938335430877438;-0.0242020859461094;0.0302379153849319
476;Ncoa1;0.0029701819175583;0.830693299926941;0.938335430877438;-0.0242520276030011;0.0301879900121973
477;Zfp760;0.0029627409301173;0.831111054251541;0.938335430877438;-0.0242594642780446;0.0301805557387471
478;Zfp72;0.0029488494077798;0.831891084179923;0.938335430877438;-0.0242733477415376;0.0301666767426492
479;Zdhhc5;0.0029045181448076;0.83438145486184;0.939102591749057;-0.0243176532165332;0.0301223853837977
480;Cstf2;0.0028868992260917;0.835371685031393;0.939102591749057;-0.0243352618564371;0.0301047822948052
481;Zfp781;0.0028727867513344;0.836165031992005;0.939102591749057;-0.0243493660858456;0.030090682487228
482;Zbtb1;0.0027104708862187;0.845301563628976;0.944188075657491;-0.0245115863372474;0.0299285115360425
483;Dr1;0.0026878746827865;0.846575152402532;0.944188075657491;-0.0245341691164938;0.0299059353926427
484;Hdac6;0.0026866743576676;0.846642817510095;0.944188075657491;-0.0245353687277339;0.0299047361323492
485;Zfp182;0.0026099283892664;0.850971490947514;0.944521172046525;-0.0246120688896637;0.029828058083699
486;Zfp142;0.002604428915669;0.851281849703077;0.944521172046525;-0.0246175650685489;0.0298225634648048
487;Gar1;0.0025970724295954;0.851697043590277;0.944521172046525;-0.0246249171448088;0.0298152134701546
488;Gm14412;0.0025758759267675;0.852893585766124;0.944525241333173;-0.0246461009250195;0.0297940356548354
489;Fez1;0.0024224758502312;0.861562938439824;0.945041733993112;-0.0247994081987287;0.0296407700923159
490;Nr2c1;0.0024107116959486;0.862228488241509;0.945041733993112;-0.0248111651831606;0.0296290162009881
491;Sp1;0.0024071711043429;0.862428814200336;0.945041733993112;-0.0248147036154223;0.0296254786966928
492;Mecom;0.0023765617393173;0.864161053302232;0.94556752933795;-0.0248452942839013;0.0295948959938675
493;Gm20939;0.0022616305347954;0.8706709780673;0.94925139125027;-0.0249601548320756;0.0294800644449514
494;Zfp583;0.0021360004543843;0.877796926291586;0.953209096119325;-0.0250857068565975;0.0293545424751439
495;Zfp711;0.0021036532834678;0.87963333938524;0.953851811185897;-0.0251180337907021;0.029322223001521
496;Pml;0.0020679206286075;0.881662705338214;0.955029185839816;-0.0251537440245673;0.0292865208766205
497;Zkscan7;0.0020490033309716;0.882737391467837;0.955507857431136;-0.0251726494241335;0.0292676197137973
498;Zfp655;0.0019954983704537;0.885778154507132;0.958112473714735;-0.02522612062719;0.0292141602829848
499;Tfap4;0.0019186228806309;0.890150031556522;0.960776660221836;-0.025302947341896;0.0291373499372865
500;U2af1;0.0018192171518516;0.895808128839523;0.964127066676892;-0.0254022895241085;0.0290380279681452
501;Pole3;0.0017881176196535;0.897579392586376;0.965345358123524;-0.0254333690650633;0.0290069545301499
502;Zfp512;0.0017751898504059;0.898315840135105;0.965449764130967;-0.025446288508664;0.0289940375925261
503;Apex2;0.001637131042775;0.906185877198799;0.969256796170909;-0.0255842578376106;0.028856093891547
504;Hdac8;0.0016122751550378;0.907603787744272;0.969256796170909;-0.0256090975055894;0.0288312586172992
505;Tbr1;0.0016098112619684;0.907744357271288;0.969256796170909;-0.0256115597890093;0.0288287967657555
506;Zfp444;0.0015509285970671;0.911104568470032;0.970901833726005;-0.0256704038878838;0.0287699627914464
507;Zfp985;0.0015225225648536;0.91272616559096;0.971042611844912;-0.0256987912477166;0.0287415801809953
508;Tfap2b;0.0015148207011971;0.913165899880646;0.971042611844912;-0.0257064880410757;0.0287338846602302
509;Arntl2;0.0014346338153133;0.917745686316804;0.972488411465525;-0.0257866219465448;0.028653763620811
510;Zfp709;0.0013911977431618;0.9202276396716;0.97306984307011;-0.0258300291739013;0.0286103630706947
511;Gabpa;0.0012029713250225;0.930991637860166;0.978251261492435;-0.0260181294094558;0.0284222893982572
512;Zfp296;0.0012021686128407;0.93103757055523;0.978251261492435;-0.0260189315793905;0.0284214873333493
513;Hsf3;0.0011852811963436;0.932003953158983;0.978251261492435;-0.0260358075799949;0.028404613526043
514;Zfp273;0.001149372441076;0.93405916339232;0.978251261492435;-0.0260716920093736;0.0283687336572748
515;Irf5;0.0011430036783932;0.934423720940217;0.978251261492435;-0.0260780564503019;0.0283623700105671
516;Zfp87;0.0011384721395792;0.934683121407563;0.978251261492435;-0.0260825849127324;0.0283578421105579
517;Dmrta2;0.0011372586092077;0.934752589130616;0.978251261492435;-0.0260837976190695;0.028356629554456
518;Runx3;0.0010732065566373;0.938419897411432;0.980632557156583;-0.0261478060640802;0.0282926288116828
519;2610021A01Rik;0.0010007390538932;0.942570604006069;0.981240196124103;-0.0262202239607847;0.0282202190909774
520;Foxj3;0.0009827851544484;0.94359919130379;0.981240196124103;-0.0262381655261207;0.0282022794629396
521;Usf2;0.0008760226401372;0.949717549265374;0.985617525354443;-0.0263448543336952;0.0280956014511311
522;Smad4;0.0008177264530195;0.95305966803654;0.986733580832046;-0.0264031100125274;0.0280373511437225
523;Snai3;0.0007569272832891;0.956546161133025;0.98794828154885;-0.0264638667377581;0.0279765996266347
524;Rsl1;0.000735213454177;0.957791532961065;0.98794828154885;-0.0264855653594953;0.0279549027674676
525;Zfp566;0.000734161942787;0.957851843832793;0.98794828154885;-0.0264866161338036;0.0279538520772111
526;Hmga1;0.0007180862564847;0.958773916597742;0.988224309940335;-0.0265026805439845;0.0279377889370501
527;Zbtb38;0.0006619520856095;0.961994097169609;0.989345009173048;-0.0265587752298744;0.0278816984653942
528;Zscan20;0.000653447948696;0.962481998990203;0.989345009173048;-0.0265672733699937;0.0278732009338137
529;Foxc1;0.0006368381842814;0.963434979570093;0.989650897381524;-0.026583871410487;0.0278566040591892
530;Atf1;0.0005412599376239;0.968919727597832;0.992999080706606;-0.0266793819020306;0.0277610996931337
531;Kmt2b;0.0005333755125596;0.969372243704451;0.992999080706606;-0.0266872607156618;0.0277532213404287
532;Pbx3;0.0005258941051853;0.969801638262896;0.992999080706606;-0.0266947367953082;0.0277457456918941
533;Zfp442;0.0005041804011779;0.971047943043094;0.992999080706606;-0.0267164350191113;0.0277240486848449
534;Prrxl1;0.0004760777515265;0.972661059599975;0.992999080706606;-0.0267445175956496;0.0276959676069142
535;Dusp22;0.0004602435407589;0.973570006748315;0.992999080706606;-0.0267603404774599;0.0276801455316356
536;Dnmt1;0.0004345108330426;0.975047239955528;0.992999080706606;-0.0267860547450122;0.0276544325166173
537;Hirip3;0.0004279682760165;0.975422841265239;0.992999080706606;-0.0267925926078713;0.0276478949607285
538;Gtf2h3;0.0004275700251037;0.975445704607528;0.992999080706606;-0.0267929905729709;0.027647497014164
539;Zfp85;0.0003371088989062;0.980639508637753;0.994184838419023;-0.026883386554286;0.0275571047959101
540;Zfp830;0.0003368477684311;0.980654502675369;0.994184838419023;-0.0268836474960656;0.0275568438637045
541;Zzz3;0.000318515349554;0.981707161724296;0.994184838419023;-0.0269019666584814;0.0275385253548735
542;E4f1;0.0003124070011416;0.982057914103362;0.994184838419023;-0.0269080705857898;0.0275324216372175
543;Dnajc21;0.0002857068840411;0.983591122773623;0.994184838419023;-0.0269347513540364;0.0275057417377257
544;Kdm4d;0.000282397102384;0.983781185674114;0.994184838419023;-0.0269380587344824;0.0275024344595684
545;Taf7;0.0001718430111658;0.990130172370708;0.996731040186513;-0.0270485322774868;0.0273919636484369
546;Klf8;0.0001602737144191;0.990794626028448;0.996735433246474;-0.0270600931065694;0.0273804030283791
547;Zfp111;0.0001080414481585;0.993794528492597;0.99692532643185;-0.0271122870529565;0.0273282098443944
548;Zfp54;0.0001076762839785;0.993815501651627;0.99692532643185;-0.0271126519487137;0.0273278449529225
549;Paxip1;0.0001019887768691;0.99414216345377;0.99692532643185;-0.027118335274146;0.0273221616923608
550;Gm14443;9.91E-05;0.994307925935775;0.99692532643185;-0.0271212192347149;0.0273192777633639
551;Zfp874a;8.80E-05;0.994944680087946;0.99692532643185;-0.0271322975362822;0.027308199574649
552;Brf1;4.22E-05;0.997574843625323;0.998235927020701;-0.0271780567535201;0.0272624406818566
553;Satb2;-2.72E-05;0.998437208076689;0.998437208076689;-0.0272474375913387;0.0271930599007487
554;Zfp763;-6.51E-05;0.996259379556323;0.997580678468201;-0.0272853267053154;0.0271551705963112
555;Zfp112;-8.96E-05;0.994852115827171;0.99692532643185;-0.0273098099957019;0.0271306870996548
556;2610044O15Rik8;-0.000185715015305;0.989333477527724;0.996593429664351;-0.0274058252393137;0.0270346704167827
557;Zfp429;-0.0002008589914114;0.988463743149607;0.996382010784984;-0.0274209578353778;0.0270195375022455
558;Zfp672;-0.0002406764920007;0.986177050528545;0.994741046291318;-0.0274607453553148;0.0269797490259079
559;Chd2;-0.0002406985999598;0.986175780912925;0.994741046291318;-0.0274607674466038;0.0269797269340401
560;Larp4;-0.0002732087128958;0.984308830090357;0.994184838419023;-0.0274932530170015;0.0269472404547688
561;Gcm1;-0.000286300731282;0.983557021429256;0.994184838419023;-0.027506335135721;0.0269341579375622
562;Rfx1;-0.0003057900473162;0.982437875432369;0.994184838419023;-0.0275258096974335;0.0269146827481021
563;Zbtb37;-0.0003201305806001;0.981614412833588;0.994184838419023;-0.0275401393610689;0.0269003525961689
564;Zfp507;-0.000400706043205;0.976987995044265;0.993435604388445;-0.0276206535421293;0.0268198352554523
565;Zfp101;-0.0004196379690359;0.975901083290465;0.992999080706606;-0.0276395710180733;0.0268009169346362
566;Eno1b;-0.0004372734574043;0.974888642255913;0.992999080706606;-0.0276571930285269;0.0267832941020845
567;Zfp664;-0.0004660535323916;0.973236485899278;0.992999080706606;-0.0276859510720198;0.0267545346443062
568;Klf15;-0.0005033292182802;0.971096799977115;0.992999080706606;-0.02772319815595;0.0267172855946585
569;Zfp189;-0.0005123445695523;0.970579334570988;0.992999080706606;-0.0277322065783135;0.0267082766741714
570;Adnp;-0.0006901786040152;0.960374780121009;0.988524824800766;-0.0279099030315005;0.0265305685875348
571;Zfp472;-0.0007022358940021;0.959683119179482;0.98848670529401;-0.0279219509310933;0.0265185197746315
572;Zfp867;-0.0007552509019837;0.956642304327086;0.98794828154885;-0.0279749245563803;0.0264655419459162
573;Smpx;-0.0007832090500121;0.955038942578949;0.987745755680968;-0.0280028608191377;0.0264376033432724
574;Med30;-0.0008116720081669;0.95340681750593;0.986733580832046;-0.0280313014531847;0.0264091602397284
575;Mef2c;-0.0008366303205901;0.951975816575153;0.986604998646864;-0.0280562401540052;0.0263842193009482
576;Mxi1;-0.0008397130820615;0.951799075104938;0.986604998646864;-0.0280593204907704;0.0263811386830556
577;Irf6;-0.000896220582242;0.948559805031874;0.985093057495275;-0.0281157834541237;0.0263246703834126
578;Gm35315;-0.000972298795947;0.944200003290279;0.981240196124103;-0.028191801431847;0.0262486446725097
579;Asap3;-0.0009723071057068;0.944199527173091;0.981240196124103;-0.0281918097350103;0.0262486363684674
580;Faap24;-0.0009812948239336;0.943684577285664;0.981240196124103;-0.0282007903162881;0.0262396548320085
581;Hnf4g;-0.0009875424587337;0.94332663389019;0.981240196124103;-0.0282070329873904;0.0262334114917529
582;Spats2;-0.001036968088928;0.940495318882279;0.981240196124103;-0.028256419274461;0.0261840197612548
583;Zfp275;-0.0010435954284411;0.940115732421903;0.981240196124103;-0.0282630413284652;0.0261773969571485
584;Ahr;-0.0011005102101863;0.9368564590978;0.979676768170137;-0.0283199106205455;0.0261205210265457
585;Ncbp2;-0.0011356371224217;0.934845410816943;0.978251261492435;-0.028355009369338;0.0260854180046776
586;Mdm2;-0.0011763214491081;0.932516715573323;0.978251261492435;-0.0283956609929686;0.0260447612641419
587;Anxa1;-0.001187093938017;0.931900214169953;0.978251261492435;-0.0284064248076117;0.0260339960644781
588;Msantd3;-0.0012812917854356;0.926511122744016;0.97629573994659;-0.0285005465357422;0.025939861687406
589;Zfp119a;-0.0013184349485719;0.924387061814689;0.974737753729177;-0.0285376595515944;0.0259027434185616
590;Trmt1;-0.001320744348158;0.924255014621581;0.974737753729177;-0.0285399670742761;0.0259004355643152
591;Zfp58;-0.001340012939961;0.923153353879577;0.974737753729177;-0.0285592199947248;0.0258811798548222
592;Cpsf4;-0.0013633117205071;0.921821468466223;0.974073070247723;-0.0285824997991473;0.0258578966240509
593;Purg;-0.0014007022176754;0.91968448321102;0.97306984307011;-0.0286198597812167;0.0258205310198416
594;Zik1;-0.0014185932798904;0.918662156480634;0.972776897816099;-0.028637736215295;0.0258026518418088
595;Hif1a;-0.0014555216546685;0.916552431131734;0.971906018966937;-0.0286746343415423;0.0257657479417246
596;Noc2l;-0.0014695220303221;0.915752739648622;0.971740433499241;-0.0286886232299071;0.0257517568255802
597;Ctcf;-0.0014717694584173;0.915624376074134;0.971740433499241;-0.0286908688129976;0.0257495108828861
598;Zfp280d;-0.0014839991298166;0.914925907671996;0.971740433499241;-0.028703088439749;0.0257372892896734
599;Ash2l;-0.0015161406690074;0.913090535047449;0.971042611844912;-0.0287352035412065;0.0257051689424568
600;Gm17655;-0.0015892249489484;0.908918955879475;0.969256796170909;-0.0288082274971796;0.0256321326401818
601;Crebzf;-0.0015943009230082;0.908629316119482;0.969256796170909;-0.0288132992707263;0.0256270599875559
602;Ncoa3;-0.0016105051216069;0.907704771039768;0.969256796170909;-0.0288294900505111;0.0256108663826994
603;Zfp422;-0.0016933396645401;0.902980550792224;0.967021724607275;-0.0289122557744461;0.0255280857709379
604;Zfp281;-0.0017000417200111;0.902598466943606;0.967021724607275;-0.0289189522455246;0.0255213880626567
605;B230307C23Rik;-0.0017132043639188;0.901848130985125;0.967021724607275;-0.0289321039147351;0.0255082339493915
606;Zfp937;-0.0017225943686496;0.901312907686965;0.967021724607275;-0.0289414860845457;0.0254988500245139
607;Rcor1;-0.0017378527821596;0.900443285191014;0.967021724607275;-0.0289567317563689;0.0254836014803114
608;Zbtb5;-0.0018590828462467;0.893538351468396;0.96237012176696;-0.0290778601361098;0.025362449379014
609;Creb3l1;-0.0018846319987777;0.892084151987279;0.961489699857809;-0.0291033877567475;0.0253369165550694
610;Ilf3;-0.0019021771024981;0.891085734451883;0.961099613587389;-0.0291209180535322;0.0253193826439404
611;Elk4;-0.0019302610736471;0.889487954491609;0.960748792047446;-0.0291489782887712;0.0252913165536076
612;Hesx1;-0.0019579856707673;0.887911060382261;0.959732069561356;-0.0291766794116366;0.0252636095664007
613;Myb;-0.0020981807887802;0.87994408806752;0.953851811185897;-0.0293167551870333;0.0251235028560951
614;Zfp13;-0.0021308612727771;0.878088644173497;0.953209096119325;-0.0293494076977681;0.0250908428268696
615;Trim69;-0.0021330028505648;0.877967078731537;0.953209096119325;-0.0293515474404179;0.0250887025874704
616;Zfp260;-0.002175766780465;0.875540214568857;0.952496919307618;-0.029394274673285;0.0250459653308339
617;Arg2;-0.0021903895445216;0.87471063606949;0.952280505021579;-0.0294088848662806;0.0250313516646452
618;Hsf1;-0.0022148557790382;0.873322926133163;0.95145571317538;-0.0294333300413832;0.025006900626306
619;Suclg1;-0.0022663917402401;0.870401117077075;0.94925139125027;-0.0294848215362712;0.0249553965679512
620;Gm14325;-0.0022845460714275;0.869372284022303;0.949206181398176;-0.0295029601691122;0.0249372534406107
621;R3hdm2;-0.0023058622502214;0.868164546569072;0.948573419189073;-0.0295242578925777;0.0249159503940914
622;Mxd3;-0.0023395367391836;0.866257236457239;0.947174820456504;-0.0295579031761545;0.0248822966006193
623;Sox7;-0.0023839298203725;0.863744020352528;0.94556752933795;-0.0296022576616336;0.0248379307080121
624;Xpa;-0.0024197494697075;0.861717173014241;0.945041733993112;-0.029638046090935;0.0248021329182868
625;Zfp493;-0.0024210736778886;0.861642260330826;0.945041733993112;-0.0296393691436124;0.0248008095168903
626;Plagl2;-0.0024246658984114;0.861439048642532;0.945041733993112;-0.0296429582290844;0.0247972194844767
627;Acaa1a;-0.0024363065401065;0.860780601336557;0.945041733993112;-0.0296545887067804;0.0247855859285564
628;Sp3;-0.0024424934287063;0.86043068229132;0.945041733993112;-0.0296607701903134;0.0247794028029768
629;Taf1;-0.0024657207653111;0.859117231824527;0.945041733993112;-0.0296839772161828;0.024756189575231
630;Stat4;-0.0024667263484195;0.859060377272115;0.945041733993112;-0.0296849819193141;0.0247551846022756
631;Pax6;-0.0024965876578789;0.857372386191909;0.945041733993112;-0.0297148170723327;0.0247253413865518
632;Gm14399;-0.002501531443602;0.85709298804612;0.945041733993112;-0.0297197565229622;0.0247204005917144
633;Wrnip1;-0.0025128211448827;0.856455017519512;0.945041733993112;-0.029731036319576;0.024709117715478
634;Hmbox1;-0.0025354148921125;0.855178547802256;0.945041733993112;-0.0297536102240684;0.0246865376061812
635;Foxa1;-0.0025704437926501;0.853200284224138;0.944525241333173;-0.029788608305926;0.0246515297947125
636;Creb3l2;-0.0025926690380698;0.851945586971766;0.944521172046525;-0.0298108139628094;0.0246293178953317
637;Zbtb24;-0.0026019994101453;0.851418964400189;0.944521172046525;-0.0298201361034221;0.0246199931180418
638;Hsf4;-0.0026039158471703;0.851310805522287;0.944521172046525;-0.0298220508491374;0.0246180778295865
639;Rbms1;-0.0026119224448388;0.850858963582672;0.944521172046525;-0.029830050378597;0.0246100760283153
640;Terf1;-0.0026547897918243;0.848440636639732;0.944521172046525;-0.0298728798230658;0.0245672343019232
641;Irx4;-0.0026909307362951;0.846402880692652;0.944188075657491;-0.0299089887347296;0.0245311148801816
642;Gli1;-0.002691089338907;0.846393940361229;0.944188075657491;-0.0299091471966107;0.0245309563718644
643;Wt1;-0.0026910896585515;0.846393922343085;0.944188075657491;-0.0299091475159716;0.0245309560524099
644;Barx1;-0.002691089692515;0.846393920428584;0.944188075657491;-0.0299091475499049;0.0245309560184666
645;Hoxb6;-0.0026910899054943;0.84639390842309;0.944188075657491;-0.0299091477626952;0.024530955805614
646;Hdx;-0.0028560282674468;0.837107343373662;0.939102591749057;-0.0300739390314765;0.0243661147643528
647;Foxq1;-0.0028630003948575;0.836715279748775;0.939102591749057;-0.0300809049085018;0.0243591467181866
648;Sox30;-0.0028828150338749;0.835601264824664;0.939102591749057;-0.0301007017696219;0.0243393436635397
649;Gm28557;-0.0029078489590567;0.834194283680294;0.939102591749057;-0.0301257132035781;0.0243143243435703
650;Usp39;-0.0029455993466336;0.832073603937012;0.938335430877438;-0.0301634296106274;0.0242765959157205
651;Mybl2;-0.0029780497421102;0.830251633995044;0.938335430877438;-0.0301958507343485;0.0242441643349418
652;Adnp2;-0.0029819672807301;0.830031740157192;0.938335430877438;-0.0301997647352932;0.0242402490638297
653;Zfp987;-0.0029996293636258;0.829040522114725;0.938335430877438;-0.0302174108583425;0.0242225971935418
654;Cyb5r1;-0.0030167184605871;0.828081719637388;0.938335430877438;-0.0302344844970709;0.0242055179617179
655;Zfp74;-0.0031511737585507;0.820546999456689;0.934408724871494;-0.0303688176171214;0.024071139727299
656;Kdm5b;-0.0031569971204052;0.820221033351897;0.934408724871494;-0.030374635665143;0.0240653196809004
657;Elf5;-0.0031747215028798;0.819229091865636;0.934317166704766;-0.030392343862723;0.0240476053782188
658;Gtpbp1;-0.0031802556047726;0.818919436121948;0.934317166704766;-0.0303978729076896;0.0240420744200479
659;Sp9;-0.0031864123046742;0.818574976635151;0.934317166704766;-0.0304040239797929;0.0240359212155854
660;Cers2;-0.003192061482239;0.818258943166078;0.934317166704766;-0.0304096679916687;0.0240302752435015
661;Smad7;-0.00319730324508;0.817965728210701;0.934317166704766;-0.0304149049598142;0.0240250364534111
662;Cebpd;-0.0032101950436291;0.817244692137945;0.934317166704766;-0.0304277849597427;0.0240121519598021
663;Lbx2;-0.0032118859531253;0.817150131313879;0.934317166704766;-0.0304294743210419;0.024010462007763
664;Terf2;-0.0032221737889046;0.816574861490912;0.934317166704766;-0.0304397527339259;0.0240001799939935
665;Zfp811;-0.0032711258627187;0.813838943300233;0.934317166704766;-0.0304886598924107;0.0239512555438472
666;Zfp667;-0.003303251405598;0.812044686223493;0.934317166704766;-0.030520755888094;0.023919148058554
667;Zfp780b;-0.0033285539737122;0.81063219564864;0.934317166704766;-0.0305460351448722;0.0238938596733359
668;Zfp612;-0.0033643851028824;0.808633013695175;0.934317166704766;-0.0305818332031445;0.0238580485690582
669;Zfp14;-0.0033914317026238;0.807124786552424;0.934317166704766;-0.0306088547935615;0.0238310170385418
670;Spic;-0.0034284650730203;0.805060820131186;0.934317166704766;-0.0306458538555824;0.0237940042370115
671;Hic2;-0.0035843875814826;0.796385897549655;0.92645817049305;-0.0308016310965341;0.0236381675115736
672;Smad9;-0.0036172446288507;0.794561024040692;0.925047915421314;-0.030834457363482;0.0236053283722218
673;Pou2af1;-0.0036389521784814;0.793356006841112;0.924357693155926;-0.030856144545313;0.0235836326215901
