moscot driver TFs Epsilon;Unnamed: 0;Epsilon_pull_corr;Epsilon_pull_pval;Epsilon_pull_qval;Epsilon_pull_ci_low;Epsilon_pull_ci_high
139;Jun;0.0252377423305752;0.0691937255333427;0.310959897486153;-0.0019838693094311;0.0524219783705816
140;Irf2;0.0251876080747297;0.0697483442487355;0.312522254645669;-0.0020340352523762;0.0523719499534067
141;Cebpb;0.0250847146175491;0.0708980490315518;0.316733887685334;-0.0021369933136779;0.0522692732877012
142;Sox15;0.025006664574281;0.0717804821197998;0.318789788237934;-0.0022150919776093;0.0521913873087008
143;Meox2;0.0249488015225286;0.0724404705499205;0.320777450235718;-0.0022729908603483;0.0521336456738897
144;Stat5b;0.0247267527059712;0.0750194129269883;0.32930032999928;-0.0024951754838799;0.0519120611063274
145;Mylk;0.024648337553786;0.0759478663082475;0.331448780709404;-0.0025736379532921;0.0518338092612098
146;Duxbl1;0.0245790605275421;0.0767758990980578;0.332045398015735;-0.0026429565037768;0.0517646762332679
147;Gatad2a;0.0245451355035358;0.077184062717565;0.332045398015735;-0.0026769017668198;0.0517308216303234
148;Gata6;0.0245134605529538;0.0775667488167669;0.332743723617381;-0.0027085955574548;0.0516992123737291
149;Zfp931;0.024375760547445;0.0792483892333004;0.338036914526225;-0.002846376830369;0.0515617973255214
150;Nkx2-2;0.024163374814864;0.0819001143753573;0.347275658157073;-0.0030588858817291;0.0513498490869815
151;Zfp207;0.0238607029020725;0.0858029521563248;0.350168804746082;-0.0033617292880138;0.0510477964170491
152;Sall2;0.023791108913294;0.0867212577368933;0.352074819945956;-0.0034313620025869;0.0509783441087727
153;Zfp979;0.023690511007191;0.0880626685327409;0.356500347143267;-0.0035320154201154;0.0508779505366307
154;Sp2;0.0236421441597859;0.0887135380818498;0.357219846676248;-0.0035804087607133;0.0508296817361264
155;Nrl;0.023588779491576;0.0894361536552446;0.35917178728569;-0.0036338025117472;0.0507764250987736
156;Zfp300;0.0233024612729136;0.0933944969406129;0.373328414895914;-0.0039202741184075;0.0504906838592792
157;Mesp1;0.0232071357122179;0.0947431252537775;0.375491126333868;-0.0040156497560054;0.0503955494078908
158;Pura;0.022997716114771;0.0977606921743268;0.383425052423983;-0.0042251776276196;0.0501865479236038
159;Zfp579;0.0229555285931764;0.0983777725603811;0.384291069928437;-0.0042673866717518;0.0501444443426154
160;Zfp973;0.0228067028646157;0.100579526982208;0.38743644322228;-0.0044162875510962;0.0499959139611507
161;Zfp341;0.0227293728359408;0.101738962733682;0.390188005787335;-0.0044936561516291;0.0499187369203779
162;Xbp1;0.0227068708532717;0.102078333238734;0.390188005787335;-0.0045161692969659;0.0498962793941104
163;Ckmt1;0.0226903909675302;0.10232745052436;0.390188005787335;-0.0045326573404581;0.049879832049677
164;Arid3a;0.0223968732952824;0.106845908779956;0.39873918258456;-0.0048263178281427;0.0495868914892975
165;Zfp120;0.0223893035445696;0.106964496274748;0.39873918258456;-0.0048338911999242;0.0495793365602826
166;Neurod1;0.0223428176738245;0.107695029975851;0.39873918258456;-0.0048803992391938;0.0495329416414215
167;Ppp2r3d;0.0222866876612305;0.108582379908312;0.399020346087048;-0.0049365558625277;0.0494769212935651
168;Zfp942;0.0222746958161718;0.108772704558597;0.399020346087048;-0.004948553370553;0.0494649528555493
169;Pde6h;0.0222684601214692;0.108871776548254;0.399020346087048;-0.0049547920068705;0.0494587293292966
170;Zfp598;0.0221825267321389;0.110244354984661;0.403072581178787;-0.0050407657184286;0.0493729634169262
171;Rps6ka5;0.0221250609174022;0.111169832151228;0.404497461562299;-0.0050982582731009;0.0493156093744991
172;Foxp1;0.0220815496287194;0.111874643538865;0.405116671993335;-0.0051417896886896;0.0492721825969652
173;Zfp691;0.0220814297104696;0.11187659087498;0.405116671993335;-0.005141909662267;0.0492720629114883
174;Sall3;0.0220426899607448;0.112507080655686;0.406425099976282;-0.0051806672446595;0.0492333983184768
175;Hmgxb4;0.0218533065591465;0.115629692965978;0.410931815311798;-0.005370136645926;0.0490443811554844
176;Zfp235;0.0217679458874902;0.11705923132555;0.41202666503865;-0.0054555354411163;0.0489591849215775
177;Polr3a;0.0216294293527029;0.119408447386855;0.418272378559469;-0.0055941129947606;0.0488209343813444
178;Zfp455;0.0215778469543009;0.120292652760448;0.418614942305367;-0.0056457178488846;0.0487694507708423
179;Gm10130;0.0215603133690052;0.120594370796579;0.418614942305367;-0.0056632590341766;0.0487519507320437
180;Snrnp70;0.0215223977760697;0.121248846887184;0.419921465136807;-0.0057011910044776;0.0487141076248212
181;Creb3;0.0214578282241863;0.122369795943189;0.421991772562715;-0.0057657882664001;0.0486496613350848
182;Churc1;0.0214557757139047;0.122405560518191;0.421991772562715;-0.005767841653791;0.0486476127392967
183;Ccnt2;0.0214332176032096;0.122799169219108;0.422384386152285;-0.0057904093892279;0.0486250976357602
184;Spdef;0.0213808849262915;0.123716109796849;0.423587117617466;-0.0058427642878435;0.0485728646249532
185;Nelfe;0.0211719209515293;0.127430788264176;0.432405596132373;-0.0060518155059152;0.0483642971336192
186;Foxj2;0.0210769476216805;0.129147507705354;0.434326807650522;-0.0061468277009982;0.0482695032201795
187;Zhx2;0.0208676564883597;0.132993961851586;0.44429398760154;-0.0063562027459071;0.0480606057346639
188;Zscan18;0.0207152413279229;0.135850474771924;0.451837482170938;-0.0065086775124259;0.0479084757491856
189;Zfp513;0.0203928731257881;0.142047961767606;0.468324066089707;-0.006831167615248;0.0475867065549618
190;Rfx5;0.0203404917210026;0.143075170477346;0.469226089009701;-0.0068835682927697;0.047534421949549
191;Sft2d1;0.0199724123906283;0.150454629944421;0.483375513225695;-0.0072517788343675;0.0471670186168788
192;Got1;0.0199113992136232;0.15170539310793;0.486359115908651;-0.0073128130477939;0.0471061167829507
193;Zfp322a;0.0198955581827599;0.152031423220165;0.48637171411536;-0.0073286595072365;0.0470903046273576
194;Gtf2f1;0.0197220354336574;0.155637750851526;0.491096694420043;-0.0075022408258155;0.0469170972858224
195;Nr6a1;0.0197085569349396;0.155920568405446;0.491096694420043;-0.007515723805289;0.046903643218157
196;Ubxn1;0.0195725188003997;0.158796896074443;0.493168902802289;-0.0076518066098414;0.0467678511132273
197;Phtf1;0.0194718364696839;0.16095139713483;0.49700738174559;-0.0077525213516873;0.0466673502227042
198;Vamp3;0.0193619050126398;0.163328950721717;0.502062670039912;-0.007862487566524;0.0465576162449898
199;Nfyb;0.0193415519946783;0.163772026731585;0.502062670039912;-0.0078828469474003;0.0465372997168928
200;Zfp661;0.0192929094549262;0.164834620065981;0.502828841009358;-0.007931504602721;0.0464887442946708
201;Zfp128;0.0191560273178812;0.167852642753899;0.50663403428399;-0.0080684285837728;0.0463521066203306
202;Tff3;0.0191337367186846;0.168348015869692;0.50663403428399;-0.0080907259004063;0.0463298557343562
203;Gm14305;0.0188586315052448;0.174552392615131;0.517934759855981;-0.0083659117899928;0.0460552384300312
204;Pou2f1;0.0188570474718468;0.174588604481254;0.517934759855981;-0.0083674962759776;0.0460536571940711
205;Hmg20a;0.0187361392999148;0.177369205279617;0.520638643594867;-0.008488438590087;0.0459329621464176
206;Gatad1;0.0187284212993201;0.177547814060925;0.520638643594867;-0.0084961587430549;0.0459252577233459
207;AU041133;0.0185947255831951;0.180663059397138;0.520638643594867;-0.008629891228805;0.0457917966915355
208;Zfp3;0.0185840917562726;0.180912569519053;0.520638643594867;-0.008640527938483;0.045781181489141
209;Hcfc1;0.0185838201945359;0.18091894474015;0.520638643594867;-0.0086407995737575;0.0457809104029485
210;Ewsr1;0.0185686902109161;0.181274401827987;0.520638643594867;-0.0086559336481665;0.0457658069078031
211;Stau2;0.0185649845146468;0.18136154074894;0.520638643594867;-0.0086596403444669;0.0457621076973015
212;Lsm6;0.0185304492069724;0.182175128439721;0.521065874057104;-0.0086941849359734;0.0457276327979965
213;Zbtb25;0.0185293733275231;0.182200517551093;0.521065874057104;-0.0086952611035984;0.0457265587994104
214;Ran;0.0184582733008667;0.183884189951224;0.52277751692614;-0.0087663800347005;0.0456555829311552
215;Esr1;0.0183924772679823;0.185452497567547;0.524643101459266;-0.0088321933164102;0.0455899015499463
216;Elf3;0.0183743791826991;0.185885610770411;0.524649107034244;-0.0088502961048546;0.0455718349599146
217;Mapk1;0.0182646056998413;0.188528675357032;0.529651192866396;-0.0089600977322411;0.045462252129482
218;Mef2a;0.0174473525102991;0.209081710238688;0.568852941370125;-0.0097775398175644;0.0446463977523066
219;Zfp974;0.0174199907240528;0.209796853950246;0.569772031411641;-0.0098049072985674;0.0446190821708638
220;Zbtb39;0.01737392249494;0.211004916668525;0.570502198855838;-0.0098509850236302;0.0445730916435287
221;Aven;0.0171563401567267;0.216778635903364;0.580382518110072;-0.0100686106490864;0.0443558747361929
222;Zfp384;0.0171222883645114;0.21769241357683;0.58132461157204;-0.0101026689823919;0.0443218799014334
223;Tsnax;0.0170608540060395;0.219347996822112;0.582023783469279;-0.0101641149821543;0.0442605481431137
224;Zbtb48;0.0169705241029073;0.221798660753081;0.58347731313093;-0.0102544616286362;0.0441703687255754
225;Zfp790;0.0169208832149327;0.223153744058519;0.586021136571067;-0.0103041115286793;0.0441208103483766
226;2010315B03Rik;0.0168386071374977;0.225412715510832;0.590925695175966;-0.0103864022473201;0.0440386707316001
227;Kdm4c;0.0165971650535786;0.232135844752202;0.604400624386766;-0.0106278851675268;0.0437976269733261
228;Yy1;0.0165638862071432;0.233073560183283;0.605184341628312;-0.0106611693935646;0.043764402781237
229;Hnf1b;0.0164968471864406;0.234970700214665;0.607544105007098;-0.0107282190681059;0.0436974736770397
230;Mterf1a;0.0164073737205095;0.237519703704962;0.610588221451882;-0.0108177063717415;0.0436081465305153
231;Zfp27;0.0163987825817441;0.237765479611726;0.610588221451882;-0.0108262988162408;0.0435995694182852
232;Cers5;0.0163607405156245;0.238855947357767;0.61234716555217;-0.0108643466159085;0.0435615894142972
233;Ing4;0.0163141576214722;0.240196034131129;0.614739002606787;-0.0109109364234801;0.0435150824087701
234;Htatip2;0.01629079198636;0.240870202684423;0.615421330039727;-0.0109343054817974;0.0434917547944346
235;Rfx8;0.016162008832889;0.244609887379153;0.620739733622591;-0.0110631069690977;0.0433631806658401
236;Zfp639;0.0161546362367637;0.244825203504737;0.620739733622591;-0.0110704805874605;0.0433558200087324
237;Zkscan4;0.016111472582681;0.246088462749167;0.620739733622591;-0.0111136501669314;0.0433127261936539
238;Cycs;0.0161102658169579;0.246123846355498;0.620739733622591;-0.0111148570968576;0.0433115213790291
239;Tbx2;0.0160922827813206;0.246651549783811;0.620739733622591;-0.0111328425700259;0.0432935674089828
240;Kdm5d;0.0160158848818143;0.248902241051405;0.623482943536783;-0.0112092506285886;0.0432172927938775
241;Gm4724;0.016009050206346;0.249104288701582;0.623482943536783;-0.0112160861974085;0.0432104691321713
242;Rfx6;0.0159864489762041;0.249773245560503;0.623482943536783;-0.0112386903636081;0.0431879043047901
243;Zfp93;0.0159049456895001;0.252196015903423;0.624353351629419;-0.0113202040070689;0.0431065320611888
244;Zfp746;0.0158151966257279;0.254882791946306;0.627776391591456;-0.0114099640568008;0.0430169268807782
245;Rfxap;0.015786139849289;0.255756899701599;0.627776391591456;-0.0114390242959881;0.0429879165936301
246;Ing3;0.0156649060603113;0.259426402489676;0.633191536455332;-0.0115602720363832;0.0428668762772849
247;Psmc2;0.0153073175936504;0.27046153191203;0.647556180201352;-0.0119178969906662;0.0425098538218534
248;Kdm2b;0.0152234592086442;0.273095283951889;0.652490314505305;-0.0120017629242292;0.0424261271669819
249;Zfp37;0.0151535573651941;0.275304058216207;0.654660043947201;-0.0120716707672168;0.0423563348378485
250;Nucb1;0.015055706053449;0.278416407642689;0.656524611097706;-0.0121695300303091;0.0422586363825576
251;Nup107;0.014864524731058;0.284566139730182;0.662087628648035;-0.012360725383138;0.0420677522090461
252;Duxbl3;0.014765314076544;0.287793392033356;0.664414713561021;-0.0124599425339477;0.0419686949727657
253;Tsn;0.0147472352454138;0.28838413160175;0.664414713561021;-0.0124780224911302;0.0419506440409284
254;Ar;0.0146795125335371;0.290604283015095;0.666888248256525;-0.0125457492629199;0.0418830256810312
255;Irf7;0.0146596934371939;0.291256180232626;0.66737000326444;-0.0125655695001505;0.0418632370762282
256;Klf4;0.0145030178672896;0.296444194297788;0.672572227664561;-0.012722253336047;0.0417068017993345
257;Zfp24;0.0143761463109081;0.300690324325107;0.674654368099424;-0.0128491306063431;0.0415801238482684
258;Ddx43;0.0143314155451498;0.302196983061085;0.676243824068209;-0.01289386317761;0.0415354611328793
259;Dmap1;0.0143226116067055;0.30249411498814;0.676243824068209;-0.0129026674585809;0.0415266705753481
260;Pbx4;0.0142522649208437;0.304875283420297;0.677999525721133;-0.0129730167297282;0.0414564306565998
261;Thra;0.0141923203462749;0.306914136953086;0.680529143611102;-0.0130329632946111;0.0413965768493797
262;Dnttip1;0.0141187529534204;0.309428644475648;0.680990132547149;-0.0131065328626201;0.041323120584527
263;Foxn1;0.0139618368819366;0.314837319971854;0.685931051232956;-0.0132634525887482;0.041166440561669
264;Dab2;0.0139336801068658;0.315814377912148;0.685931051232956;-0.0132916098776993;0.0411383260012162
265;Kat2a;0.0139309350358695;0.315909739979193;0.685931051232956;-0.0132943549964851;0.0411355850435188
266;Rlf;0.0139241572193317;0.316145278061072;0.685931051232956;-0.0133011329292615;0.0411288173813163
267;Tbpl1;0.0138512740591954;0.318685344209286;0.687222761503183;-0.0133740171812333;0.0410560432549501
268;Zeb2;0.0136615327622559;0.325360536620723;0.695884433848856;-0.0135637599636872;0.0408665844585838
269;Mnt;0.0134661612579075;0.332328114924918;0.699775368661829;-0.0137591309488094;0.0406715017932141
270;E2f5;0.0134145109279349;0.334186118037662;0.701837327172282;-0.0138107807940917;0.0406199274768947
271;Ctbp1;0.0133878950386901;0.335146173048335;0.702040588656986;-0.0138373963768479;0.040593350701584
272;Fubp1;0.0132755288749342;0.339218856734006;0.705794941542686;-0.0139497608214349;0.0404811492435463
273;Zfp568;0.0132721319787092;0.339342468582774;0.705794941542686;-0.0139531576549808;0.0404777573157891
274;Poli;0.0132537223244386;0.340012891701909;0.706216597620196;-0.0139715669586271;0.0404593745774783
275;Kdm5a;0.0131866864854103;0.342461297053385;0.70785135007682;-0.0140386013649445;0.0403924365930213
276;Patz1;0.0131235278273547;0.344778376311296;0.70962785608203;-0.0141017584492486;0.0403293699064567
277;Clock;0.0130607992457387;0.347089547979823;0.712099480230344;-0.0141644852528075;0.0402667324554937
278;Crebl2;0.013036009697602;0.348005604659095;0.713001959190477;-0.0141892740392038;0.0402419788620986
279;Tcf7l1;0.0127111151842154;0.360153298427796;0.728020723729547;-0.0145141554756583;0.0399175524885155
280;Ybx1;0.0126796839745996;0.36134245521655;0.729448004514693;-0.014545585115222;0.0398861662637462
281;Fosl2;0.0125584997912918;0.365950291205509;0.735798854487776;-0.0146667627415623;0.039765155018632
282;Ruvbl1;0.0125108253336007;0.367773037993034;0.736521601285784;-0.0147144344005174;0.03971754837694
283;Stat5a;0.0124803563364387;0.368940920200081;0.737087210255052;-0.0147449015441642;0.0396871226566446
284;Cfl2;0.0124338576277503;0.37072766330633;0.737087210255052;-0.0147913973267591;0.0396406898954953
285;Zfp945;0.012405200016451;0.371831520663757;0.737799732197469;-0.0148200530760351;0.0396120728697886
286;Gpd1;0.0122485428359422;0.377901713308159;0.745545872209208;-0.0149766992873308;0.0394556367620692
287;Zfp738;0.0122081343321231;0.379477318648344;0.745570559453371;-0.0150171047449113;0.0394152850658797
288;Creb3l4;0.0121904567088509;0.380167871215208;0.745570559453371;-0.0150347810075792;0.0393976322665012
289;Crem;0.0121416271497283;0.382079339859373;0.745570559453371;-0.0150836067199871;0.039348871188294
290;Zfp963;0.0121317964468181;0.382464881180902;0.745570559453371;-0.0150934366327491;0.0393390542567631
291;Zfp451;0.0119946156481886;0.387869692243873;0.750369197611395;-0.015230605856306;0.0392020650803935
292;Bhlhe40;0.0119848069964424;0.388257919248182;0.750369197611395;-0.0152404136411607;0.0391922700907751
293;Zfp966;0.0119653522272929;0.389028639889704;0.750369197611395;-0.0152598666753917;0.0391728424040224
294;Gm38394;0.0119069588588887;0.391347536893921;0.752054520699595;-0.0153182547126814;0.0391145301997374
295;Zfp712;0.0118990645869682;0.391661673834598;0.752054520699595;-0.0153261482496344;0.0391066468862751
296;Zfp1;0.0118263045303212;0.394564212810389;0.755122891436866;-0.0153989013724448;0.0390339876722615
297;Pdlim5;0.0117077124743614;0.399322863861126;0.761892175668486;-0.0155174815090598;0.0389155593636669
298;Rarb;0.0117004606210868;0.399614968959894;0.761892175668486;-0.015524732608625;0.0389083174986742
299;Zfp995;0.0116208071266691;0.40283186467852;0.763207171473733;-0.0156043776359202;0.0388287735262507
300;Agmat;0.0116070344414316;0.403389659014727;0.763306247007818;-0.0156181488220965;0.0388150197432197
301;Zfp503;0.0115604516704249;0.405279687358378;0.763501487781955;-0.0156647264463454;0.0387685008279455
302;Zfp449;0.0115522956143259;0.40561115090658;0.763501487781955;-0.015672881589157;0.0387603559400483
303;Zbtb22;0.0114100574649339;0.411417725414822;0.765909868376611;-0.0158151032287987;0.0386183119780347
304;Zfp113;0.0113991076504381;0.411866763656826;0.765909868376611;-0.015826051726669;0.0386073770669403
305;Zfp622;0.0113634437801702;0.413331307784941;0.767687914828119;-0.0158617112633885;0.0385717616923165
306;Zfp60;0.0113138714493572;0.415372118018242;0.76876906821887;-0.015911277455587;0.0385222566550148
307;Meox1;0.0113122064113354;0.415440767991124;0.76876906821887;-0.0159129422851021;0.0385205938749326
308;Tpi1;0.0111613276177889;0.421689308768845;0.773110605408669;-0.0160638015580347;0.0383699190609937
309;Pknox2;0.0111566748053323;0.421882873415062;0.773110605408669;-0.0160684537488115;0.0383652725192112
310;Zfp580;0.0110483076333598;0.426405836988204;0.779136665062803;-0.0161768061079956;0.0382570510626753
311;Zfp523;0.0110393318255599;0.426781727250699;0.779136665062803;-0.0161857806602114;0.0382480872955329
312;Gm14403;0.0110260179474271;0.427339643358511;0.779136665062803;-0.0161990926678483;0.0382347912693265
313;Srp9;0.0110162034801896;0.427751188964943;0.779136665062803;-0.01620890575005;0.0382249899556583
314;Zfp382;0.0109373760769645;0.431064979757133;0.783282935539436;-0.0162877218387773;0.0381462680088007
315;Gtpbp6;0.0109064509194778;0.432369082802145;0.783766284551308;-0.0163186424650162;0.0381153841311708
316;Zfp39;0.0108815490776964;0.433420842558536;0.784730782090395;-0.0163435406202571;0.0380905154913584
317;P4hb;0.0108304258157401;0.435584725097764;0.785657713456927;-0.016394656207967;0.0380394602871286
318;Bad;0.0108203009491241;0.436014015812519;0.785657713456927;-0.0164047795378304;0.0380293488823657
319;Zfp169;0.0105822043539587;0.446179284100496;0.798963752213428;-0.0166428383857302;0.0377915672503117
320;Mrpl2;0.0105730424695259;0.446573117131214;0.798963752213428;-0.0166519987559883;0.0377824174239992
321;Ascl1;0.010556624236777;0.447279366286212;0.799280287683053;-0.0166684142638803;0.0377660207881671
322;Pax5;0.0104959871739278;0.449893234641796;0.800410982957606;-0.0167290411358818;0.0377054633617092
323;Pou2f2;0.0104955413925327;0.449912482833361;0.800410982957606;-0.0167294868416162;0.0377050181650316
324;Cux2;0.0103988476698655;0.454098588853996;0.805670677962364;-0.0168261638971511;0.0376084510172189
325;Zbtb8a;0.0103082236317444;0.458041772979737;0.807636424609624;-0.0169167718522467;0.0375179451472183
326;Gm49527;0.0102632715770665;0.460004805120005;0.808623114937378;-0.0169617157633859;0.0374730515416004
327;Zfp607a;0.0101056210366858;0.466926383740256;0.81728675311551;-0.0171193368742016;0.0373156051188071
328;Psmd12;0.009981181832109;0.47243036440499;0.820104193787904;-0.0172437518933768;0.0371913260775189
329;Nfe2;0.0099388538843719;0.474310650364262;0.820104193787904;-0.0172860714222989;0.0371490524174168
330;Zbtb21;0.0098456197743145;0.478466740592873;0.820104193787904;-0.0173792866445019;0.0370559375411
331;Etv3;0.0098324524490918;0.479055298222396;0.820104193787904;-0.0173924512640803;0.0370427870170173
332;Pbx2;0.0097911961792651;0.480901940941746;0.820104193787904;-0.0174336989953767;0.0370015833280177
333;Srbd1;0.0097845406032532;0.481200209070254;0.820104193787904;-0.0174403531852487;0.0369949362258241
334;Cers3;0.0096932893194278;0.485299749253886;0.821587501373984;-0.017531585221198;0.0369038008794814
335;Zfp688;0.0096930759196321;0.485309358521514;0.821587501373984;-0.0175317985754494;0.036903587750286
336;Foxj1;0.009687133475304;0.485576984658462;0.821587501373984;-0.0175377397505304;0.0368976528402447
337;Mecp2;0.0095442689064161;0.492035056339996;0.828286438208912;-0.0176805732262582;0.0367549688282167
338;Zfp438;0.0095075107614212;0.493704096543989;0.829200976424598;-0.017717323191449;0.0367182569599028
339;Zkscan3;0.009471704667032;0.495332816062223;0.829200976424598;-0.017753121247167;0.0366824958729926
340;Jdp2;0.0094395533321592;0.496797731459752;0.829828069141842;-0.0177852653044068;0.0366503848922616
341;Thoc2;0.0094148968206528;0.497922721181053;0.829871201968421;-0.0178099161966469;0.0366257592898416
342;Cdc5l;0.009378955532161;0.499565019886521;0.830220268037261;-0.0178458492347638;0.0365898629976925
343;Zfp91;0.0093550588163771;0.500658543864703;0.830763078280992;-0.0178697404260979;0.0365659961603023
344;Zfp965;0.0093338127176409;0.501631838681786;0.830895205907025;-0.0178909815870469;0.0365447765997889
345;Zfp433;0.0092702398043676;0.504550117222667;0.830895205907025;-0.0179545395786154;0.03648128294805
346;Zfp687;0.0091857617812389;0.508441834608007;0.830895205907025;-0.0180389974327842;0.0363969099106249
347;Banp;0.0091278880314289;0.511117004885954;0.832563837516495;-0.0180968571410974;0.0363391078599383
348;Ppard;0.0090535737259213;0.514562874664548;0.835473054562868;-0.0181711531488547;0.0362648853545696
349;Smarcb1;0.0089216020806041;0.520711868337639;0.838840871871764;-0.0183030915589291;0.0361330759933067
350;E2f8;0.0088751826460153;0.522883663037037;0.838840871871764;-0.0183494990780186;0.0360867134151026
351;Maff;0.0088707189283602;0.523092748759431;0.838840871871764;-0.0183539616436905;0.0360822551586145
352;Plagl1;0.008865417926198;0.523341109577962;0.838840871871764;-0.0183592612763767;0.0360769606405938
353;Borcs8;0.0088167958908922;0.525621951706963;0.840772401565163;-0.0184078706791606;0.0360283980080934
354;Aco1;0.0088020239266901;0.526315904337193;0.840991550845673;-0.0184226387799593;0.0360136440657309
355;Zfp316;0.0087559815086209;0.528481868315307;0.842569315283948;-0.0184686690800533;0.0359676577434401
356;Zfp719;0.008580528735204;0.536777039440743;0.847507956530551;-0.0186440746179833;0.0357924176766071
357;Rfc3;0.0084800193138924;0.541558302139532;0.850055131216937;-0.0187445562251226;0.0356920293519248
358;Zfp947;0.0083590945901568;0.547338753410999;0.852484391856573;-0.0188654467562816;0.0355712495939305
359;9130023H24Rik;0.008246948098112;0.552726717285036;0.856814181286311;-0.0189775608264308;0.0354592368337234
360;Nanos1;0.0078540501535775;0.571805707911412;0.873913581929385;-0.0193703397820296;0.0350668020162437
361;Esrp2;0.0078271637664499;0.573122659239839;0.875040662742323;-0.0193972177194357;0.0350399470145558
362;Stub1;0.0077739847142879;0.575731707482257;0.876365804736097;-0.0194503799428602;0.0349868299244618
363;Gm29609;0.0077606785883959;0.576385402955845;0.876477299560249;-0.0194636818338938;0.0349735392782788
364;Grhl1;0.0077211083088187;0.578331453445299;0.878337348231627;-0.0195032394627353;0.0349340149759922
365;Grhl3;0.0076213327312077;0.583252037174861;0.881592168302342;-0.0196029827633892;0.0348343549511608
366;Psma6;0.0074735001254375;0.590578279634707;0.88565991397054;-0.019750766549701;0.0346866925592779
367;Zfp553;0.007463437597398;0.591078490519277;0.88565991397054;-0.0197608257115018;0.0346766415740044
368;Dus3l;0.007453723743743;0.591561553357562;0.88565991397054;-0.0197705363103323;0.0346669388579276
369;Rab14;0.0074446459228263;0.592013150568285;0.88565991397054;-0.0197796110848974;0.0346578714406982
370;BC025920;0.0073773403660422;0.595366344614927;0.886695986191824;-0.0198468939152401;0.0345906428800708
371;Zfp989;0.0073354495079276;0.597457730571299;0.886695986191824;-0.0198887705039609;0.0345487998198793
372;Ilf2;0.0073021951920252;0.599120313236742;0.886695986191824;-0.0199220134243467;0.034515583379582
373;Zc3h11a;0.007181028436052;0.605195818749863;0.886695986191824;-0.0200431381499247;0.0343945541200489
374;Foxo4;0.0071398522182033;0.607266729233477;0.887683497212456;-0.0200842999026122;0.0343534244460341
375;Gm12166;0.0071046358353325;0.609040401337256;0.887683497212456;-0.0201195038407872;0.034318247797122
376;Zscan29;0.0070845093948941;0.610055102488369;0.887683497212456;-0.0201396231386693;0.0342981440346748
377;Emx1;0.0070597129865798;0.611306277010175;0.887683497212456;-0.020164410716813;0.0342733755360785
378;Zfp729a;0.0068911373026177;0.619842189004498;0.89054396327002;-0.0203329254826494;0.0341049887071408
379;Zfp955b;0.0068162012768518;0.623653209781867;0.89250667687736;-0.0204078339321922;0.0340301361360038
380;Neurod2;0.0068148272335839;0.623723184015803;0.89250667687736;-0.0204092074669627;0.0340287636201277
381;Elk1;0.0067566431503435;0.626689362744398;0.893579733469349;-0.0204673699234961;0.0339706441203337
382;AW146154;0.0067114533850715;0.628997275409655;0.89459857470377;-0.0205125427648445;0.0339255043880196
383;Zfp946;0.006707854170959;0.629181249228744;0.89459857470377;-0.0205161406262439;0.0339219091540917
384;Exo5;0.0066269748761601;0.633321444552255;0.897584038269411;-0.0205969893377703;0.0338411191137714
385;Zfp94;0.0065949746339217;0.634962715049219;0.897584038269411;-0.0206289773813002;0.0338091540872547
386;Zkscan16;0.0065856375763831;0.63544194497351;0.897584038269411;-0.0206383108689852;0.0337998272944964
387;Mkx;0.0065566030151171;0.636933135564536;0.898849565142476;-0.0206673342990969;0.0337708246223551
388;Zfp971;0.0065114980999084;0.639252602289179;0.899600586632488;-0.0207124218311559;0.0337257691556889
389;Bdp1;0.006433866102211;0.643252995038572;0.900196499080857;-0.0207900236506626;0.0336482220069586
390;Zfp882;0.0063686037716241;0.646623998905821;0.900599510602816;-0.0208552603577771;0.0335830307522155
391;Rnaseh2c;0.0063585095458262;0.647146047599133;0.900599510602816;-0.0208653505996518;0.0335729474991491
392;Zbtb45;0.0063392657495761;0.64814177049846;0.900599510602816;-0.0208845867855215;0.0335537246061444
393;Hoxb2;0.0063181950220704;0.649232745324768;0.900599510602816;-0.0209056491570296;0.0335326767432636
394;Klf3;0.0061648156272446;0.65719679309601;0.907099778404913;-0.0210589669981736;0.0333794630586646
395;Zfp597;0.0061143162478266;0.659827510380293;0.909068923972849;-0.0211094458311703;0.0333290179585857
396;Gm3854;0.0060902946870016;0.661080370566692;0.909180514994436;-0.0211334575697517;0.0333050221687072
397;Nr4a3;0.0060596718570016;0.662678901115146;0.909180514994436;-0.0211640678327581;0.0332744321461715
398;Zfp108;0.0060205110855596;0.664725356658183;0.909180514994436;-0.0212032124590386;0.0332353132549372
399;Kat7;0.0059760062655474;0.667054115818059;0.910518170805502;-0.0212476988293205;0.0331908559290572
400;Ywhae;0.0059661602167406;0.667569754566905;0.910518170805502;-0.021257540781828;0.0331810203730925
401;Zfp202;0.0059484011232182;0.668500197070599;0.910518170805502;-0.0212752924736075;0.0331632801919419
402;Gm20422;0.0058877747829951;0.671680389430621;0.910518170805502;-0.0213358934162928;0.0331027182859447
403;Zfp78;0.0058745858418178;0.672373004763562;0.910518170805502;-0.0213490768058761;0.0330895433356264
404;Gm14391;0.005791855022317;0.676723923377431;0.910518170805502;-0.0214317725857129;0.0330069000614242
405;Hmga1b;0.0057892769649938;0.676859681070733;0.910518170805502;-0.0214343495451453;0.0330043247262078
406;6720489N17Rik;0.0057579987276857;0.678507594075819;0.910518170805502;-0.0214656144334941;0.0329730794860244
