moscot driver genes Fev+ delta;Fev_delta_pull_corr;Fev_delta_pull_pval;Fev_delta_pull_qval;Fev_delta_pull_ci_low;Fev_delta_pull_ci_high
Ddit3;-0.0133290544217223;0.337274894117935;0.685700886063964;-0.0405345964184488;0.013896236179331
Gm19784;-0.0133365309097989;0.337003930835624;0.685429990043358;-0.0405420619470903;0.0138887598052025
Lypd1;-0.013338137510125;0.33694572260799;0.685404211241622;-0.0405436661919794;0.013887153228965
Tspan14;-0.0133407769626162;0.336850107470415;0.685331407063392;-0.0405463017744645;0.0138845138157433
Hlcs;-0.0133416089810709;0.336819970911568;0.685331407063392;-0.0405471325729223;0.0138836818095887
Car5b;-0.0133438347238196;0.336739360754231;0.685307893221534;-0.0405493550518576;0.0138814560995586
Tat;-0.0133441247908862;0.336728856252519;0.685307893221534;-0.0405496446935521;0.0138811660367362
Taf1;-0.0133452124854476;0.336689468309126;0.685307893221534;-0.0405507307930109;0.0138800783580486
Sh2d4b;-0.0133503180747883;0.336504622660466;0.685107598677674;-0.0405558288941522;0.0138749728423584
Gm45669;-0.0133511452693006;0.336474680585655;0.685107598677674;-0.0405566548753124;0.0138741456596451
Gm14419;-0.0133599150572774;0.336157344719754;0.684677923090296;-0.0405654117972303;0.013865375994468
2900026A02Rik;-0.0133602946942068;0.336143611859076;0.684677923090296;-0.0405657908771042;0.0138649963627599
Rsph3a;-0.0133701535150267;0.335787108515154;0.684062448569128;-0.0405756352289639;0.0138551376747841
Gm43301;-0.0133746895652453;0.335623162836635;0.683797754383792;-0.0405801646202299;0.0138506016839092
Ttc13;-0.0133780565787518;0.335501502767922;0.683688465295849;-0.0405835266902146;0.0138472347137277
BC028528;-0.0133802291338025;0.335423017054244;0.683597821557328;-0.0405856960551462;0.0138450621863046
Gm45605;-0.0133828939430262;0.335326764309561;0.683470946255208;-0.0405883569510882;0.0138423974106173
Rab1b;-0.0133834593613263;0.335306343722435;0.683470946255208;-0.0405889215390199;0.0138418319993832
Gm27209;-0.0133935351725855;0.33494258105405;0.682991312159778;-0.0405989825501177;0.0138317563111214
Gm26812;-0.0134083785918384;0.334407158678512;0.682288349833972;-0.0406138041561132;0.0138169130629933
Lims2;-0.0134088300074934;0.334390884146488;0.682288349833972;-0.0406142549081994;0.0138164616523544
Galntl6;-0.0134185715964703;0.334039802688015;0.681815631377518;-0.0406239821746055;0.013806720168924
Mxd3;-0.0134197587922352;0.333997033060844;0.681797558450665;-0.0406251676245434;0.0138055329856686
Lipo3;-0.0134235253584603;0.333861363026294;0.681663019240854;-0.0406289286513492;0.0138017664586239
Iqcg;-0.0134279443673873;0.333702237599756;0.681541814738179;-0.0406333411603387;0.0137973474946791
Nvl;-0.0134313915165334;0.333578142126723;0.681469799234752;-0.040636783238323;0.013793900379884
Pycr1;-0.0134326844704449;0.333531604173201;0.681469799234752;-0.0406380742899807;0.0137926074386899
Zfp866;-0.0134370899679615;0.333373066283866;0.681284817678618;-0.0406424733052428;0.0137882019838222
Paxip1;-0.0134388071016067;0.333311286035213;0.681227814473961;-0.0406441879120097;0.013786484866514
Dpy19l3;-0.0134405317781094;0.333249241839267;0.681170260162155;-0.0406459100503731;0.0137847602062584
Chsy3;-0.0134416922874183;0.333207497411341;0.681154191627028;-0.0406470688517146;0.0137835997077908
Alox12;-0.0134448051244083;0.333095542890636;0.680994579348161;-0.0406501771070581;0.013780486899518
Ppm1f;-0.0134509951487248;0.332872988133417;0.680678026695768;-0.0406563580189879;0.0137742969307392
Bcas1;-0.0134512096730118;0.332865276895888;0.680678026695768;-0.0406565722274346;0.0137740824083396
Slc35d2;-0.0134532160931518;0.332793160190222;0.680653260688172;-0.0406585756934365;0.0137720760057302
Nfam1;-0.0134666226248778;0.332311548413109;0.679870828775223;-0.0406719624805388;0.0137586695855139
Rdh12;-0.0134684281094659;0.332246723190965;0.679870828775223;-0.0406737653053324;0.0137568641151952
Mllt10;-0.0134702131502594;0.332182640024118;0.679870828775223;-0.0406755477162746;0.013755079088335
Abce1;-0.0134717345930619;0.332128026356907;0.679870828775223;-0.0406770669174408;0.0137535576572712
Mstn;-0.0134718710705641;0.332123127647849;0.679870828775223;-0.0406772031938561;0.0137534211808158
Snx19;-0.0134728333765551;0.332088588062774;0.679870828775223;-0.0406781640819496;0.0137524588821773
Amd2;-0.0134738656892521;0.332051538340175;0.679870828775223;-0.040679194873543;0.0137514265773115
Gm13595;-0.0134765569825745;0.331954960324919;0.679870828775223;-0.0406818822009958;0.0137487353041328
Tmem9;-0.0134765977207827;0.3319534985593;0.679870828775223;-0.0406819228791694;0.0137486945662266
Wdr54;-0.0134781773430484;0.331896821866863;0.679870828775223;-0.0406835001735288;0.0137471149555967
Telo2;-0.0134820557290437;0.331757692275156;0.679780337152938;-0.0406873728433299;0.0137432365975942
Itih1;-0.0134827564093291;0.33173256074539;0.679780337152938;-0.0406880724908242;0.0137425359222787
Gm26566;-0.0134834215843718;0.331708703832003;0.679780337152938;-0.0406887366853852;0.0137418707519293
4930511M06Rik;-0.0134870927087103;0.331577056635285;0.679618022995426;-0.0406924023979785;0.0137381996530598
Tmem141;-0.0134888273437544;0.331514864049731;0.679559836034643;-0.0406941344756757;0.0137364650297947
Slc26a9;-0.0134900427747174;0.33147129119426;0.679557836486681;-0.0406953481146494;0.0137352496069875
Pros1;-0.013490397795695;0.331458564491349;0.679557836486681;-0.0406957026121812;0.0137348945883769
Phf11c;-0.0134974313106501;0.331206493918412;0.679204748265005;-0.0407027257554531;0.0137278611189018
Gm28221;-0.0134992234130846;0.331142287484216;0.679204748265005;-0.0407045152148079;0.0137260690276247
Spata21;-0.0135038761475823;0.330975629508143;0.67907767707718;-0.0407091610864119;0.0137214163212777
Snhg9;-0.013509590523906;0.330771018423319;0.678865725713527;-0.0407148670322854;0.013715701977915
Gm13010;-0.0135109417284084;0.330722648653706;0.67883575718659;-0.0407162162430892;0.0137143507809464
Gad2;-0.0135120360057418;0.330683479592311;0.678824669686944;-0.0407173089057465;0.0137132565096415
Gm33696;-0.0135152573908439;0.330568189285136;0.678726617219803;-0.0407205255371116;0.0137100351419078
Rab3gap2;-0.0135152607989383;0.330568067326451;0.678726617219803;-0.0407205289401765;0.0137100317338314
Nap1l5;-0.0135176308081728;0.330483263575145;0.678726617219803;-0.0407228954516728;0.0137076617370137
Abhd13;-0.0135191013010065;0.330430653426352;0.678726617219803;-0.040724363774151;0.0137061912517303
Tmcc3os;-0.0135191378783401;0.330429344860033;0.678726617219803;-0.0407244002974971;0.0137061546745831
Dnase1l1;-0.0135197892274639;0.330406043189095;0.678726617219803;-0.0407250506852315;0.0137055033287647
Fgd4;-0.0135202014078068;0.33039129820425;0.678726617219803;-0.0407254622571855;0.0137050911505015
Slc15a3;-0.0135202522685651;0.330389478784766;0.678726617219803;-0.0407255130428713;0.0137050402899993
Gm11755;-0.0135209019067723;0.330366240133746;0.678726617219803;-0.0407261617221751;0.0137043906550494
Gm30382;-0.0135211389511729;0.330357760920304;0.678726617219803;-0.0407263984166788;0.0137041536118317
Gm17203;-0.0135278487332323;0.330117806591821;0.678633629810346;-0.0407330982932849;0.0136974438619848
Spef2;-0.0135321521827423;0.329963966591895;0.678386747841775;-0.0407373953884516;0.0136931404318444
4930505A04Rik;-0.013540698027853;0.329658606744273;0.677897603455413;-0.0407459286120427;0.0136845946222079
Tacr3;-0.0135422806379221;0.329602077060675;0.677897603455413;-0.0407475088842896;0.0136830120182719
Gm16170;-0.013544962995015;0.329506279546547;0.677792360352424;-0.0407501872787098;0.0136803296712622
H3c14;-0.0135460912574473;0.329465990248213;0.677792360352424;-0.040751313874232;0.0136792014129541
Gm5724;-0.0135508897587189;0.329294675458963;0.677634441677914;-0.0407561052853606;0.0136744029284483
4930563F08Rik;-0.0135532056278761;0.329212015573399;0.677533696669948;-0.040758417732201;0.0136720870669341
Cdh26;-0.0135572326189001;0.329068312942559;0.677307289350289;-0.0407624387715735;0.0136680600885045
Gm38304;-0.0135603504093235;0.328957082927215;0.677217023869515;-0.0407655519534841;0.0136649423072255
Apoh;-0.0135605974209072;0.328948271605357;0.677217023869515;-0.040765798599929;0.0136646952963437
Nup98;-0.0135622415060005;0.328889628199681;0.677216859131229;-0.040767440254609;0.0136630512158371
Dync1i1;-0.0135674475530799;0.328703976704576;0.676933756018866;-0.0407726386047396;0.0136578451823107
Tedc1;-0.0135683902393812;0.328670367076635;0.676933756018866;-0.0407735798971565;0.0136569024983056
Il1rapl1;-0.0135697672224587;0.328621277453293;0.676933756018866;-0.0407749548440985;0.0136555255184953
Tnfsf10;-0.0135762530179407;0.328390121921219;0.676742862222683;-0.040781431047693;0.0136490397370137
Gm48648;-0.0135817336547835;0.32819487270996;0.67640983453848;-0.0407869035774023;0.0136435591102156
Gm32624;-0.0135826474456566;0.328162325978944;0.67640983453848;-0.040787816016408;0.0136426453208582
Gm16537;-0.0135908146579165;0.327871525171381;0.676020643130286;-0.0407959711440322;0.0136344781201252
Myl12b;-0.0135932592648601;0.327784515293673;0.675910566309233;-0.0407984121331023;0.0136320335159254
Wdyhv1;-0.0135949049880405;0.327725948189918;0.675859123559901;-0.0408000554205269;0.0136303877944088
M5C1000I18Rik;-0.0135999788751451;0.327545424178995;0.675556136479978;-0.0408051217970888;0.0136253139115057
Gm16559;-0.0136021437635642;0.327468419177319;0.675466615095593;-0.0408072834805396;0.0136231490244525
Lrrtm1;-0.0136082027113317;0.327252965078211;0.675091468134149;-0.0408133334570982;0.0136170900791509
Arfip1;-0.0136113262988083;0.327141927330723;0.674931667193097;-0.0408164524188413;0.0136139664921646
Sema3a;-0.0136138994062551;0.327050476500415;0.674812247674007;-0.0408190217153644;0.0136113933847225
Afp;-0.0136154615792985;0.326994963393826;0.674766962544252;-0.040820581574562;0.0136098312115061
Bend3;-0.0136157809315124;0.32698361570282;0.674766962544252;-0.0408209004537443;0.0136095118592404
Jmjd4;-0.0136161876843805;0.326969162733829;0.674766962544252;-0.040821306604113;0.0136091051062984
4833445I07Rik;-0.0136233486824638;0.326714782094131;0.674465728531355;-0.0408284569935522;0.0136019441054376
Trim68;-0.0136286022165762;0.326528242178753;0.674149866747404;-0.0408337027430566;0.0135966905675116
Tfg;-0.0136312062227444;0.326435806049888;0.674028246612665;-0.0408363028900916;0.0135940865588959
Gm11696;-0.0136328205655742;0.326378509190675;0.673979164895752;-0.0408379148402827;0.0135924722143635
Ecscr;-0.0136357992871015;0.326272804441576;0.673899330904038;-0.0408408891466361;0.0135894934893218
Gm49654;-0.013637246595456;0.326221452394128;0.673862500768511;-0.0408423343095613;0.0135880461790853
Morn1;-0.0136446181326292;0.325959983861349;0.673527651721814;-0.04084969491771;0.0135806746305565
4930533B01Rik;-0.013646932521901;0.325877920538705;0.673429670702054;-0.0408520058750645;0.013578360237109
Trim67;-0.0136517238917677;0.325708071427522;0.673217084094949;-0.040856790139071;0.0135735688576705
Raet1e;-0.0136584666612919;0.32546914470233;0.672930804890563;-0.0408635229065911;0.0135668260725583
Barhl1;-0.0136602186950833;0.325407080902098;0.672871687654277;-0.0408652723410684;0.0135650740343113
Fam13a;-0.0136603823223584;0.325401284985292;0.672871687654277;-0.0408654357255778;0.0135649104066116
Cyp20a1;-0.0136625121812487;0.325325848399301;0.672871687654277;-0.0408675624243698;0.0135627805420607
Gm38393;-0.0136633760224059;0.325295255610464;0.672871687654277;-0.0408684249837648;0.0135619166985372
Gria1;-0.0136651470053698;0.325232542396898;0.672871687654277;-0.0408701933388283;0.013560145710595
Gm16001;-0.0136690362937146;0.325094844348233;0.672848929880832;-0.0408740768553944;0.013556256410718
Pot1a;-0.0136710107687238;0.325024953693502;0.672842821964832;-0.0408760483999301;0.013554281929539
Togaram2;-0.0136721703385127;0.324983912861677;0.672827147297456;-0.0408772062486117;0.0135531223560277
Prr22;-0.0136748333016575;0.324889674958043;0.672718741926923;-0.0408798652589404;0.0135504593840571
Gm10538;-0.0136748378197183;0.32488951508638;0.672718741926923;-0.0408798697702945;0.013550454865981
Cd177;-0.0136761340428213;0.324843650322039;0.672718741926923;-0.0408811640691862;0.013549158638442
Tbck;-0.0136768598058183;0.324817972208285;0.672718741926923;-0.040881888754766;0.0135484328729213
Usp33;-0.0136775444283299;0.324793750890418;0.672718741926923;-0.0408825723609085;0.0135477482480027
Cntn4;-0.0136806382355124;0.324684309477935;0.672691814226005;-0.0408856615748043;0.0135446544296248
Gm45904;-0.0136812799064824;0.324661613790407;0.672691814226005;-0.0408863022930387;0.0135440127562676
Gga1;-0.0136830650478047;0.324598479369898;0.672691814226005;-0.040888084783714;0.0135422276081859
Xpo7;-0.0136842736717748;0.324555738957285;0.672691814226005;-0.0408892916129742;0.0135410189795409
Pdpn;-0.013687319205669;0.32444805637929;0.672548904660019;-0.040892332624142;0.0135379734335138
Prox2os;-0.0136879370548071;0.324426213592832;0.672548904660019;-0.0408929495556906;0.0135373555818527
1700084E18Rik;-0.013694475919414;0.324195104138651;0.672163178475588;-0.0408994787079282;0.0135308166892696
Grm7;-0.0136954298765625;0.324161396463624;0.672162615070473;-0.0409004312479417;0.0135298627278451
Fgf20;-0.0136972490485192;0.324097123111187;0.67209866576276;-0.040902247717321;0.0135280435475966
Hdhd5;-0.013698031134075;0.324069493715977;0.67209866576276;-0.0409030286409485;0.0135272614584206
Adnp;-0.013698491251263;0.324053239485028;0.67209866576276;-0.0409034880745345;0.0135268013390872
Csgalnact1;-0.0136991815697812;0.324028854091867;0.67209866576276;-0.0409041773674159;0.0135261110173287
Prl;-0.0136997975198278;0.324007096761947;0.67209866576276;-0.0409047924022964;0.013525495064369
Mgat4a;-0.0137002074154815;0.323992618460785;0.67209866576276;-0.040905201688924;0.0135250851667652
Gm15247;-0.0137087681749987;0.323690332279533;0.671809493063748;-0.0409137497267133;0.0135165243644291
Cnksr1;-0.0137097550922012;0.323655495381687;0.671806548648226;-0.0409147351770502;0.0135155374420337
Dab2;-0.0137109942021781;0.323611759863815;0.671785130993626;-0.0409159724452498;0.0135142983254617
Cyb5r1;-0.0137111010563268;0.323607988529393;0.671785130993626;-0.0409160791405695;0.0135141914707405
Abcg8;-0.0137129295190233;0.32354345879088;0.671785130993626;-0.0409179048853287;0.0135123629981488
Nup107;-0.0137135189094375;0.32352265992923;0.671785130993626;-0.0409184933995987;0.0135117736045062
Gstm6;-0.0137180162865715;0.323363981711008;0.671617535317327;-0.0409229840906429;0.0135072762021146
Fat4;-0.01371948513621;0.323312168170482;0.671579305303906;-0.040924450756357;0.0135058073439883
Zbtb8os;-0.0137211547354152;0.323253279776088;0.671526370087704;-0.0409261178730159;0.0135041377349925
Cdc42ep5;-0.0137248694655903;0.323122282690805;0.671323609852549;-0.040929827079172;0.0135004229824896
Insr;-0.0137254988462923;0.32310009149508;0.671323609852549;-0.0409304555238742;0.0134997935979302
Tmie;-0.0137261312499383;0.32307779471444;0.671323609852549;-0.0409310869870031;0.0134991611903865
Irf2bpl;-0.0137306177638032;0.322919641598984;0.671110674564704;-0.0409355668278546;0.0134946746482447
Exosc10;-0.0137387302691291;0.322633797596319;0.670642319790187;-0.0409436672642744;0.0134865620890052
2810433D01Rik;-0.0137391864481378;0.322617729036467;0.670642319790187;-0.0409441227645232;0.0134861059068584
Adh6b;-0.0137421376437818;0.322513788013891;0.670613847790986;-0.0409470695687379;0.0134831546906391
Trpc4ap;-0.0137423412347839;0.322506618350124;0.670613847790986;-0.0409472728567757;0.0134829510982
Epas1;-0.0137439152592285;0.322451190989791;0.670613847790986;-0.0409488445388342;0.0134813770625702
Zc3h7b;-0.0137494329461746;0.322256941399925;0.670287769577103;-0.0409543540135658;0.013475859335349
Mre11a;-0.0137536579772027;0.32210825123452;0.670047824355087;-0.0409585727551772;0.0134716342723603
Nr3c1;-0.0137567429444961;0.321999711241091;0.669891358282072;-0.0409616531295498;0.0134685492811163
Ptpre;-0.0137577690163589;0.321963615714847;0.669891358282072;-0.0409626776736749;0.0134675232011726
Nfatc1;-0.0137608119315776;0.321856586468893;0.669870893237827;-0.0409657160579039;0.0134644802616519
Dgka;-0.0137618742843473;0.321819225527485;0.669862486102612;-0.0409667768286807;0.0134634179002792
Adam7;-0.0137622448070045;0.321806195610747;0.669862486102612;-0.0409671467995631;0.013463047374607
Prodh;-0.0137665266319041;0.321655644580463;0.669660669324882;-0.0409714222475147;0.0134587655143229
Gm20616;-0.0137674665525748;0.321622602669577;0.669660669324882;-0.0409723607682224;0.0134578255857511
Apela;-0.0137679964733208;0.321603974846283;0.669660669324882;-0.0409728898996579;0.0134572956605294
Rufy1;-0.0137705373310871;0.321514668160588;0.669635109349675;-0.0409754269726352;0.0134547547810903
Ptgs1;-0.0137792608457473;0.321208175153098;0.669214213400636;-0.040984137490328;0.0134460311893452
Ttc27;-0.0137879278724761;0.32090385577798;0.668649483074704;-0.0409927916001544;0.0134373640819263
Tmem169;-0.0137893384969501;0.320854343310625;0.668615617660775;-0.0409942001219181;0.0134359534439323
Brinp3;-0.013789435756332;0.320850929721344;0.668615617660775;-0.0409942972363189;0.0134358561836142
Gm30122;-0.01379000649541;0.320830898519523;0.668615617660775;-0.0409948671246059;0.0134352854390322
Oard1;-0.013790189642273;0.320824470796046;0.668615617660775;-0.0409950499984513;0.0134351022903992
Nxnl2;-0.013790307974465;0.320820317853408;0.668615617660775;-0.0409951681542441;0.0134349839570627
Gm41396;-0.0137927688528864;0.320733959736939;0.668615617660775;-0.0409976253640333;0.0134325230546658
Psmc3ip;-0.0137995955530192;0.320494473979404;0.66848935571778;-0.0410044418853248;0.0134256962862962
Cnnm4;-0.0138010219132484;0.32044445095333;0.66845437350989;-0.0410058661184826;0.0134242699114893
Prr36;-0.0138035755271399;0.320354907431718;0.668336934838089;-0.0410084159240005;0.0134217162712223
Xkr8;-0.0138094417395654;0.320149268209956;0.668185292652071;-0.0410142733864127;0.0134158499968616
Zzz3;-0.0138118377940234;0.320065299692196;0.668148776709473;-0.0410166658663898;0.0134134539165671
Dync1h1;-0.0138125130215035;0.320041639286589;0.668148776709473;-0.0410173400864961;0.0134127786817496
Ccdc116;-0.013814911921384;0.319957589536921;0.66806267370801;-0.0410197354072504;0.0134103797556005
Cst6;-0.0138155968548982;0.319933594314105;0.66806267370801;-0.0410204193187956;0.0134096948145286
Gm4814;-0.0138228454539067;0.319679726811081;0.667690550450199;-0.0410276571008226;0.0134024461339712
Gm28305;-0.0138255499085205;0.319585042515089;0.667586758752524;-0.0410303575188859;0.0133997416481984
Bag1;-0.0138302879483335;0.319419205608393;0.667365957149852;-0.0410350884859498;0.0133950035528367
Gm20498;-0.0138308032383521;0.319401173252336;0.667365957149852;-0.0410356030066914;0.0133944882567031
Nup62cl;-0.0138332242853193;0.319316458652394;0.667347829118315;-0.0410380204390816;0.0133920671808117
Trim41;-0.0138381387241662;0.319144543240942;0.667144152119805;-0.0410429275397855;0.0133871526822703
Cdc7;-0.0138395971030204;0.319093538326965;0.667144152119805;-0.0410443837407646;0.0133856942854484
Ighmbp2;-0.0138414630885577;0.319028285674533;0.667092326494189;-0.0410462469395575;0.0133838282767528
Gm37202;-0.0138423027564819;0.318998925723635;0.667092326494189;-0.0410470853534232;0.0133829885983457
Zfp12;-0.0138482339367279;0.318791585566058;0.666805456730254;-0.0410530076742582;0.0133770573429584
Nr1d2;-0.0138497638758582;0.318738116793607;0.666762992913827;-0.0410545353278065;0.0133755273841346
Tom1l2;-0.013851215864551;0.318687377685421;0.666726230992822;-0.04105598514725;0.0133740753766339
Tex14;-0.0138521742947399;0.318653888659464;0.666725554092548;-0.0410569421454959;0.0133731169339672
5730480H06Rik;-0.0138527079124774;0.318635244232723;0.666725554092548;-0.04105747496596;0.013372583309261
Zbtb14;-0.0138532230820007;0.318617245057944;0.666725554092548;-0.0410579893657585;0.0133720681329951
Rassf9;-0.0138546843904653;0.318566192968139;0.666725554092548;-0.0410594484907752;0.0133706068053262
Ecpas;-0.0138621873710494;0.318304154111305;0.666409957310931;-0.0410669402587798;0.0133631037243072
Rapgef1;-0.013863368915762;0.318262901960013;0.666392992198954;-0.0410681200374935;0.0133619221634991
Nr2c2;-0.0138666272613789;0.318149159050254;0.666224223373674;-0.0410713735126224;0.0133586637731015
Phlda2;-0.0138694910378149;0.318049211815441;0.666159784872452;-0.0410742330078856;0.01335579995683
A330048O09Rik;-0.0138695795279654;0.318046123792355;0.666159784872452;-0.0410743213657415;0.0133557114654415
Mrpl2;-0.0138786767673955;0.317728764027962;0.665690603778439;-0.041083405002348;0.013346614096461
Gm35438-1;-0.0138787274554674;0.317726996341692;0.665690603778439;-0.0410834556146149;0.0133465634076547
Tnk2;-0.0138813659178514;0.317634991998053;0.665632882741256;-0.0410860901309383;0.0133439249068469
Slc29a3;-0.0138817839134677;0.317620417909042;0.665632882741256;-0.0410865075013695;0.0133435069051084
Rad51;-0.013882242965096;0.317604412841017;0.665632882741256;-0.0410869658663952;0.0133430478467458
Gm21969;-0.0138834494806005;0.317562349585283;0.665632882741256;-0.0410881705772625;0.0133418413134869
Rfx7;-0.0138841409321356;0.317538244866149;0.665632882741256;-0.041088860994528;0.0133411498517412
Taf15;-0.0138888555994462;0.317373918623022;0.665432612231812;-0.0410935686089718;0.0133364351141145
Tmprss4;-0.0138916651564176;0.317276020099091;0.665296738505479;-0.0410963739624358;0.0133336255146647
Capns1;-0.0138957457438746;0.317133867993225;0.665068031323577;-0.0411004484439743;0.0133295448647468
Kif13a;-0.0138965404112314;0.317106189670781;0.665068031323577;-0.0411012419221387;0.0133287501851207
Pcyt2;-0.0138967497227234;0.317098899599629;0.665068031323577;-0.0411014509203975;0.0133285408703913
Fignl1;-0.013897248334375;0.317081533989446;0.665068031323577;-0.0411019487858707;0.0133280422510181
Dio1;-0.0138983021610076;0.317044833443826;0.665068031323577;-0.0411030010353945;0.0133269884080211
Stau1;-0.013903313755365;0.316870337872223;0.664862164935321;-0.0411080051288027;0.0133219767350135
Mrnip;-0.0139034611049195;0.31686520835335;0.664862164935321;-0.0411081522577956;0.0133218293831259
Erlin1;-0.0139075530715385;0.316722780946572;0.664691310718128;-0.041112238098845;0.0133177373512417
Xiap;-0.0139125011138629;0.316550612550213;0.664399348934739;-0.0411171787328611;0.01331278922878
Sergef;-0.0139155133994204;0.316445829371703;0.664248773922873;-0.0411201865077126;0.0133097768937833
Nlrc4;-0.0139191221650461;0.316320327430801;0.664054672341416;-0.0411237898687923;0.013306168068278
Ankrd39;-0.013919348589148;0.316312454175014;0.664054672341416;-0.0411240159537742;0.0133059416403954
Gm39157;-0.0139243066229972;0.316140084844518;0.663814928517793;-0.0411289665611763;0.0133009835230608
Ckmt1;-0.0139249997955555;0.316115991153243;0.663814928517793;-0.0411296586953518;0.0133002903387239
Gm41206;-0.0139275509914855;0.316027325593232;0.663731370289881;-0.0411322060693275;0.0132977390992177
LTO1;-0.0139280483131346;0.316010043324881;0.663731370289881;-0.0411327026458964;0.0132972417690328
Clock;-0.0139290855785688;0.315973999635627;0.663731370289881;-0.041133738357271;0.0132962044857519
Aplf;-0.0139304063451578;0.315928108537457;0.663731370289881;-0.0411350571449665;0.0132948836963537
Gm10629;-0.0139306616593921;0.315919237943452;0.663731370289881;-0.0411353120766547;0.0132946283776993
Gm12259;-0.0139308889839771;0.315911339954597;0.663731370289881;-0.0411355390606285;0.0132944010491757
Gm40557;-0.0139316949424624;0.315883339403049;0.663731370289881;-0.0411363438114853;0.0132935950767038
Pes1;-0.0139350503725906;0.315766782799927;0.663731370289881;-0.0411396942135395;0.0132902395879657
Pigm;-0.0139353423877853;0.315756640488328;0.663731370289881;-0.0411399857911239;0.0132899475676413
Klhl5;-0.0139426930278708;0.315501407494703;0.663467164035008;-0.0411473254141038;0.0132825967969009
Fam240b;-0.0139428501736599;0.315495952470983;0.663467164035008;-0.0411474823243314;0.0132824396482864
Scarb1;-0.0139430142366307;0.315490257396244;0.663467164035008;-0.0411476461413706;0.0132822755823645
Irf5;-0.0139440218632129;0.31545528140018;0.663467164035008;-0.0411486522574803;0.0132812679376251
1810064F22Rik;-0.013944520441843;0.315437976045483;0.663467164035008;-0.0411491500887007;0.0132807693499903
Otc;-0.0139474700838456;0.315335608556115;0.663467164035008;-0.0411520953086751;0.013277819654438
Taf6l;-0.0139515713322178;0.315193310762661;0.663351248561744;-0.0411561904077745;0.0132737183308216
Ccdc17;-0.0139547953168532;0.315081480312043;0.663254764263143;-0.0411594095578349;0.0132704942863938
Gm49747;-0.0139586388527348;0.31494819352944;0.663043620747968;-0.0411632473293462;0.0132666506784897
Ydjc;-0.0139593970808073;0.31492190394402;0.663043620747968;-0.0411640044201659;0.0132658924361141
Hbb-bt;-0.0139613643293242;0.314853701443536;0.662983550866178;-0.0411659687178962;0.0132639251503412
Rbpjl;-0.0139613655218002;0.314853660104551;0.662983550866178;-0.0411659699085835;0.0132639239578425
Cngb3;-0.0139661210527421;0.314688830795765;0.662844673667986;-0.0411707183055682;0.013259168335969
Ust;-0.0139681253090017;0.31461937916309;0.662767827655414;-0.0411727195547969;0.0132571640410165
Pard6b;-0.0139686078477402;0.314602659700472;0.662767827655414;-0.0411732013695389;0.0132566814929298
Mib2;-0.0139698511631254;0.314559582813214;0.662767827655414;-0.0411744428194077;0.0132554381533994
Ccdc126;-0.0139716425996847;0.31449752210333;0.66271946402969;-0.0411762315678815;0.0132536466819022
Zfp804a;-0.0139724816964338;0.314468456054824;0.66271946402969;-0.0411770694054896;0.0132528075687284
Ercc6l;-0.0139725412680227;0.314466392580773;0.66271946402969;-0.0411771288876844;0.013252747995972
Myo1h;-0.0139759359939334;0.314348818867117;0.66271946402969;-0.0411805185190987;0.0132493532032095
Kif18b;-0.0139764879187428;0.314329706108236;0.66271946402969;-0.0411810696155702;0.0132488012674718
Dok6;-0.0139788029826287;0.314249545434357;0.66271946402969;-0.0411833812047898;0.0132464861575661
Tmem150cos;-0.0139795200904947;0.314224717809325;0.66271946402969;-0.0411840972362936;0.013245769035386
Gtf2a1l;-0.0139829577693962;0.314105716799166;0.66271946402969;-0.041187529754931;0.0132423312874761
Rtkn2;-0.0139858435703165;0.314005842849739;0.662586276772153;-0.0411904112235097;0.013239445428129
Map3k20;-0.0139912870687113;0.313817507049248;0.662327910153389;-0.0411958465485585;0.0132340018182889
Tesk2;-0.0139919108732252;0.313795929217922;0.662327910153389;-0.0411964694163348;0.0132333780009007
1810055G02Rik;-0.0139970913726101;0.313616769848373;0.662152412004101;-0.0412016421355925;0.0132281973937801
Pcdh1;-0.0139999068211967;0.313519430242757;0.662046334681739;-0.041204453355298;0.0132253818860293
Coq8a;-0.0140008514640462;0.313486775189413;0.662046334681739;-0.0412053965791714;0.0132244372232323
Slc25a19;-0.0140027749085007;0.313420291176577;0.662045614534279;-0.0412073171342131;0.013222513738011
Mab21l3;-0.014007299907311;0.31326392081282;0.661784846584712;-0.0412118353347431;0.0132179886425005
9430037G07Rik;-0.0140085754551741;0.313219850987798;0.661761288955093;-0.041213108966044;0.0132167130671772
Sav1;-0.0140211914218339;0.312784192572923;0.660910303057965;-0.041225705971943;0.0132040968241462
Astn1;-0.0140222101587414;0.312749030654269;0.660905472852179;-0.0412267231773953;0.0132030780645435
1300014J16Rik;-0.0140222548687283;0.312747487539282;0.660905472852179;-0.0412267678201689;0.0132030333535594
Gm36278;-0.0140226241992219;0.312734740703774;0.660905472852179;-0.0412271365954376;0.013202664014823
Orc5;-0.0140228189334934;0.312728019907888;0.660905472852179;-0.0412273310369565;0.0132024692762024
Necap1;-0.014027747835578;0.312557942095026;0.660849001886445;-0.0412322525285211;0.0131975402633513
Klkb1;-0.0140319748366303;0.312412132762154;0.660610193007004;-0.041236473173298;0.0131933131662522
Zbed4;-0.0140326840964013;0.312387671415208;0.660610193007004;-0.0412371813664375;0.01319260389027
