moscot driver genes epsilon cells;Epsilon_pull_corr;Epsilon_pull_pval;Epsilon_pull_qval;Epsilon_pull_ci_low;Epsilon_pull_ci_high
Slc7a6os;0.00562114013913699;0.685736069584812;0.912264703140551;-0.0216024139871966;0.0328363646514845
Doc2a;0.00562058352288665;0.685765527781069;0.912264703140551;-0.0216029703612654;0.0328358086178152
Gm49747;0.00561477269070271;0.686073087070458;0.912264703140551;-0.0216087786641728;0.0328300038665187
Ccdc15;0.00560332304325488;0.686679253122209;0.912545193198399;-0.0216202233225634;0.0328185661954614
Gm10584;0.00560309067416487;0.686691557269802;0.912545193198399;-0.0216204555903272;0.0328183340693569
Paqr9;0.00560183575729424;0.686758007655503;0.912545193198399;-0.021621709959932;0.0328170804646865
Col15a1;0.00559330321097109;0.687209887375996;0.912569113357545;-0.021630238782962;0.0328085568381254
Ssu72;0.00559033902483884;0.687366895464131;0.912578263141691;-0.0216332016747038;0.0328055957497707
Smarcd3;0.00559022317885067;0.687373031910236;0.912578263141691;-0.0216333174700951;0.0328054800248398
Gm5546;0.00558873677299334;0.687451769734234;0.912622527040039;-0.0216348032266845;0.0328039951721891
Thnsl2;0.00557958105171311;0.687936840875078;0.912873458355;-0.0216439549460582;0.0327948490154499
Dcaf17;0.00556932670887334;0.688480269514912;0.912880540041591;-0.0216542048013748;0.0327846053794168
Psmc4;0.00556817953677222;0.688541073876257;0.912880540041591;-0.0216553514710926;0.0327834594047502
Psmd7;0.00556138589802983;0.688901203066743;0.913094596682583;-0.0216621421332152;0.0327766728558373
Gsto2;0.00555545962193745;0.689215411135727;0.913094596682583;-0.0216680658106698;0.0327707527623468
Arxes2;0.00554542113548328;0.689747768704882;0.913285761892478;-0.0216780998909447;0.0327607247442107
Ptp4a1;0.00554339936795675;0.689855004969525;0.913285761892478;-0.021680120770396;0.0327587050843576
Abhd8;0.00554313070569294;0.689869255512582;0.913285761892478;-0.0216803893146313;0.0327584367021549
8030462N17Rik;0.00553787013491867;0.690148311971596;0.913285761892478;-0.0216856475735444;0.0327531816143572
Gm29480;0.00553622361431099;0.690235663280658;0.913285761892478;-0.0216872933702468;0.0327515368095723
Ttc41;0.00553577160678527;0.690259643932412;0.913285761892478;-0.0216877451790182;0.0327510852730534
Exoc1;0.00553123875618974;0.69050014541331;0.913285761892478;-0.0216922760358378;0.0327465571452236
Psma4;0.00552954589323722;0.690589972412807;0.913285761892478;-0.0216939681538972;0.0327448660457743
Marchf3;0.00552208593126746;0.690985866137231;0.913285761892478;-0.0217014248314782;0.0327374138532013
Wwox;0.00552170531880228;0.69100606717749;0.913285761892478;-0.0217018052762903;0.032737033637055
Gm37988;0.00552041958742499;0.691074309110296;0.913285761892478;-0.0217030904412675;0.0327357492444081
Mfsd9;0.00551616976789942;0.691299891883893;0.913285761892478;-0.0217073383879904;0.032731503849244
Hnrnpf;0.00551493320791797;0.691365534318582;0.913285761892478;-0.0217085744028622;0.0327302685764242
Naa30;0.00551287918699357;0.69147457655978;0.913285761892478;-0.0217106275181339;0.0327282166933901
Osbpl2;0.00550845742042064;0.691709337516383;0.913285761892478;-0.0217150473342955;0.0327237995283539
Lrrc47;0.00550628388759287;0.691824745840328;0.913285761892478;-0.0217172199080025;0.0327216282570358
Irf2bp1;0.00549999931362118;0.692158478836949;0.913285761892478;-0.0217235017073167;0.03271535022057
Ckm;0.00549419938178374;0.692466528658457;0.913285761892478;-0.0217292990765602;0.0327095563201857
Tma7;0.00548645056635991;0.692878168225864;0.913285761892478;-0.0217370444654547;0.0327018155600395
Zfp30;0.00548236793861539;0.693095085737268;0.913285761892478;-0.0217411252865451;0.0326977371750756
Lat2;0.00547497373898576;0.693488017164279;0.913285761892478;-0.0217485162117666;0.0326903506573972
Xpo7;0.00547458997364082;0.693508412894992;0.913285761892478;-0.0217488998070857;0.032689967290671
Espn;0.0054707367171051;0.693713211750785;0.913285761892478;-0.0217527513560059;0.0326861180360859
Mycbpap;0.0054705723128507;0.693721950260703;0.913285761892478;-0.0217529156873847;0.032685953802562
Nsl1;0.00546698092729456;0.693912851817718;0.913285761892478;-0.0217565054806168;0.0326823661462211
Abcb4;0.00546635630211917;0.693946056004996;0.913285761892478;-0.0217571298287785;0.0326817421695711
Etfrf1;0.00546610626113786;0.693959347993082;0.913285761892478;-0.0217573797588637;0.0326814923881922
Gm43376;0.00546533696136698;0.694000243973026;0.913285761892478;-0.0217581487174198;0.0326807238871173
Atp6v1a;0.00546334953541513;0.69410589966997;0.913285761892478;-0.0217601352617208;0.0326787385243855
Gm36756;0.00545993894951567;0.694287227358631;0.913285761892478;-0.021763544334134;0.0326753314786401
4930524B15Rik;0.00545476678758293;0.694562244620834;0.913285761892478;-0.0217687141996532;0.032670164684153
Prkaca;0.00544825694715538;0.694908446848224;0.913285761892478;-0.0217752211476753;0.0326636615972882
Ywhab;0.00544496034851579;0.695083788745091;0.913285761892478;-0.0217785162807142;0.0326603684177899
Zdhhc20;0.00544491839880604;0.695086020101979;0.913285761892478;-0.0217785582117702;0.0326603265115854
Mrm2;0.00544410116388799;0.69512949036361;0.913285761892478;-0.0217793750832689;0.0326595101241876
Fndc3c1;0.00544287775939484;0.695194567421004;0.913285761892478;-0.0217805979436536;0.0326582879883684
Mbd4;0.00543824044124388;0.695441262566512;0.913285761892478;-0.0217852331986205;0.0326536554783906
Enox2;0.00543068314493224;0.69584336319043;0.913285761892478;-0.0217927871301159;0.0326461060153069
Far2os1;0.00541895181090683;0.696467720927917;0.913285761892478;-0.0218045132347159;0.0326343868347972
Fam133b;0.00540716243000343;0.697095375171535;0.913285761892478;-0.0218162973527728;0.0326226096600063
Srp54a;0.00540691491126119;0.697108555032291;0.913285761892478;-0.0218165447609402;0.0326223623974511
Tnpo3;0.00539570875000639;0.697705355585117;0.913285761892478;-0.0218277459125377;0.0326111678313165
Zdhhc21;0.00539452341168026;0.697768493455681;0.913285761892478;-0.0218289307205647;0.0326099837190718
Gm43191;0.00538712824906648;0.698162449148015;0.913285761892478;-0.0218363225729884;0.0326025962040855
Tsc1;0.00537950444612449;0.698568670104808;0.913285761892478;-0.0218439429602815;0.0325949802821039
Sf3a1;0.00537765431364565;0.698667264184683;0.913285761892478;-0.0218457922633791;0.0325931320616875
Psmf1;0.00537154899670746;0.698992654285466;0.913285761892478;-0.0218518948420913;0.0325870330531107
Lrrc14b;0.00537002534510978;0.699073867724782;0.913285761892478;-0.0218534178100171;0.0325855109755206
Thrap3;0.00536983218443113;0.699084163790961;0.913285761892478;-0.0218536108840144;0.0325853180143775
Pou2f3;0.00536472041763474;0.699356656991332;0.913285761892478;-0.0218587203561527;0.0325802115273137
Cilk1;0.00535969035900193;0.699624832360073;0.913285761892478;-0.0218637481554178;0.0325751866626336
Sp3os;0.00535666086957229;0.699786366333798;0.913285761892478;-0.0218667762834175;0.0325721603007391
Rbm14;0.00535598066648594;0.699822636988049;0.913285761892478;-0.021867456180757;0.0325714807998012
4930565N06Rik;0.00535463921354074;0.699894169654502;0.913285761892478;-0.021868797030654;0.0325701407315144
Mblac2;0.00535200569471242;0.700034609175292;0.913285761892478;-0.021871429365303;0.0325675099307406
Spg20;0.00534132488157458;0.700604297534984;0.913285761892478;-0.0218821053718721;0.0325568401374026
1110002L01Rik;0.00533678589307831;0.700846447041953;0.913285761892478;-0.0218866423158575;0.0325523058300746
Ube2h;0.0053355251703459;0.700913710457177;0.913285761892478;-0.0218879024705197;0.0325510464073571
Ganab;0.00533406521352869;0.700991606549112;0.913285761892478;-0.0218893617693854;0.0325495879558904
Pgpep1;0.00532949306790469;0.70123557400649;0.913285761892478;-0.0218939318537529;0.0325450205238214
Mcts1;0.0053240863734203;0.701524112324004;0.913285761892478;-0.0218993361092737;0.0325396194017853
Kansl3;0.00532322429523423;0.70157012270977;0.913285761892478;-0.0219001977984286;0.0325387582119593
Add2;0.00532232768683837;0.701617977184189;0.913285761892478;-0.021901094002168;0.0325378625274636
Mthfr;0.0053101270642226;0.702269275719884;0.913285761892478;-0.021913289114061;0.0325256744724994
Zfp236;0.00530700477190361;0.702435986331655;0.913285761892478;-0.0219164099948151;0.0325225553950992
Rnf145;0.00530439568930493;0.702575305774266;0.913285761892478;-0.0219190178974602;0.0325199489985782
3100003L05Rik;0.00530251150922489;0.702675923180871;0.913285761892478;-0.0219209012251923;0.0325180667580509
Kctd9;0.00530066987599145;0.702774273568921;0.913285761892478;-0.021922742025138;0.0325162270203864
Arpc4;0.0052985079736909;0.702889733918684;0.913285761892478;-0.0219249029490025;0.0325140673430683
Enpep;0.00528694115300102;0.703507597484117;0.913285761892478;-0.0219364645304473;0.032502512422379
Prdm4;0.00528555340554514;0.703581739794058;0.913285761892478;-0.0219378516488273;0.0325011261021556
Prkar2a;0.00526472642956536;0.704694787582702;0.913285761892478;-0.0219586691711997;0.032480320533154
Flcn;0.00526182994346103;0.704849633475662;0.913285761892478;-0.0219615643406854;0.0324774270223306
Palmd;0.00526053429870154;0.704918902488631;0.913285761892478;-0.0219628593963524;0.0324761327083144
Gm15891;0.0052592542766671;0.70498733866604;0.913285761892478;-0.0219641388363078;0.0324748540008877
Rec8;0.00524891413198952;0.705540260346608;0.913285761892478;-0.0219744742756241;0.0324645244724745
Tex261;0.00524597677489831;0.705697358898027;0.913285761892478;-0.0219774102949874;0.0324615901301182
Gm17484;0.0052434448486516;0.705832783871752;0.913285761892478;-0.0219799410677702;0.0324590608021189
Saa3;0.0052403033417134;0.706000826394956;0.913285761892478;-0.0219830811430542;0.0324559225184916
Dram1;0.00523806902417026;0.70612035112087;0.913285761892478;-0.0219853144420426;0.0324536904931204
Cd27;0.00523692882189854;0.706181348987682;0.913285761892478;-0.0219864541244275;0.0324525514604702
Etfb;0.00523360979315877;0.706358919162999;0.913285761892478;-0.0219897716394194;0.0324492358359937
Dnpep;0.00523323021460848;0.70637922787829;0.913285761892478;-0.0219901510448127;0.0324488566467316
Prkd2;0.0052318625911805;0.706452402014567;0.913285761892478;-0.0219915180442902;0.0324474904258459
Gm3435;0.00522919357510003;0.706595214447453;0.913285761892478;-0.021994185842393;0.0324448241466353
2810459M11Rik;0.00522775447121491;0.706672221613165;0.913285761892478;-0.0219956242893971;0.0324433865182793
Rmdn2;0.00522284143974987;0.706935142982192;0.913285761892478;-0.0220005350774529;0.0324384785233512
Bloc1s2;0.00522236746286024;0.706960509751734;0.913285761892478;-0.0220010088378437;0.0324380050322841
Pheta2;0.00522158119352148;0.707002590818436;0.913285761892478;-0.0220017947480106;0.0324372195688381
Klk1b16;0.00521864811750184;0.707159576687631;0.913285761892478;-0.0220047264838892;0.0324342894988004
Gm42902;0.00521010647152031;0.707616818720306;0.913285761892478;-0.0220132642244715;0.0324257566041155
Wdhd1;0.00520799005536403;0.707730128693118;0.913285761892478;-0.0220153796723492;0.0324236423557085
Dcst2;0.00520325426224554;0.70798369989255;0.913285761892478;-0.0220201132979186;0.0324189114123663
Alg2;0.00520177648906353;0.708062831749773;0.913285761892478;-0.0220215903944813;0.0324174351522755
Fermt3;0.00519863089135727;0.708231282832654;0.913285761892478;-0.0220247345515354;0.0324142927749498
Npl;0.00519774581037507;0.708278682709198;0.913285761892478;-0.0220256192270623;0.0324134085999933
Mrpl58;0.00519711618552124;0.708312402503812;0.913285761892478;-0.0220262485634593;0.032412779619638
Kbtbd2;0.00519672538080722;0.708333332483983;0.913285761892478;-0.0220266391891188;0.0324123892149499
Zfand2a;0.00519200413908141;0.708586201218379;0.913285761892478;-0.0220313582670631;0.0324076728052086
Zfp106;0.0051906454856546;0.708658976367244;0.913285761892478;-0.0220327162975837;0.0324063155420796
Arl10;0.0051900499163029;0.708690878385955;0.913285761892478;-0.0220333115938512;0.032405720582137
Aurkaip1;0.00517976934525753;0.709241643623549;0.913285761892478;-0.0220435874479413;0.0323954505275212
Ptges2;0.00517958772438201;0.709251375039679;0.913285761892478;-0.0220437689854334;0.0323952690923817
Eif2s1;0.00517324649687865;0.70959117365392;0.913285761892478;-0.0220501073005093;0.0323889343486589
Rell2;0.00516843252819344;0.709849171719719;0.913285761892478;-0.022054919056752;0.032384125300702
Vsig10;0.00516428169541032;0.710071656623817;0.913285761892478;-0.0220590679808495;0.0323799787097933
Tekt5;0.0051618498783434;0.710202013653553;0.913285761892478;-0.0220614986792535;0.032377549377446
Prr18;0.00515856738647054;0.710377984365568;0.913285761892478;-0.0220647796606332;0.0323742702389635
Ccdc173;0.00514255071418609;0.711236841483477;0.913285761892478;-0.0220807889541686;0.032358269920891
Etohd2;0.0051387260892569;0.71144198242476;0.913285761892478;-0.0220846118150595;0.0323544491991247
Dhx58;0.00513406641917031;0.711691940804628;0.913285761892478;-0.0220892693348829;0.0323497942833187
Ccl25;0.00512949820145746;0.711937023483096;0.913285761892478;-0.0220938354433872;0.0323452307254311
Sox8;0.00512801227261107;0.712016749263197;0.913285761892478;-0.0220953206859152;0.0323437463120667
Commd5;0.00512683214381534;0.71208006994028;0.913285761892478;-0.0220965002695493;0.0323425673867854
Zfc3h1;0.00512662346359765;0.712091267037097;0.913285761892478;-0.0220967088533591;0.0323423589193752
Homez;0.00512197739241333;0.712340576062023;0.913285761892478;-0.0221013527774971;0.0323377175855407
Fyttd1;0.00512195289415886;0.712341890724294;0.913285761892478;-0.0221013772644273;0.0323376931122626
2900076A07Rik;0.00511786478423223;0.712561285010023;0.913285761892478;-0.022105463484176;0.0323336091697863
4921511C10Rik;0.00510658771246163;0.713166608471397;0.913285761892478;-0.0221167353371664;0.0323223435892372
Gm29585;0.00509940862686024;0.713552056951506;0.913285761892478;-0.0221239110968398;0.0323151718154485
Slc30a4;0.00509229201356403;0.713934223417007;0.913285761892478;-0.0221310244103818;0.0323080624475717
Natd1;0.00508476344666842;0.714338590140435;0.913285761892478;-0.0221385494835127;0.0323005415425073
Ciao2a;0.00507862797897661;0.714668191450529;0.913285761892478;-0.0221446821016509;0.0322944123166088
Pcdh19;0.00507847762039819;0.714676269479189;0.913285761892478;-0.0221448323903711;0.0322942621109689
Rad51b;0.00507843608276547;0.714678501098018;0.913285761892478;-0.0221448739087048;0.0322942206155863
Pccb;0.00507672760226466;0.714770291716773;0.913285761892478;-0.0221465815953372;0.0322925138727912
Tafa2;0.00507133753156697;0.715059908189632;0.913285761892478;-0.0221519691604252;0.0322871292833262
Dock9;0.00507127199938471;0.715063429583157;0.913285761892478;-0.0221520346621347;0.0322870638177748
Gm12786;0.00506800734676378;0.7152388644455;0.913285761892478;-0.0221552977963799;0.0322838024842415
Plet1os;0.00506793498504486;0.715242753166866;0.913285761892478;-0.0221553701244371;0.0322837301960843
Lins1;0.00506670424301478;0.715308894418891;0.913285761892478;-0.0221566002938991;0.0322825007051625
Ascl2;0.00505798687412915;0.715777435283125;0.913285761892478;-0.022165313604914;0.0322737921955422
Spag8;0.00505380270175013;0.716002364071276;0.913285761892478;-0.0221694958281228;0.0322696122739755
Psmg1;0.00505322575885564;0.716033380756069;0.913285761892478;-0.0221700725021774;0.032269035917138
Gm11210;0.00505220050897893;0.716088499762462;0.913285761892478;-0.0221710972742704;0.0322680117086626
Utp11;0.00504587529642457;0.71642858559274;0.913285761892478;-0.0221774195379042;0.0322616929197018
Mief1;0.00504080575723458;0.716701198603119;0.913285761892478;-0.0221824867120177;0.032256628527331
Ncan;0.00504079559469258;0.716701745127146;0.913285761892478;-0.0221824968698172;0.0322566183751051
Copg1;0.00504073267842048;0.716705128659257;0.913285761892478;-0.0221825597567284;0.0322565555226996
C530044C16Rik;0.00503899500300321;0.716798580139793;0.913285761892478;-0.0221842966211445;0.0322548196111183
Zfp697;0.00503749133296503;0.716879450326894;0.913285761892478;-0.022185799589263;0.0322533174672553
Tvp23a;0.00503416091895939;0.717058577517688;0.913285761892478;-0.022189128448179;0.0322499904330716
Ybey;0.0050338958030036;0.717072837517555;0.913285761892478;-0.0221893934403167;0.0322497255861389
Lsm2;0.00503338098426525;0.717100528758437;0.913285761892478;-0.0221899080186064;0.0322492112897956
Glis1;0.00502629595278571;0.717481658523238;0.913285761892478;-0.0221969897395219;0.0322421334461498
Zfp114;0.00502353882072589;0.717629993754414;0.913285761892478;-0.0221997455825411;0.0322393791104896
Spaca6;0.00502314244231857;0.717651320007329;0.913285761892478;-0.0222001417755958;0.032238983134072
Gm17552;0.00502062410956009;0.717786818401629;0.913285761892478;-0.0222026589305435;0.0322364673550973
1110019D14Rik;0.00501881996608329;0.717883895440046;0.913285761892478;-0.0222044622300198;0.0322346650409492
Tap2;0.00501609479588578;0.718030539557318;0.913285761892478;-0.0222071861250134;0.0322319426336288
Abi1;0.0050097737716333;0.718370720125308;0.913285761892478;-0.022213504189878;0.0322256280163069
Epc2;0.00500178312952383;0.718800834905596;0.913285761892478;-0.0222214910878033;0.0322176454703275
Dmtf1;0.00499778457302823;0.719016099891934;0.913285761892478;-0.0222254877693863;0.0322136509638717
Nudt16l1;0.00499689870668203;0.719063794120371;0.913285761892478;-0.0222263732202344;0.0322127659946802
AA388235;0.0049917305418996;0.71934206515046;0.913285761892478;-0.0222315389601397;0.032207603063068
Ist1;0.0049874672997304;0.719571640157764;0.913285761892478;-0.0222358002009228;0.0322033441366711
Ccdc116;0.00498711390756707;0.719590671412621;0.913285761892478;-0.0222361534271412;0.03220299110221
Tpst1;0.00498504743988841;0.719701960530738;0.913285761892478;-0.0222382189243175;0.0322009267260659
Zfyve27;0.00498483369577054;0.719713472007571;0.913285761892478;-0.0222384325680387;0.0322007131982717
Trim41;0.00497838055999779;0.720061044215064;0.913285761892478;-0.0222448826715695;0.0321942665923435
Mzf1;0.00497765684806798;0.720100027656552;0.913285761892478;-0.0222456060432954;0.0321935436125872
Gm10382;0.00497745942414568;0.72011066221294;0.913285761892478;-0.0222458033744074;0.0321933463883921
Gm26810;0.00497692783337618;0.720139297471923;0.913285761892478;-0.0222463347152618;0.0321928153354049
Tmem50b;0.0049759528564422;0.720191817682579;0.913285761892478;-0.0222473092337931;0.0321918413447635
Pigo;0.00497481478044437;0.720253125408803;0.913285761892478;-0.0222484467746388;0.0321907044199849
Twf1;0.00497421258300731;0.720285566285849;0.913285761892478;-0.0222490486888789;0.0321901028316714
Cidec;0.004969759185029;0.720525490163672;0.913285761892478;-0.0222534999919334;0.0321856539376989
Rnf44;0.00496510282736064;0.720776377778282;0.913285761892478;-0.0222581541580494;0.0321810022881491
Gm48604;0.0049641741341425;0.720826419974837;0.913285761892478;-0.0222590824140294;0.0321800745338067
Gm2762;0.00496299884157972;0.720889751774126;0.913285761892478;-0.0222602571531854;0.0321789004293556
Tnip1;0.00496115009401819;0.720989377232927;0.913285761892478;-0.02226210503008;0.0321770535505541
Sod1;0.0049592209737383;0.721093338869958;0.913315233827039;-0.0222640332416431;0.0321751263800789
Gm15423;0.00495009053833767;0.721585454271337;0.913585559632052;-0.0222731593733826;0.0321660051702664
Strip1;0.00494621434033801;0.721794409801619;0.913585559632052;-0.0222770337429515;0.0321621328874898
Prox2;0.00494575665942737;0.721819083533082;0.913585559632052;-0.0222774912079167;0.032161675668814
Cdkn3;0.00494546728860042;0.721834683760749;0.913585559632052;-0.0222777804422053;0.0321613865902312
Skida1;0.00494232319616667;0.722004191914289;0.913585559632052;-0.0222809230508194;0.0321582456728163
Wipf2;0.00494152721528779;0.722047107972998;0.913585559632052;-0.0222817186559586;0.0321574504956626
Gm26811;0.00493706811403921;0.722287540783239;0.913585559632052;-0.0222861756516679;0.0321529958962618
Dock5;0.00493571096503414;0.722360723114293;0.913585559632052;-0.0222875321596271;0.0321516401172012
Yjefn3;0.00493071760047715;0.722630005055886;0.913606377093231;-0.0222925231647183;0.0321466517922251
Gm20521;0.00492962421589169;0.722688973635987;0.913606377093231;-0.0222936160324764;0.0321455595109631
Dnhd1;0.0049290576476938;0.722719530523965;0.913606377093231;-0.0222941823328399;0.032144993514458
Gm15510;0.00492463238057323;0.722958214953976;0.913711972649615;-0.0222986055073983;0.0321405727120301
Zfp326;0.00492168608972071;0.72311714318706;0.913754351435939;-0.0223015504044565;0.032137629393127
Pkib;0.00491663658051826;0.723389550565019;0.913876805054005;-0.0223065975238019;0.032132584976311
Lrrk1;0.00490217281122453;0.724170025635736;0.913876805054005;-0.0223210544399304;0.03211813578593
Bid;0.00490037856924712;0.724266864188081;0.913876805054005;-0.0223228478309735;0.0321163433516851
Taf12;0.00489718457748469;0.724439260734292;0.913960154425322;-0.022326040307525;0.0321131525774962
Klhl1;0.00489667532098024;0.724466749279586;0.913960154425322;-0.0223265493223898;0.0321126438339568
Btrc;0.00489004590044771;0.724824623196096;0.914239515630011;-0.0223331755960084;0.0321060210898366
F420014N23Rik;0.00488504147854045;0.725094815138715;0.914403253489347;-0.0223381776407867;0.0321010217062415
Pdgfc;0.0048818504734927;0.725267117412054;0.914403253489347;-0.0223413671293772;0.0320978339130974
Vmac;0.0048796172020349;0.72538771394449;0.914433386431686;-0.0223435993391906;0.0320956028892079
2610027F03Rik;0.00487549581592704;0.725610286434005;0.914599259400765;-0.0223477187653764;0.0320914856501581
Gm15952;0.00487057105621894;0.725876274918014;0.914794309444441;-0.0223526411819066;0.0320865658446746
Lrrc34;0.00486280418201953;0.726295834438828;0.914923463143421;-0.0223604043579808;0.0320788067811385
A930004D18Rik;0.00486246520683803;0.726314147442073;0.914923463143421;-0.0223607431716876;0.0320784681467686
H2-K1;0.00485385281739373;0.726779480882712;0.91526955485718;-0.0223693514564251;0.0320698644142756
Adgre1;0.0048421248235791;0.727413314639678;0.91542842347234;-0.0223810738541294;0.0320581482026512
4930429F24Rik;0.00483669773168642;0.72770668233576;0.91542842347234;-0.0223864983539064;0.0320527265603982
Dnajc4;0.00483498343439238;0.727799358941116;0.91542842347234;-0.0223882118320758;0.032051013984191
Gm3550;0.00483305195730451;0.727903781268019;0.91542842347234;-0.0223901423860747;0.0320490844460384
Arap1;0.0048316459623611;0.727979797389913;0.91542842347234;-0.0223915477089391;0.0320476798623914
Zfp282;0.00482319455386803;0.728436785176319;0.91542842347234;-0.0223999950753117;0.0320392369349089
Egfl7;0.00482108362373488;0.728550943264859;0.91542842347234;-0.0224021049952272;0.0320371281224935
2810454H06Rik;0.00481678860089533;0.728783234616563;0.91542842347234;-0.0224063979618699;0.0320328374077391
Atp2c2;0.00481456207892233;0.728903663286241;0.91542842347234;-0.0224086234175239;0.0320306131186647
1810055G02Rik;0.00481174102710388;0.729056258637088;0.91542842347234;-0.0224114431179054;0.0320277948955903
Arhgap26;0.00481051146602141;0.729122770984179;0.91542842347234;-0.0224126720898259;0.0320265665672862
Acp1;0.00480287914211519;0.729535682400107;0.91542842347234;-0.0224203007547531;0.0320189418938354
Slc6a20b;0.00480249920821233;0.729556239008088;0.91542842347234;-0.0224206805064307;0.0320185623406863
Gm27184;0.00479855104101287;0.729769869045448;0.91542842347234;-0.0224246267795309;0.0320146181297087
Mtrr;0.00479133925879589;0.730160143035236;0.91542842347234;-0.0224318350997673;0.0320074135717984
Gnpat;0.00478882288048829;0.730296336222899;0.91542842347234;-0.0224343502694337;0.0320048997135736
Gm16178;0.00478575985764332;0.730462126761243;0.91542842347234;-0.0224374118206138;0.0320018397577961
H3c7;0.00478083645575408;0.730728639383067;0.91542842347234;-0.0224423328559275;0.0319969212847408
Bloc1s3;0.00477694605549619;0.730939256750876;0.91542842347234;-0.022446221385219;0.0319930347782432
Gm20045;0.00477390133477873;0.731104105108652;0.91542842347234;-0.0224492646410985;0.031989993104302
Caly;0.00477362822379116;0.731118892588144;0.91542842347234;-0.0224495376206657;0.0319897202665852
Prpf4b;0.00477088101436183;0.731267644640495;0.91542842347234;-0.0224522835079183;0.0319869758057465
H3c1;0.00476710548255515;0.731472093331135;0.91542842347234;-0.0224560572219672;0.0319832040507003
Uqcrh;0.00476344694988819;0.731670224591178;0.91542842347234;-0.0224597139924663;0.0319795491770171
Dcun1d5;0.00474904321755284;0.732450445917647;0.91542842347234;-0.022474110780025;0.0319651598431164
Pmm2;0.00474412257824252;0.73271705049647;0.91542842347234;-0.0224790290442558;0.0319602441200502
Blvra;0.00474230650660966;0.732815455006825;0.91542842347234;-0.0224808442389797;0.0319584298625342
Ttc12;0.00473917660991638;0.732985059914451;0.91542842347234;-0.0224839726239488;0.0319553030919477
Rnf40;0.0047379242880888;0.733052925207039;0.91542842347234;-0.022485224340762;0.0319540520207763
Fndc10;0.00473780532854312;0.733059371920705;0.91542842347234;-0.0224853432428322;0.0319539331800275
Hsd17b7;0.00473723853284523;0.733090088247825;0.91542842347234;-0.0224859097646713;0.0319533669503398
Dennd6a;0.00473524542877452;0.733198103816056;0.91542842347234;-0.0224879019055948;0.0319513758364721
Gm3235;0.0047251672810097;0.733744366283137;0.91542842347234;-0.0224979751798874;0.031941307748878
Zfp2;0.00472497927236849;0.733754558133853;0.91542842347234;-0.022498163097561;0.0319411199278576
Lyn;0.00472377799575437;0.733819679821823;0.91542842347234;-0.0224993637928949;0.0319399198499966
Meikin;0.00471542874663559;0.73427234883706;0.91542842347234;-0.0225077089997642;0.0319315789304198
Gm3558;0.00471497620321804;0.73429688690208;0.91542842347234;-0.0225081613239766;0.0319311268383692
2510009E07Rik;0.00471220389250944;0.734447214619788;0.91542842347234;-0.0225109322915768;0.0319283572925212
Kif27;0.00470957221011635;0.734589926221619;0.91542842347234;-0.0225135626986051;0.0319257282343516
AI597479;0.00470602531971054;0.73478228247298;0.91542842347234;-0.0225171078695221;0.0319221848801874
Nol7;0.00470591961848524;0.734788015155581;0.91542842347234;-0.0225172135194942;0.0319220792843355
Zfp248;0.00470558713258318;0.73480604755133;0.91542842347234;-0.0225175458441742;0.0319217471298842
Zfp850;0.00470151973133539;0.735026655164286;0.91542842347234;-0.0225216112726562;0.0319176837828872
4930579G18Rik;0.00469038751820407;0.73563055558889;0.91542842347234;-0.0225327380818514;0.0319065626613765
C4bp;0.0046895418703908;0.735676436981659;0.91542842347234;-0.0225335833188843;0.0319057178558521
Flacc1;0.0046894867497246;0.735679427636359;0.91542842347234;-0.0225336384127738;0.0319056627900863
4930455C13Rik;0.0046795481246647;0.736218728110859;0.91542842347234;-0.0225435722071184;0.0318957340612305
Pcdhga12;0.00467900266337648;0.736248330287888;0.91542842347234;-0.022544117403127;0.0318951891429198
Cggbp1;0.00467621011367425;0.736399888053893;0.91542842347234;-0.022546908594447;0.0318923993727984
Gm26879;0.00467531797418593;0.736448308571821;0.91542842347234;-0.0225478002998817;0.031891508121217
1600002D24Rik;0.00467470106781916;0.736481791532783;0.91542842347234;-0.0225484169060791;0.0318908918288045
Cspp1;0.00467083095681938;0.7366918555248;0.91542842347234;-0.0225522851335182;0.0318870255689238
Dtna;0.00466771469744018;0.736861015845632;0.91542842347234;-0.0225553998756396;0.0318839124099195
Hace1;0.00465819338658941;0.737377941361507;0.91542842347234;-0.0225649165474393;0.0318744005685751
9230111E07Rik;0.00465356804274384;0.737629100740128;0.91542842347234;-0.0225695396359065;0.0318697798231283
Enkd1;0.00465200549695847;0.737713954389713;0.91542842347234;-0.0225711014195109;0.0318682188305231
Slc12a7;0.00464924244981964;0.737864008778387;0.91542842347234;-0.0225738631185613;0.0318654585295454
Fbxl13;0.00464641260307483;0.738017701242283;0.91542842347234;-0.0225766915841954;0.0318626314949226
Pcsk5;0.00463730374998241;0.738512485331288;0.91542842347234;-0.0225857959887404;0.0318535316906735
Pctp;0.00463483667403365;0.738646513152745;0.91542842347234;-0.0225882618590507;0.0318510670647708
Asphd2;0.00463272637873742;0.738761164598286;0.91542842347234;-0.0225903711228013;0.0318489588649403
9130401M01Rik;0.00463060665098138;0.738876334350816;0.91542842347234;-0.022592489814157;0.0318468412417723
Nme6;0.00462653503453045;0.739097571193695;0.91542842347234;-0.0225965594391829;0.0318427736671717
Pclaf;0.00462597602670191;0.739127947333739;0.91542842347234;-0.0225971181735307;0.0318422152141939
