moscot driver genes Beta;Beta_pull_corr;Beta_pull_pval;Beta_pull_qval;Beta_pull_ci_low;Beta_pull_ci_high
Apbb1;0.0572301824035446;3.72E-05;0.000160258779697572;0.0300567566480528;0.0843190772415157
Cdk11b;0.0572247920585649;3.73E-05;0.000160495627434669;0.0300513534765747;0.0843137076324771
Dusp19;0.0572163865712997;3.74E-05;0.000160884905315607;0.0300429279913525;0.0843053344768655
Lbh;0.0572050802820899;3.75E-05;0.000161352738862263;0.0300315948088187;0.0842940716711919
Trip11;0.0572031144071265;3.75E-05;0.000161417684968887;0.030029624258506;0.0842921133561986
Rpp25;0.0571883265883384;3.77E-05;0.00016213322947525;0.0300148012773047;0.0842773823987491
Agbl4;0.0571618647767206;3.80E-05;0.000163378827953154;0.0299882765747317;0.0842510223071378
Stmn3;0.0571182689445135;3.85E-05;0.000165554828044398;0.0299445772131459;0.0842075939759438
Mypop;0.0570908340387116;3.88E-05;0.000166876103336997;0.0299170772094439;0.0841802644259571
Pard6a;0.0570726308710431;3.91E-05;0.000167793775351151;0.0298988308717656;0.0841621311397939
Gm30239;0.0570684143733316;3.91E-05;0.000167961245007659;0.0298946043769357;0.0841579308265523
Cdk20;0.0570680782543969;3.91E-05;0.000167961245007659;0.0298942674611205;0.0841575959977243
Rcan1;0.0570419908229756;3.94E-05;0.000169265471934012;0.0298681181997049;0.084131608677587
Nprl3;0.0570350816276447;3.95E-05;0.000169595471673312;0.0298611926350744;0.0841247259903237
Chuk;0.0570181600612148;3.97E-05;0.000170438193305639;0.0298442309890057;0.0841078693348674
Zfp810;0.057017843770732;3.97E-05;0.000170438193305639;0.0298439139495208;0.0841075542575243
Bcl6;0.0570171851959565;3.98E-05;0.000170438193305639;0.0298432538152034;0.0841068982087109
Sgpp1;0.0569760891745441;4.03E-05;0.000172604915497398;0.0298020605230027;0.0840659597645384
Skiv2l;0.05695254103882;4.06E-05;0.000173768272945798;0.0297784566924423;0.0840425018798022
Myo5a;0.0569299425947248;4.09E-05;0.000174887188496626;0.02975580482817;0.0840199900186567
Dcaf12;0.0569234447014524;4.09E-05;0.000175167761628804;0.0297492915797762;0.0840135170160841
Ano7;0.0568693812567191;4.16E-05;0.000178110341301724;0.0296951004676066;0.0839596605770555
Bbx;0.0568211339247875;4.23E-05;0.000180656393808223;0.0296467393375157;0.0839115978476356
Tsc22d2;0.0568003876983809;4.25E-05;0.000181712298676274;0.0296259442173128;0.0838909309610728
Map2k2;0.056788368080524;4.27E-05;0.0001823553172513;0.0296138962829099;0.0838789572992067
Abhd18;0.0567187106972848;4.36E-05;0.000186234837444648;0.0295440749520474;0.0838095660910357
Cct6b;0.05670405271339;4.38E-05;0.000186927409365161;0.0295293825024722;0.0837949640848258
2900045O20Rik;0.0567014547492528;4.39E-05;0.000187038875331177;0.0295267784309026;0.083792376040895
Lrrfip1;0.0566821604610398;4.41E-05;0.00018804511603937;0.0295074387961927;0.0837731554155971
Fpgs;0.0566519979722924;4.45E-05;0.000189776732718251;0.0294772054586699;0.0837431080426583
Trp53inp2;0.0565134666471753;4.65E-05;0.000197950191684626;0.0293383493754347;0.0836051047927024
Rab40b;0.0564828901310415;4.69E-05;0.000199666809822755;0.0293077013202613;0.0835746446928719
Dot1l;0.0564262957987998;4.78E-05;0.000202984414067048;0.0292509747106154;0.0835182657029789
1100001I12Rik;0.0563994027672202;4.82E-05;0.000204595345136964;0.0292240188835569;0.0834914749390292
Syt11;0.0563902923068487;4.83E-05;0.00020512983760101;0.0292148871591388;0.0834823991146323
Ecsit;0.0563676265999959;4.87E-05;0.000206486587050944;0.0291921685696295;0.0834598195583311
Plekha8;0.056358775899855;4.88E-05;0.000207009110673914;0.0291832972270363;0.0834510024914461
Hapln4;0.0563471589496994;4.90E-05;0.000207710542469033;0.029171653189212;0.0834394296800448
Tatdn1;0.056331115113096;4.92E-05;0.000208655719366271;0.0291555719547331;0.0834234467901932
Lhfpl1;0.0563258195450608;4.93E-05;0.000208953607853039;0.0291502640459182;0.0834181713357125
Gm16152;0.0563168269669726;4.94E-05;0.000209491221521392;0.0291412505150576;0.0834092129096333
Gm4876;0.0563134184604763;4.95E-05;0.000209667889725955;0.0291378340678714;0.0834058173468169
Foxn1;0.0562869645947844;4.99E-05;0.000211255682753589;0.0291113185950307;0.0833794639173331
Ankfn1;0.0562590836733051;5.03E-05;0.000212948684565627;0.0290833727843956;0.0833516888090839
Golga2;0.0562528993844697;5.04E-05;0.000213310921710745;0.0290771741082028;0.0833455279850593
Mpdz;0.0562305110957307;5.08E-05;0.000214745527089813;0.0290547337520039;0.0833232246260285
Sh3gl1;0.0562283076733627;5.08E-05;0.00021480125659263;0.0290525252067139;0.0833210295608501
Arhgap26;0.0562157873134439;5.10E-05;0.000215587716005757;0.0290399757421947;0.0833085566834406
Gm33543;0.0561970202723531;5.13E-05;0.000216748818755505;0.0290211650916269;0.0832898607990226
Ppp4r1;0.0561742405509768;5.17E-05;0.000218185726519875;0.0289983324622621;0.0832671674230786
Gm14397;0.0561476623041668;5.21E-05;0.000219935207808892;0.0289716925208871;0.0832406898843087
Anapc16;0.0561131295960459;5.26E-05;0.000222148741578585;0.0289370797116298;0.0832062879674597
Gdi1;0.0561103247336839;5.27E-05;0.000222294156098609;0.0289342683460466;0.0832034937255679
Smpd1;0.0561030571179442;5.28E-05;0.000222698999804904;0.0289269838819569;0.0831962536263074
Rilpl1;0.0560904997682506;5.30E-05;0.000223515284382978;0.0289143974276448;0.0831837438142213
Ptprd;0.0560863425412749;5.31E-05;0.000223754748125321;0.0289102305672142;0.0831796023231296
Suclg1;0.0560832422905446;5.31E-05;0.000223921550318448;0.0289071231329527;0.0831765138068208
Erap1;0.0560527430823507;5.36E-05;0.000225987010742627;0.0288765532836327;0.0831461300101124
Sec22a;0.0560518164331383;5.36E-05;0.00022598851251783;0.0288756244889457;0.0831452068666275
2210016L21Rik;0.0560513597669231;5.36E-05;0.00022598851251783;0.0288751667654267;0.0831447519280688
Tmem19;0.0560404190366569;5.38E-05;0.000226655861869098;0.0288642007078657;0.0831338525853208
Zadh2;0.0559744497181988;5.49E-05;0.000231108848103285;0.0287980788120635;0.0830681326837951
Myo3a;0.0559710652864651;5.50E-05;0.000231301039619707;0.0287946865590501;0.0830647610415724
Nectin3;0.0559598278317588;5.52E-05;0.000232052894639946;0.0287834231395473;0.0830535660479065
Slc25a32;0.0559494963759584;5.54E-05;0.000232742243129205;0.0287730678184029;0.0830432736237706
Sar1b;0.0558987900342096;5.62E-05;0.000236247842540402;0.0287222444311396;0.0829927587639547
Cgref1;0.055859581462251;5.69E-05;0.000238958691338104;0.0286829454503147;0.0829536981595417
Klhl29;0.0558550977468249;5.70E-05;0.000239237726756596;0.0286784514014915;0.0829492313597124
Yipf6;0.0558189976187771;5.76E-05;0.000241750372727075;0.028642268115297;0.0829132673860106
Metap1d;0.055753499037748;5.88E-05;0.000246395684553762;0.028576618837394;0.08284801565762
Gm20509;0.0557380823817201;5.91E-05;0.000247462581503991;0.0285611667453418;0.0828326570704823
Helb;0.0557380323515629;5.91E-05;0.000247462581503991;0.0285611166002087;0.0828326072287494
Pptc7;0.0557065564943223;5.96E-05;0.000249702941665742;0.0285295684344103;0.0828012498894712
Acaa1a;0.055704251307112;5.97E-05;0.000249827166533193;0.0285272579536893;0.0827989533800143
Osbpl11;0.0556532502764478;6.06E-05;0.000253334247336659;0.0284761398812242;0.0827481442663748
Gm11639;0.0556503542762217;6.07E-05;0.000253506023541059;0.0284732372392585;0.0827452591595796
Pacc1;0.0556407550719002;6.08E-05;0.000254145635094878;0.0284636160232244;0.0827356960598351
Ambra1;0.0556353969893434;6.09E-05;0.000254509474602185;0.0284582456563627;0.0827303581279562
Clrn3;0.0556244880397364;6.12E-05;0.000255306695059065;0.0284473117010037;0.0827194901999239
Mthfr;0.0555710392665716;6.22E-05;0.000259349081758267;0.0283937405052892;0.0826662423202326
Acsl4;0.0555664855291369;6.22E-05;0.000259656147281725;0.0283891763448949;0.0826617056914016
Mfsd12;0.0555444196143814;6.27E-05;0.000261357377748987;0.0283670599399525;0.0826397226634109
Tecta;0.0555387701527758;6.28E-05;0.000261754226579692;0.0283613975557933;0.0826340944187841
Fnip1;0.0555341812243596;6.29E-05;0.000261958144739878;0.0283567981319662;0.0826295227231622
Pcnx3;0.055507626906884;6.34E-05;0.000263901395947595;0.0283301831042866;0.0826030681026727
Tsen2;0.0555009534980238;6.35E-05;0.000264299186818146;0.0283234944443047;0.0825964197428206
Hacd3;0.0554823692789716;6.39E-05;0.000265691706391652;0.0283048677665031;0.0825779052679495
Rptor;0.0554524491877856;6.44E-05;0.000268015801314732;0.0282748793575298;0.0825480974237172
Pkp2;0.0554298313810083;6.49E-05;0.000269813952376042;0.0282522099390431;0.0825255644367753
Emc7;0.0554230163522608;6.50E-05;0.000270318925568392;0.0282453793645212;0.0825187749598763
Pcyt1a;0.055398717499643;6.55E-05;0.000272214736843856;0.0282210251044041;0.0824945671914066
Gm15884;0.0553844750733019;6.58E-05;0.000273341491262578;0.0282067502167451;0.0824803781378781
Socs2;0.0553702412405924;6.61E-05;0.000274471924635825;0.0281924839533791;0.0824661976348018
Psmb10;0.0553191165982655;6.71E-05;0.000278602677944555;0.0281412429189176;0.0824152644497329
Pinlyp;0.0552528164398834;6.85E-05;0.000283981925696045;0.0280747920320141;0.0823492123687659
Nkain1;0.0552504178255002;6.85E-05;0.000284130355659836;0.0280723879690603;0.0823468227248926
Rfesd;0.0551946731821869;6.97E-05;0.000288683715202877;0.0280165167876066;0.0822912864716272
Prss1;0.0551753094586878;7.01E-05;0.000290265692774126;0.0279971091489573;0.0822719950961013
Jph4;0.0551687546153563;7.03E-05;0.000290783722066236;0.027990539444484;0.0822654647387914
Katnal1;0.0551398497040633;7.09E-05;0.000293223868970513;0.0279615690279761;0.0822366677758235
Mbnl1;0.0551146552625191;7.14E-05;0.000295290162763299;0.027936317527241;0.0822115673885712
Garnl3;0.0551058583964378;7.16E-05;0.000296017747378166;0.0279275007465995;0.0822028033542958
Ddx55;0.0550940582294575;7.19E-05;0.000296818694162434;0.0279156738727539;0.0821910472215084
Spata5;0.0550935521780397;7.19E-05;0.000296818694162434;0.0279151666761795;0.0821905430583331
Cyb561d2;0.0549776275684369;7.44E-05;0.000306916691213437;0.0277989801066127;0.0820750506356718
D3Ertd751e;0.054964037752805;7.47E-05;0.000308117523922536;0.0277853596295638;0.082061511437557
Ehd1;0.054919722177905;7.58E-05;0.000312144844651322;0.0277409441397315;0.0820173608538627
Ppfibp1;0.0548637727358961;7.70E-05;0.000317269456800864;0.0276848687060739;0.0819616195651769
Plin4;0.0548600408824609;7.71E-05;0.000317497025879471;0.0276811284550232;0.0819579015896328
Pde6c;0.0548487688832587;7.74E-05;0.000318513919695602;0.0276698310955886;0.0819466715037827
Epm2a;0.0548374719361016;7.77E-05;0.000319470901553488;0.0276585087390362;0.0819354165558392
Capn7;0.0548348964553957;7.77E-05;0.00031965387384649;0.0276559274664665;0.0819328506491567
Fam167a;0.0548339844369566;7.77E-05;0.000319676455085785;0.0276550133971237;0.0819319420209444
Tulp4;0.0548306429600163;7.78E-05;0.000319933494133275;0.0276516644064175;0.0819286129648209
Znrf3;0.0548284150424587;7.79E-05;0.000320083175616085;0.0276494314794228;0.0819263933284616
Gm47958;0.0548115353513564;7.83E-05;0.000321651507370199;0.0276325138434172;0.0819095763706551
Ripk1;0.0547776730296726;7.91E-05;0.0003247536373055;0.0275985754474687;0.0818758398516091
Copz2;0.0547642427189407;7.94E-05;0.000325871298871213;0.0275851149818826;0.0818624594189136
Ss18l1;0.0547556421105314;7.96E-05;0.000326583710540185;0.0275764950678467;0.081853890746664
Gm40773;0.0547539682939271;7.96E-05;0.000326661009881831;0.0275748174945272;0.081852223144884
Lrp12;0.054730745238065;8.02E-05;0.000328841389204046;0.0275515423326173;0.0818290862997832
Gcat;0.054653960072811;8.21E-05;0.000336188395538695;0.0274745850927193;0.0817525859755302
4930463O16Rik;0.054623280909463;8.28E-05;0.000339028599632898;0.0274438372678083;0.0817220205298308
2900097C17Rik;0.054611294690434;8.31E-05;0.000340183353001489;0.0274318242369701;0.0817100787259567
Adcy9;0.0545882541862306;8.37E-05;0.000342268793221406;0.0274087322158278;0.0816871235769114
Fkbp15;0.0545700144374765;8.42E-05;0.000343939927600784;0.0273904517048563;0.0816689513781921
Gpr183;0.0545448598587541;8.48E-05;0.000346407621130127;0.0273652409404677;0.0816438899286871
A330015K06Rik;0.0545375874097727;8.50E-05;0.000347023926491395;0.027357952254072;0.0816366443979401
Esco1;0.0544876677150558;8.63E-05;0.00035183382124285;0.0273079211801629;0.0815869093986127
Amigo1;0.0544138016998178;8.82E-05;0.000359275732098788;0.0272338906073001;0.0815133164289592
Cers6;0.0543985650565729;8.86E-05;0.000360846491905251;0.0272186200571771;0.0814981360711732
Lrrc45;0.0543728712440214;8.93E-05;0.000363266201604445;0.0271928690956088;0.0814725371452768
Sumf1;0.0543556627793962;8.98E-05;0.000365068794296055;0.0271756223755255;0.0814553922111206
Gga3;0.0542980100553521;9.13E-05;0.000371270833845509;0.0271178416039041;0.0813979522133975
Nme6;0.0542794843676011;9.18E-05;0.000373182310337226;0.0270992748088758;0.0813794948432875
Fem1al;0.0542716914363991;9.20E-05;0.000373977153377225;0.0270914645912778;0.0813717306447184
Ttc21a;0.0542651426729598;9.22E-05;0.000374634243981061;0.02708490130384;0.0813652060241069
Gm17090;0.0542451443479351;9.28E-05;0.000376727753425062;0.0270648586405735;0.0813452814110081
Edaradd;0.0542435921075085;9.28E-05;0.000376826414172037;0.0270633029595921;0.0813437348910864
Gm47079;0.0542365146593176;9.30E-05;0.000377547855640529;0.0270562098258423;0.0813366835239128
Marchf3;0.0542303068747673;9.32E-05;0.000378172339170193;0.0270499882853985;0.0813304986133597
Micu1;0.0541784685329156;9.46E-05;0.000383916647261647;0.0269980351566428;0.0812788512002108
Samd8;0.0541770820306415;9.47E-05;0.000383998074703071;0.026996645586219;0.0812774698026425
Gm50048;0.0540884556850721;9.72E-05;0.000393727399496209;0.0269078233399988;0.0811891695379623
Gprc6a;0.0540440682827163;9.85E-05;0.000398727499119554;0.0268633379845443;0.0811449452892767
Slc35e1;0.0539799721751298;0.000100414130507843;0.00040608031896986;0.0267991006211109;0.0810810845898578
Lmo7;0.0539791158778268;0.000100439712441052;0.000406102079485615;0.0267982424382082;0.0810802314360037
Sptlc2;0.053961122118848;0.000100978701563833;0.000408035143223665;0.0267802090655431;0.0810623037225401
Fam199x;0.0539416589785598;0.000101564776891912;0.000410320882206212;0.0267607030966082;0.0810429120013415
Alg8;0.0539392546837817;0.000101637397489316;0.000410531766471311;0.026758293512615;0.0810405165275877
Caprin2;0.053938532874393;0.000101659208964073;0.000410537380033099;0.0267575701153774;0.0810397973663565
Nckipsd;0.0538654949524522;0.000103889230154382;0.00041903796023145;0.0266843716705182;0.0809670272583536
Tln1;0.0538455653967574;0.000104505694177187;0.000421355389098274;0.0266643983642172;0.0809471707297651
Pnmal2;0.0538272775820337;0.00010507441030774;0.00042347852253739;0.0266460704220341;0.0809289499074523
Egr3;0.0538011777085392;0.000105891125090155;0.000426513581985053;0.0266199133113677;0.0809029456123372
Insc;0.0537886641444234;0.000106284818643418;0.00042801356353939;0.0266073723181349;0.080890477860116
Fem1b;0.0537659592312237;0.000107002673361554;0.000430645594111576;0.0265846176587283;0.0808678560474705
St8sia1;0.0537487562860296;0.000107549616451853;0.000432760196063172;0.0265673770408327;0.0808507160468971
Zzz3;0.0537140787605126;0.000108660163786867;0.00043696644781104;0.02653262362421;0.0808161653557981
Sarm1;0.0537125967115129;0.000108707866540399;0.000437070848212329;0.0265311383332383;0.0808146887259998
Pus7;0.0536631717430163;0.00011031006877092;0.000442892612842384;0.0264816053167012;0.0807654444147387
Pigl;0.0536605276522966;0.000110396406346597;0.000443150750156879;0.0264789554494898;0.0807628099849223
Gm45890;0.0536480858529092;0.000110803524919185;0.00044469619913164;0.0264664864738816;0.080750413639944
Btbd6;0.0535383321407727;0.000114456707434216;0.000458991260632365;0.0263564933966485;0.0806410605347556
Acbd5;0.0535334097241951;0.000114623183035093;0.00045956718160241;0.0263515602600492;0.080636156069976
Zbtb48;0.0535098530315915;0.000115423033027934;0.000462589560000111;0.0263279522840906;0.0806126852692407
Naa15;0.0534518542464107;0.000117414823023364;0.000470103602318005;0.0262698273637062;0.0805548978297911
Dcbld2;0.053443951608318;0.000117688709612905;0.000471106357894908;0.0262619075532595;0.0805470239745567
Ppip5k1;0.0534288187788195;0.000118214858978471;0.000473118317747207;0.026246741849796;0.08053194625216
Pofut1;0.0533943641151058;0.00011942108693317;0.000477755643903985;0.0262122123847981;0.0804976170108908
Golga5;0.0533853494062802;0.000119738593451936;0.000478930549972998;0.0262031781156902;0.080488635106947
Stpg2;0.053384193434856;0.00011977936535925;0.00047899832540621;0.026202019636339;0.0804874833418301
Rapgef4os1;0.0533592209564277;0.000120663363078357;0.000482245643730461;0.0261769929969283;0.080462601714689
Gm44442;0.0533234008537187;0.000121942095392898;0.000487065754755303;0.0261410952661074;0.0804269118685635
Samd13;0.0533105614904585;0.000122403545587488;0.000488811775316903;0.0261282280948823;0.0804141191775741
Rsrp1;0.0533091935943729;0.000122452805026941;0.000488911368313127;0.0261268572366879;0.0804127562533907
Gm26782;0.0533060034979764;0.000122567756495891;0.000489273155051015;0.0261236602326987;0.0804095777516678
Gm49542;0.053282596029712;0.000123414333666427;0.000492456996763833;0.026100202096687;0.080386255342955
Rad51ap2;0.0532300882696474;0.000125333466221188;0.000499420945776919;0.0260475807873521;0.0803339382809858
Bbs7;0.0532185597635179;0.000125758575453172;0.000501015585084251;0.0260360273707239;0.0803224516241822
Mthfd2;0.053217240896178;0.000125807294688096;0.00050105482901703;0.0260347056540723;0.0803211375439689
Nipa2;0.0532097754979337;0.000126083403456396;0.0005019118137988;0.0260272241291997;0.0803136992412964
A730090N16Rik;0.0531866168902243;0.000126943564926132;0.000505135883948939;0.0260040155140281;0.0802906246682637
Ndufs5;0.0531687642694003;0.000127610420988249;0.00050768895569499;0.0259861243632085;0.080272836808674
Znhit6;0.0531607171432212;0.000127912086375159;0.000508788419548837;0.0259780598752038;0.0802648188681848
Suclg2;0.0531272139342578;0.000129175268846429;0.000513711262041497;0.0259444844204682;0.0802314371325107
Snrpa;0.0530883352902281;0.000130655852530247;0.000519496559219849;0.0259055220160429;0.0801926993753854
Arhgef33;0.0530841504191691;0.000130816171040266;0.000520031142262702;0.0259013281339945;0.0801885296644173
Rex1bd;0.0530825342639163;0.000130878134025985;0.000520174600301379;0.0258997084990441;0.0801869193635857
Bcl3;0.0530671769112339;0.000131468312182072;0.000522313731185022;0.0258843180880059;0.0801716176348922
Dnajc25;0.0530144548820702;0.00013351353426643;0.000530124941607358;0.0258314826670487;0.0801190864665352
Bhlhe40;0.0529984707822076;0.000134139494151962;0.000532400049543316;0.0258154642194179;0.0801031602015126
Gm32743;0.0529291367207681;0.000136886848881356;0.000542982699893825;0.0257459813296253;0.0800340768494418
Gm34648;0.0528700275685428;0.000139270798933786;0.000552003326294542;0.0256867455046289;0.0799751812280792
Zfp780b;0.0528435124379118;0.000140352841872011;0.000555963188207495;0.0256601736132604;0.079948761821444
Rab2a;0.0528304138599644;0.000140890291499243;0.000557982176912784;0.0256470470094621;0.079935710517471
Intu;0.052790071787618;0.000142557772195245;0.000564101951510693;0.0256066186797008;0.0798955139849911
Pdzrn4;0.052761354702646;0.000143756051767361;0.000568324072503298;0.0255778402474602;0.07986690044735
Gm17139;0.0527513209338691;0.000144176962012509;0.000569876025823336;0.025567785054528;0.0798569028475496
Ptpdc1;0.05269850514096;0.000146411742987496;0.000578027350604409;0.0255148565797423;0.0798042773511447
Cdv3;0.0526667868690876;0.000147769457388807;0.000583158500566783;0.0254830707105534;0.0797726732883101
Gria4;0.0526403330432047;0.000148910878881642;0.000587547673828784;0.0254565605488691;0.0797463146739209
D930007P13Rik;0.0526031560306847;0.00015052901227928;0.000593582725353151;0.0254193044291794;0.0797092714032667
Ogdh;0.0525774827713509;0.000151656086983705;0.000597909848329755;0.025393576585035;0.0796836904580993
Tuft1;0.0525724653594947;0.000151877280604782;0.000598664504313323;0.0253885485096913;0.0796786910833421
Gm49477;0.0525556276899127;0.00015262179354865;0.000601481261656246;0.0253716750651226;0.0796619139335494
Nat14;0.0525512185419405;0.000152817319924205;0.000602133787227814;0.0253672565515954;0.0796575206308807
Khk;0.0525330187736124;0.00015362689700856;0.000605086502853268;0.0253490181360338;0.0796393862565287
