moscot driver TFs Fev+ delta;Fev_delta_pull_corr;Fev_delta_pull_pval;Fev_delta_pull_qval;Fev_delta_pull_ci_low;Fev_delta_pull_ci_high
Pole4;0.00267014173533109;0.847574914522765;0.93692395382824;-0.0245518915095201;0.0298882181683619
Zfp507;0.0026304019042014;0.849816286384215;0.938028210848074;-0.0245916076258607;0.0298485135110186
Ubp1;0.00260349750421933;0.8513344155061;0.938396578469328;-0.0246184959218309;0.0298216328754028
Gar1;0.00251536806978354;0.856311106105745;0.942404468343275;-0.0247065723293292;0.0297335810090535
Zfp260;0.00250999434781022;0.856614748413139;0.942404468343275;-0.0247119428042974;0.0297282120031563
Zfp729a;0.00249739931279848;0.857326514271846;0.942404468343275;-0.0247245302227575;0.0297156280156217
Dmap1;0.00245182440032989;0.859902991517109;0.943349654786746;-0.0247700775027439;0.0296700930061594
Hdac3;0.00243279329913343;0.860979315954349;0.943349654786746;-0.0247890970317615;0.0296510785341619
Pdcd11;0.00243255580057622;0.860992749576254;0.943349654786746;-0.0247893343857792;0.0296508412430043
Ubtf;0.00242342249739965;0.861509386722466;0.943349654786746;-0.0247984621281821;0.0296417159133096
Bhlhe40;0.00240186594196137;0.86272899576823;0.944000567833353;-0.0248200055410028;0.0296201781590085
Six4;0.00234330462338944;0.866043873152506;0.946801816496302;-0.0248785310282219;0.0295616677886935
Gm6710;0.00231379389100799;0.867715231997726;0.946801816496302;-0.0249080236334457;0.0295321826599224
Gm14412;0.00231234755136741;0.867797161609856;0.946801816496302;-0.0249094690834448;0.0295307375739133
Zbtb49;0.00226972481406599;0.870212210320832;0.947723555370391;-0.0249520655524577;0.0294881517292772
Hif1a;0.00224545031729037;0.871588171060489;0.947723555370391;-0.0249763250447422;0.0294638981994464
Zfp989;0.00223652215937033;0.872094347261101;0.947723555370391;-0.024985247675947;0.0294549777451053
Ctbp1;0.00223099422651344;0.872407776135658;0.947723555370391;-0.0249907721847246;0.0294494545798011
Ywhaz;0.00216816775877403;0.875971376235829;0.949006654593473;-0.0250535596200359;0.0293866821798134
Snapc5;0.00216585103969744;0.876102832121392;0.949006654593473;-0.0250558748956903;0.0293843674503749
Eno1b;0.00205366639277785;0.882472464177945;0.952489936317868;-0.025167989296977;0.0292722788002242
Stat5a;0.00204112983800071;0.883184746006745;0.95257783319299;-0.0251805179593179;0.0292597529304959
Rbm17;0.00190253361636555;0.89106544854164;0.95885550091574;-0.0253190263573311;0.0291212742663513
Hdac8;0.00189180664783564;0.891675852341945;0.95885550091574;-0.0253297464849772;0.0291105563528879
Zkscan7;0.00188294574814128;0.892180118401732;0.95885550091574;-0.0253386017291096;0.0291017029283159
Arid5a;0.00176412965660076;0.898945968285673;0.96368505682855;-0.025457341572347;0.0289829866583678
Celf5;0.00174957919411166;0.899775043113444;0.96368505682855;-0.0254718826445216;0.0289684483674607
Lcor;0.00173456988686853;0.900630377136012;0.963692581408248;-0.0254868822532597;0.0289534516035607
Prkaa1;0.00171445218208402;0.901777003701151;0.963692581408248;-0.0255069869394417;0.0289333506920104
Zfp759;0.00171428555401919;0.9017865016754;0.963692581408248;-0.025507153459586;0.0289331842029463
Zfp180;0.00169758318126547;0.902738625500891;0.964027810824855;-0.0255238450069912;0.0289164957556051
Zfp641;0.00163759022474913;0.90615968584194;0.964381694835529;-0.0255837989549604;0.028856552692396
Cnot3;0.00163577320384188;0.906263327795772;0.964381694835529;-0.0255856147913513;0.0288547371795648
Zbtb1;0.00160401976347538;0.908074784032515;0.964949277895213;-0.0256173475026437;0.0288230100646657
Gm2000;0.0015552591460433;0.910857385509904;0.966545785045647;-0.025666076181688;0.0287742897658785
9130019O22Rik;0.00151706835018068;0.913037568664998;0.967847777975534;-0.0257042418720998;0.0287361304584896
Etv4;0.00149719339458172;0.914172422478221;0.967847777975534;-0.0257241037311219;0.0287162718584896
Timeless;0.00146862985597429;0.915803697477941;0.967847777975534;-0.0257526484101837;0.0286877317879051
Rbm8a2;0.00146714534440039;0.915888488271776;0.967847777975534;-0.025754131940371;0.0286862484948042
Ube2v1;0.00133685905306412;0.923333663897947;0.970239271040988;-0.0258843316345226;0.0285560686743005
Nfx1;0.00130118496056103;0.925373449826356;0.971024955760616;-0.025919981854527;0.0285204235738858
Fez1;0.00123325318849974;0.929259022074362;0.97300375970829;-0.0259878679763387;0.0284525468180885
Supt20;0.00120073697881735;0.931119491906278;0.97300375970829;-0.0260203622462313;0.0284200568536495
Grhl1;0.00113783555397446;0.934719562256792;0.975333300740305;-0.0260832210660807;0.0283572060360389
Zcchc14;0.00106247071837342;0.939034709081075;0.976096613536696;-0.0261585345713896;0.0282819015516758
Nr3c2;0.000951679242716517;0.945381485100984;0.979344438547682;-0.0262692500269606;0.0281711982355358
Mypop;0.000864646933129615;0.950369650642666;0.983590248437577;-0.0263562221505817;0.028084234711441
Snai1;0.000822031706561458;0.952812819027167;0.984153036479887;-0.026398807756901;0.0280416530153069
Pou6f1;0.000795039274366292;0.954360549689605;0.984347288272748;-0.0264257813765578;0.0280146817701452
Psma6;0.000779130504997711;0.955272830410593;0.984615681856652;-0.0264416790396482;0.0279987854694037
Mapk1;0.000765399191786171;0.956060293098776;0.984755145006243;-0.0264554007556428;0.0279850649071506
Wdr83;0.000728590962501764;0.958171379030315;0.985097922854978;-0.0264921832079751;0.0279482854463447
Cebpa;0.000597247113428562;0.965706714212997;0.989022023037699;-0.0266234344756506;0.0278170436519499
Zfp933;0.000568359988214022;0.967364433362364;0.989129837374561;-0.0266523011130592;0.0277881788462512
Stat4;0.000545407695849014;0.968681676528549;0.989129837374561;-0.0266752370944537;0.0277652442555163
Zfp85;0.000531528513355526;0.969478251201556;0.989129837374561;-0.0266891063998471;0.0277513757632418
Zfp973;0.000460154492579254;0.973575118568794;0.990632364581455;-0.0267604294618895;0.0276800565516647
Smarcb1;0.000436203581485034;0.974950061947164;0.990696227146849;-0.0267843632107072;0.0276561239707419
Tcf24;0.000385333136793174;0.977870609389606;0.992995709602088;-0.0268351971001161;0.0276052923548211
Zscan22;0.000309534008531897;0.982222887721978;0.996745000309265;-0.0269109414982815;0.0275295508219298
Thoc2;0.000163178164004889;0.990627815603956;0.999914528703969;-0.0270571907834589;0.0273833053003834
Banp;0.00013538957213989;0.992223805605477;0.999914528703969;-0.027084959011265;0.0273555375239232
Edn1;0.000125075203631766;0.992816201884534;0.999914528703969;-0.0270952658104991;0.0273452308708368
Zscan21;8.62E-05;0.995048198670306;0.999914528703969;-0.0271340985550569;0.0273063985729572
Zfp335;7.79E-05;0.995524980239695;0.999914528703969;-0.0271423935916924;0.0272981036104386
Nfxl1;6.72E-05;0.99614219734527;0.999914528703969;-0.0271531318766936;0.0272873654102501
Dmc1;2.51E-05;0.998557357417113;0.999914528703969;-0.0271951502175337;0.0272453472805084
Hsf4;1.51E-05;0.99913064060775;0.999914528703969;-0.0272051239904668;0.0272353735294317
Rel;1.49E-06;0.999914528703969;0.999914528703969;-0.0272187617707442;0.0272217357614968
Zfp46;-1.80E-06;0.99989682683577;0.999914528703969;-0.027222043731484;0.0272184538007019
Bcl6b;-4.97E-06;0.99971477609227;0.999914528703969;-0.027225210976918;0.027215286554102
Kdm4d;-2.31E-05;0.998670459899638;0.999914528703969;-0.0272433795684352;0.0271971179347771
Prdm5;-3.69E-05;0.997879788135282;0.999914528703969;-0.0272571353692981;0.0271833620889354
Ppp1r10;-7.87E-05;0.99548134582309;0.999914528703969;-0.0272988627533578;0.0271416344423019
Rbbp9;-0.000105528404866909;0.993938864905876;0.999914528703969;-0.0273256986777205;0.0271147982488276
Ppp2r3d;-0.000133589153746224;0.992327210682296;0.999914528703969;-0.0273537384527073;0.0270867581088256
Pkm;-0.000169510509786434;0.990264133224815;0.999914528703969;-0.0273896328969623;0.0270508630722752
Zfp786;-0.000192984047229437;0.988916007780904;0.999914528703969;-0.0274130888104323;0.0270274066959126
Rbfox2;-0.000216314592626458;0.987576125952854;0.999490583236468;-0.0274364018095139;0.0270040931773551
Zfp988;-0.000243067899450294;0.986039717012688;0.998604944794875;-0.0274631349594048;0.0269773593588863
Gm21411;-0.000268728883499494;0.984566087356485;0.997781739535767;-0.027488776572934;0.0269517170309084
Zfp518a;-0.000292067212884663;0.983225886032254;0.997092738689525;-0.0275120972539803;0.0269283956378704
Taf6;-0.000437843133031157;0.974855938242736;0.990696227146849;-0.0276577622684972;0.026782724834994
Otud4;-0.000460299638503754;0.973566786451708;0.990632364581455;-0.0276802015864107;0.0267602844198757
Zfp276;-0.000499376124669652;0.971323704490072;0.989675299446699;-0.0277192480991654;0.0267212358670738
Anxa1;-0.000507961986983828;0.970830885617656;0.989675299446699;-0.027727827364609;0.0267126561311304
Zfp882;-0.000531531019670417;0.969478107352635;0.989129837374561;-0.0277513782676272;0.0266891038953168
Zfp598;-0.000559511025536265;0.96787226926609;0.989129837374561;-0.0277793367116049;0.0266611437906456
Zfp729b;-0.000590434131650094;0.966097671510335;0.989022023037699;-0.0278102359382836;0.026630242629504
Zbtb33;-0.000604892196663972;0.965268017281097;0.989022023037699;-0.0278246828206475;0.0266157948069907
Phf21a;-0.000650344490646647;0.962660054997093;0.987511333590768;-0.0278700998853023;0.0265703746386226
Zfp781;-0.000686176973682255;0.960604338435474;0.986072434423906;-0.027905904515948;0.0265345674027052
Nr1h3;-0.000686653754142819;0.960576987181882;0.986072434423906;-0.0279063809253389;0.0265340909577072
Gm3854;-0.000725472796029877;0.958350230909909;0.985097922854978;-0.027945169713575;0.0264952991873958
Dus3l;-0.000742640574248064;0.957365547244339;0.985097922854978;-0.0279623240859293;0.0264781434439266
Hes7;-0.000809426691446454;0.953535561618483;0.98416862477369;-0.0280290578991153;0.0264114039918079
Tfap2c;-0.000821057061726277;0.952868701545427;0.984153036479887;-0.0280406791361845;0.0263997817231414
Zfp109;-0.000843419950843735;0.951586555333998;0.984153036479887;-0.0280630244432784;0.0263774343911366
Zfp146;-0.000947540082575785;0.945618669802993;0.979344438547682;-0.0281670623560886;0.0262733863340568
Zfp59;-0.000976843914433627;0.943939588511072;0.978948336986071;-0.0281963429417065;0.0262441026807146
Hoxa4;-0.000985045696375291;0.943469678590504;0.978948336986071;-0.0282045382089452;0.0262359065381235
Setdb1;-0.00101372942517999;0.941826439147949;0.97810035977538;-0.028233199125392;0.0262072425027891
Zfp811;-0.00105870128984306;0.939250582429682;0.976096613536696;-0.0282781351335448;0.0261623014244828
Trim33;-0.0010636183407865;0.938968986189155;0.976096613536696;-0.0282830482574034;0.0261573877329285
Gm3055;-0.00108302112045509;0.937857876668683;0.976096613536696;-0.028302435527884;0.0261379981966391
Zfp251;-0.00108645212576876;0.937661411019457;0.976096613536696;-0.0283058637885678;0.0261345695310292
Zfp28;-0.00112793196722513;0.935286502961564;0.975333300740305;-0.0283473103975929;0.0260931179252242
Nr4a3;-0.00113421790997144;0.934926654076079;0.975333300740305;-0.0283535912960602;0.0260868362532005
Zeb1;-0.00120563636741843;0.930839140789371;0.97300375970829;-0.0284249522914215;0.0260154661670946
Rela;-0.0012136347208973;0.930381480226214;0.97300375970829;-0.0284329441922842;0.0260074732135787
Ikzf1;-0.00123861226426605;0.92895243032856;0.97300375970829;-0.0284579015627919;0.0259825125110011
Sox9;-0.00129004433098205;0.926010553837939;0.971024955760616;-0.0285092919840349;0.0259311150147977
Relb;-0.00130832900930621;0.924964925163514;0.971024955760616;-0.0285275618222553;0.0259128425920028
Gm14288;-0.00136338148098704;0.921817480903757;0.96932061014253;-0.0285825695027652;0.0258578269100852
Zbtb37;-0.00137920851661818;0.920912846402169;0.969044179837823;-0.0285983836308721;0.0258420104206267
Zfp219;-0.00138306615165009;0.920692368913239;0.969044179837823;-0.0286022381177969;0.0258381553540222
Zfp408;-0.00138445548251276;0.920612965231063;0.969044179837823;-0.0286036263146675;0.0258367669479827
Ep300;-0.00139177636099985;0.920194572072885;0.969044179837823;-0.0286109412160132;0.0258294509409834
Six1;-0.00140434487537045;0.919476324535411;0.969044179837823;-0.028623499462004;0.0258168907832028
Zfp420;-0.00142867895276416;0.918085902540132;0.969044179837823;-0.0286478136342207;0.0257925728606923
Ncoa2;-0.00146641654005649;0.915930115713271;0.967847777975534;-0.0286855202886121;0.0257548602628702
Atoh7;-0.00149822659392985;0.914113422784655;0.967847777975534;-0.0287173042081216;0.0257230712131287
Zfp949;-0.00156425043880709;0.91034420000073;0.966545785045647;-0.0287832736337456;0.0256570907879822
Tbx4;-0.00162175208311434;0.907063138966028;0.964553056224438;-0.0288407276899318;0.0255996267656657
Zfp952;-0.00164984199038644;0.90546089311185;0.964381694835529;-0.0288687942847263;0.0255715551715631
Nr2f1;-0.00166090085373141;0.904830201667176;0.964381694835529;-0.0288798439582849;0.0255605035062485
Dusp26;-0.00167399014208038;0.904083791836203;0.964381694835529;-0.0288929223609918;0.0255474227289013
Gm14308;-0.00174800310009312;0.899864854389573;0.96368505682855;-0.0289668735911665;0.0254734577206977
Rnf138;-0.00177892862014534;0.898102847123673;0.96368505682855;-0.0289977732306449;0.0254425521476742
Cers6;-0.0017994930450001;0.896931449281848;0.963276307550207;-0.0290183204169965;0.0254220009581136
Polr3a;-0.00197976839127859;0.886672433558002;0.954975302904838;-0.0291984436595174;0.0252418406523464
Zbtb18;-0.00198122897462886;0.886589390540187;0.954975302904838;-0.0291999030033105;0.0252403809938284
Pax7;-0.00205425050801315;0.88243927916848;0.952489936317868;-0.029272862417403;0.0251674055492652
Ets1;-0.00205673901163729;0.882297903527348;0.952489936317868;-0.0292753487989512;0.0251649186111918
Nr5a2;-0.00209093675878127;0.880355459558735;0.952246951241898;-0.0293095173497855;0.0251307423441752
Tcf15;-0.00211294618686513;0.879105696107012;0.951576774997555;-0.0293315079536879;0.0251087467068947
Trmo;-0.00220704075626618;0.873766147336016;0.947835404078581;-0.0294255217489637;0.025014710798644
Trim69;-0.00220864294159287;0.87367527776545;0.947835404078581;-0.0294271225547478;0.0250131096079927
Zfp521;-0.00226225226592569;0.870635738031565;0.947723555370391;-0.029480685638918;0.024959533485101
Zdhhc5;-0.00229104337945975;0.869004125489237;0.947434100713897;-0.0295094518544603;0.0249307601379994
Sox30;-0.00231326827282103;0.867745006094649;0.946801816496302;-0.0295316574973342;0.0249085489283388
Pum3;-0.00246264288857971;0.859291256094334;0.943349654786746;-0.029680902032533;0.0247592655840711
Snai3;-0.00249387578551401;0.857525655300437;0.942404468343275;-0.0297121075773825;0.0247280516177265
Smad5;-0.00260246084033242;0.851392922187403;0.938396578469328;-0.0298205971264023;0.0246195319644198
Zfp617;-0.00265809119948745;0.848254449203003;0.936989186756792;-0.0298761783075402;0.0245639348632707
Zfp672;-0.00274288201998788;0.843475482531008;0.933233818064444;-0.0299608938479818;0.0244791944101149
Tulp1;-0.00277361197655903;0.841744897211178;0.932527362280908;-0.0299915964249568;0.0244484826111365
Hand2;-0.00289587154732393;0.834867383973419;0.928313512371032;-0.0301137465569621;0.0243262947717346
Tcf21;-0.00289587155480316;0.834867383553067;0.928313512371032;-0.0301137465644346;0.0243262947642597
Hoxa5;-0.00289587155480316;0.834867383553067;0.928313512371032;-0.0301137465644346;0.0243262947642597
Gli1;-0.00290097791145502;0.834580404386193;0.928313512371032;-0.0301188483325243;0.0243211913858828
Wt1;-0.00290097825602715;0.834580385021852;0.928313512371032;-0.0301188486767867;0.0243211910415116
Barx1;-0.00290097829263963;0.834580382964296;0.928313512371032;-0.0301188487133663;0.0243211910049205
Hoxb6;-0.00290097852222993;0.83458037006173;0.928313512371032;-0.0301188489427503;0.024321190775464
Sox7;-0.00290097853433088;0.834580369381677;0.928313512371032;-0.0301188489548403;0.0243211907633701
Irx4;-0.00290097883344;0.834580352572277;0.928313512371032;-0.0301188492536806;0.0243211904644354
Luzp2;-0.00290299267593433;0.834467179919853;0.928313512371032;-0.03012086128615;0.0243191777961215
Dlx1;-0.00291424603173932;0.833834834064607;0.928313512371032;-0.0301321045234718;0.0243079309975771
BC025920;-0.00295826162797689;0.831362555693393;0.928313512371032;-0.0301760804768217;0.0242639409827688
Zfp112;-0.00296254693653504;0.831121946140634;0.928313512371032;-0.0301803619201646;0.0242596581591583
Gtf3c2;-0.00296789658958955;0.830821598466074;0.928313512371032;-0.0301857067465966;0.0242543116068369
Foxn2;-0.00300555303271597;0.828708139276625;0.928313512371032;-0.0302233291708757;0.0242166769458472
Tbp;-0.00305360538182431;0.826013013092382;0.928313512371032;-0.0302713379974745;0.0241686522802718
Sox15;-0.00307856368871695;0.824613975295829;0.928313512371032;-0.0302962736492988;0.0241437083025813
Zkscan4;-0.00308567670444098;0.824215356981265;0.928313512371032;-0.0303033802022173;0.024136599364415
Hcfc1;-0.00311030988854309;0.82283524718324;0.928313512371032;-0.0303279909836219;0.0241119802800836
Nkx6-1;-0.00311112914513572;0.822789356533351;0.928313512371032;-0.030328809494573;0.0241111614918574
Foxa1;-0.00313606140112814;0.821393066966656;0.928313512371032;-0.0303537190411607;0.024086243472088
Luzp1;-0.00313867438489101;0.821246763813342;0.928313512371032;-0.0303563296429448;0.0240836319783707
Zkscan14;-0.00314139591965739;0.82109438940631;0.928313512371032;-0.0303590486963833;0.0240809119951557
Prrx1;-0.0031536296663915;0.820409524789304;0.928313512371032;-0.0303712712841648;0.0240686852179227
Fli1;-0.00330225594089119;0.812100269580529;0.926886928999697;-0.0305197613398;0.0239201429645589
Zfp566;-0.00330579700856778;0.811902552734967;0.926886928999697;-0.0305232991473669;0.0239166038840521
Atf1;-0.00330837205112892;0.811758781793384;0.926886928999697;-0.0305258718187681;0.02391403028612
Zfp853;-0.00333798709886423;0.810105758288613;0.926711890163489;-0.030555459570346;0.0238844318268363
Prdm11;-0.00334337001219899;0.809805390825672;0.926711890163489;-0.0305608375171325;0.023879051923539
Zfp937;-0.00336585155357875;0.808551220227788;0.926337133948376;-0.03058329829887;0.023856582936427
Atf4;-0.00338986916679021;0.807211900384074;0.926208183571392;-0.0306072937036491;0.0238325787048797
Smad9;-0.00342922794548007;0.805018317475055;0.925801720782432;-0.0306466160205194;0.0237932417874776
Ahctf1;-0.00344769373521021;0.803989690939943;0.925323501005575;-0.0306650646745782;0.0237747862252626
Msra;-0.00347364657849532;0.802544575973321;0.925070465434897;-0.030690993403095;0.0237488477249286
Zfp60;-0.00348778387000439;0.801757662106295;0.924869419236445;-0.0307051175431553;0.0237347182310344
Sp5;-0.00355170395984662;0.798202243887386;0.922177037696981;-0.030768978034605;0.0236708332614328
Champ1;-0.00362805378566007;0.793960930800437;0.919387274163083;-0.030845256381459;0.0235945250938653
Rbbp5;-0.0036485039426921;0.792825930739921;0.919387274163083;-0.0308656873391577;0.0235740860410555
Zfp850;-0.00365750192486675;0.792326674346283;0.919387274163083;-0.0308746768665021;0.023565092937482
Sft2d1;-0.00371330394522674;0.789232386452344;0.917429486946142;-0.0309304263549357;0.0235093210739434
Rarg;-0.0037514450967074;0.787119321646109;0.917091184942611;-0.0309685315029705;0.0234712004374142
Foxo6;-0.00377927273087062;0.785578624855253;0.916710760070658;-0.0309963328192437;0.023443387720931
Foxc1;-0.00378722832310429;0.78513831181084;0.916710760070658;-0.0310042808797624;0.0234354363857404
Rxrb;-0.00384829911705043;0.78176056417568;0.913667532434424;-0.0310652937421653;0.0233743981561221
Foxo3;-0.0038849971684263;0.779732814699547;0.912710504028152;-0.0311019568843356;0.0233377195753543
Zfp784;-0.00389187652207236;0.779352862491311;0.912710504028152;-0.0311088296858105;0.0233308438634783
Prdm14;-0.00390101991011678;0.77884794742294;0.912710504028152;-0.0311179643613432;0.0233217053117449
Zxdc;-0.00391955516778149;0.777824682099052;0.912710504028152;-0.0311364819432625;0.0233031798441754
Osr2;-0.00393854448261939;0.776776749196506;0.912710504028152;-0.0311554531299776;0.0232842005398721
Sp7;-0.004039493854062;0.771212676039782;0.911464540190933;-0.0312563058010195;0.0231833040561393
Pou2af1;-0.00404924827365614;0.770675654957291;0.911464540190933;-0.0312660508473963;0.0231735547175362
Fgf15;-0.00407375996056964;0.769326670819749;0.911124135637507;-0.0312905389577;0.0231490557756906
Timm8a2;-0.00407651218296715;0.769175247608658;0.911124135637507;-0.0312932885308272;0.0231463049822937
Hoxc4;-0.00408589861812978;0.76865888602917;0.911124135637507;-0.0313026659275738;0.0231369234176276
Foxs1;-0.00409217911272147;0.768313444064987;0.911124135637507;-0.0313089403718562;0.0231306461792238
Otx2;-0.00409585714968989;0.768111164734224;0.911124135637507;-0.0313126148645948;0.0231269700481754
Ahrr;-0.00410008493230564;0.767878670792158;0.911124135637507;-0.031316838572326;0.0231227444554426
Spic;-0.00410234346444891;0.767754478295344;0.911124135637507;-0.0313190949272187;0.0231204870927625
Hcls1;-0.00410253819069192;0.76774377093919;0.911124135637507;-0.0313192894657305;0.0231202924673353
Sox3;-0.00410685637054867;0.767506339809765;0.911124135637507;-0.0313236034819951;0.0231159765226044
Zfp979;-0.00422887922774994;0.760806120367207;0.907438579584899;-0.0314455082654823;0.0229940164059778
Glis1;-0.00423252169055146;0.760606386990945;0.907438579584899;-0.0314491471912595;0.0229903758035693
Tbx2;-0.00425519399329624;0.759363517053322;0.907151036986168;-0.0314717974617748;0.0229677150645012
Gm14399;-0.00428990498369781;0.757461904036686;0.906183503695408;-0.0315064746669705;0.0229330217237362
Zfp987;-0.00432608006140991;0.755481642691163;0.906011652326331;-0.0315426144647134;0.0228968649703371
Zfp870;-0.00433467284037031;0.755011500442267;0.906011652326331;-0.0315511988530531;0.0228882765335409
Gata5;-0.00433899584736254;0.754775007261316;0.906011652326331;-0.0315555176372255;0.022883955709562
E2f2;-0.00434251436997417;0.754582540933094;0.906011652326331;-0.0315590327221073;0.022880438962968
Rbm7;-0.00435128259541778;0.754102977476371;0.906011652326331;-0.0315677923777333;0.0228716751604628
Bhlhe41;-0.00436880669888197;0.75314481003413;0.906011652326331;-0.0315852993411023;0.02285415988411
Spib;-0.0043693670111489;0.753114180035847;0.906011652326331;-0.0315858591050596;0.0228535998538037
Zfp27;-0.00437920948356254;0.752576195385976;0.906011652326331;-0.0315956919430566;0.0228437623315381
Frem1;-0.0043878459230931;0.75210423081742;0.906011652326331;-0.0316043199243703;0.0228351302312539
Myrf;-0.00439160531561288;0.751898816281323;0.906011652326331;-0.0316080756338097;0.0228313727263152
Bhlhe23;-0.00440693279494259;0.751061499353749;0.906011652326331;-0.0316233880888391;0.022816052934912
Arnt2;-0.00444054365700624;0.749226415719355;0.906011652326331;-0.0316569659601426;0.0227824588865611
Zfp84;-0.00448819048914777;0.746627429678692;0.906011652326331;-0.0317045659192382;0.0227348357842278
Klf9;-0.00451461031278788;0.74518754909741;0.906011652326331;-0.0317309596989072;0.0227084290653493
Sp9;-0.00459574047381954;0.740771533657012;0.902796622939539;-0.0318120096467001;0.0226273389090787
Ube2k;-0.0047026701336528;0.734964257453328;0.898245443057021;-0.0319188330386129;0.0225204614283967
Lhx3;-0.00473317492302335;0.73331031973344;0.897324621391811;-0.0319493073979842;0.0224899714105663
Timm44;-0.00475380299645892;0.732192587602874;0.89668354199541;-0.0319699148652423;0.022469353297301
Xpa;-0.00476795306713612;0.731426194148342;0.896472039905841;-0.0319840507874883;0.0224552100455296
Meox2;-0.0048016644395648;0.729601405472535;0.894961918979308;-0.032017728408581;0.0224215148746759
Pax2;-0.00484995457608669;0.726990138734453;0.892483828852865;-0.0320659700900539;0.0223732478384842
Nrf1;-0.00485997893863501;0.726448471900086;0.892483828852865;-0.0320759843781122;0.0223632282553375
Hes5;-0.00488923145308038;0.724868593398266;0.892055074190205;-0.0321052074625249;0.0223339896566014
Zfp532;-0.00489995594501366;0.724289674640153;0.892055074190205;-0.032115921153228;0.0223232702547484
Zfp980;-0.00490748229116767;0.723883489051634;0.892055074190205;-0.0321234399154469;0.0223157474770264
Zfp941;-0.00492904854267368;0.722720021591281;0.892055074190205;-0.0321449844186251;0.0222941914335556
Esrrb;-0.00497265370872581;0.720369546478627;0.891604930477645;-0.0321885455341017;0.0222506068299728
Hey2;-0.00498956884495697;0.719458469073421;0.891207783675854;-0.0322054435545815;0.0222336996423937
Vax2;-0.00499790763899817;0.719009474219952;0.891207783675854;-0.0322137739052041;0.0222253647611347
Lhx5;-0.00500147125622478;0.718817624013374;0.891207783675854;-0.0322173339129485;0.0222218028148971
Lhx9;-0.00500641023289453;0.71855175951005;0.891207783675854;-0.0322222678859336;0.0222168661529832
Gm10778;-0.00501180046961254;0.718261642595919;0.891207783675854;-0.0322276526602808;0.0222114784409985
Gm6871;-0.0050210679018142;0.717762939603175;0.891207783675854;-0.0322369106973369;0.0222022153458737
Twist1;-0.00502111356996944;0.717760482386486;0.891207783675854;-0.032236956319183;0.0222021696990792
Nhlh2;-0.00502342354464694;0.717636195903113;0.891207783675854;-0.0322392639513195;0.0221998608047161
Zfp69;-0.00524795294935992;0.705591665857837;0.883452251613046;-0.0324635642763993;0.0219754350205646
Agap2;-0.0052545959700871;0.705236414440279;0.883452251613046;-0.0324702004777277;0.0219687950238103
Foxk1;-0.00527876213775769;0.703944613199879;0.883452251613046;-0.0324943418173549;0.0219446398365729
Zbtb45;-0.00533736311589824;0.700815651220736;0.881125423266704;-0.0325528824576529;0.0218860653531001
Zfp93;-0.00535497356374677;0.699876340258436;0.880677728158533;-0.0325704747366107;0.0218684628307638
Utp18;-0.00538319745362224;0.698371883898194;0.879586157074351;-0.0325986694724205;0.0218402516077359
Zscan26;-0.00543935092395981;0.695382184388041;0.877215621074304;-0.0326547648098162;0.0217841232100747
Zfp931;-0.00546240869156108;0.694155918958697;0.877004317895636;-0.0326777986571811;0.0217610756881279
Zfp976;-0.00548779534639581;0.692806723101955;0.876162606267967;-0.0327031589423441;0.0217357002803154
Zfp119a;-0.00551692938647146;0.691259568898194;0.87493876700442;-0.0327322626770717;0.0217065791042378
Zfp846;-0.00554473345685649;0.689784243063781;0.873803864954958;-0.0327600377825073;0.0216787872675289
Pbx3;-0.00555155073747249;0.689422687487481;0.873803864954958;-0.0327668479547898;0.0216719729800654
Erg;-0.00559078698053539;0.687343167119354;0.872174943151449;-0.0328060432373535;0.0216327539146497
Usp39;-0.00559519241086001;0.687109826585126;0.872174943151449;-0.0328104440634218;0.0216283504077928
Duxbl3;-0.00560486774122177;0.686597462116558;0.872174943151449;-0.0328201092780822;0.0216186792980979
Tbx18;-0.00560911117615513;0.686372793183905;0.872174943151449;-0.0328243482748356;0.0216144377126698
Rlf;-0.00563804387725495;0.684841688676146;0.871931660962041;-0.0328532506893218;0.0215855175957952
Gm4724;-0.00565133135190417;0.684138954980852;0.871798997115931;-0.0328665242394538;0.0215722358852425
Tbx3;-0.00566090773658542;0.683632658863566;0.871798997115931;-0.032876090582676;0.0215626636488314
Klf16;-0.00566605817763389;0.683360417770174;0.871798997115931;-0.0328812356210916;0.0215575154367717
Zfhx2;-0.00567451346132309;0.682913579142018;0.871798997115931;-0.0328896820323557;0.0215490638091984
Zfp981;-0.00569271968469572;0.681951807169882;0.871798997115931;-0.032907869138104;0.0215308654450978
Zfp800;-0.00571110424200897;0.680981138275601;0.871798997115931;-0.0329262343722424;0.0215124888057338
Fosl2;-0.00577097006598999;0.677824004137459;0.86885759443766;-0.0329860371466098;0.0214526486375735
Osr1;-0.00577900950057689;0.677400458683249;0.86885759443766;-0.0329940680993661;0.0214446126334734
Tal2;-0.00578691197157095;0.676984228282161;0.86885759443766;-0.033001962229605;0.0214367135310946
Zfp341;-0.0057933193652884;0.676646817345746;0.86885759443766;-0.0330083628580712;0.0214303088661851
Zfp111;-0.00580471351027503;0.676046966265203;0.86885759443766;-0.0330197449670272;0.0214189195682656
Nelfe;-0.0058399996273877;0.674190614080211;0.86885759443766;-0.0330549937654087;0.0213836484170361
Gm12184;-0.00584705526929471;0.673819664137934;0.86885759443766;-0.03306204193712;0.0213765957595051
