moscot driver TFs delta;Delta_pull_corr;Delta_pull_pval;Delta_pull_qval;Delta_pull_ci_low;Delta_pull_ci_high
Klf16;0.0387635821321982;0.0052409524694678;0.0391774169747346;0.0115555262297704;0.0659142811579733
Zfp985;0.038676706870766;0.00534328461067684;0.0397456145917341;0.0114685320556597;0.0658276529696613
Tia1;0.038404233007651;0.00567604252128139;0.0420138441526221;0.0111956879088203;0.0655559513669587
Atf6;0.0383278862357169;0.00577257389166772;0.0425199345191135;0.011119238110591;0.0654798202591421
Zmiz1;0.038197652444791;0.00594065882682829;0.0435456059636442;0.0109888293095093;0.0653499536227128
Zkscan5;0.0380651176192539;0.00611622758897865;0.0444014599007584;0.0108561173318818;0.0652177914944172
Tsc22d4;0.0379511201392329;0.00627096203128903;0.0448775007926371;0.0107419682444458;0.0651041138212587
Dnmt3a;0.0378945361879404;0.00634906681567761;0.0450098163928319;0.0106853093044367;0.0650476883480276
Zkscan7;0.0377698648484624;0.00652425132294455;0.0460356051291882;0.0105604733589804;0.0649233655702849
Mlxipl;0.0374783875219833;0.0069508985795583;0.0477084402506047;0.0102686144988499;0.0646326998800456
Zkscan4;0.037398956270827;0.00707142895042294;0.0480984581763001;0.0101890800787808;0.0645534890111017
Sema4a;0.0373051221504846;0.00721622910210835;0.0488081704585496;0.0100951245260032;0.0644599147928929
Otud4;0.037289612506991;0.00724041733954643;0.0488081704585496;0.010079594857468;0.0644444480620859
Aebp2;0.0372555485744834;0.0072937975956463;0.0489494860863374;0.0100454869899014;0.0644104783332034
Bcl11a;0.036725472341648;0.00817118192513313;0.0543392311450341;0.00951473523261823;0.063881859914131
Carf;0.036685599406239;0.00824085028623364;0.0543392311450341;0.00947481210349665;0.0638420960208483
Arnt;0.0364730268238313;0.00862131330855213;0.0563557709779815;0.0092619733898767;0.0636301033139833
Runx2;0.03604452919391;0.00943627402356404;0.061153535517518;0.00883294679443341;0.063202767130702
Foxa1;0.0359649306100895;0.00959501265950467;0.0619165346831284;0.00875325105223856;0.0631233832027205
Zfp217;0.0359400171494661;0.0096451827812688;0.061975429786025;0.00872830725316872;0.0630985368563434
Pml;0.0356984659440238;0.0101438666883529;0.0646296991536411;0.00848646365383984;0.0628576346188679
Hltf;0.0353382220626554;0.0109302512843526;0.068484147051338;0.00812578961698271;0.0624983527136673
Foxj1;0.0349001374542587;0.011959201528614;0.0729381732663582;0.00768719144633542;0.0620614284577372
Zfp385a;0.0348810703982021;0.0120058731040355;0.0729381732663582;0.00766810227592787;0.0620424116680813
Nf1;0.03487479294311;0.0120212740844993;0.0729381732663582;0.00766181754445834;0.0620361507579028
Maff;0.0348722356650678;0.0120275530750484;0.0729381732663582;0.00765925730281841;0.0620336002192314
Nrl;0.0346237653992734;0.012651664191734;0.0758095751171366;0.00741050078930008;0.0617857830724897
P4hb;0.0344668228121079;0.0130604865219169;0.0775891263965188;0.0072533791335256;0.0616292512926045
Ikzf3;0.0344270968369834;0.0131658039872114;0.0776576719558172;0.00721360804490341;0.0615896290908535
Zfp462;0.0341315474837908;0.0139731812056495;0.0817810217850034;0.00691772576364296;0.0612948490927466
Zfp7;0.0341098046913693;0.0140342677009117;0.081821406287169;0.00689595866674866;0.0612731627126404
Zfp212;0.0340304411413181;0.0142592442734711;0.0828133032805439;0.00681650662160251;0.0611940048560056
Gli2;0.0338467936184833;0.014792075260627;0.08467117936714;0.0066326556382733;0.0610108319982714
Taf1;0.0338429411878781;0.0148034379820695;0.08467117936714;0.00662879895931663;0.0610069895052689
Fank1;0.03377473590289;0.0150058860500841;0.0854269272765681;0.00656051859352083;0.060938960027069
Nr1d1;0.0337227365662157;0.0151618652384902;0.0854269272765681;0.00650846218613453;0.0608870945549821
Hmbox1;0.0333812537209268;0.0162221085442066;0.0887513909483767;0.00616660821882523;0.0605464871618927
Stat5b;0.0333354429226963;0.016369186836454;0.0889909724977149;0.00612074811753714;0.0605007933265436
Npas4;0.0331433001240086;0.016998904827126;0.0913464280745918;0.00592839977557982;0.0603091398613702
Klf3;0.0329638659277943;0.0176060591320914;0.0942735790406315;0.00574877544947052;0.0601301608248164
Npdc1;0.032546183936532;0.0190934747898465;0.10080820605828;0.00533065768114037;0.059713531576062
Zfp729b;0.0324814171127232;0.0193336903450896;0.101720809829565;0.00526582413682261;0.0596489271455144
Mnt;0.0324171581467545;0.0195746270395137;0.10263085704745;0.00520149919963922;0.0595848290745079
Zdhhc5;0.032323576355826;0.0199301966906693;0.104133553643289;0.00510782173617109;0.0594914811978538
Rxrg;0.0319324732219864;0.0214779068566984;0.110626512612183;0.00471632393109229;0.0591013505112785
Rslcan18;0.0317128041363649;0.022392275725803;0.113617595497396;0.00449643683122798;0.0588822239757501
Zfp524;0.0317056664310312;0.0224225453365723;0.113617595497396;0.00448929208610787;0.0588751038555713
E2f5;0.0314970623261561;0.0233230380879829;0.117401258348425;0.00428048346617067;0.0586670124673758
Msx1;0.0314620385088544;0.0234772645993047;0.117776310780565;0.00424542554427749;0.0586320745017139
Id2;0.0313594308539753;0.0239341985078212;0.119670992539106;0.00414271835986508;0.0585297179792698
Nfe2l1;0.0312205932458562;0.0245647338867424;0.122418310788716;0.00400374699325056;0.0583912192670045
Fhl2;0.0309045763002879;0.0260538010691237;0.127731297449275;0.00368742951137499;0.0580759698035869
Nfx1;0.030512528774235;0.0280090013990848;0.136872466383877;0.0032950167126002;0.0576848668767732
Six4;0.0302614246855036;0.0293266493536559;0.139523388742177;0.00304368307262049;0.0574343634163736
Mynn;0.0301013917598961;0.0301939381814004;0.142477645793483;0.00288350564415692;0.0572747114962412
Zfp1;0.0300723240837217;0.0303538105861236;0.142785837959646;0.00285441187099957;0.0572457128750805
Zscan22;0.0298511763461078;0.0315940988021814;0.148158662084764;0.00263306709556859;0.057025089008625
Lcor;0.0296198341165559;0.03293781148299;0.152257942238843;0.00240152159938612;0.0567942919593232
Zfp383;0.0295511638852257;0.0333459659835837;0.153046834757481;0.00233279159335007;0.0567257829969901
Zfp740;0.029531671854646;0.033462605808976;0.153116772035011;0.00231328264258811;0.0567063366959514
Creb3l1;0.0293337620441489;0.0346667788379924;0.156582904572552;0.00211520220834058;0.0565088900269344
Zfp551;0.0293163733091784;0.0347743262075204;0.156582904572552;0.00209779858411625;0.0564915418828745
R3hdm2;0.0291116336270201;0.0360621863526054;0.160630977558803;0.00189288483182347;0.0562872788950395
Mllt10;0.0288061330585598;0.0380593192792148;0.167549772920158;0.00158712877609484;0.0559824853920823
Ncoa3;0.0286892012945312;0.0388482294473509;0.170525658329941;0.00147010056986651;0.0558658229202588
Dbp;0.0285402971063808;0.0398729138475496;0.173011781349999;0.00132107464872963;0.055717260582183
Clk1;0.0282252347182769;0.0421167526611348;0.181394134640851;0.00100575867438416;0.0554029175386763
Vps4b;0.0281557298758426;0.0426258853814894;0.181822279452116;0.000936198617872973;0.0553335706630475
Aff4;0.0280306494474185;0.0435552250038363;0.18474266785335;0.000811019490123333;0.0552087738500835
Dido1;0.0279795221806263;0.0439399931665081;0.185333490730244;0.000759852125083741;0.0551577622680801
Zfp652;0.0279436427611533;0.0442117203501546;0.185515099782463;0.000723944651097314;0.0551219639476355
Ep300;0.0277337164346383;0.0458301310960913;0.190643245055366;0.000513855587629474;0.0549125107217769
Hnf4a;0.0276279589383307;0.0466641789266675;0.193049068984295;0.000408017017232983;0.0548069906599031
Gm5294;0.0274607674085321;0.0480087534152206;0.196667920250394;0.000240698561859452;0.0546401732506119
Atf4;0.0272962872360965;0.0493631292131975;0.200911927525413;7.61E-05;0.0544760596510091
Zfp369;0.0272586566368666;0.0496774540722358;0.201107119702617;3.84E-05;0.0544385127117409
Bclaf1;0.0269810648776681;0.0520483770463228;0.207425302409309;-0.000239359681754354;0.0541615357168736
Gata1;0.0269707378230878;0.0521383755447574;0.207425302409309;-0.000249694256179322;0.0541512314522493
Zfp523;0.026595793534197;0.0554951423318965;0.217656272522503;-0.000624907630185699;0.0537771106775201
Zfp128;0.0264880919660121;0.0564919976214698;0.220420972631574;-0.000732685075231781;0.0536696442503587
Zbtb21;0.0264058941322682;0.0572627836708002;0.221791745243442;-0.000814940392699187;0.0535876254525799
Zhx2;0.0264036487995933;0.057283960692015;0.221791745243442;-0.000817187290442739;0.0535853850053416
Zfp108;0.0263664234895924;0.0576360037564983;0.22201623895998;-0.000854438507623482;0.053548240650983
Rel;0.0261595789000421;0.0596250514049028;0.228512252846201;-0.00106142567577995;0.0533418445259077
Klf6;0.0261401023478038;0.0598152382052038;0.228660784024956;-0.00108091553311125;0.0533224100815864
Zfp672;0.026034895168368;0.0608512927137636;0.231449501253861;-0.00118619422557501;0.053217430001931
Xrcc4;0.0256433563086122;0.0648384643786955;0.240773279913645;-0.00157799392658207;0.0528267310372312
Rfx7;0.025622513037264;0.0650566213276603;0.240773279913645;-0.00159885084932646;0.0528059322437491
Sall2;0.0255039543406931;0.0663090614930317;0.244211421596287;-0.00171748674597494;0.0526876260933024
Zbtb26;0.0254507738233137;0.066877270099518;0.245108441384156;-0.0017707016431676;0.0526345586097409
Pou2f2;0.0253780721290042;0.0676605309990613;0.246781163788846;-0.00184345008777159;0.0525620111925928
Cebpb;0.0253586587490032;0.0678709549324696;0.246952149272359;-0.00186287590266314;0.0525426389603564
Klf7;0.0252275311103437;0.0693063942774901;0.250965600381319;-0.00199408699472345;0.0524117887183722
Pir;0.0250319624851171;0.0714934842106577;0.255817917436239;-0.00218977834401114;0.052216632078556
9130023H24Rik;0.024983757601643;0.0720411687881806;0.256386574206934;-0.00223801315693446;0.0521685284246473
Zfp9;0.0246836120267762;0.0755290553071724;0.263670873140098;-0.00253834223647498;0.0518690103130391
Zfp791;0.0246768720557841;0.0756089324964651;0.263670873140098;-0.0025450862718135;0.05186228437601
Zfp654;0.0245481750064769;0.0771474214750313;0.267450607809679;-0.00267386045312654;0.0517338548264578
Zfp955b;0.0245127389755133;0.0775754846385762;0.267614383020645;-0.00270931756344777;0.0516984922922088
Rarg;0.0243608651373002;0.07943206018771;0.271978255971524;-0.00286128096949696;0.051546932678335
Arfgap1;0.0242573934191955;0.0807175089576957;0.275131915408849;-0.00296481299012399;0.051443674324196
Zfp941;0.024223913568247;0.0811370333032512;0.275335669936901;-0.00299831222790924;0.0514102633859409
Hoxb3;0.0239076739521906;0.0851876121414843;0.285217947524703;-0.00331473195149085;0.0510946716941525
Gm14418;0.0238243479974432;0.086281677117619;0.287068286450541;-0.00339810445537724;0.051011515557093
Zfp426;0.0236097771663473;0.0891512589374609;0.293286276678793;-0.00361279341212692;0.0507973802845297
Stau2;0.023536946900582;0.0901425520888294;0.29465451769105;-0.00368566320201113;0.050724697289089
Zfp493;0.0234790749234456;0.0909365541281127;0.295935768822091;-0.00374356637944375;0.0506669421297253
Gm14403;0.023375825206037;0.0923670930830874;0.298660193908912;-0.00384687130811266;0.0505639003759286
Jund;0.0232661801344959;0.0939059619701348;0.301057330307651;-0.0039565743745938;0.0504544755156825
Duxbl3;0.0225577710206367;0.104349837962684;0.329640701513919;-0.0046653423970529;0.0497474734382926
Msrb3;0.0225022977445254;0.105205135026152;0.330957820603105;-0.00472084262340966;0.049692109192291
Nucb1;0.0224716089171654;0.105680684893693;0.331170312676424;-0.00475154628808138;0.049661480610584
Ssxb5;0.0218618836829984;0.115486813391738;0.358080263288553;-0.00536155566942947;0.0490529417345937
Zfp946;0.0217984086127024;0.11654748740651;0.360005654040097;-0.00542505915629963;0.0489895890091769
B230307C23Rik;0.0217961951296874;0.116584612467289;0.360005654040097;-0.0054272736262866;0.0489873797885869
Gtpbp6;0.0217614458349895;0.117168653801949;0.361070749471313;-0.00546203838038134;0.0489526973744858
Grhl2;0.0216865852977784;0.118434656364983;0.362751178724391;-0.00553693199824389;0.0488779806956049
Zbtb44;0.0215852532142183;0.120165383408838;0.36730714361811;-0.00563830837366395;0.0487768428555634
Suz12;0.0215361301773741;0.121011486404163;0.369146150445023;-0.00568745268061089;0.0487278137820151
Mecp2;0.021483398592448;0.12192492146739;0.369788021645116;-0.00574020695178087;0.048675182917037
Tulp1;0.0214815765640769;0.121956579324018;0.369788021645116;-0.00574202976131877;0.0486733643661318
Zfp945;0.0213989682703316;0.123398662565259;0.370161339173642;-0.00582467328206177;0.04859091354659
Prnp;0.02125787608847;0.125892426619238;0.373472621208349;-0.00596582477044833;0.0484500894683588
Etv4;0.0207809999734304;0.134612293172492;0.39392357110555;-0.00644289330547747;0.0479741115123299
Zbtb40;0.0207011150967167;0.136117603713709;0.397558184927856;-0.00652280920397839;0.0478943758848495
Ebf4;0.0205046922502402;0.139874122745844;0.406955540166136;-0.00671930684883994;0.0476983185422134
Tbl1xr1;0.0203934755377942;0.142036181379155;0.412451219004854;-0.00683056498072634;0.0475873078528607
Thra;0.02027616746662;0.144344363570826;0.418349307086271;-0.00694791600950104;0.047470216360739
Rlf;0.0202337125065775;0.145186763733547;0.41918166967047;-0.00699038633153018;0.0474278395986286
Nuak2;0.0202170947443675;0.145517519942038;0.419334838000911;-0.00700701007999878;0.0474112524180731
Crebzf;0.0201821662058021;0.146214609452287;0.41949868638047;-0.00704195115190719;0.0473763881095779
Zfp433;0.0201759558118491;0.146338820981773;0.41949868638047;-0.00704816376736357;0.0473701891289771
Zfp74;0.0201171450599284;0.147519074482139;0.41949868638047;-0.00710699545213812;0.0473114863545751
Fbxl19;0.0200370376496802;0.149138406447825;0.423306379203415;-0.00718713107229357;0.0472315257206685
Zfp688;0.0198021519974821;0.153964701987517;0.435059499771172;-0.00742209742396683;0.0469970684271744
Zbtb11;0.0197597415701639;0.154848635329156;0.435754041847729;-0.00746452210180242;0.0469547350239833
Zfp869;0.0196674172652375;0.156786207367003;0.439234087428896;-0.00755687709013573;0.0468625780569733
Foxp4;0.0194171394178014;0.162131075521938;0.44796796557148;-0.00780723577982305;0.0466127515098852
Hmg20a;0.0193711156092952;0.16312873735489;0.449497068258913;-0.00785327408296384;0.0465668103210519
Mef2a;0.0192779627529342;0.165162169820377;0.453826307231992;-0.00794645592347671;0.0464738243360237
Zfp626;0.0191048133450938;0.168992425970065;0.460723004972947;-0.00811965794991569;0.0463009838507967
Cpeb1;0.0190056214270363;0.171216464797496;0.462052104634222;-0.0082188792756005;0.046201968171272
Lhx4;0.0189993828676827;0.171357071917327;0.462052104634222;-0.00822511966659405;0.0461957406783716
Srebf2;0.0189798424637985;0.171798040505574;0.462415403143346;-0.00824466579381471;0.0461762349231309
Zfp260;0.0188612063889126;0.174493541334142;0.468834959812375;-0.00836333617034273;0.0460578087661067
Stat3;0.0186911312599427;0.178412660811575;0.475977239974343;-0.00853345913604723;0.045888033239103
Gfi1;0.0186620604935134;0.179089053248677;0.476276931676506;-0.00856253792144898;0.0458590135260995
Creb3l4;0.0185785435412092;0.181042853286103;0.478811123754559;-0.00864607765518262;0.0457756429890146
Hnf1b;0.0184735971271845;0.183520346446546;0.481940388059626;-0.00875105215728705;0.0456708800214587
Cptp;0.0183728138912051;0.185923105538383;0.487209742097277;-0.00885186180228352;0.0455702723915882
Zfp27;0.0182737738943826;0.188306873850023;0.491943563172207;-0.00895092721221715;0.0454714044259344
Tsnax;0.0182144565061794;0.189745318722914;0.492294555449485;-0.00901025956504978;0.0454121898161338
Nfe2l3;0.0181300119739971;0.191807033852757;0.495939419722025;-0.00909472507025588;0.0453278912700865
