moscot driver TFs delta;Delta_pull_corr;Delta_pull_pval;Delta_pull_qval;Delta_pull_ci_low;Delta_pull_ci_high
Gm15446;-0.00254422474554583;0.85468092355439;0.937295343329583;-0.0297624123328104;0.024677733062984
Hmgb3;-0.00256225015345834;0.853662939295265;0.937295343329583;-0.0297804218815366;0.0246597185069247
Zbtb39;-0.00257632085865578;0.85286846588246;0.937286305300229;-0.0297944801947087;0.0246456562604405
Zfp322a;-0.00259975771994822;0.851545483292954;0.936795363461208;-0.0298178963913263;0.024622233464483
Ckmt1;-0.00262074206552409;0.850361296402835;0.936795363461208;-0.0298388622093026;0.0246012616870359
Rbm3;-0.00262093219988259;0.85035056829411;0.936795363461208;-0.0298390521756773;0.0246010716664449
Zfp831;-0.00262863017559577;0.8499162423003;0.936795363461208;-0.0298467433485726;0.0245933782951844
Barx1;-0.00265391754770287;0.848489829461639;0.936795363461208;-0.0298720083511626;0.0245681060257257
Wt1;-0.00269464956513247;0.846193257808497;0.93676819596102;-0.0299127042634259;0.024527398261956
Irx4;-0.00275889404389014;0.842573656092807;0.934817208449771;-0.0299768916119938;0.0244631918537442
Zfp770;-0.00276893658798328;0.842008146881652;0.934817208449771;-0.029986925205344;0.0244531552404516
Zfp131;-0.00276905206703447;0.842001644573577;0.934817208449771;-0.0299870405814388;0.0244530398295667
Sox7;-0.00279708101269259;0.840423731250586;0.934817208449771;-0.0300150445161958;0.0244250274076859
Gli1;-0.00281672992412485;0.839317960702732;0.934638732050978;-0.030034675868957;0.0244053900543001
Hoxb6;-0.00282192895517702;0.839025430750146;0.934638732050978;-0.0300398702505352;0.0244001940779507
Trim69;-0.00282197129801;0.839023048369163;0.934638732050978;-0.0300399125554951;0.0244001517599903
Nr1i2;-0.00282487609124737;0.838859616341468;0.934638732050978;-0.0300428147503399;0.0243972486728238
Vamp3;-0.0028485227753802;0.837529444891272;0.934638732050978;-0.0300664402649921;0.0243736158600052
Vax2;-0.00288840589873713;0.83528699579037;0.934283973069229;-0.0301062876144402;0.0243337560634394
Zfp560;-0.00290261764663045;0.834488255320903;0.934082480010795;-0.0301204865939361;0.0243195526067795
3300002I08Rik;-0.00298083529628698;0.830095277769867;0.934011825210507;-0.0301986337731576;0.0242413803931555
Nelfa;-0.00300263661209637;0.828871778649009;0.934011825210507;-0.0302204153877069;0.0242195916822378
Adnp2;-0.00305196835460644;0.826104795998963;0.932558354036859;-0.0302697024550294;0.024170288366446
Hcls1;-0.00310172149927961;0.823316362152926;0.93126634089122;-0.030319410408833;0.0241205637571942
Zscan10;-0.0031326823800682;0.821582270398564;0.930674589873842;-0.0303503430998435;0.0240896205657213
Mxd4;-0.00314667995457036;0.820798563962559;0.930570443776931;-0.0303643279124881;0.0240756309715287
Prox1;-0.00321676359623608;0.816877373521529;0.927432206028202;-0.0304343474973105;0.024005587125687
Noc2l;-0.00328035870278623;0.813323175662352;0.924091794770619;-0.0304978842463993;0.0239420278992576
Ar;-0.003288214566242;0.81288439280119;0.924091794770619;-0.030505732885731;0.0239341764527789
Taf6;-0.00334353495544484;0.80979618740694;0.922969048060955;-0.0305610023081685;0.0238788870725018
Zfp93;-0.00338047786795438;0.807735530391772;0.922602610356714;-0.0305979110924265;0.0238419647749925
Ikzf4;-0.00341085570059588;0.806042068055225;0.921485048764589;-0.030628260806096;0.0238116038382437
Crtc2;-0.00344983450817409;0.80387046228113;0.920276268418883;-0.0306672034597726;0.0237726466367931
Trim21;-0.00355807781823233;0.79784793961634;0.914519457254552;-0.0307753459378915;0.0236644628929081
Zfp317;-0.00357543252966326;0.796883452768064;0.91435715325211;-0.0307926844236089;0.02364711767245
Ltf;-0.00358894931831763;0.796132472854023;0.914190139931236;-0.0308061885634524;0.0236336082645256
Yy1;-0.0036547456329086;0.792479599199673;0.910688123890035;-0.0308719231649236;0.0235678477354789
Sf3b1;-0.00377580718152442;0.785770451837646;0.905044532627647;-0.0309928705497247;0.0234468514147824
Zfp513;-0.00377713925921891;0.785696716405648;0.905044532627647;-0.0309942013668061;0.0234455200503749
Zfp971;-0.00378153793864085;0.785453246868737;0.905044532627647;-0.0309985958828479;0.0234411237256258
Zfp442;-0.00380193326610584;0.784324627783251;0.905044532627647;-0.0310189718922455;0.0234207393022979
Gm6592;-0.00380549421854713;0.784127621272902;0.905044532627647;-0.0310225294695005;0.0234171802513595
Zbtb10;-0.00382694306659318;0.782941275858191;0.905044532627647;-0.0310439579730459;0.0233957428421275
Zbtb45;-0.00383348588106586;0.782579490116808;0.905044532627647;-0.0310504945765973;0.0233892035119984
Onecut2;-0.00383762042751369;0.782350894086729;0.905044532627647;-0.0310546251970288;0.0233850711661817
Spdef;-0.00384533303101592;0.781924520142046;0.905044532627647;-0.031062330474436;0.0233773626652617
Gm35315;-0.00390830510513925;0.778445712027768;0.904194634739946;-0.0311252426112264;0.0233144239669029
E4f1;-0.00391538750657206;0.778054730284434;0.904194634739946;-0.0311323182580808;0.0233073453057067
Hirip3;-0.00391551408360928;0.778047743149437;0.904194634739946;-0.031132444714375;0.0233072187954903
Pou5f1;-0.00391561999464477;0.778041896804997;0.904194634739946;-0.0311325505243803;0.0233071129403653
Sp7;-0.00392981297505027;0.777258550616808;0.904194634739946;-0.0311467299603654;0.0232929274469181
Pou2af1;-0.00393746788880099;0.776836150617919;0.904194634739946;-0.0311543775644524;0.0232852765666708
Fgf15;-0.00396281977494579;0.775437698892297;0.904194634739946;-0.0311797052193722;0.0232599380160953
Otx2;-0.00396873929743784;0.775111272919201;0.904194634739946;-0.0311856190789764;0.0232540216023468
Zfp790;-0.00398037475418387;0.774469763463361;0.904194634739946;-0.0311972433991545;0.0232423922506122
Foxs1;-0.00398337081159147;0.774304603684218;0.904194634739946;-0.0312002365877735;0.0232393977640141
Spic;-0.00398477028239483;0.774227460366487;0.904194634739946;-0.0312016347183866;0.023237999026775
Hoxc4;-0.00399070977546245;0.773900081272209;0.904194634739946;-0.0312075685223682;0.0232320626458409
Zfp825;-0.00399692091692286;0.773557772176678;0.904194634739946;-0.0312137737124948;0.023225854756797
Timm44;-0.00400592692950032;0.773061510044876;0.904194634739946;-0.0312227710920483;0.0232168534564199
Lhx5;-0.00402990987312249;0.77174042053879;0.904194634739946;-0.0312467310244799;0.0231928830398249
Mief1;-0.00403065564699534;0.771699350507328;0.904194634739946;-0.031247476082295;0.0231921376549908
9130019O22Rik;-0.00406005360932528;0.770080904873201;0.904194634739946;-0.0312768457939611;0.0231627550042264
Zfp958;-0.00409619981196708;0.768092320295988;0.904194634739946;-0.0313129571966383;0.0231266275634247
Edn1;-0.00411090713527755;0.767283632080054;0.904194634739946;-0.031327650340052;0.0231119278536627
Nmi;-0.00412037369057724;0.766763243551717;0.904194634739946;-0.0313371077620586;0.0231024661926934
Gm3854;-0.0041421830996533;0.765564753213215;0.904194634739946;-0.0313588961109607;0.0230806680408016
Runx3;-0.00424219677140381;0.760075934262646;0.902291399950154;-0.0314588128735923;0.0229807056607721
Prrx2;-0.00425535380930982;0.759354758321115;0.902144520113992;-0.031471957122385;0.0229675553299001
Zfp628;-0.00427363526175272;0.758353045441505;0.901663857178482;-0.0314902207889721;0.0229492831811142
Lyl1;-0.00427707917642371;0.758164385097007;0.901663857178482;-0.031493661351056;0.0229458410170582
Zfp54;-0.00430212414325554;0.756792835824419;0.901663857178482;-0.0315186819176762;0.0229208087617003
Nr2c2;-0.00431196136671907;0.756254324449939;0.901663857178482;-0.0315285095478346;0.0229109765217438
Zfp384;-0.00434834671004256;0.754263540281977;0.901058501444451;-0.0315648593622756;0.0228746095653611
Esr1;-0.00434891707063727;0.754232346578519;0.901058501444451;-0.0315654291653622;0.0228740394924185
Cd59b;-0.00437696918551623;0.752698638414727;0.901058501444451;-0.0315934538384147;0.022846001503318
Zbtb33;-0.00437817950284018;0.752632487997824;0.901058501444451;-0.0315946629707895;0.0228447917944915
Ebf3;-0.00440080095402689;0.751396437412654;0.901058501444451;-0.0316172622600091;0.0228221817017654
Anxa1;-0.00448357604139548;0.746879008002221;0.901058501444451;-0.031699956016394;0.022739447939225
Gcm1;-0.00449732017083543;0.746129761685123;0.901058501444451;-0.0317136866054165;0.0227257106353403
Sp5;-0.00450624679273748;0.745643265014071;0.901058501444451;-0.0317226044275022;0.0227167884410354
Gata5;-0.004508239784537;0.745534661739016;0.901058501444451;-0.0317245954540292;0.022714796437166
Zfp689;-0.0045158815256461;0.745118290376098;0.901058501444451;-0.0317322296576799;0.0227071584820803
Rcor1;-0.00452386966938053;0.744683124326814;0.901058501444451;-0.0317402099188856;0.0226991742925936
Zfp989;-0.00455594183613031;0.742936766523263;0.901058501444451;-0.0317722504025755;0.0226671179670745
Tbx4;-0.00457864427325019;0.741701396981332;0.901021005182471;-0.0317949303788782;0.0226444267094094
Nkx6-2;-0.00459248500686923;0.740948569562909;0.901021005182471;-0.0318087574053171;0.0226305927776775
Esrrb;-0.0046267619521016;0.739085240749193;0.900741495989735;-0.0318430003595079;0.0225963326326208
Zfp874b;-0.00463760427625647;0.7384961593065;0.900741495989735;-0.0318538319184731;0.0225854956093082
Prrxl1;-0.00465081892367301;0.737778393083268;0.900741495989735;-0.0318670334366102;0.0225722874139191
Zfp438;-0.00468146415421854;0.736114748314349;0.900026939234549;-0.0318976481833509;0.0225416571092779
Trim24;-0.00469182826973105;0.735552388473106;0.900026939234549;-0.0319080019777852;0.0225312980300917
Tfcp2;-0.0046937167014197;0.735449936881935;0.900026939234549;-0.0319098885282548;0.0225294105154358
Twist1;-0.00472894525352088;0.733539574299884;0.899062302916254;-0.0319450819508028;0.0224941990349314
Spib;-0.00474756734457277;0.732530406631035;0.898952107726341;-0.0319636854448293;0.0224755859407734
Erg;-0.00476474399908073;0.73159997963118;0.89887385617826;-0.0319808449290838;0.0224584175680935
Pax7;-0.00477799045229197;0.730882713506511;0.89887385617826;-0.031994078129821;0.0224451774907741
Fli1;-0.0047855915690857;0.730471235987567;0.89887385617826;-0.0320016716377345;0.0224375800283004
Lsm6;-0.00478948311110925;0.730260601936356;0.89887385617826;-0.0320055592830253;0.0224336903559614
Hoxa4;-0.00480073740390457;0.729651565287176;0.89887385617826;-0.0320168023018818;0.0224224414656328
Dlx1;-0.00480705218781283;0.729309909432488;0.89887385617826;-0.0320231107569662;0.0224161297100299
Lhx9;-0.00482718387188844;0.728221061214693;0.89887385617826;-0.0320432222501222;0.0223960076657776
Gm6871;-0.00482981166816152;0.728078973838744;0.89887385617826;-0.0320458474092409;0.0223933811261669
Hey2;-0.00483312109503574;0.727900043356164;0.89887385617826;-0.0320491535143684;0.0223900732813892
Zfp930;-0.00483567289803244;0.727762085377136;0.89887385617826;-0.032051702755656;0.0223875226978941
Gm14326;-0.00487875167946572;0.72543445394496;0.89887385617826;-0.0320947382376292;0.0223444644502379
Zfp629;-0.00489955685835837;0.724311214914558;0.89887385617826;-0.032115522468627;0.0223236691521005
Esrp2;-0.00491370177206456;0.723547891652345;0.89887385617826;-0.0321296531269492;0.0223095309426171
Setdb1;-0.0049767918577506;0.720146622149072;0.89887385617826;-0.0321926794973362;0.0222464706269592
Zfp853;-0.00498290469011398;0.71981736407448;0.89887385617826;-0.0321987861447883;0.0222403606675188
Atf7;-0.0049913646925995;0.7193617650928;0.89887385617826;-0.0322072375841639;0.02223190463773
Kcnip1;-0.00500702949549769;0.718518427082523;0.89887385617826;-0.0322228865210672;0.0222162471805169
Hsf4;-0.00501340194191001;0.718175454907063;0.89887385617826;-0.03222925250937;0.0222098777185101
Zfp445;-0.00501574641742373;0.718049286897381;0.89887385617826;-0.0322315946083364;0.0222075343404276
Zscan29;-0.00504531499273233;0.716458713987523;0.89887385617826;-0.0322611331849232;0.0221779795802684
Zfp64;-0.00507294533055505;0.714973514477441;0.89887385617826;-0.032288735447488;0.0221503621089985
Zfp622;-0.00508494782344407;0.71432868612433;0.89887385617826;-0.0323007257316794;0.0221383651923372
Mga;-0.00514044664787047;0.711349694446707;0.898860283359437;-0.0323561680019467;0.0220828920501206
Shox2;-0.00518590036105979;0.708913165901512;0.897283219204764;-0.0324015752723406;0.0220374592458781
Zfp800;-0.00520177524389523;0.708062898427424;0.896958873007894;-0.0324174339083821;0.0220215916390794
Gm21411;-0.00522451997884554;0.706845311862941;0.896667765844146;-0.0324401553418597;0.0219988573049666
Topors;-0.00522494318512314;0.706822663589481;0.896667765844146;-0.0324405781143053;0.0219984342919483
Smad3;-0.00524808610574242;0.705584544371502;0.896667765844146;-0.0324636972961135;0.0219753019248199
Zfp771;-0.00526402016160857;0.704732543478302;0.896667765844146;-0.0324796149907202;0.0219593751181594
Gtf2ird1;-0.00527585059817948;0.704100204249758;0.896667765844146;-0.0324914332707415;0.0219475500549126
Celf4;-0.00534796108993245;0.700250318640839;0.896083034870904;-0.0325634694996625;0.0218754721506644
Sox3;-0.00544438929181942;0.695114164182926;0.891777729750397;-0.0326597979533177;0.0217790870834703
Osr1;-0.00546481991203847;0.694027730818619;0.891141048925267;-0.0326802073745774;0.0217586655373984
Zfp981;-0.00550686943619865;0.691793654194026;0.889028440708919;-0.0327222131964174;0.0217166346178086
Nr2f1;-0.0055420065134985;0.689928886773783;0.887927411647704;-0.0327573136818075;0.0216815130129039
Zfp988;-0.0055556626616548;0.689204645188875;0.887927411647704;-0.032770955590274;0.0216678628600158
Zfp109;-0.00557052230050558;0.688416900881025;0.887927411647704;-0.0327857997229975;0.0216530097332542
Irf4;-0.00557127830199525;0.688376832490267;0.887927411647704;-0.0327865549352738;0.0216522540627534
Foxq1;-0.00558304079986212;0.687753527929918;0.887927411647704;-0.0327983051499025;0.021640496710679
Zfp719;-0.00559260031268595;0.687247117528354;0.887927411647704;-0.0328078546744603;0.0216309413743513
Bptf;-0.00559312811410859;0.687219161595556;0.887927411647704;-0.0328083819242644;0.0216304138033771
Tal2;-0.00560680231481353;0.68649503256019;0.887927411647704;-0.0328220418284379;0.0216167455678135
Ing4;-0.0056470805671787;0.68436373621479;0.887927411647704;-0.0328622779103531;0.0215764848270261
Sp6;-0.00565798876723559;0.683786967482825;0.887927411647704;-0.0328731746745827;0.0215655813542795
Smad2;-0.00572357062795838;0.680323237535309;0.887927411647704;-0.0329386876448824;0.0215000277784011
Zfp579;-0.00573610783482987;0.679661844498829;0.887927411647704;-0.0329512116554259;0.0214874959520579
Hey1;-0.00573665512683496;0.679632978036697;0.887927411647704;-0.0329517583711714;0.0214869488947364
Nr6a1;-0.00587776273500449;0.672206145238316;0.884173588249004;-0.0330927168596222;0.0213459012507982
Nr4a2;-0.00588762487721776;0.67168826014669;0.884173588249004;-0.0331025685392409;0.0213360432590238
Prrx1;-0.00592740386178412;0.669600952115601;0.883054530737605;-0.0331423052692106;0.0212962809615299
Homez;-0.00602361897162413;0.664562853849463;0.877943927657646;-0.0332384178203413;0.0212001058573393
Zscan2;-0.00606129380888691;0.662594195617394;0.877534245799847;-0.0332760523616735;0.0211624465477694
Snai3;-0.00608561307980127;0.661324653539788;0.877504593009736;-0.0333003455804018;0.0211381372590196
Snd1;-0.00613006382036155;0.659006702355307;0.875968415982846;-0.0333447486196949;0.0210937046806617
Lbx2;-0.00614034037084152;0.65847128069592;0.875968415982846;-0.0333550141268465;0.0210834323137895
Zxdc;-0.00617955469757478;0.656429773158532;0.875332595237135;-0.0333941862605401;0.0210442338984853
Gm14308;-0.00618808340760418;0.655986105040106;0.875332595237135;-0.0334027057829503;0.0210357086379459
Ppargc1a;-0.00619220812693828;0.655771578407125;0.875332595237135;-0.0334068260574796;0.0210315855854599
Adnp;-0.006192382558749;0.65576250683488;0.875332595237135;-0.0334070003013019;0.0210314112241187
Rbpjl;-0.00620139417786559;0.655293913954288;0.875332595237135;-0.033416002206178;0.0210224032433975
Prdm14;-0.00620662979164384;0.655021730893683;0.875332595237135;-0.0334212321741022;0.0210171697414416
Gm14410;-0.00629075111671544;0.650654831145834;0.875332595237135;-0.0335052625821079;0.0209330821427486
Lin28a;-0.00631041999103344;0.649635501752289;0.875332595237135;-0.0335249101431028;0.0209134210986268
Cyb5r1;-0.00633439564700141;0.648393861841052;0.874955077193913;-0.0335488597904428;0.0208894549589117
Batf3;-0.00635095428617218;0.647536900777189;0.874580250602465;-0.0335654004486678;0.0208729028738164
Tbx3;-0.00635799558391211;0.647172633100058;0.874580250602465;-0.0335724340957791;0.0208658643585704
Glyctk;-0.00636671206685436;0.646721820025444;0.874580250602465;-0.0335811411042084;0.0208571513163634
Terf2;-0.00644616109379219;0.642618738349259;0.874580250602465;-0.0336605035823972;0.0207777334604235
Tbx6;-0.00645475306792328;0.642175662219567;0.874580250602465;-0.0336690861761937;0.0207691448366778
Plg;-0.0064864079979395;0.64054436087478;0.874580250602465;-0.0337007065121328;0.0207375022156275
Sox21;-0.00653598196177682;0.637993109319579;0.872617386841091;-0.033750226189612;0.0206879474189536
Trp63;-0.00655986818109977;0.636765365873254;0.87172774475849;-0.0337740862044409;0.0206640703871905
Gtf3c5;-0.00660981759329454;0.634201206184865;0.870585292126497;-0.0338239807191266;0.0206141400870944
Mta3;-0.00666112008293078;0.631572147736751;0.868555503718119;-0.0338752266829238;0.0205628570859172
Zfp541;-0.00667371962404526;0.630927179119603;0.868459471714312;-0.0338878123197903;0.0205502623091235
Boll;-0.00670855882563452;0.629145228995201;0.867588397975117;-0.0339226130295814;0.0205154362364583
Gm20422;-0.00672961073111756;0.628069513912062;0.866896678251567;-0.0339436416440577;0.020494392232226
Trim66;-0.00675088780289821;0.626983095121566;0.866188905428696;-0.0339648951512325;0.0204731231216951
Rnf138;-0.00677149207295769;0.625931800104824;0.865528404906854;-0.0339854765783629;0.0204525265376581
Zfp94;-0.0068316039039641;0.622869051330313;0.863665994039277;-0.0340455216344716;0.0203924369981541
Frem1;-0.00689046533671122;0.61987631805424;0.861097737131466;-0.0341043174909448;0.0203335972026327
Pou1f1;-0.00690354046577112;0.619212381248943;0.860967491423484;-0.0341173780277112;0.0203205268543394
Dnttip1;-0.00694907045671353;0.616902856916566;0.860132330511556;-0.0341628571330819;0.0202750134382819
Mafk;-0.00698466839116302;0.615099773222079;0.858410958932847;-0.0341984152037907;0.0202394283844215
Msi1;-0.00699071006548548;0.614793984357084;0.858410958932847;-0.0342044501056081;0.0202333888893433
Nup133;-0.00703207761727157;0.612702036913014;0.856648218276529;-0.034245771232505;0.0201920362055424
Scrt1;-0.0070603833321483;0.61127243784291;0.856235047442296;-0.0342740451275758;0.0201637406103993
Scx;-0.0070765244981866;0.610457879459696;0.855888020412387;-0.0342901681290558;0.0201476051955539
Hesx1;-0.00713231919196564;0.607645936055136;0.854325291846607;-0.0343458999248321;0.0200918302725196
Hoxa3;-0.00714798099527041;0.60685765127342;0.854012165352157;-0.0343615440419822;0.020076173988487
Rbm7;-0.00716627011167024;0.605937707935783;0.85351300278268;-0.0343798124884438;0.020057891300334
Tfam;-0.00716995011040654;0.605752679261954;0.85351300278268;-0.0343834883259326;0.020054212592841
Tbr1;-0.00717869927296975;0.605312876873696;0.85351300278268;-0.0343922275922125;0.020045466497237
Elf3;-0.00722477090956327;0.602999313895353;0.85351300278268;-0.0344382470479638;0.019999410942002
Mapk1;-0.00725157964525821;0.601654902451189;0.853050612865066;-0.0344650253669096;0.0199726115107519
Pax5;-0.00726827813804423;0.600818185836918;0.852815746853815;-0.0344817048941119;0.0199559187936998
Rex2;-0.00728645158224329;0.599908161039169;0.852815746853815;-0.0344998576802997;0.0199377516181479
Dab2;-0.00732931090695599;0.597764478230025;0.850729841778829;-0.0345426682151031;0.0198949070059004
Cers2;-0.00733589940328748;0.597435251984007;0.850729841778829;-0.0345492492024104;0.0198883207623576
Dmrta1;-0.00736353862955634;0.59605502244341;0.850702347721692;-0.0345768569020544;0.0198606909609552
Cstf2;-0.00740455888926791;0.594009261903958;0.849388243821;-0.0346178302955325;0.0198196846123363
Mef2d;-0.00748690833011944;0.589912057098053;0.846614922359163;-0.0347000853748001;0.0197373628219291
Cenpb;-0.00753705405952606;0.587423505935064;0.844770946630426;-0.0347501734632144;0.0196872337491078
Pou2f3;-0.00754559243017556;0.587000261827214;0.844770946630426;-0.0347587020056456;0.0196786982009567
Zfp276;-0.00755641125287968;0.586464179364594;0.844770946630426;-0.0347695083694904;0.0196678829488919
Nanos1;-0.00762373879564346;0.583133149220187;0.841948102696246;-0.034836758235437;0.019600577483681
Zfp207;-0.00764658502569968;0.582004839305478;0.841948102696246;-0.0348595780514468;0.0195777386891221
Zfp553;-0.00769001570907858;0.579862738258515;0.840300129338156;-0.0349029584434782;0.0195343220622804
Zfp953;-0.00769127948058657;0.579800461518575;0.840300129338156;-0.0349042207500436;0.0195330586982604
Foxn1;-0.00779529349682724;0.574685591874009;0.838430187178506;-0.0350081138973349;0.0194290779220597
Polr3a;-0.00780465678744374;0.57422620274914;0.838430187178506;-0.0350174662785311;0.0194197175948017
2610044O15Rik8;-0.00781370793535343;0.573782293493884;0.838430187178506;-0.0350265068761757;0.0194106693069251
Mesp1;-0.00790482498222252;0.569322580774458;0.836261767479992;-0.0351175174664305;0.0193195808033228
Snapc5;-0.00793354713824289;0.56792021526117;0.835827997119266;-0.0351462059713525;0.0192908675511023
Zfp697;-0.00795924705743323;0.566666813483288;0.835612195663834;-0.0351718757423016;0.0192651755607577
Prdm11;-0.00798558128537378;0.565383853117201;0.834535306165175;-0.0351981790406542;0.0192388494200616
Prdm1;-0.00801330292115708;0.564034809825393;0.833358672051217;-0.0352258680766038;0.0192111362568095
Pou4f1;-0.00808273890253066;0.560662601396016;0.830000517752926;-0.0352952222199142;0.0191417213134555
Tfap2d;-0.00813405605260744;0.558176635458938;0.827131226244353;-0.0353464787185555;0.0190904195430128
Gm10130;-0.00813664891596978;0.558051171239186;0.827131226244353;-0.0353490685136284;0.0190878274529211
Zscan18;-0.00814666259530378;0.557566755195909;0.827131226244353;-0.0353590703397489;0.0190778167565349
Zfp993;-0.0081735588049636;0.556266653123918;0.826734888008973;-0.0353859346853235;0.0190509285318935
Gm4724;-0.00824056993488132;0.553033929493017;0.823551512361396;-0.0354528662557415;0.0189839371251386
Zbtb7b;-0.00825307747207967;0.552431567191085;0.823466600650087;-0.0354653589162317;0.0189714332421711
Purg;-0.00825861980331334;0.552164751771115;0.823466600650087;-0.0354708946525896;0.0189658925274748
Gpbp1l1;-0.00826364801363802;0.551922741565308;0.823466600650087;-0.0354759168783514;0.0189608657822867
Gtf2h3;-0.00829590003676485;0.55037167547002;0.823466600650087;-0.0355081304825215;0.0189286231241343
Gsx1;-0.00832615441225562;0.54891863319146;0.82310539833079;-0.0355383487672719;0.0188983774820912
Zfp935;-0.0083909317549923;0.545813916537305;0.820078620866995;-0.035603048669156;0.0188336186708974
Champ1;-0.00839760241936889;0.545494692976651;0.820078620866995;-0.0356097113458459;0.0188269499018961
Zfp407;-0.00841105113434621;0.544851388567011;0.820078620866995;-0.0356231439495071;0.0188135050008168
Rfxank;-0.00850179271060785;0.540520734575298;0.817003312521222;-0.0357137765620263;0.0187227889004656
Mlxip;-0.00851270478767956;0.540001115429159;0.817003312521222;-0.0357246755055738;0.0187118798567924
Esrra;-0.00853609570308955;0.538888112517368;0.816169558576957;-0.0357480382464079;0.0186884954218765
Zfp990;-0.00854031062114142;0.538687677632221;0.816169558576957;-0.035752248084389;0.0186842816684079
Sp9;-0.00854929633548213;0.538260498586826;0.816169558576957;-0.0357612229653863;0.0186752984335946
Ywhaz;-0.00855619597196367;0.537932606618772;0.816169558576957;-0.0357681142805593;0.0186684006980226
Zfp457;-0.00860169980339385;0.535772637922084;0.814719721311528;-0.0358135631672662;0.0186229093383861
Rpp25;-0.00861330640181713;0.53522239750621;0.814719721311528;-0.0358251557329989;0.0186113059030833
Tbx2;-0.00866197023256325;0.532918468565961;0.813657115808495;-0.0358737606481394;0.018562655254749
Gm9833;-0.00867480262265465;0.532311771550899;0.813657115808495;-0.0358865774810533;0.0185498263193087
Zbtb12;-0.0086922731213305;0.531486353721778;0.813657115808495;-0.0359040267852126;0.0185323605095147
Zfp287;-0.00870914582325491;0.530689795786036;0.813544763083163;-0.0359208790020936;0.0185154923202578
En2;-0.00876672604173977;0.527976009860444;0.811031307110144;-0.0359783891962659;0.0184579273851281
Acaa1b;-0.00878068207089917;0.527319320911042;0.8108474282848;-0.0359923282261176;0.0184439750331032
Zkscan1;-0.00880054049103331;0.526385618549237;0.8108474282848;-0.0360121624392145;0.0184241218269876
Ddx4;-0.00880630266425513;0.526114851040686;0.8108474282848;-0.0360179175844439;0.0184183611626612
Zfp870;-0.00880690555818777;0.526086524854366;0.8108474282848;-0.0360185197429361;0.0184177584264992
Gtf3c2;-0.00883354676759467;0.524835600702842;0.8108474282848;-0.0360451284343248;0.0183911241690459
Zscan25;-0.00886829921074342;0.52320610907405;0.809737605827873;-0.0360798384009655;0.0183563807363803
Zfp967;-0.00894427475856251;0.519652788095138;0.807196476410867;-0.0361557208582821;0.0182804246582266
Zfp454;-0.00894469501638788;0.519633167613137;0.807196476410867;-0.0361561406003058;0.0182800045072236
Zfp92;-0.00901863205994191;0.516187241947209;0.80569940841729;-0.0362299867481167;0.0182060861075431
Pick1;-0.00903383506620566;0.515480158468426;0.80569940841729;-0.0362451710274756;0.018190886897962
Foxr2;-0.00908385527362049;0.513157298084516;0.804639169374476;-0.0362951295318455;0.0181408790934066
Tfap4;-0.00908427206776114;0.513137965734285;0.804639169374476;-0.0362955458112733;0.0181404624020408
AW146154;-0.00917999831147398;0.508707917194597;0.800989525509742;-0.0363911535893194;0.0180447595123748
Zfp85;-0.00925511757530746;0.505245609621256;0.799342667957319;-0.0364661795407609;0.0179696582258229
Emx1;-0.00928321930537322;0.503953574528635;0.799338127666217;-0.0364942462843015;0.0179415631420071
Zfp830;-0.00931482990643147;0.502502297404853;0.798714177980346;-0.0365258174790038;0.0179099599656905
Klf9;-0.00936464097405175;0.500219907926884;0.796763777394087;-0.0365755663410009;0.0178601604873631
Zfp938;-0.00945322263784895;0.496174633206308;0.793877134401415;-0.0366640370480464;0.0177715990997173
Ddx43;-0.00948363188195166;0.494789961856173;0.793701192960391;-0.0366944081034042;0.0177411967177276
Rab2a;-0.00962479164091096;0.488389441393181;0.785661280619518;-0.0368353899319124;0.0176000681534463
D130040H23Rik;-0.00968487176926625;0.485678864668034;0.785198164506137;-0.0368953940012669;0.0175400009729852
Zfp764;-0.00970685412210896;0.484689145508275;0.784437952537509;-0.0369173484763161;0.0175180233084631
Foxo4;-0.00972096420545717;0.484054438415419;0.784251289707386;-0.0369314406515608;0.0175039162206018
Tbx1;-0.00972266642714502;0.483977898665779;0.784251289707386;-0.0369331407121073;0.0175022143595528
Zfp668;-0.0097836740180359;0.481239052296158;0.781366633298064;-0.036994070743758;0.0174412195898071
Asap3;-0.00978820263934738;0.481036083297896;0.781366633298064;-0.0369985935997454;0.017436691912136
Smug1;-0.00983834281044481;0.47879195999561;0.779972512043521;-0.0370486698635983;0.0173865621142556
Ovol1;-0.00986799693057701;0.477467425313471;0.779433310511721;-0.0370782861231174;0.0173569140646836
Eno1b;-0.00997176867944838;0.472848158948859;0.773565243784158;-0.0371819250061012;0.0172531631822433
Gtf2a1l;-0.00999407838930139;0.471858292105224;0.772783103122439;-0.0372042060748981;0.0172308578818567
Aco1;-0.00999895275705382;0.471642171751444;0.772783103122439;-0.0372090741813686;0.0172259844739055
Bnc2;-0.0100998207731454;0.467182138474854;0.766788075105467;-0.0373098123393755;0.0171251360291636
Arg2;-0.0101359690855471;0.46558949431952;0.765838928564788;-0.0373459139796158;0.0170889945957629
Ccnt2;-0.0101400387008303;0.46541038181507;0.765838928564788;-0.0373499783360494;0.0170849257504693
Barx2;-0.0101511007125506;0.464923712438205;0.765838928564788;-0.0373610260486372;0.017073865827175
