moscot driver TFs Eps. progenitors;Eps_progenitors_pull_corr;Eps_progenitors_pull_pval;Eps_progenitors_pull_qval;Eps_progenitors_pull_ci_low;Eps_progenitors_pull_ci_high
Prdm15;0.0176786580654108;0.203106618292721;0.459118253925163;-0.00954618449152285;0.044877311085473
Ing4;0.0176024413380843;0.205061562228599;0.461328652132356;-0.00962241794068031;0.0448012239189544
Boll;0.0175209428039596;0.207167073671227;0.462754853910581;-0.00970393400533528;0.0447198635750645
Smad5;0.0174104050507466;0.21004780898192;0.465744774688251;-0.0098144949572746;0.0446095126748983
Ebf2;0.0173943096057126;0.210469679686175;0.465995918366751;-0.00983059372476538;0.044593444382248
Zfp521;0.0173363932172832;0.21199277052637;0.467164099923289;-0.00988852195166306;0.0445356255800637
Zfp691;0.0172914558035172;0.213180012393953;0.468220522827453;-0.00993346842501801;0.044490763758073
Ovol1;0.0170681024549788;0.219152190863972;0.478899867155713;-0.0101568651703934;0.0442677844972483
Zscan2;0.0169260607317032;0.223012133662711;0.484357766992931;-0.0102989330782256;0.0441259792655725
Pole4;0.0168096053776562;0.226212865436376;0.489403558582273;-0.0104154090801849;0.0440097169855554
Foxa2;0.0167309301846254;0.228393687645677;0.491327287375827;-0.0104940978044349;0.0439311718129493
Zfp266;0.016730042408894;0.228418381283331;0.491327287375827;-0.0104949857309295;0.0439302855024578
Irf5;0.0166620194350658;0.230316107583708;0.494704583856899;-0.0105630201288327;0.0438623746706176
Tfap2d;0.0166354246612923;0.231061095395267;0.495599792680189;-0.0105896193005106;0.0438358236723681
Zfp369;0.0165093345889452;0.234616492905919;0.4989731046309;-0.0107157296996577;0.0437099406238285
Mbd1;0.0164312595689809;0.236837318606925;0.500273804292049;-0.010793816871824;0.0436319933600931
Tead3;0.0163247702910622;0.239890266217962;0.503103197207116;-0.0109003221892491;0.0435256777995312
Rb1;0.0162567235109049;0.241855565701214;0.505819811923593;-0.0109683788951946;0.0434577417023651
Zfp961;0.0161970382317913;0.243588671884494;0.507078530514052;-0.0110280726727868;0.0433981532985679
Hmga1;0.016039498727952;0.2482050468143;0.51423042892607;-0.0111856336763332;0.0432408685678671
Hnrnpul1;0.0159012832949476;0.252305267570794;0.520179412683711;-0.0113238668585128;0.0431028755466565
Zfp647;0.0158485073178372;0.253883272408891;0.521583321547518;-0.0113766493384149;0.0430501842211235
Lhx6;0.0157354663014604;0.257286276948109;0.525140536667012;-0.0114897037726387;0.0429373240110194
Zfp524;0.0156593784791051;0.259594575661205;0.528233129582655;-0.0115658002346128;0.042861357498312
Eef1d;0.0154867427601562;0.264884917974444;0.534727575055362;-0.0117384543865751;0.0426889958524735
Nuak1;0.0154205263837722;0.266933659452599;0.53761243895408;-0.0118046774024092;0.0426228841702717
Zfp960;0.0153896254418121;0.267893456534361;0.538640638304774;-0.0118355813610451;0.0425920320040181
Thap1;0.0153625777339702;0.268735513890308;0.539615194114847;-0.011862631666708;0.0425650269471518
Zbtb10;0.0152924239495605;0.270928022987687;0.542574687946164;-0.0119327920033884;0.0424949836015591
Prdm9;0.0151249123549045;0.276212700637272;0.549514068461503;-0.0121003181591737;0.0423277346286396
Zfp622;0.0150422963141336;0.278844787747595;0.552566442911901;-0.0121829408186609;0.0422452475504642
Kcnip1;0.0150264847340296;0.279350471247354;0.552843003385983;-0.0121987536231133;0.0422294606097574
Cxxc5;0.015011364967041;0.279834611929173;0.553076261797187;-0.0122138745481441;0.0422143643913993
Hnrnph3;0.0148068700528863;0.286438614136205;0.562005584307679;-0.0124183839017751;0.0420101867525061
Exosc3;0.0147007777979022;0.289905909959876;0.566605935883538;-0.0125244827506263;0.0419042582052014
Zbtb8a;0.0146848006741447;0.290430509460263;0.566605935883538;-0.0125404608142845;0.0418883056822647
Mesp1;0.01464283667607;0.291811412097388;0.567366348814776;-0.0125824272147987;0.0418464062323166
Hivep1;0.0146222673492275;0.292489891858642;0.567490916709355;-0.0126029976842068;0.0418258685098292
Tfcp2l1;0.01461049183777;0.292878783686364;0.567490916709355;-0.0126147738393871;0.0418141110808596
Gm3604;0.0145802841558773;0.293877992793231;0.568189205016363;-0.0126449831380833;0.0417839497514606
Zfp128;0.0143129588044077;0.302820119158724;0.581753664032664;-0.0129123206315795;0.0415170324392927
Cux2;0.0142161280432667;0.306103303965898;0.585596296462656;-0.0130091548305709;0.0414203485204191
Ube2v1;0.0142082465225197;0.306371572321522;0.585596296462656;-0.0130170366086669;0.0414124789294477
Trim28;0.014180406244254;0.307320436057623;0.586667330527196;-0.013044877768897;0.041384680764288
Msantd3;0.0141512015658926;0.308317889926662;0.587087028738033;-0.0130740833270789;0.0413555202176549
Usf2;0.0140592353872024;0.31147286314685;0.590859325818774;-0.0131660519728861;0.0412636927079963
Atoh7;0.0139751981031586;0.314374372686865;0.594868800447578;-0.0132500911085688;0.0411797817357366
Zfp661;0.0138108688638643;0.320099253626226;0.603433049907118;-0.0134144228572117;0.0410156983817373
Gm12166;0.0137910948696875;0.320792702164207;0.603986259685727;-0.0134341970542096;0.0409959538764135
Trp53;0.0137460758223802;0.322375119497009;0.604703640298738;-0.0134792164838454;0.0409510018865225
Zeb2;0.0137176461322731;0.323377039724408;0.605167095815829;-0.0135076463585333;0.0409226144866812
Csnk2b;0.0137163224237733;0.323423739287002;0.605167095815829;-0.0135089700745549;0.0409212927461791
Smad1;0.0136588898366631;0.325454153492198;0.608212588828242;-0.0135664028961263;0.0408639454541554
Cdc5l;0.0136224009929224;0.326748439556155;0.609509041017246;-0.0136028917955069;0.0408275107081232
Rfxap;0.0135985245867186;0.327597159761627;0.609509041017246;-0.0136267681988713;0.0408036696614933
Zfp160;0.0135383727574357;0.329741675103211;0.609509041017246;-0.0136869198833668;0.0407436067762541
Cnot6;0.0134506893180038;0.332883981649023;0.610179912530057;-0.0137746027587653;0.0406560526385318
Zfp790;0.0134484176346834;0.332965647836761;0.610179912530057;-0.0137768744219084;0.0406537842995795
Zfp553;0.0132818828296957;0.338987716104021;0.617456515460883;-0.0139434069822289;0.040487493903017
Foxm1;0.0132359300673088;0.340661637010165;0.619757917934156;-0.0139893588593524;0.0404416083161375
Zfp119a;0.013032538420436;0.348134002491148;0.630314560865268;-0.0141927452070322;0.0402385126170049
E2f3;0.0129580668273845;0.350895853634451;0.634554178428768;-0.0142672142963404;0.0401641488225939
Spag7;0.0127959351402391;0.356956525846292;0.640908863291202;-0.0144293394880788;0.0400022507809452
Dgcr8;0.0126305649371739;0.363205728400731;0.647509622060335;-0.014594701591323;0.0398371174187599
Nfib;0.0124963746776913;0.36832664705754;0.654321455361042;-0.0147288841836551;0.0397031182524169
Zfp239;0.0124615326578523;0.369663586288358;0.655154947529836;-0.0147637240523892;0.0396683256891974
Cpsf4;0.0123198844545804;0.37512981909782;0.662369617174506;-0.0149053628297894;0.0395268778696339
Stat6;0.0123106216965327;0.375489001524091;0.662369617174506;-0.0149146249333939;0.0395176281772339
Borcs8;0.0122531902767074;0.37772075932613;0.664753317695171;-0.0149720521912167;0.0394602776636165
Zfp653;0.0121796252003955;0.380591370683396;0.668247639223173;-0.0150456116739517;0.0393868159598565
Zfp84;0.0120906723854253;0.384080271015237;0.672808827416482;-0.0151345573317195;0.0392979877472346
Pgam2;0.0119875622183701;0.388148843514552;0.6742971421723;-0.0152376586632694;0.0391950214755787
Foxc1;0.0119733882933492;0.388710170119117;0.6742971421723;-0.0152518313284663;0.0391808672858072
Rbm17;0.0119492817582298;0.389665989493727;0.674765646944413;-0.0152759356957942;0.0391567942906604
Tcf15;0.0118273754680231;0.394521396949013;0.680459120845388;-0.0153978305388907;0.0390350571277713
Dnttip1;0.0117828115450458;0.396305426352612;0.681186829988991;-0.0154423900752946;0.0389905548291908
Zfp970;0.0117497638389322;0.397631565236225;0.681222141522493;-0.0154754344585816;0.0389575527527885
Nr1h3;0.0117429353203062;0.397905913127708;0.681222141522493;-0.0154822622832113;0.0389507336550525
Ebf1;0.0117128003907937;0.399117998952831;0.682523418367809;-0.0155123941197224;0.0389206402705922
Larp4;0.011615205259614;0.403058684759929;0.686154018024231;-0.0156099788944971;0.038823179348675
Msi1;0.0115899702486399;0.40408140057606;0.68712039962821;-0.0156352111432426;0.0387979789557372
Rfxank;0.0115211034537415;0.406880298528186;0.689962629323789;-0.0157040702235335;0.0387292064579737
Zfp995;0.011160052706222;0.421742342006727;0.702903903344546;-0.0160650762993731;0.0383686458677638
Tbx6;0.0111363969577558;0.422727073003312;0.70376833542999;-0.0160887288732246;0.0383450219866948
Kdm5d;0.0109608696029595;0.430075792026327;0.710455038058371;-0.0162642317203189;0.0381697301401667
Cers2;0.010757385215347;0.438687079660453;0.720019011181831;-0.0164676855971492;0.0379665166754093
Mios;0.0107061967443395;0.440868822401031;0.722814247367598;-0.0165188660379715;0.0379153960033973
Hnf1a;0.0106510276103225;0.443227173316857;0.723938604720747;-0.0165740263575972;0.0378602997812921
3300002I08Rik;0.0106172261617665;0.444675659159808;0.725119055433381;-0.0166078223238131;0.0378265429232375
Stat4;0.0104534062155746;0.451733923433383;0.732672636288301;-0.0167716148183003;0.037662938206703
Meis1;0.0104029778768167;0.453919334538246;0.735427248017974;-0.0168220344125329;0.0376125758280007
Hif3a;0.0103801118890011;0.454912237669591;0.7362459580719;-0.0168448963896475;0.037589739703254
Smad4;0.0102570215083945;0.460278114459343;0.742590867358592;-0.0169679646910804;0.0374668095909039
Rfc2;0.0102481765197969;0.460665052233442;0.742590867358592;-0.0169768080613516;0.0374579760870957
Zbtb43;0.00992468336815062;0.47494104801668;0.754400470554324;-0.0173002390982817;0.0371349000538071
Zfp143;0.00988696550859377;0.47662122444293;0.754400470554324;-0.0173379493446593;0.0370972304581178
Irf3;0.00987109449506614;0.477329184795824;0.754729915226905;-0.0173538171315421;0.0370813797300636
Zfp503;0.0098531873568721;0.478128660984163;0.755203219755321;-0.0173717206126726;0.0370634954633684
Egr4;0.00978479767181703;0.48118868673208;0.75622399810758;-0.0174400961702687;0.0369951929671353
Ppp5c;0.00972951083349468;0.483670208788352;0.75761619841329;-0.0174953714016915;0.0369399764272061
Pou6f1;0.00967409979190267;0.48616425399084;0.760733703135927;-0.017550770643334;0.0368846356752247
Gmeb1;0.00964754127449598;0.487362110198422;0.761484744894996;-0.0175773234457626;0.0368581107884675
Grhl2;0.00957261237603026;0.490750162002407;0.762379366896744;-0.0176522360136984;0.036783276564658
Aggf1;0.0095217964341801;0.493055081678452;0.765172840014865;-0.0177030407064254;0.0367325246564337
Zfp821;0.00949000307813516;0.494500114092412;0.766114714448076;-0.0177348269528816;0.0367007712920995
Patz1;0.00945014029146167;0.496315101721709;0.767864552868627;-0.017774680747736;0.0366609585697467
Dr1;0.00931675861463869;0.50241381987159;0.770250616559431;-0.01790803170874;0.0365277437810898
Zdhhc15;0.0091729664660813;0.509032655769233;0.776327729406181;-0.018051789659206;0.0363841304631132
Ppara;0.00914648752669439;0.510256456578406;0.776327729406181;-0.0180782621783794;0.0363576843323572
Pou2f2;0.0091460435473387;0.510276989473115;0.776327729406181;-0.0180787060497603;0.0363572409027875
Zfp273;0.00912216941704166;0.511381741933556;0.776327729406181;-0.0181025743581189;0.0363333963203925
Thap11;0.00903075362431655;0.515623434018894;0.781718258402139;-0.0181939675713321;0.0362420933822898
Zbtb44;0.00896923125522679;0.518488312488658;0.783699039095522;-0.018255474488406;0.0361806467080538
Zfp263;0.00889591794054599;0.521912960547142;0.784244437160603;-0.0183287691205694;0.0361074233266885
Gm14327;0.00886721518263933;0.52325689833039;0.784625537714885;-0.0183574644844151;0.0360787556988172
Rfx1;0.00874773497972754;0.528870286653589;0.78890500550656;-0.018476913426344;0.0359594212495363
Zfp874a;0.00869902035998378;0.53116774482686;0.78890500550656;-0.0185256150772954;0.035910765833942
Fbxl19;0.00869547052932364;0.531335358013358;0.78890500550656;-0.0185291639578705;0.0359072203124409
Pknox2;0.00867361758637776;0.532367783713881;0.789661447355561;-0.0185510110369337;0.0358853938818145
Kdm4c;0.00858565901001388;0.536533561176947;0.790168234892019;-0.018638945748133;0.0357975417555838
Foxk1;0.00858078376763434;0.536764934517398;0.790168234892019;-0.0186438196554292;0.0357926724010684
Zfp947;0.0084888067501901;0.541139434890519;0.790168234892019;-0.0187357712425282;0.0357008062227756
Gm20422;0.00848430535751699;0.541353980783342;0.790168234892019;-0.018740271378809;0.0356963102428113
Spr;0.00846805899514334;0.542128669766975;0.790168234892019;-0.0187565131974546;0.0356800834067469
Zfp973;0.00838560980183657;0.546068664137076;0.791874923633028;-0.018838939110158;0.0355977330869581
Zfp955b;0.0083839710402176;0.546147119115582;0.791874923633028;-0.0188405774053005;0.0355960962868054
Creb5;0.0083582560127158;0.547378945426229;0.792466162601732;-0.0188662850938279;0.0355704120190089
Gatad2a;0.00834117862353987;0.548197761646669;0.792891398550259;-0.0188833575892887;0.0355533550375367
Nkx6-3;0.008300660844139;0.5501429003004;0.793958257345267;-0.0189238636943529;0.035512885613981
Nfe2l2;0.00829530705887949;0.550400173624982;0.793958257345267;-0.0189292159303485;0.0355075382115081
Zfp456;0.00805296468740513;0.56210741187692;0.803914582934076;-0.0191714865395998;0.0352654831291278
Mlx;0.00802583027408602;0.563425688591127;0.804553134133331;-0.0191986127188772;0.0352383806840261
Nr6a1;0.00801690467921542;0.563859647996615;0.804553134133331;-0.0192075355964816;0.0352294655960332
Irf6;0.00795557116733721;0.566846007744661;0.805209286636348;-0.019268850318985;0.0351682041665451
9130019O22Rik;0.00789179436878441;0.569959347776954;0.806670314248953;-0.0193326073624937;0.0351045021049701
Mettl14;0.0078206113399001;0.573443828593919;0.809412194045802;-0.0194037680807577;0.0350334022309316
Zbtb12;0.00781576771146045;0.573681295460211;0.809412194045802;-0.019408610181055;0.0350285642507293
Zbtb7a;0.00780088436684549;0.574411267307107;0.809412194045802;-0.0194234888220524;0.0350136982538543
Gabpa;0.00774904167549994;0.57695738105825;0.809503575818315;-0.0194753150352815;0.0349619158953192
Zfp784;0.00774285141094921;0.57726175415415;0.809503575818315;-0.019481503322489;0.0349557328250286
Zfp644;0.00763640058369828;0.582507693792555;0.812926633666135;-0.0195879198200211;0.0348494053878616
Gpam;0.00760127022196344;0.584243801184758;0.813845147406813;-0.019623038717064;0.0348143156114929
Bax;0.0074686359080317;0.590820056830668;0.815898104398373;-0.0197556291405581;0.0346818339223226
Rbm3;0.00744680131711336;0.591905911170512;0.815898104398373;-0.0197774564143277;0.0346600243651891
Zfp870;0.00743173202425593;0.592655854788706;0.815898104398373;-0.019792520642069;0.034644972334453
Zfp74;0.00740627474343894;0.593923758897718;0.815898104398373;-0.0198179693380626;0.0346195441873222
Wdr83;0.00735191164475737;0.596635466177278;0.817531355651261;-0.0198723139860655;0.0345652431846119
Zscan21;0.00724399848989936;0.602034947124647;0.822690289735944;-0.0199801900389042;0.0344574528169671
Zfp438;0.00721379943246666;0.603549903773443;0.823907504681783;-0.0200103785999727;0.0344272880076561
Zfp3;0.00699183048318953;0.614737283710721;0.83326148869227;-0.0202322688755578;0.034205569267145
Zfp105;0.00698005091864257;0.615333523658378;0.833321632936458;-0.0202440441900706;0.034193802905957
Zfp933;0.00696259281927443;0.61621765809349;0.833769355330148;-0.0202614959767133;0.0341763643609704
Suclg1;0.00692872098391825;0.617934624522802;0.833769355330148;-0.0202953555169349;0.0341425304173476
Gzf1;0.00691247616097276;0.618758817633982;0.833769355330148;-0.0203115944210164;0.0341263037450231
Zfp420;0.00685920078273525;0.621465144252224;0.834056475768416;-0.020364850287366;0.0340730877916006
Ptf1a;0.00676293584297002;0.626368273898835;0.834056475768416;-0.0204610795787159;0.0339769298370441
Lcorl;0.006735487911989;0.627769341211739;0.834056475768416;-0.0204885172528846;0.0339495123183431
Ccdc25;0.00673013176886552;0.628042899806064;0.834056475768416;-0.0204938713897292;0.0339441621050443
Zfp958;0.00666027465678247;0.631615435020064;0.836613427087979;-0.0205637021920714;0.0338743821894381
Zfp85;0.00659386378907606;0.635019721801699;0.838914943062612;-0.0206300878016833;0.033808044463875
Churc1;0.0065553162385381;0.636999257409884;0.839467491441758;-0.0206686205812949;0.0337695392580027
Cic;0.00647628553977004;0.641065822117506;0.843948902700466;-0.0207476207436279;0.033690595122213
Sp3;0.00644148865498835;0.642859742884884;0.845573355188306;-0.0207824040755531;0.0336558362430689
Zfp281;0.00638768381874952;0.64563770046847;0.846278583079332;-0.0208361878258914;0.0336020900436144
Mex3c;0.00631793564369697;0.649246179800316;0.847330796455037;-0.0209059084323912;0.0335324176462007
Zfp131;0.00626040111715659;0.652228986144006;0.847702976663485;-0.0209634200186329;0.0334749454287399
Scmh1;0.00624532882002353;0.653011313237504;0.847847878752047;-0.0209784862763233;0.0334598894249405
Irf9;0.00622670050448338;0.653978742505598;0.84829399501507;-0.020997107110446;0.0334412812297654
Cnot3;0.00621629149282953;0.654519569801039;0.84829399501507;-0.0210075119334556;0.0334308834526241
Suz12;0.0062062732733994;0.655040263700378;0.84829399501507;-0.0210175261159292;0.0334208760403585
Zfp946;0.00614985536091423;0.657975693339807;0.850600811139767;-0.0210739211921667;0.0333645188868548
Gm14325;0.00608180142157898;0.661523569816067;0.851577655943957;-0.0211419473548239;0.0332965380075697
Chd2;0.00595318546491594;0.668249483490901;0.855132813619712;-0.0212705101276461;0.0331680594402897
Zfp433;0.00573637518883767;0.679647743075147;0.861509502079834;-0.0214872287126959;0.0329514787279309
Gtf2f1;0.00571814429461025;0.6806095768597;0.861509502079834;-0.0215054517803052;0.0329332670204973
Hdx;0.00571544348265436;0.680752111740531;0.861509502079834;-0.02150815143125;0.0329305690494279
Zkscan4;0.0056665138797906;0.683336332328101;0.861509502079834;-0.0215570599317626;0.0328816908451632
Zfp869;0.00565843456861716;0.683763399750117;0.861509502079834;-0.0215651357459581;0.032873620008462
Trim33;0.0055986725949946;0.686925514231325;0.861509502079834;-0.0216248717424047;0.0328139206095585
Zfp422;0.00558198981391457;0.687809211931223;0.861509502079834;-0.0216415472371534;0.0327972552617754
Cptp;0.00553512952341498;0.690293709337014;0.861509502079834;-0.0216883869800359;0.0327504438587361
Klf5;0.00552334184535689;0.690919209946145;0.861509502079834;-0.0217001694705406;0.0327386684594939
Gtf3c2;0.00547054566943753;0.693723366430628;0.862379253373214;-0.0217529423189875;0.0326859271868174
Cyb5r1;0.0053276594616599;0.70133342299343;0.868535186789215;-0.0218957646330349;0.0325431888075741
Foxo4;0.005258562800305;0.705024309334236;0.869228957342078;-0.0219648299981899;0.0324741632346483
2610044O15Rik8;0.00525585321950744;0.705169187247712;0.869228957342078;-0.0219675383464328;0.0324714564362475
Erf;0.00518869181673037;0.708763627689907;0.872235597238598;-0.0220346690706271;0.0324043638721513
Trmt1;0.00511553846218794;0.71268614103783;0.874212894368094;-0.0221077887302164;0.0323312852188066
Ebf4;0.00504927278867509;0.716245906638953;0.875733861558558;-0.0221740236298924;0.0322650869618866
Zbtb3;0.00499794739605928;0.719007333768853;0.876854908300261;-0.0222253250227196;0.0322138136220003
Arnt2;0.00498906532599838;0.719485583698029;0.876854908300261;-0.0222342029249668;0.0322049405453383
Aspscr1;0.00467715352102295;0.736348686131436;0.889914194005948;-0.0225459656460482;0.0318933418411685
Zfp111;0.0046168073754425;0.739626224216026;0.890653702614866;-0.0226062823368266;0.0318330556609776
Pole3;0.00457008180142225;0.74216725213016;0.892255215538648;-0.0226529849680785;0.0317863763816844
Zfp976;0.00450340119836288;0.745798337564137;0.892299916605563;-0.0227196326244684;0.0317197616387699
Zbtb33;0.0044942997846053;0.746294394224879;0.892299916605563;-0.0227287295224795;0.0317106691956859
Zfp11;0.00441383186115273;0.75068470938404;0.894256699516035;-0.0228091573249493;0.0316302803882778
Nfatc1;0.00440918044220051;0.750938738401544;0.894256699516035;-0.0228138064139497;0.0316256335318344
Nkx6-2;0.00438704877652733;0.752147789443623;0.894260604297238;-0.0228359269774757;0.031603523558671
Prdm14;0.00435734769813692;0.753771312244594;0.894260604297238;-0.0228656131147033;0.0315738515501449
Zfp558;0.00435493679289712;0.753903145212175;0.894260604297238;-0.0228680228050278;0.0315714430024682
Nfatc4;0.00433197397096444;0.755159155659508;0.894810071777605;-0.0228909740395677;0.0315485026194541
Zfp882;0.0043248024962259;0.755551550673143;0.894810071777605;-0.0228981418895897;0.031541338146695
Mrpl1;0.00417352247845652;0.763843545834006;0.901897878832185;-0.0230493447928681;0.03139020518172
Tcf7l1;0.0041720312170887;0.763925421871765;0.901897878832185;-0.0230508352878714;0.0313887153637485
Zfp65;0.00410046291791015;0.767857885649118;0.903609574897797;-0.0231223666655776;0.0313172161935674
Ascc1;0.00402096029326522;0.772233326918089;0.903609574897797;-0.0232018279487028;0.0312377900352372
Zfp787;0.00397166534984525;0.774949933438839;0.903609574897797;-0.0232510970859041;0.0311885423314836
Gtf3a;0.00391018096554894;0.778342150281805;0.905500993008235;-0.0233125490974062;0.0311271166828692
Mypop;0.0038626418559438;0.780967879293285;0.905500993008235;-0.0233600630356715;0.0310796228461749
Rps6ka5;0.00380632383624355;0.784081725401255;0.90674856123306;-0.0234163510765692;0.0310233583007593
Gtf3c5;0.00380332858969406;0.784247431106209;0.90674856123306;-0.0234193447238768;0.0310203658933829
Pds5a;0.00378385023768784;0.785325268144246;0.907112644743598;-0.0234388126639617;0.031000905992866
Zfp799;0.00373742673366178;0.787895774319845;0.908594113218207;-0.0234852112696147;0.0309545263817928
Duxbl3;0.00371001934735373;0.789414429788601;0.908639026659456;-0.0235126039014301;0.030927144853868
Zcchc17;0.0036977465650837;0.790094729803885;0.908639026659456;-0.0235248700635203;0.0309148836375085
Zfp942;0.00365067538181567;0.792705439850723;0.909430878716047;-0.0235719157796643;0.0308678567383214
Zfp449;0.00361572132735963;0.794645603130176;0.909430878716047;-0.0236068508447694;0.0308329354903148
Duxbl1;0.00354448499408334;0.798603575398408;0.909430878716047;-0.0236780482719459;0.0307617658108568
Cebpg;0.00353742279466628;0.798996243112659;0.909430878716047;-0.0236851065992605;0.0307547102043035
Zfp825;0.00349903014851017;0.801131812098685;0.909430878716047;-0.023723478147799;0.0307163533518623
Klf3;0.00345947081535109;0.803333832279696;0.909430878716047;-0.0237630156583183;0.0306768308162744
Prdm11;0.00345010674796699;0.803855300427807;0.909430878716047;-0.0237723745476132;0.0306674754467652
9130023H24Rik;0.00341126906630157;0.806019030552194;0.909430878716047;-0.0238111907021022;0.0306286737888273
Hes7;0.00337102840297738;0.808262490485569;0.909430878716047;-0.0238514089740178;0.0305884703640294
Zbtb39;0.00335613440308852;0.809093247682865;0.909430878716047;-0.0238662946639865;0.0305735901246502
Zfp260;0.00335364787520988;0.809231962160958;0.909430878716047;-0.0238687798033623;0.0305711058928899
Gar1;0.0032944599305155;0.812535604944694;0.909430878716047;-0.0239279345975795;0.0305119725044745
Polr3a;0.00326874391920463;0.813972017235522;0.909513243359129;-0.023953636146248;0.0304862801374339
Zfp963;0.00321895318250132;0.816754939069522;0.909513243359129;-0.0240033987784362;0.0304365350779783
Zfp606;0.00318751126943107;0.818513494642028;0.909979105404468;-0.0240348228745439;0.0304051219397766
Mrps25;0.00307067394032973;0.825056175136304;0.913197965057759;-0.0241515935249261;0.0302883910662289
Ctbp1;0.00300831690447369;0.828553066226244;0.915896874086112;-0.0242139146697946;0.0302260905427125
Zfp820;0.00274305056166818;0.843465988885098;0.927628290762198;-0.024479025968162;0.0299610622396359
Kdm4d;0.00269561781115925;0.846138681516748;0.929279497301755;-0.0245264305913676;0.0299136716500942
Tsnax;0.00261275175530165;0.850812165318778;0.929314812939145;-0.0246092472144562;0.0298308789567469
Gtpbp6;0.00253552943960499;0.855172077221457;0.932067987758705;-0.0246864231277606;0.0297537246708899
Zfp212;0.00250801309941916;0.856726704263127;0.932067987758705;-0.0247139228551471;0.0297262324931485
Zfp563;0.00248500392161206;0.858027111176683;0.932067987758705;-0.0247369181096949;0.0297032434883749
Zfp617;0.00247201188862857;0.858761550715363;0.932067987758705;-0.0247499022682453;0.0296902628332881
Zbtb45;0.00235424168974107;0.865424597180353;0.932067987758705;-0.0248676006679987;0.0295725953539792
Id1;0.0023182993878435;0.867460021930842;0.932067987758705;-0.0249035209072057;0.0295366842508376
Cnot4;0.00231101623793956;0.867872576681285;0.932067987758705;-0.0249107995778829;0.0295294074143161
Zfp646;0.00223589330709735;0.872130001614552;0.934233122342879;-0.0249858761387838;0.0294543494352682
Relb;0.00220995659171116;0.873600774005395;0.934233122342879;-0.0250117967733159;0.0294284350736591
Creb3l4;0.00219854646013997;0.874247937757924;0.934263542826939;-0.0250231998189727;0.0294170347644174
Myc;0.00212241801301771;0.878567948970734;0.93689096253235;-0.0250992808075454;0.0293409716706859
Smarcb1;0.00209146076827533;0.880325701202997;0.938102899658805;-0.0251302186633246;0.0293100409114119
Sall4;0.00200689144851437;0.885130527209348;0.941870682022367;-0.0252147347503263;0.0292255436792262
Zfp626;0.0019743542116465;0.88698027333629;0.941870682022367;-0.025247251402741;0.0291930340737394
Spib;0.00182276437503137;0.895606130709163;0.947698148122521;-0.0253987445777934;0.0290415722116689
Hdac8;0.0017415394564979;0.900233188501243;0.950938133536249;-0.0254799171886541;0.0289604153502144
Zfp362;0.00173585206461628;0.900557305269428;0.950938133536249;-0.0254856009044905;0.0289547327102656
Zkscan5;0.00171236165083108;0.901896167190099;0.951240555061876;-0.0255090761166036;0.0289312619045637
Zfp27;0.0016651819216246;0.90458606672435;0.953192575543453;-0.0255562252230448;0.0288841214668746
Noc2l;0.00163848345348017;0.906108737112312;0.953829820751193;-0.0255829063084596;0.0288574451797066
Bcl3;0.001607768216516;0.907860918876049;0.954644838093895;-0.0256136014994995;0.0288267554128735
Zfp457;0.00152773315680075;0.91242868442932;0.957555592672782;-0.0256935840841804;0.028746786479915
Peg3;0.00145866307972135;0.916372987796412;0.959586138399849;-0.0257626085952622;0.028677773189988
Zfp605;0.00139045507980562;0.920270082557297;0.96100126186827;-0.0258307713431811;0.0286096210137964
Gm38394;0.00131348987082294;0.924669819205705;0.964262035221419;-0.0259076851863251;0.0285327184918529
Ctcf;0.00128483804204183;0.926308304426919;0.965304030148135;-0.0259363178108321;0.0285040899172662
Ywhaz;0.00120651825340564;0.930788678724953;0.967652545181498;-0.0260145848766696;0.028425833466124
Fiz1;0.00120147705297526;0.931077143090609;0.967652545181498;-0.0260196226720662;0.0284207963311011
Zfp30;0.00120063611353046;0.931125263674647;0.967652545181498;-0.0260204630433714;0.0284199560696859
Zfp800;0.00116421569925175;0.933209566767311;0.968485529772261;-0.0260568588150633;0.0283835649834191
Zfp280b;0.00105151401635823;0.939662206458814;0.973783934634699;-0.0261694837851684;0.0282709535979299
Zfp87;0.00100576601539301;0.942282624110339;0.974504314729941;-0.0262152004496034;0.0282252420534449
Zcchc14;0.000979677347026078;0.943777248638343;0.974504314729941;-0.0262412711967369;0.0281991741241076
Zfp712;0.000972786474478593;0.944172061225101;0.974504314729941;-0.0262481573295173;0.0281922887232368
Ets1;0.000845259394281441;0.951481098845441;0.97662399081307;-0.0263755962261271;0.0280648624393085
Cbfb;0.000828658943412877;0.952432844021613;0.97662399081307;-0.0263921851328815;0.0280482750442148
Tet1;0.000775914247406954;0.955457272310547;0.97662399081307;-0.0264448930502223;0.0279955717309079
Tia1;0.000775074190101947;0.955505447254673;0.97662399081307;-0.0264457325205342;0.027994732331475
Gm12184;0.000729688906149224;0.958108403648487;0.97662399081307;-0.0264910860342885;0.0279493825329306
Hoxb2;0.000727127728938086;0.958255306960379;0.97662399081307;-0.0264936454153071;0.0279468233548881
Gm14288;0.00072337834336598;0.958470365761504;0.97662399081307;-0.0264973921707344;0.0279430768953165
Gm14391;0.000711334920457813;0.959161177732307;0.97662399081307;-0.0265094271401655;0.027931042865858
