Differentiable motif activity alpha cells;names;scores;logfoldchanges;pvals;pvals_adj;Motif_ID;direct_TF;TF_name
2330;M07485_2.00;2.7974052;0.11432262;0.005151488094983086;0.0061690659902883865;M07485_2.00;;['A1JVI6_MOUSE', 'Sebox', 'Phox2a', 'Phox2b', 'Alx3', 'Vsx2', 'Msx2', 'Otp', 'Rax', 'Msx3', 'Mixl1', 'Prrx1', 'Shox2', 'Uncx', 'Nobox', 'Isx', 'Vsx1', 'Gbx2', 'Arx', 'Alx1', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Prop1', 'Msx1', 'En1', 'Gbx1', 'Noto']
2331;M05532_2.00;2.7895143;0.12396398;0.005278715907468266;0.006320166726560651;M05532_2.00;;['Irf3']
2332;M06871_2.00;2.774347;0.14173867;0.005531263653741418;0.006617270661149968;M06871_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
2333;M03460_2.00;2.7679439;0.24894519;0.005641118191776947;0.006744668947385003;M03460_2.00;;['Rfx5', 'Rfx7']
2334;M03459_2.00;2.7679439;0.24894519;0.005641118191776947;0.006744668947385003;M03459_2.00;;['Rfx5', 'Rfx7']
2335;M03869_2.00;2.7591043;0.12534744;0.005796003240263563;0.006928476145288226;M03869_2.00;;['Nkx6-1', 'Nkx6-2', 'Nkx6-3']
2336;M03202_2.00;2.755202;0.11806991;0.005865591198182333;0.007010267381929362;M03202_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Esx1', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Nobox', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
2337;M04158_2.00;2.7543826;0.12914936;0.00588029613006205;0.0070250498462839026;M04158_2.00;;['Npas2']
2338;M10592_2.00;2.753833;0.12570433;0.00589018253537738;0.007034066276362106;M10592_2.00;;['Gata6', 'Gata2', 'Gata3', 'Gata5', 'Gata4', 'Gata1']
2339;M00261_2.00;2.7512996;0.06632281;0.005935931378344594;0.007087292298861304;M00261_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Lhx9', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Dlx2', 'Esx1', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Barhl1', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Nobox', 'Dlx6', 'Dlx5', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Gsx2', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Lhx8']
2340;M05223_2.00;2.7499413;0.116415136;0.005960592194715769;0.007115323830690877;M05223_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Hoxb1', 'Lhx9', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Dlx2', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Nobox', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Hoxb2', 'Hoxd3', 'Hoxa3']
2341;M05280_2.00;2.7331033;0.122898936;0.006274066328201825;0.007486554543215432;M05280_2.00;;['Hoxa10', 'Hoxc11', 'Hoxd12', 'Hoxc10', 'Meox2', 'Hoxa11', 'Hoxd11', 'Hoxc12', 'Hoxd10']
2342;M05695_2.00;2.7242746;0.14135084;0.006444291719016255;0.0076866264177238705;M05695_2.00;;['Nfatc4', 'Nfatc2', 'Nfatc3', 'Nfatc1']
2343;M09361_2.00;2.721558;0.28935784;0.006497498426225532;0.0077485535465636225;M09361_2.00;;['Rfx6', 'Rfx4', 'Rfx2', 'Rfx1', 'Rfx3', 'Rfx8']
2344;M01028_2.00;2.7177958;0.11225672;0.006571838067508032;0.007834099928244461;M01028_2.00;Tbr1;['Tbx21', 'Eomes', 'Tbr1']
2345;M06388_2.00;2.7170196;0.115832016;0.006587269457455963;0.007850939064038874;M06388_2.00;;['Hsf2', 'Hsf1']
2346;M00352_2.00;2.711317;0.11588;0.00670165010722706;0.007984097413800226;M00352_2.00;;['Pax3', 'Pax7']
2347;M03807_2.00;2.7063584;0.11780903;0.006802559389317353;0.00809790027065609;M03807_2.00;;['Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
2348;M09077_2.00;2.696344;0.13964477;0.007010525682457814;0.008342164909834051;M09077_2.00;Etv6;['Elf3', 'Ehf', 'Elf5', 'Etv6', 'Elf4', 'Elf1', 'Elf2', 'Erg']
2349;M10879_2.00;2.6945543;0.15161325;0.0070482821013047635;0.00838543393812994;M10879_2.00;;['Irf1', 'Irf2']
2350;M03095_2.00;2.6929266;0.11803278;0.007082785278534702;0.00842315022050775;M03095_2.00;;['Meox1', 'Dlx3', 'Mnx1', 'Vax1', 'Nanog', 'Alx3', 'Hoxa2', 'Lhx1', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Dlx2', 'Msx3', 'Barhl1', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Alx1', 'En2', 'Alx4', 'Dlx1', 'Hoxd1', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Hoxb2', 'Hoxd3', 'Hoxa3']
2351;M07978_2.00;2.6847987;0.12348332;0.007257352220316188;0.008623931288872072;M07978_2.00;;['Irf4', 'Irf8']
2352;M09618_2.00;2.6826427;0.1432609;0.007304299734357321;0.008678004465117527;M09618_2.00;Nr1h4;['Rarg', 'Nr1h3', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Vdr', 'Rorc', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr2f1']
2353;M03210_2.00;2.664748;0.100593284;0.007704602597168146;0.009146363999085912;M03210_2.00;;['Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Tlx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Hoxa1', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Tlx3', 'Hesx1', 'Prrxl1', 'Dlx1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
2354;M09954_2.00;2.6624413;0.13680825;0.007757613582969315;0.009207477420165278;M09954_2.00;;['Atf1', 'Creb1', 'Crem']
2355;M00204_2.00;2.6500442;0.1301984;0.008048122187605875;0.009546628567310006;M00204_2.00;Sox18;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
2356;M00209_2.00;2.6500442;0.1301984;0.008048122187605875;0.009546628567310006;M00209_2.00;Sox7;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
2357;M05300_2.00;2.646638;0.112437494;0.008129636596652638;0.00963951784153568;M05300_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Hoxb1', 'Lhx9', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Dlx2', 'Esx1', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Nobox', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Gsx2', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Lhx8']
2358;M00766_2.00;2.639674;0.11260233;0.008298580175756373;0.009834021906797798;M00766_2.00;Zfp263;['Zfp263', 'Q8K439_MOUSE']
2359;M05880_2.00;2.6348987;0.13727486;0.008416243315434736;0.009971490799650217;M05880_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Thrb', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr5a1', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr6a1', 'Nr2f1']
2360;M02456_2.00;2.6336482;0.55502737;0.008447299019069106;0.010006314024164192;M02456_2.00;;['Rfx6', 'Rfx4', 'Rfx2', 'Rfx1', 'Rfx3', 'Rfx8']
2361;M02450_2.00;2.6256063;0.64350384;0.008649479712549434;0.010241774166424945;M02450_2.00;;['Rfx6', 'Rfx4', 'Rfx2', 'Rfx1', 'Rfx3', 'Rfx8']
2362;M00060_2.00;2.6236012;0.13175403;0.00870055828347988;0.010298200652794333;M00060_2.00;;['Hsf2', 'Hsf4']
2363;M01142_2.00;2.617974;0.11580598;0.008845350703709808;0.010465461170983825;M01142_2.00;;['Nfe2l2', 'Nfe2l3', 'Nfe2l1', 'Nfe2']
2364;M08944_2.00;2.613425;0.11097473;0.008963974610871207;0.010603726064079355;M08944_2.00;;['Zfp647']
2365;M04524_2.00;2.6009958;0.14104633;0.009295358196618595;0.010984925170851685;M04524_2.00;;['Gfi1b', 'Gfi1']
2366;M06205_2.00;2.5995405;0.12012249;0.009334864799095368;0.011027278904293763;M06205_2.00;;['Gata6', 'Gata2', 'Gata3', 'Gata5', 'Gata4', 'Gata1']
2367;M03520_2.00;2.5958107;0.12481276;0.009436803597891454;0.011145509983841164;M03520_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
2368;M03738_2.00;2.5939565;0.12547165;0.009487846913354763;0.01120139602216638;M03738_2.00;;['Foxg1', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxi3', 'Foxe1', 'Foxl1']
2369;M00395_2.00;2.5752428;0.10138347;0.01001697682740128;0.01182144792778479;M00395_2.00;Evx1;['Hoxa4', 'Sebox', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Vsx2', 'Barx1', 'Msx2', 'Hoxc5', 'Rax', 'Tlx1', 'Lbx1', 'Msx3', 'Mixl1', 'Prrx1', 'Barhl1', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Hoxa1', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Alx4', 'Tlx3', 'Hesx1', 'Prrxl1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
2370;M05697_2.00;2.5653467;0.13396885;0.0103072732633389;0.012161652227922336;M05697_2.00;;['Nfatc4', 'Nfatc2', 'Nfatc3', 'Nfatc1']
2371;M05333_2.00;2.5593638;0.1185664;0.010486389286711023;0.01236813986473428;M05333_2.00;;['Hoxb6', 'Hoxa10', 'Hoxc11', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Hoxc9', 'Hoxa11', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb5', 'Hoxd11', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8']
2372;M00327_2.00;2.5544806;0.115564205;0.010634633596065722;0.012540526754262598;M00327_2.00;;['Six6', 'Six3']
2373;M07965_2.00;2.5519905;0.13059345;0.010710943521657286;0.012628036529944505;M07965_2.00;;['Gata6', 'Gata2', 'Gata3', 'Gata5', 'Gata4', 'Gata1']
2374;M05107_2.00;2.5493495;0.11315646;0.010792409949605373;0.012719097283348366;M05107_2.00;;['Hoxb6', 'Hoxa10', 'Hoxc11', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Hoxc9', 'Hoxa11', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb5', 'Hoxd11', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8']
2375;M10742_2.00;2.541243;0.12841552;0.011045912731001672;0.013010207435222102;M10742_2.00;;['Nkx2-1', 'Nkx2-5', 'Nkx2-2', 'Nkx2-6', 'Nkx2-3', 'Nkx2-4', 'Nkx2-9']
2376;M04571_2.00;2.5344086;0.10773064;0.011263732861063415;0.013264164759435162;M04571_2.00;;['Zfp454']
2377;M05115_2.00;2.5333197;0.10964739;0.011298782905752827;0.013302834846358164;M05115_2.00;;['Hoxb6', 'Hoxa10', 'Hoxc11', 'Hoxc8', 'Hoxc6', 'Hoxd12', 'Hoxb9', 'Hoxc10', 'Hoxd8', 'Hoxc9', 'Hoxa11', 'Hoxa9', 'Hoxd11', 'Hoxa6', 'Hoxd9', 'Hoxc12', 'Hoxd10', 'Hoxb8']
2378;M06502_2.00;2.5326622;0.10025297;0.011319998620714753;0.013322597202539829;M06502_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx', 'Obox6', 'Rhox9', 'ENSMUSG00000097436']
2379;M06509_2.00;2.5326622;0.10025297;0.011319998620714753;0.013322597202539829;M06509_2.00;;['Otx1', 'Gsc', 'Pitx1', 'Otx2', 'Gsc2', 'Pitx3', 'Pitx2', 'Dmbx1', 'Crx']
2380;M03070_2.00;2.526108;0.11466416;0.011533401086409918;0.013565788017537503;M03070_2.00;;['Gcm2', 'Gcm1']
2381;M02082_2.00;2.5240815;0.12140486;0.011600106164336937;0.013641579677810392;M02082_2.00;;['Sebox', 'Phox2a', 'Phox2b', 'Alx3', 'Vsx2', 'Otp', 'Esx1', 'Rax', 'Mixl1', 'Prrx1', 'Shox2', 'Uncx', 'Isx', 'Vsx1', 'Gbx2', 'Arx', 'Alx1', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Prop1', 'Gbx1']
2382;M01921_2.00;2.5237365;0.11448224;0.011611494249500313;0.01365230232971552;M01921_2.00;;['Kmt2a']
2383;M00154_2.00;2.52337;0.104398794;0.011623604957923401;0.013663870253508861;M00154_2.00;E2f2;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
2384;M04687_2.00;2.5229712;0.14068684;0.011636796991135054;0.0136767045348224;M04687_2.00;;['Dmrtc2', 'Dmrt1', 'Dmrt3', 'Dmrta1', 'Dmrta2', 'Dmrt2']
2385;M05430_2.00;2.5161798;0.119271256;0.01186346576653789;0.013937660308646;M05430_2.00;;['Pax4']
2386;M03452_2.00;2.5142393;0.24535792;0.0119289433574738;0.0140118487015327;M03452_2.00;;['Rfx6', 'Rfx4', 'Rfx2', 'Rfx1', 'Rfx3', 'Rfx8']
2387;M09953_2.00;2.5128164;0.12282545;0.011977163699289282;0.014065741551948006;M09953_2.00;;['Atf1', 'Creb1', 'Crem']
2388;M00869_2.00;2.5046668;0.12080775;0.012256678032836319;0.014388378233354992;M00869_2.00;;['Hsf1']
2389;M04867_2.00;2.4758198;0.15868816;0.013293061593296398;0.015595878349996985;M04867_2.00;;['Gata6', 'Gata2', 'Gata3', 'Gata5', 'Gata4', 'Gata1']
2390;M04804_2.00;2.4572353;0.13845077;0.014001091383142756;0.016423359387209;M04804_2.00;;['Spi1', 'Spic', 'Spib']
2391;M05254_2.00;2.4506273;0.0998451;0.014260751722402223;0.016692129400258267;M05254_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Dlx2', 'Esx1', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Nobox', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Gsx2', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Lhx8']
2392;M05253_2.00;2.4506273;0.0998451;0.014260751722402223;0.016692129400258267;M05253_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Dlx2', 'Esx1', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Nobox', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Gsx2', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Lhx8']
2393;M05271_2.00;2.4506273;0.0998451;0.014260751722402223;0.016692129400258267;M05271_2.00;;['Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
2394;M02166_2.00;2.4506273;0.0998451;0.014260751722402223;0.016692129400258267;M02166_2.00;;['Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Mixl1', 'Prrx1', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
2395;M00446_2.00;2.4506273;0.0998451;0.014260751722402223;0.016692129400258267;M00446_2.00;Pdx1;['Hoxb6', 'Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Hoxc6', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Hoxd8', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Nobox', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Hoxa6', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'Hoxb8', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
