Differentiable motif activity alpha cells;names;scores;logfoldchanges;pvals;pvals_adj;Motif_ID;direct_TF;TF_name
0;M05413_2.00;40.054066;4.0058227;0.0;0.0;M05413_2.00;;['Pax2', 'Pax6']
1;M03291_2.00;39.71139;4.631095;0.0;0.0;M03291_2.00;;['Pax2', 'Pax6']
2;M03900_2.00;39.085533;4.279438;0.0;0.0;M03900_2.00;;['Pax6']
3;M05412_2.00;38.90162;3.6925375;0.0;0.0;M05412_2.00;;['Pax2', 'Pax6']
4;M05436_2.00;38.531826;3.8714454;0.0;0.0;M05436_2.00;;['Pax4']
5;M05414_2.00;38.33186;3.4091408;0.0;0.0;M05414_2.00;;['Pax2', 'Pax6']
6;M03899_2.00;38.23041;3.6266236;0.0;0.0;M03899_2.00;;['Pax6']
7;M05432_2.00;37.50098;3.359325;0;0;M05432_2.00;;['Pax4']
8;M05415_2.00;37.11064;3.1998098;0;0;M05415_2.00;;['Pax2', 'Pax6']
9;M09088_2.00;35.6728;3.1089327;0;0;M09088_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb2', 'Foxb1']
10;M09543_2.00;35.559006;2.8333972;0;0;M09543_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1']
11;M07961_2.00;35.511143;3.0223243;0;0;M07961_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1']
12;M05435_2.00;35.46106;3.2157855;0;0;M05435_2.00;;['Pax4']
13;M07962_2.00;35.127262;3.0404444;0;0;M07962_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1']
14;M10806_2.00;34.953186;2.6501894;0;0;M10806_2.00;;['Pax2', 'Pax6']
15;M07959_2.00;34.832756;2.9686291;0;0;M07959_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb2', 'Foxb1']
16;M01983_2.00;34.714878;2.5212638;0;0;M01983_2.00;Foxb1;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb2', 'Foxb1']
17;M03443_2.00;34.637188;2.6229253;0;0;M03443_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
18;M08121_2.00;34.543087;2.7759326;0;0;M08121_2.00;Foxa2;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb2', 'Foxb1']
19;M05431_2.00;34.52828;2.6262796;0;0;M05431_2.00;;['Pax4']
20;M03031_2.00;34.32794;2.4017997;0;0;M03031_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb2', 'Foxb1']
21;M08123_2.00;34.27883;2.9127924;0;0;M08123_2.00;;['Foxa1', 'Foxa2', 'Foxa3']
22;M09103_2.00;34.155327;2.8070996;0;0;M09103_2.00;Foxa1;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1']
23;M08117_2.00;33.489853;2.5759444;0;0;M08117_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1']
24;M09545_2.00;33.44793;2.3152711;0;0;M09545_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1']
25;M09090_2.00;33.432102;2.5280793;0;0;M09090_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1']
26;M07960_2.00;33.349434;2.538319;0;0;M07960_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1']
27;M09096_2.00;33.30048;2.4719248;0;0;M09096_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1', 'Foxs1']
28;M09106_2.00;33.30048;2.4719248;0;0;M09106_2.00;Foxa3;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1', 'Foxs1']
29;M09542_2.00;33.110573;2.5037377;0;0;M09542_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb2', 'Foxb1']
30;M08199_2.00;33.035263;2.562363;0;0;M08199_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1']
31;M09104_2.00;32.724007;2.3754506;0;0;M09104_2.00;Foxa2;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb2', 'Foxb1']
32;M02689_2.00;32.718517;2.36567;0;0;M02689_2.00;;['Pax2', 'Pax6']
33;M05446_2.00;32.0063;2.229679;0;0;M05446_2.00;;['Pou2f2']
34;M04817_2.00;31.365181;2.2927864;0;0;M04817_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1']
35;M09099_2.00;31.311594;2.1118138;0;0;M09099_2.00;Foxm1;['Foxm1']
36;M09085_2.00;31.311594;2.1118138;0;0;M09085_2.00;;['Foxm1']
37;M03045_2.00;31.005877;2.1936939;0;0;M03045_2.00;;['Foxg1', 'Foxj3', 'Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
38;M03034_2.00;31.005877;2.1936939;0;0;M03034_2.00;;['Foxg1', 'Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
39;M03062_2.00;31.005877;2.1936939;0;0;M03062_2.00;Foxk1;['Foxj3', 'Foxk2', 'Foxi1', 'Foxk1']
40;M03043_2.00;31.005877;2.1936939;0;0;M03043_2.00;;['Foxg1', 'Foxj3', 'Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
41;M03040_2.00;31.005877;2.1936939;0;0;M03040_2.00;;['Foxo4']
42;M03026_2.00;31.005877;2.1936939;0;0;M03026_2.00;;['Foxj2', 'Foxg1', 'Foxj3', 'Foxk2', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxk1', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
43;M03054_2.00;31.005877;2.1936939;0;0;M03054_2.00;Foxg1;['Foxg1', 'Foxj3', 'Foxk2', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
44;M03050_2.00;31.005877;2.1936939;0;0;M03050_2.00;;['Foxp4', 'Foxo4', 'Foxo1', 'Foxo3', 'Foxo6']
45;M04818_2.00;30.987022;2.258338;0;0;M04818_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1']
46;M05429_2.00;30.911596;1.9760387;0;0;M05429_2.00;;['Pax2']
47;M05449_2.00;30.707813;2.014055;0;0;M05449_2.00;;['Pou2f2']
48;M08115_2.00;30.695179;2.1322644;0;0;M08115_2.00;;['Foxp4', 'Foxp2', 'Foxp1', 'Foxj3', 'Foxk2', 'Foxp3', 'Foxc2']
49;M05686_2.00;30.678934;1.9744782;0;0;M05686_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
50;M05476_2.00;30.477835;2.1175654;0;0;M05476_2.00;;['Pou3f2']
51;M01982_2.00;30.409393;1.751115;0;0;M01982_2.00;Foxc1;['Foxg1', 'Foxp4', 'Foxf2', 'Foxk2', 'Foxf1', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
52;M05685_2.00;30.392609;1.9454156;0;0;M05685_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
53;M03294_2.00;30.368689;1.9899164;0;0;M03294_2.00;;['Pax2']
54;M10575_2.00;30.28536;1.8110278;0;0;M10575_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb2', 'Foxb1']
55;M09101_2.00;30.177809;2.0901496;0;0;M09101_2.00;Foxp2;['Foxp4', 'Foxp2', 'Foxp1', 'Foxp3']
56;M09216_2.00;29.947702;2.120241;0;0;M09216_2.00;;['Pax2', 'Pax6']
57;M09217_2.00;29.947702;2.120241;0;0;M09217_2.00;Pax6;['Pax2', 'Pax6']
58;M00793_2.00;29.934938;1.9025456;0;0;M00793_2.00;Foxp1;['Foxp4', 'Foxp2', 'Foxp1', 'Foxj3', 'Foxk2', 'Foxp3', 'Foxc2']
59;M04843_2.00;29.71132;1.9522078;0;0;M04843_2.00;;['Foxg1', 'Foxp1', 'Foxj3', 'Foxf2', 'Foxk2', 'Foxf1', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
60;M06436_2.00;29.70993;1.8494033;0;0;M06436_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
61;M05496_2.00;29.53025;1.9971094;0;0;M05496_2.00;;['Pou3f4']
62;M05486_2.00;29.417978;2.0261002;0;0;M05486_2.00;;['Pou3f1']
63;M09541_2.00;29.358334;1.9403089;0;0;M09541_2.00;;['Foxp4', 'Foxp2', 'Foxp1', 'Foxj3', 'Foxk2', 'Foxp3', 'Foxc2']
64;M00366_2.00;29.304531;1.7508123;0;0;M00366_2.00;;['Pou3f4']
65;M08118_2.00;29.27603;1.8561385;0;0;M08118_2.00;;['Foxj2', 'Foxg1', 'Foxp4', 'Foxp1', 'Foxj3', 'Foxk2', 'Foxp3', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxi3', 'Foxk1']
66;M05471_2.00;29.175648;1.9811875;0;0;M05471_2.00;;['Pou4f1']
67;M00665_2.00;29.148794;1.6670517;0;0;M00665_2.00;;['Foxb2', 'Foxb1']
68;M00837_2.00;29.05556;1.8165635;0;0;M00837_2.00;;['Foxp4', 'Foxp2', 'Foxp1', 'Foxj3', 'Foxk2', 'Foxp3', 'Foxc2']
69;M05428_2.00;29.042753;1.6868502;0;0;M05428_2.00;;['Pax2']
70;M03944_2.00;29.033504;1.8826258;0;0;M03944_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
71;M09089_2.00;28.938457;1.9470646;0;0;M09089_2.00;;['Foxp4', 'Foxp2', 'Foxp1', 'Foxp3']
72;M03744_2.00;28.913923;1.7902839;0;0;M03744_2.00;;['Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxl1']
73;M05690_2.00;28.83636;1.7807428;0;0;M05690_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
74;M00796_2.00;28.775488;1.6333395;0;0;M00796_2.00;Foxc2;['Foxg1', 'Foxp1', 'Foxj3', 'Foxf2', 'Foxk2', 'Foxf1', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
75;M04827_2.00;28.750166;1.7109197;0;0;M04827_2.00;;['Foxj2', 'Foxg1', 'Foxj3', 'Foxk2', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxk1', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
76;M04825_2.00;28.665232;1.7525995;0;0;M04825_2.00;;['Foxj3', 'Foxk2', 'Foxi1', 'Foxk1']
77;M03317_2.00;28.617767;1.8066392;0;0;M03317_2.00;;['Pou3f4']
78;M08201_2.00;28.541855;1.8709422;0;0;M08201_2.00;;['Foxa1', 'Foxa2', 'Foxa3']
79;M09589_2.00;28.382982;1.623164;0;0;M09589_2.00;Pou2f2;['Pou2f2']
80;M05689_2.00;28.352646;1.8000432;0;0;M05689_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
81;M07972_2.00;28.299868;1.6768817;0;0;M07972_2.00;;['Pou2f2']
82;M07973_2.00;28.299868;1.6768817;0;0;M07973_2.00;;['Pou2f2']
83;M09110_2.00;28.224518;1.8422881;0;0;M09110_2.00;Foxo3;['Foxp4', 'Foxo4', 'Foxo1', 'Foxo3', 'Foxo6']
84;M04833_2.00;28.184233;1.8402873;0;0;M04833_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1', 'Foxs1']
85;M08116_2.00;28.112848;1.7129554;0;0;M08116_2.00;;['Foxp4', 'Foxp2', 'Foxp1', 'Foxp3']
86;M03444_2.00;27.89959;1.7743301;0;0;M03444_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
87;M04854_2.00;27.793354;1.765444;0;0;M04854_2.00;;['Foxg1', 'Foxj3', 'Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
88;M08227_2.00;27.73703;1.558763;0;0;M08227_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
89;M04850_2.00;27.605246;1.7011356;0;0;M04850_2.00;;['Foxo4']
90;M08028_2.00;27.59148;1.6496421;0;0;M08028_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1']
91;M05490_2.00;27.576065;1.6891345;0;0;M05490_2.00;;['Pou3f1']
92;M00836_2.00;27.430115;1.6113291;0;0;M00836_2.00;;['Foxp4', 'Foxp2', 'Foxp1', 'Foxj3', 'Foxk2', 'Foxp3', 'Foxc2']
93;M03298_2.00;27.380226;1.7325548;0;0;M03298_2.00;;['Pou2f2']
94;M03318_2.00;27.376755;1.6653346;0;0;M03318_2.00;;['Pou3f4']
95;M05445_2.00;27.328289;1.69318;0;0;M05445_2.00;;['Pou2f2']
96;M07995_2.00;27.32431;1.5806681;0;0;M07995_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
97;M00553_2.00;27.250416;1.593478;0;0;M00553_2.00;Pou3f3;['Pou3f3']
98;M05481_2.00;27.135921;1.6760412;0;0;M05481_2.00;;['Pou3f2']
99;M03901_2.00;27.120808;1.6952066;0;0;M03901_2.00;;['Pax6']
100;M06473_2.00;27.0455;1.7736286;0;0;M06473_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb2', 'Foxb1']
101;M08200_2.00;27.0455;1.7736286;0;0;M08200_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb2', 'Foxb1']
102;M06194_2.00;27.0455;1.7736286;0;0;M06194_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb2', 'Foxb1']
103;M03314_2.00;27.04495;1.7240947;0;0;M03314_2.00;;['Pou3f2']
104;M07974_2.00;27.026485;1.571489;0;0;M07974_2.00;;['Pou2f2']
105;M07975_2.00;27.026485;1.571489;0;0;M07975_2.00;;['Pou2f2']
106;M03883_2.00;26.991331;1.6389925;0;0;M03883_2.00;;['Pax4']
107;M09087_2.00;26.898043;1.7166892;0;0;M09087_2.00;;['Foxp4', 'Foxo4', 'Foxo1', 'Foxo3', 'Foxo6']
108;M09209_2.00;26.866026;2.4382179;0;0;M09209_2.00;Isl1;['Sebox', 'Shox2', 'Isl2', 'Vsx1', 'Isl1', 'Noto']
109;M09128_2.00;26.866026;2.4382179;0;0;M09128_2.00;;['Sebox', 'Shox2', 'Isl2', 'Vsx1', 'Isl1', 'Noto']
110;M03442_2.00;26.829407;1.6206433;0;0;M03442_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
111;M09083_2.00;26.808537;1.5726051;0;0;M09083_2.00;;['Foxg1', 'Foxp4', 'Foxf2', 'Foxk2', 'Foxf1', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
112;M09111_2.00;26.808537;1.5726051;0;0;M09111_2.00;Foxc1;['Foxg1', 'Foxp4', 'Foxf2', 'Foxk2', 'Foxf1', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
113;M05204_2.00;26.779852;1.978248;0;0;M05204_2.00;;['Sebox', 'Shox2', 'Isl2', 'Vsx1', 'Isl1', 'Noto']
114;M04819_2.00;26.701117;1.5723583;0;0;M04819_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1']
115;M10570_2.00;26.689474;1.8016745;0;0;M10570_2.00;Foxd1;['Foxg1', 'Foxj3', 'Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
116;M09622_2.00;26.686768;1.5728816;0;0;M09622_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
117;M05688_2.00;26.605465;1.6094961;0;0;M05688_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
118;M03949_2.00;26.591106;1.6776899;0;0;M03949_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
119;M04831_2.00;26.567036;1.5606881;0;0;M04831_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1', 'Foxs1']
120;M05687_2.00;26.517523;1.5540676;0;0;M05687_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
121;M09559_2.00;26.5139;1.9433968;0;0;M09559_2.00;;['Nkx3-1', 'Nkx3-2']
122;M08120_2.00;26.449568;1.7009513;0;0;M08120_2.00;;['Foxj3', 'Foxk2', 'Foxi1', 'Foxk1']
123;M05492_2.00;26.409369;1.5888177;0;0;M05492_2.00;;['Pou3f4']
124;M03022_2.00;26.375671;1.580686;0;0;M03022_2.00;;['Foxo4', 'Foxo1', 'Foxo3', 'Foxo6']
125;M02681_2.00;26.375671;1.580686;0;0;M02681_2.00;;['Foxg1', 'Foxj3', 'Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
126;M03020_2.00;26.375671;1.580686;0;0;M03020_2.00;;['Foxp4', 'Foxo4', 'Foxo1', 'Foxo3', 'Foxo6']
127;M09450_2.00;26.24531;1.141886;0;0;M09450_2.00;Nrf1;['Nrf1']
128;M04631_2.00;26.13029;1.3063784;0;0;M04631_2.00;;['Zbtb14']
129;M05462_2.00;26.076723;1.460574;0;0;M05462_2.00;;['Pou4f3']
130;M04852_2.00;26.071938;1.5437504;0;0;M04852_2.00;;['Foxg1', 'Foxj3', 'Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
131;M10526_2.00;25.8822;1.5048517;0;0;M10526_2.00;;['Foxg1', 'Foxp4', 'Foxf2', 'Foxk2', 'Foxf1', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
132;M09342_2.00;25.877134;1.4299831;0;0;M09342_2.00;Pax5;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
133;M05450_2.00;25.871086;1.5165379;0;0;M05450_2.00;;['Pou2f2']
134;M04821_2.00;25.819979;1.5150689;0;0;M04821_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1']
135;M09218_2.00;25.809921;1.4536611;0;0;M09218_2.00;;['Pou2f2']
136;M09224_2.00;25.809921;1.4536611;0;0;M09224_2.00;Pou2f2;['Pou2f2']
137;M05448_2.00;25.72268;1.6261116;0;0;M05448_2.00;;['Pou2f2']
138;M09547_2.00;25.571373;1.5983608;0;0;M09547_2.00;Foxo1;['Foxo4', 'Foxo1', 'Foxo3', 'Foxo6']
139;M08140_2.00;25.380602;1.4080406;0;0;M08140_2.00;;['Pou2f2']
140;M04908_2.00;25.379707;1.8205881;0;0;M04908_2.00;;['Sebox', 'Shox2', 'Isl2', 'Vsx1', 'Isl1', 'Noto']
141;M04910_2.00;25.337353;1.812723;0;0;M04910_2.00;;['Sebox', 'Shox2', 'Isl2', 'Vsx1', 'Isl1', 'Noto']
142;M04909_2.00;25.337353;1.812723;0;0;M04909_2.00;;['Sebox', 'Shox2', 'Isl2', 'Vsx1', 'Isl1', 'Noto']
143;M00162_2.00;25.335941;1.4327155;0;0;M00162_2.00;Foxa2;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb2', 'Foxb1']
144;M04860_2.00;25.24123;1.442235;0;0;M04860_2.00;;['Foxj2', 'Foxg1', 'Foxp1', 'Foxj3', 'Foxk2', 'Foxp3', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxd2', 'Foxi3', 'Foxk1', 'Foxd3', 'Foxd1']
145;M03323_2.00;25.168789;1.4338051;0;0;M03323_2.00;Pou2f2;['Pou2f2']
146;M07996_2.00;25.064331;1.3768661;0;0;M07996_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
147;M05373_2.00;25.000244;1.6656657;0;0;M05373_2.00;;['Hoxa4', 'Meox1', 'Mnx1', 'Vax1', 'Nanog', 'Msx2', 'Hoxc5', 'Tlx1', 'Msx3', 'Barhl1', 'Pdx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Lbx2', 'Meox2', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hmx3', 'Tlx3', 'Hesx1', 'Emx2', 'Msx1', 'Hmx2', 'Bsx', 'Hmx1', 'Gbx1', 'Tlx2', 'Hoxc4', 'Hoxd4']
148;M05012_2.00;24.845058;1.668227;0;0;M05012_2.00;;['Nkx3-1', 'Nkx3-2']
149;M06197_2.00;24.720217;1.3970996;0;0;M06197_2.00;;['Foxg1', 'Foxa2', 'Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
150;M02425_2.00;24.712896;1.4732833;0;0;M02425_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
151;M05500_2.00;24.654814;1.4258368;0;0;M05500_2.00;;['Pou3f4']
152;M04629_2.00;24.654318;1.1700398;0;0;M04629_2.00;;['Zbtb14']
153;M03030_2.00;24.55137;1.4079139;0;0;M03030_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb2', 'Foxb1']
154;M05256_2.00;24.436749;1.6242373;0;0;M05256_2.00;;['Nkx3-1', 'Nkx3-2']
155;M03812_2.00;24.424028;1.6046307;0;0;M03812_2.00;;['Nkx3-1', 'Nkx3-2']
156;M04630_2.00;24.422314;1.2234839;0;0;M04630_2.00;;['Zbtb14']
157;M09184_2.00;24.342693;1.5656023;0;0;M09184_2.00;Nkx3-1;['Nkx3-1', 'Nkx3-2']
158;M09154_2.00;24.342693;1.5656023;0;0;M09154_2.00;;['Nkx3-1', 'Nkx3-2']
159;M05255_2.00;24.237656;1.5790297;0;0;M05255_2.00;;['Nkx3-1', 'Nkx3-2']
160;M07997_2.00;24.202847;1.3443358;0;0;M07997_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
161;M05393_2.00;24.168297;1.6078941;0;0;M05393_2.00;;['Hoxa4', 'Meox1', 'Mnx1', 'Vax1', 'Msx2', 'Hoxc5', 'Dlx2', 'Tlx1', 'Msx3', 'Barhl1', 'Nkx1-1', 'Pdx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Lbx2', 'Gsx2', 'Meox2', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Hmx3', 'Tlx3', 'Hesx1', 'Emx2', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Tlx2', 'Hoxc4', 'Hoxd3', 'Hoxa3', 'Hoxd4']
162;M08231_2.00;24.146835;1.3653532;0;0;M08231_2.00;;['Tbp', 'Tbpl2']
163;M02835_2.00;24.028957;1.6044663;0;0;M02835_2.00;;['Mafa', 'Maf', 'Mafb']
164;M01986_2.00;24.019653;1.3499262;0;0;M01986_2.00;;['Foxg1', 'Foxj3', 'Foxk2', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
165;M03315_2.00;23.979218;1.4073588;0;0;M03315_2.00;;['Pou3f1']
166;M04829_2.00;23.913052;1.2912056;0;0;M04829_2.00;;['Foxj2', 'Foxg1', 'Foxj3', 'Foxk2', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxk1', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
167;M05484_2.00;23.759148;1.5474572;0;0;M05484_2.00;;['Pou3f1']
168;M00381_2.00;23.726774;1.6921675;0;0;M00381_2.00;Hoxb6;['Hoxb6', 'Hoxa10', 'Hoxa4', 'Mnx1', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Pdx1', 'Hoxc9', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8', 'Hoxc4', 'Hoxd4']
169;M09226_2.00;23.690296;1.2598503;0;0;M09226_2.00;Pou2f1;['Pou2f1']
170;M02856_2.00;23.504473;1.7259;0;0;M02856_2.00;;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
171;M05013_2.00;23.478136;1.5121986;0;0;M05013_2.00;;['Nkx3-1', 'Nkx3-2']
172;M04859_2.00;23.454582;1.319559;0;0;M04859_2.00;;['Foxj2', 'Foxg1', 'Foxp1', 'Foxj3', 'Foxk2', 'Foxp3', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxd2', 'Foxi3', 'Foxk1', 'Foxd3', 'Foxd1']
173;M01977_2.00;23.42415;1.2545129;0;0;M01977_2.00;;['Foxj3', 'Foxk2', 'Foxi1', 'Foxk1']
174;M09113_2.00;23.38516;1.3501668;0;0;M09113_2.00;Foxk1;['Foxj3', 'Foxk2', 'Foxi1', 'Foxk1']
175;M04841_2.00;23.352367;1.2264018;0;0;M04841_2.00;;['Foxg1', 'Foxp1', 'Foxj3', 'Foxf2', 'Foxk2', 'Foxf1', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
