moscot driver genes Alpha;Alpha_pull_corr;Alpha_pull_pval;Alpha_pull_qval;Alpha_pull_ci_low;Alpha_pull_ci_high
Flt3;0.043771397301163;0.00161631008518907;0.0061422838643773;0.0165708922281622;0.0709071624294083
Rab1b;0.0437581303121831;0.0016216161392826;0.00616011890551741;0.0165576034265365;0.0708939368003264
Prdx3;0.0437225619689675;0.00163592066222872;0.00620976455301814;0.01652197665178;0.0708584792945033
Pibf1;0.0437195373157928;0.00163714242668081;0.00621322903597592;0.0165189470329028;0.0708554640635314
Tap1;0.0436860774771109;0.00165071415418631;0.00625836358884115;0.0164854322950966;0.0708221084236749
Gm29570;0.043685108811039;0.00165110859410202;0.00625836358884115;0.0164844620405992;0.0708211427732668
Slc41a3;0.043677278188033;0.00165430040093661;0.0062676971277853;0.0164766185787636;0.0708133365267904
Usp42;0.0436330355253849;0.00167244082471617;0.00633403879036721;0.0164323034402026;0.0707692315279791
Tmem50b;0.043628535127599;0.00167429629657936;0.00633867767422504;0.016427795676099;0.0707647451275194
Cd96;0.0436077856580995;0.00168287561856591;0.00636756042914182;0.0164070122578619;0.0707440601796915
Lipo3;0.0435883892032823;0.00169093204604143;0.00639323056640417;0.0163875840892652;0.0707247240181637
Gabra3;0.0435739545559268;0.00169695055834211;0.00641477944233764;0.016373125854163;0.0707103342272343
Vps45;0.0435462884877678;0.00170854098542071;0.00645131469382281;0.016345414608505;0.0706827541012686
Gm33035;0.0435408240396813;0.00171083885197546;0.00645877811103525;0.0163399412421517;0.0706773066230999
Gm16189;0.0435382715116052;0.00171191319420349;0.00646162053005498;0.0163373845487741;0.0706747620213798
Actn2;0.0435096106312615;0.00172401902422309;0.00650243047729021;0.016308676923058;0.0706461901173145
Cdkn2d;0.043505341725941;0.00172582885016802;0.00650681496153935;0.0163044010590682;0.0706419344607884
Sbk2;0.0434997159666248;0.00172821658926387;0.0065109329261566;0.0162987661308176;0.0706363261598325
Pml;0.0434980517392874;0.00172892351852034;0.00651237577155976;0.0162970991914325;0.0706346670967457
Sppl3;0.0434901811715166;0.00173227037502933;0.00652376008790083;0.0162892157997245;0.0706268209500368
Med15;0.0434825372270685;0.00173552656263796;0.0065347987429689;0.016281559403826;0.070619200720262
4930545L23Rik;0.0434757935643306;0.00173840391606861;0.00654195693087369;0.0162748047587821;0.0706124779765219
Kndc1;0.0434719542802455;0.00174004400138469;0.00654690334266076;0.0162709592233888;0.0706086506008835
Slc24a3;0.0434661373054001;0.00174253163693384;0.00655503620832356;0.0162651327785969;0.0706028516672377
Gm15326;0.0434641251904325;0.00174339288069331;0.00655704903284897;0.0162631173883667;0.0706008457923665
Ccdc90b;0.0434618166801549;0.00174438147220154;0.00655953998048404;0.0162608051206351;0.0705985444411146
Ndufaf5;0.043450650358014;0.00174917059183285;0.00657569165423739;0.0162496206277021;0.0705874127432826
Gak;0.043450277082794;0.00174933089423775;0.00657569165423739;0.0162492467451744;0.0705870406253902
Adat1;0.0434313987885941;0.00175745577681862;0.00660252914995043;0.0162303377464706;0.0705682208528732
Gm16174;0.0433975892121326;0.00177209354715241;0.00665627738759434;0.0161964732292237;0.0705345160359741
Pms1;0.043383866424102;0.00177806669340588;0.00667746585793732;0.0161827281593768;0.0705208357505624
Gm45645;0.0433652576305755;0.00178619613693151;0.00670674279804526;0.0161640891670053;0.0705022845764261
1110035H17Rik;0.0433509981787478;0.00179244862163621;0.00672896258464106;0.0161498065873534;0.070488069264189
Gm30524;0.0433267940362007;0.00180310770833945;0.00676766584098606;0.0161255632128085;0.0704639400194112
Zfp612;0.0433260605671762;0.00180343162265146;0.00676766584098606;0.0161248285554184;0.0704632088195517
Invs;0.0433199560955121;0.00180612955179102;0.00677652526682623;0.0161187141944363;0.070457123232426
Naprt;0.0433166525430008;0.00180759113395303;0.00678074352787046;0.0161154052909782;0.0704538298988042
Cdh22;0.0432927059396956;0.0018182182958115;0.00681933626878705;0.0160914199178476;0.0704299573519169
Oma1;0.0432906453478361;0.00181913543380263;0.00682150338103606;0.016089355991329;0.0704279031311182
Fcna;0.0432482412793699;0.00183810344469635;0.00688877582936814;0.0160468833517594;0.0703856301189781
Nrsn1;0.0432341831689252;0.00184443184459653;0.0069112047291564;0.0160328025297818;0.070371615435782
Epb41l1;0.0432332400694993;0.00184485710572012;0.00691150995085569;0.016031857907121;0.0703706752493239
Zranb3;0.0432199412661581;0.00185086338012204;0.00693271968149681;0.0160185376295584;0.0703574175170966
Kncn;0.0431668130709263;0.00187503782289129;0.00702065288761106;0.0159653237419911;0.0703044533036911
Arhgap21;0.0431426908141983;0.00188610937189077;0.00706079268214528;0.0159411626284917;0.0702804054505506
Fgf11;0.0431252819352544;0.00189413689452994;0.00708688516484932;0.015923725726599;0.0702630502486048
P2ry12;0.0431241240251849;0.0018946719370366;0.00708756791035482;0.0159225659532366;0.07026189590815
Slc25a46;0.0431118500667638;0.00190035197634088;0.00710749316844295;0.0159102722482323;0.0702496597835218
4732490B19Rik;0.0431060583726843;0.00190303763294823;0.00711489037291396;0.0159044712392187;0.0702438859391806
Stpg1;0.0431041531417389;0.00190392186571443;0.00711687267877597;0.0159025629444404;0.070241986579673
Aldh4a1;0.0431000416419961;0.0019058313306796;0.00712268585994648;0.0158984448336033;0.0702378877498575
Lrrc45;0.0430939729027688;0.0019086529906427;0.00713190540351119;0.015892366337821;0.0702318377102788
Hdac5;0.0430793015462828;0.00191549028684767;0.00715346484051621;0.0158776714028804;0.0702172115524984
Exoc3l4;0.0430651433235204;0.00192210975817655;0.00717552375002195;0.0158634904374663;0.070203096936544
Gm48749;0.0430273597495553;0.00193987784124355;0.00724050580069052;0.0158256462245194;0.0701654296814102
Anxa7;0.0430246464094296;0.00194115959870612;0.00724267999747229;0.0158229285327446;0.0701627246914745
Ralgapa2;0.0430246013104278;0.00194118090963441;0.00724267999747229;0.0158228833614166;0.0701626797312596
Hs1bp3;0.0430142462531234;0.00194607974182107;0.00725961051212267;0.0158125117004125;0.0701523565375148
Anapc1;0.0429573662423684;0.00197319179881857;0.00735665332560271;0.0157555405904349;0.070095651448653
Dcaf11;0.0429505134715222;0.00197648148494256;0.00736482062869329;0.0157486768560885;0.0700888197401501
Cela3b;0.0429434087823065;0.00197989741768809;0.00737618194732835;0.0157415608030442;0.0700817368848738
Ldlr;0.0429141022952542;0.00199404530332158;0.00742751393972091;0.015712207469895;0.0700525204328046
Pgpep1l;0.042893679120955;0.00200395949214936;0.00745891458446187;0.0156917516770991;0.0700321599747694
Htr5b;0.0428912265006377;0.00200515312419575;0.00746197579705797;0.0156892951411558;0.0700297148845316
Abcd3;0.0428886716381141;0.00200639720865395;0.00746522359533043;0.0156867362001251;0.0700271678656465
Ufl1;0.0428798491431914;0.00201069874899619;0.00747484280131796;0.0156778996239716;0.0700183724537898
Usp54;0.0428795563310018;0.00201084165893287;0.00747484280131796;0.0156776063445091;0.0700180805403951
Nudt4;0.0428780713536011;0.00201156656056387;0.00747615503180174;0.015676118997437;0.070016600121101
Gm27169;0.0428747828207605;0.00201317273316559;0.00748074148887763;0.0156728252173071;0.0700133216819168
Pxt1;0.0428730303165655;0.00201402916499834;0.00748254080649818;0.015671069917001;0.0700115745565301
Tom1l1;0.0428717805885032;0.00201464009913579;0.00748342755227769;0.0156698181951065;0.0700103286640474
Pctp;0.042855165878699;0.00202277843050619;0.00751088193359182;0.0156531769860838;0.0699937649389254
Atp13a2;0.0428448991318273;0.00202782242218283;0.00752741706511168;0.0156428938720525;0.069983529689597
Nfkbid;0.0428445778704894;0.00202798044195617;0.00752741706511168;0.0156425720986553;0.0699832094137704
Atxn10;0.0428290295838505;0.00203564173905703;0.00755445927270878;0.0156269990362999;0.0699677088168583
Slc15a5;0.0428213255052738;0.00203944769104291;0.0075671865878619;0.0156192826864007;0.0699600283633868
Zfp523;0.0428095770145515;0.00204526422109652;0.00758736789752783;0.0156075154885145;0.0699483158940526
Tmem86b;0.0427751750698942;0.00206238380334377;0.00764100656074822;0.0155730588088532;0.0699140193842335
Gm48239;0.0427564288737428;0.00207176776760874;0.00767435920992051;0.015554282813876;0.0698953306142867
Snapc1;0.0427551151997872;0.00207242683177942;0.00767538625631202;0.0155529670524324;0.069894020963863
Tdrp;0.042739582986227;0.00208023385945483;0.00770288106034638;0.0155374101646176;0.0698785363154086
Fndc4;0.042733794241485;0.00208315037404764;0.00771226003121174;0.0155316122273265;0.0698727652944954
Ap3d1;0.0427119765912746;0.00209417637883328;0.00775165305536467;0.0155097599470428;0.069851014428676
Wipf1;0.0427087127731752;0.00209583041060033;0.0077549197026134;0.0155064909506814;0.0698477605989893
Arrdc2;0.0427068864969764;0.00209675645002821;0.00775691846060308;0.015504661777229;0.0698459399115756
Gm15972;0.0426772665292005;0.0021118281532491;0.00780836515813255;0.0154749948449654;0.0698164105618158
Gnl1;0.0426751225456816;0.00211292293428869;0.0078095403103522;0.0154728474638726;0.0698142731356591
Mthfd1l;0.0426665872220361;0.00211728648199209;0.00782279179332604;0.015464298616775;0.0698057639147849
Gm36660;0.0426498668949448;0.00212585843211844;0.007851576715208;0.0154475518093565;0.0697890947104389
D130017N08Rik;0.0426452203833069;0.00212824618456372;0.0078589516988032;0.0154428979416521;0.0697844624029153
N6amt1;0.0426425894658652;0.00212959925191914;0.00786106018386531;0.015440262859629;0.0697818395275152
Tada2a;0.0426197168413991;0.00214139579389051;0.00789590602431786;0.0154173540451203;0.0697590368030004
Pcsk9;0.0426156900717949;0.0021434787874071;0.007902137183797;0.0154133209071459;0.0697550223364812
Arhgap39;0.042588349519577;0.00215767086687793;0.00795154123498573;0.0153859371390215;0.0697277652952579
Kctd7;0.0425826103865771;0.00216066088058955;0.00796110074825731;0.0153801889396297;0.0697220436871421
Qsox2;0.0425747100091418;0.0021647830860301;0.00797482763028464;0.0153722760845192;0.0697141674311963
C1galt1;0.0425654849739458;0.00216960558274844;0.00798966496244587;0.015363036483826;0.0697049705576622
Lnpep;0.0425436834308039;0.00218104174866017;0.00803030810866584;0.01534120053648;0.0696832355506941
Fam169a;0.0425406430874297;0.00218264096520259;0.00803472465179778;0.0153381553973145;0.0696802044841028
Tom1l2;0.042536261222859;0.00218494771032292;0.00804174365079123;0.0153337666217452;0.0696758359887213
Il18bp;0.0425259891146526;0.00219036401535213;0.00806020278246822;0.0153234783166617;0.0696655952169193
Fcsk;0.0425120622162571;0.00219772707498676;0.00807979800149723;0.0153095294677798;0.0696517107952065
Pnck;0.0425113569528374;0.00219810054569907;0.00807979800149723;0.0153088230930608;0.0696510076825425
Naa16;0.0424965649078657;0.00220594705250276;0.00810468726020365;0.0152940077461911;0.069636260740848
Twf2;0.0424963125924871;0.00220608111664101;0.00810468726020365;0.0152937550334439;0.0696360091947159
Mrnip;0.0424854157398759;0.00221187812946666;0.00812301535196719;0.0152828410228191;0.0696251455605895
Erich1;0.0424777673321179;0.00221595533473156;0.00813650230029382;0.0152751805758694;0.0696175204647575
9330136K24Rik;0.0424453553489341;0.0022333100041177;0.00819723042044517;0.015242717609131;0.0695852072363195
Rdm1;0.0424420182860304;0.00223510385155498;0.00820231703684006;0.0152393753003344;0.0695818803377426
Mlec;0.0424345334760869;0.00223913213283261;0.00821260231095313;0.0152318787264133;0.0695744183235119
Fam110b;0.0424198027234517;0.00224707956734085;0.0082387453113721;0.0152171248301862;0.0695597324259386
Chrna9;0.0424121531656811;0.00225121678823412;0.00825240902514051;0.0152094632588128;0.0695521061563892
Gm36287;0.0424068293360874;0.00225410026800759;0.00825996676772816;0.0152041310700492;0.0695467985327259
Bnip1;0.0423881469661433;0.00226424575135569;0.00829260928028848;0.0151854193783677;0.0695281730204367
Gm49970;0.0423848212432647;0.00226605616790338;0.00829772807711507;0.0151820884378079;0.0695248574170311
Tmem246;0.0423735526089538;0.00227220031009493;0.00831568229270681;0.0151708021287795;0.0695136230663389
Tmem30c;0.042346425395744;0.00228705384762858;0.00836395188264097;0.0151436323952906;0.0694865783565506
Scml2;0.0423442038553073;0.00228827418488981;0.00836689267712621;0.0151414073745022;0.0694843635708344
Kif13a;0.0423402386184086;0.0022904538520151;0.00837333947755222;0.0151374359261786;0.0694804103898
Appbp2;0.0423364991284256;0.00229251116907366;0.00837933673307051;0.0151336905791828;0.0694766822685418
Snx4;0.0423308579880541;0.00229561789937858;0.00838916681170836;0.0151280406047642;0.0694710582768211
Kcnj6;0.0423263488098632;0.0022981039988485;0.00839672567954406;0.0151235243664327;0.0694665628049589
Actn4;0.0423244976964887;0.00229912530900184;0.00839893078082211;0.0151216703550419;0.0694647173180042
Ccl28;0.0423132240348021;0.00230535427591675;0.00842015570653242;0.0151103790478779;0.0694534779183618
Gm14696;0.0423062698187381;0.00230920434742771;0.00843268573957117;0.0151034139505704;0.0694465448335796
4930549G23Rik;0.0422668439310986;0.00233114326579138;0.00850662063390893;0.0150639264232587;0.0694072386970153
Slc30a7;0.0422584570474984;0.00233583477084286;0.00852219353870311;0.0150555264382859;0.0693988772766283
Limk1;0.0422525595241105;0.00233913893664335;0.00853115203979342;0.0150496197045202;0.0693929976562841
Atp1a1;0.0422375244599052;0.002347581897387;0.00855883911555511;0.0150345611680957;0.0693780082253187
Smg7;0.0422183280435845;0.00235840221273659;0.00859517035580925;0.0150153348009332;0.0693588700546331
Gm45812;0.0421842827680413;0.00237770461533486;0.00866237692679897;0.0149812364563732;0.069324928029898
Lonrf2;0.0421567408926861;0.00239342550341711;0.0087133344612811;0.0149536516956534;0.0692974696361854
Cpd;0.0421551681461455;0.00239432609067123;0.00871418847252896;0.0149520765014441;0.069295901655525
Gm5577;0.0421542337884674;0.00239486127005782;0.00871418847252896;0.0149511406896871;0.0692949701291594
Clic6;0.0421540605332069;0.00239496051886397;0.00871418847252896;0.0149509671648061;0.0692947973988959
Ccdc77;0.042150262913147;0.00239713692083645;0.00872052904805923;0.0149471636352884;0.0692910112859502
Hdc;0.0421091111598682;0.00242083717157553;0.00880196955329771;0.0149059478964565;0.0692499841758712
Slc35f5;0.0421056309187156;0.00242285132305865;0.00880769984583147;0.014902462248227;0.0692465144716966
Dnpep;0.0421022191784272;0.0024248273185215;0.00881328938424115;0.01489904520793;0.0692431130603519
Gm31881;0.0420915870195745;0.0024309946621205;0.00883251142103895;0.0148883965364987;0.0692325130860005
Plekhn1;0.0420699535673694;0.00244358779944779;0.00887666164298863;0.0148667295048931;0.0692109451012804
Atmin;0.0420478273620489;0.00245652948124315;0.00892045017366892;0.0148445689817485;0.0691888858283762
Rmdn2;0.0420439194993482;0.00245882170532605;0.00892716141270899;0.0148406550607155;0.0691849897843163
Tnfaip8l3;0.0420398618210997;0.00246120387656853;0.00893419673720789;0.0148365910927588;0.0691809443769233
Lrrc27;0.0420381637961934;0.00246220137503133;0.00893459101845755;0.0148348904360523;0.0691792514867619
Atp6v1b2;0.0420113106544419;0.00247802539690233;0.00898876661023594;0.0148079956950444;0.0691524795268266
Sirpa;0.0419842201449991;0.00249408349406201;0.00904375189053547;0.0147808632585155;0.0691254708771915
Megf8;0.0419778481572742;0.00249787433434217;0.009055864336029;0.0147744814148955;0.0691191181380198
Kctd13;0.0419644085757115;0.00250588712928795;0.00908163853615933;0.0147610210528782;0.0691057191476386
Ccdc186;0.0419402891631137;0.00252032630003249;0.00913067572707754;0.0147368643712584;0.0690816725576525
Yeats2;0.0419323215259739;0.0025251128445224;0.00914515073284853;0.0147288844296008;0.0690737289698958
Npepps;0.0419321239509203;0.00252523164294096;0.00914515073284853;0.0147286865494737;0.0690735319911557
Gm43672;0.0419282353214367;0.00252757084806343;0.00915032536621991;0.0147247919160331;0.0690696550977551
Pnma3;0.0419247614338503;0.00252966224056379;0.00915624775334066;0.01472131266554;0.0690661916938461
Nadk2;0.0419192744657918;0.00253296879589159;0.00916491571342849;0.01471581722817;0.0690607212833104
Gm32250;0.0419140457057478;0.00253612342658262;0.00917340052056129;0.0147105803988962;0.0690555083000996
Klhl10;0.0419138750650814;0.00253622643850567;0.00917340052056129;0.0147104094949155;0.0690553381742855
Arrb2;0.0419011655386415;0.00254390965502621;0.00919953513131714;0.0146976803609714;0.0690426669902343
4930440I19Rik;0.0418884524630713;0.0025516162998666;0.00922574504967955;0.0146849476812426;0.0690299922589988
Syt14;0.0418676164352599;0.00256429323350681;0.00926824647126707;0.0146640795423785;0.0690092190564828
Tasor2;0.0418657420004858;0.00256543648410873;0.00926904558591621;0.0146622022200164;0.0690073502723959
Napa;0.0418643130418885;0.00256630834395647;0.00927052949479908;0.0146607710602209;0.0690059256214215
Cox15;0.0418543414685095;0.0025723999088484;0.00929086513970165;0.0146507841295216;0.0689959841044587
Terb1;0.0418460830272226;0.00257745493620941;0.00930745043697105;0.0146425129734353;0.068987750551767
A630001O12Rik;0.0418438907883623;0.00257879833924466;0.00931062913323194;0.0146403173600019;0.0689855649190707
Ext2;0.041838773779126;0.00258193653111681;0.0093169395234323;0.0146351924750347;0.0689804633285827
Ntpcr;0.0418377755572381;0.00258254913371157;0.00931747760857929;0.0146341927169224;0.0689794681144059
Prss3;0.0417670135613227;0.00262631536335996;0.00946464205519424;0.0145633219596568;0.0689089191915929
Hspa12b;0.0417665011722576;0.00262663473242444;0.00946464205519424;0.0145628087840452;0.0689084083444045
Cgrrf1;0.0417648855398262;0.00262764197891754;0.00946657467780993;0.0145611906716198;0.0689067975736271
Tubg2;0.0417599648075255;0.00263071192489019;0.00947593653934196;0.0145562623868782;0.0689018916475956
Sp3os;0.0417518845104197;0.00263576017027751;0.00949241968883714;0.0145481696908338;0.0688938356609044
Fbp2;0.0417354336457647;0.00264606537693805;0.00952782594887797;0.0145316935939059;0.0688774342794479
Efhc1;0.0417281804360373;0.00265062064024257;0.00953910252968073;0.0145244292639258;0.0688702028822727
Rapgef2;0.0417233666607557;0.0026536478098327;0.00954828743888791;0.0145196081099939;0.0688654035818661
Gm11033;0.0416934272553932;0.00267254639664547;0.00961456696703005;0.0144896228413146;0.0688355541751742
Smim27;0.0416825813355763;0.00267942292698103;0.00963758080177129;0.0144787603190171;0.0688247408464973
Mettl27;0.0416793272825695;0.00268148921170844;0.00964328758908315;0.0144755012860943;0.0688214965704213
Gm11636;0.041666234536133;0.00268981766821909;0.00967150860028767;0.0144623885087088;0.0688084431558571
Cds1;0.0416530843292107;0.00269820645463739;0.00969646842287729;0.0144492181923459;0.068795332444069
Tmem191c;0.041647034296448;0.00270207391502872;0.00970863126252412;0.0144431589109772;0.068789300578735
Catspere2;0.0416190963973989;0.00271999887161253;0.00976976684126351;0.0144151783295428;0.0687614465476715
Nfx1;0.0416189999550114;0.00272006093670357;0.00976976684126351;0.0144150817398883;0.0687613503947252
Fam189a1;0.0415866574233713;0.00274094793618213;0.00983951363590524;0.0143826898500253;0.0687291049005084
Gm36043;0.0415508505491629;0.00276424299419519;0.00991782561347597;0.0143468283972302;0.0686934053916546
Gm48765;0.0415359423633144;0.00277399507845862;0.00995103909033791;0.0143318975082316;0.0686785418868571
Tnk2;0.0415310297521571;0.00277721550293566;0.00995807812656457;0.0143269774184898;0.0686736439965574
Usp37;0.0415137198223316;0.00278859011733601;0.00999269645789767;0.0143096411478458;0.0686563859262776
Tuba1b;0.0414951640049316;0.00280083064428611;0.010024051707688;0.0142910571119024;0.0686378856829893
Gm43192;0.0414875236491593;0.00280588492065267;0.0100385663925753;0.0142834051426105;0.0686302682044258
Slc26a8;0.0414792605521819;0.00281136052572007;0.0100545775926971;0.0142751294891188;0.0686220298457437
Sncb;0.0414553327052197;0.00282727156329756;0.0101060882355922;0.014251165302677;0.0685981736137714
Tbc1d24;0.0414429414824955;0.00283554348266011;0.0101338543345629;0.0142387552735518;0.0685858194652303
Lekr1;0.0414320486175392;0.00284283339209958;0.0101581016141802;0.0142278458832034;0.0685749591845381
4833422C13Rik;0.0414277471061562;0.00284571683119467;0.0101665977354729;0.0142235378478497;0.0685706705386669
Traf5;0.0414242130190089;0.00284808783868066;0.0101714531570434;0.0142199984014164;0.06856714702097
Apob;0.0413900280690831;0.00287111565163072;0.0102464118488784;0.0141857616467251;0.068533064273561
Pla2g6;0.0413888229406965;0.00287193054715656;0.0102475008501044;0.0141845546932195;0.0685318627469826
Cdh26;0.0413801595944695;0.00287779482854511;0.0102666032720927;0.0141758782290325;0.0685232252908751
Kbtbd12;0.0413792631259874;0.00287840227794049;0.0102669483664722;0.0141749804033599;0.0685223315012267
Spata31d1a;0.0413692532411188;0.00288519295374041;0.0102875193240588;0.0141649553672059;0.0685123515250096
Barhl1;0.0413683766601732;0.00288578831919861;0.0102878174465064;0.0141640774596995;0.0685114775629517
Zfp607a;0.0413559917362075;0.00289421203136985;0.0103141897654011;0.0141516737976748;0.0684991296359372
Aebp2;0.0413487472487226;0.00289914982579995;0.010328124924341;0.0141444183533549;0.0684919067857435
Ercc6l2;0.0413406878021462;0.00290465212215056;0.0103458932692403;0.0141363467207351;0.0684838714071733
Tsen34;0.0413109868734677;0.00292501171367095;0.0104165651868781;0.0141066009142708;0.0684542591442738
C030006K11Rik;0.0413044031100348;0.00292954238722736;0.0104296893443428;0.0141000072093615;0.0684476950287844
Dcaf12l2;0.0413041239240161;0.00292973465291269;0.0104296893443428;0.0140997276018244;0.0684474166758894
Faap20;0.0412811994033177;0.00294556130716606;0.0104823188100476;0.0140767684839335;0.0684245605502172
Zap70;0.0412387124287873;0.00297509987743694;0.0105799456635617;0.0140342174648248;0.0683822002597154
Anpep;0.0412364701442068;0.00297666627902985;0.0105836438286765;0.0140319718029769;0.0683799646582684
Fam169b;0.0412331603759411;0.00297897977147634;0.0105899965244896;0.0140286570501308;0.0683766647542753
Clk2;0.0412105972730302;0.00299479488292735;0.0106424538680375;0.014006059982646;0.0683541688815158
Phf7;0.0411971263547602;0.00300427349215549;0.0106742506208557;0.0139925687996504;0.0683407380887094
Yipf2;0.0411736889286969;0.00302083011246905;0.010723600167926;0.0139690961395392;0.0683173704516298
Prmt2;0.0411724328288576;0.00302171978854473;0.0107248645672872;0.0139678381522212;0.0683161180912038
Celf1;0.0411563481772778;0.00303313343520317;0.0107615745583991;0.0139517293386488;0.0683000813161234
1700016L21Rik;0.0411465406621243;0.00304011211118678;0.010784431581293;0.0139419070978027;0.0682903029864804
Wdr95;0.0411445327282848;0.00304154268901778;0.0107876028012216;0.0139398961497577;0.0682883010272701
Aph1a;0.0411252513900822;0.00305531119860623;0.0108307037604622;0.013920585878619;0.0682690770497734
Gm39157;0.0411238514115843;0.00305631311114029;0.0108323452879501;0.01391918380015;0.0682676812353339
Elf1;0.0411219389320375;0.00305768228568092;0.0108352876765456;0.0139172684520522;0.0682657744440433
Dclk3;0.0411112396670161;0.00306535237962483;0.0108583390711042;0.0139065531427577;0.0682551069980104
Carmil2;0.0411107819794404;0.00306568087775718;0.0108583390711042;0.0139060947689878;0.0682546506714323
Rpia;0.0411106052674442;0.00306580771862846;0.0108583390711042;0.0139059177920568;0.0682544744849108
Spats2;0.0411067990041081;0.00306854095139801;0.0108661051164266;0.0139021058226095;0.0682506795395516
Gm50240;0.0410971627421323;0.00307547057072424;0.0108887257631682;0.0138924551180894;0.0682410719276231
Fam216a;0.0410946927861739;0.00307724905834726;0.0108931040359138;0.0138899814610502;0.0682386093144024
Gm16537;0.041082297673451;0.00308618830377587;0.0109228245547194;0.013877567780023;0.0682262510451396
Myo9a;0.0410782744387931;0.00308909490927272;0.0109311872841242;0.0138735385202242;0.0682222397674274
Zfp638;0.0410730077566865;0.0030929036205587;0.0109427387335606;0.0138682639521422;0.0682169887364326
Gm20635;0.0410674525303952;0.00309692563662218;0.0109550406603934;0.0138627004094697;0.0682114500170964
Clhc1;0.0410476493056574;0.00311130210325631;0.0110020239545754;0.0138428675522699;0.0681917056226018
Crebrf;0.0410333609324696;0.00312171272203001;0.0110368960342893;0.0138285578120363;0.0681774596832588
Enpep;0.0410308810411303;0.00312352281969096;0.0110413538322925;0.0138260742133654;0.0681749871556141
Pde4a;0.0410272556804135;0.00312617072828506;0.0110469543925386;0.0138224434334935;0.068171372559305
Cacnb4;0.0410261058840522;0.00312701094932148;0.0110478560833409;0.0138212919185772;0.068170226176766
Pold4;0.0410053128531979;0.00314224114504658;0.0110972589770555;0.0138004678216569;0.0681494948694415
Runx1;0.0410047557675862;0.00314265011970239;0.0110972589770555;0.0137999099040497;0.0681489394372004
Phc1;0.0409846398346057;0.00315745041763604;0.0111457725935117;0.0137797639396994;0.0681288831948873
Lrif1;0.0409845757988394;0.00315749763319152;0.0111457725935117;0.0137796998083685;0.0681288193491014
Abhd14a;0.0409228915370005;0.00320327929461307;0.0113014257036866;0.0137179235951169;0.0680673179879932
Enpp4;0.0409207450382778;0.00320488324490512;0.0113040127640186;0.0137157739003936;0.0680651778501648
Bod1l;0.0409201219560193;0.00320534897405289;0.0113040127640186;0.0137151498904522;0.0680645566142898
Vinac1;0.0409158794923827;0.00320852168583843;0.0113119802613837;0.01371090111094;0.0680603267218127
Gnl3l;0.0408852847754558;0.00323148667456635;0.0113889510201275;0.013680260875881;0.0680298226334729
Plpp5;0.0408835631786007;0.00323278337708111;0.0113915239666015;0.0136785367191913;0.0680281061348754
Fpgs;0.0408776047702247;0.00323727489502891;0.0114033532880263;0.0136725694525331;0.0680221653702146
B3galt4;0.040867695239136;0.0032447574039529;0.0114277081450009;0.0136626451933748;0.0680122851784283
Nt5dc1;0.0408558141385711;0.00325374937202928;0.011455363156901;0.013650746441555;0.0680004392474035
2610318N02Rik;0.0408322001515144;0.00327168854514104;0.0115144878891754;0.0136270973950588;0.0679768951379723
Larp4;0.0408161744621862;0.00328391426255962;0.0115514485424735;0.013611047929894;0.0679609168540418
Map11;0.0408100425252697;0.00328860320346165;0.0115645867747561;0.0136049068992966;0.0679548030522504
Cd83;0.0408097855873778;0.00328879981053977;0.0115645867747561;0.0136046495804097;0.0679545468742045
Slc1a2;0.0408084639308626;0.00328981130199624;0.0115661204274275;0.0136033259641614;0.0679532291261861
Efl1;0.0407893297233852;0.00330448688337059;0.0116136538140557;0.0135841633954386;0.0679341514931389
4933408N05Rik;0.0407777698276404;0.00331338196732752;0.0116408454542441;0.0135725863749838;0.0679226257671116
Zfp426;0.0407610495624697;0.00332628641400719;0.0116822929607209;0.0135558413534897;0.0679059549122958
Poc1b;0.0407609782028595;0.00332634158618947;0.0116822929607209;0.0135557698882559;0.0679058837635291
Pofut2;0.040758680861761;0.00332811823676374;0.0116864909892858;0.0135534691468744;0.0679035932101512
Lca5l;0.0407374061072084;0.00334461217568679;0.0117403070661483;0.0135321629173507;0.0678823813003605
Strn;0.0407186096913393;0.00335924658009928;0.0117896183658756;0.013513338713648;0.0678636403879224
Acr;0.0407015311988284;0.00337259396756966;0.011831806841368;0.0134962349897302;0.0678466123094229
Ofd1;0.0407009703200659;0.00337303312977565;0.011831806841368;0.0134956732826072;0.0678460530860505
Otogl;0.0406979497930735;0.0033753990658791;0.0118380403735812;0.0134926482949008;0.0678430414736158
Lca5;0.0406716802052894;0.00339603944406587;0.0119000489705518;0.0134663399331902;0.0678168493950701
Gm10373;0.0406621347384478;0.00340356785664756;0.0119243507532565;0.0134567803865641;0.0678073320831583
Uhrf1bp1l;0.0406505830397906;0.00341269887414346;0.0119521751684505;0.0134452116555349;0.0677958144503255
Ahcyl2;0.0406342256050018;0.00342566671083815;0.011993413076973;0.0134288301150277;0.0677795052410445
Dnah10;0.0406217523164358;0.00343558539152942;0.0120239507531191;0.0134163384545683;0.0677670687168742
Sez6l;0.0406136914773484;0.00344200921313804;0.0120443361552156;0.0134082657471967;0.0677590316322204
Rbfox1;0.0406056893106642;0.00344839708564822;0.0120624894053917;0.013400251802122;0.0677510530435839
1110051M20Rik;0.0406042900935218;0.00344951514300544;0.0120643011342794;0.0133988505258305;0.0677496579488192
