moscot driver genes Alpha;Alpha_pull_corr;Alpha_pull_pval;Alpha_pull_qval;Alpha_pull_ci_low;Alpha_pull_ci_high
Cltrn;0.642485807285554;0;0;0.626217235990738;0.658195129244829
Gcg;0.634646109016315;0;0;0.618103741435708;0.65062663627208
Peg10;0.604870875822466;0;0;0.587320707279417;0.621852487726807
Wnk3;0.596220856892542;0;0;0.578387419531988;0.613484690808757
Mctp2;0.595638316469923;0;0;0.577785955896226;0.61292101742371
Irx2;0.56737703564202;0;0;0.548629906179423;0.585553905539436
Dock11;0.565027328457524;0;0;0.546207857279039;0.583276674391832
Gria2;0.554958752739089;0;0;0.53583285689309;0.573515411569182
Irx1;0.541528323266997;0;0;0.522002673531545;0.560486697868854
Smarca1;0.539893818219485;0;0;0.520320218295897;0.558900441484056
Dpp4;0.528162762093174;0;0;0.508249474614912;0.547511589075607
Pde4d;0.524769040856372;0;0;0.504758942377866;0.544215527900639
Slc16a10;0.518600073209641;0;0;0.498415670884959;0.538222544862826
Sphkap;0.511943853198755;0;0;0.491573802880726;0.531753983100811
Pde1a;0.511218683659857;0;0;0.490828559588556;0.531049118553215
Pou6f2;0.499081700885361;0;0;0.478360034442397;0.519247900433038
Auts2;0.494651088126635;0;0;0.473810472632531;0.51493794175692
Etv1;0.48498260221122;0;0;0.463886277195698;0.505529184750711
Tmsb15b2;0.475028288981195;0;0;0.453674224046932;0.49583717064837
Slc38a5;0.473686521331715;0;0;0.452298143747167;0.494530362392601
Dlg2;0.472922409938505;0;0;0.451514537452911;0.493786117597948
Tnr;0.467694148862084;0;0;0.44615377271913;0.488692969085024
Nxph1;0.465167120529353;0;0;0.443563254045257;0.486230732900694
A1cf;0.457941742613505;0;0;0.436158333150976;0.479188765339399
Gk;0.45456038507975;0;0;0.432693965521009;0.475892300974259
Ndst4;0.452491571631162;0;0;0.430574682442294;0.473875132076759
Cdh2;0.450712625740523;0;0;0.428752531607883;0.472140415198362
Zcchc18;0.447737534251751;0;0;0.425705583809669;0.469238920969004
Rragb;0.447572443601785;0;0;0.425536520415351;0.46907790070416
Ptprd;0.447345384323934;0;0;0.425303999691625;0.46885643734063
Pyy;0.441033375420661;0;0;0.418841332852237;0.462698906146628
Ncoa7;0.439682290742311;0;0;0.417458291908944;0.461380615725923
Ocrl;0.432741122476285;0;0;0.410354571938908;0.454606416333468
Meis2;0.432583246464145;0;0;0.41019303030247;0.454452308580425
Ccser1;0.432068082493625;0;0;0.409665914834234;0.453949431680853
Ttr;0.429807845908071;0;0;0.407353418888183;0.45174293878366
St6galnac5;0.427096126931153;0;0;0.404579381640716;0.449095344645493
Rtl4;0.426812467523374;0;0;0.404289227367003;0.448818370695616
Rnf130;0.424396458294172;0;0;0.401818083215509;0.446459132067433
Arx;0.416070134811372;0;0;0.393304266324846;0.438326106975084
Sorcs1;0.406728989809045;0;0;0.383757420869884;0.429197479846242
Slc7a14;0.404887530616182;0;0;0.381875990337007;0.427397373391328
Ncam1;0.394950958381729;0;0;0.371727021679106;0.417680860830565
Gpx3;0.39393834848051;0;0;0.370693078607786;0.416690384648002
Pcsk1n;0.392375468206538;0;0;0.369097385419209;0.415161559913173
Slc7a2;0.381386133987858;0;0;0.357881202240229;0.404408050726821
Gria3;0.366665769253387;0;0;0.342867590517878;0.38999359589056
Ank;0.366457219501693;0;0;0.342654973517;0.389789297928945
Abcc8;0.366302232213348;0;0;0.342496965162723;0.389637468942989
Sgms1;0.365787870850631;0;0;0.341972587340422;0.389133580051197
Asb4;0.365270672080125;0;0;0.341445331809915;0.388626897434797
Nlgn1;0.361617198190892;0;0;0.337721244357881;0.385047306914681
Cpe;0.353581115847422;0;0;0.329532474105129;0.377171255002033
Kcnip4;0.351895129791371;0;0;0.3278149128711;0.375518410508131
Chic1;0.350965987447622;0;0;0.326868437561458;0.374607468162644
Gast;0.350218756267376;0;0;0.326107301999454;0.373874840599438
Edn3;0.349673914199493;0;0;0.325552341286943;0.373340628117929
Cntnap5b;0.344209886292498;0;0;0.31998775600088;0.367982332421065
Pam;0.340422990611607;0;0;0.316132148307196;0.364267788888809
Tmsb15l;0.339457781734164;0;0;0.315149554326991;0.363320899874325
Gnai1;0.338299944092768;0;0;0.313970930750887;0.362184973187105
Klb;0.337970976947518;0;0;0.31363607154286;0.361862218483279
Resp18;0.334699838263918;0;0;0.310306673467432;0.35865254256371
Fam155a;0.33124770911495;0;0;0.30679371033702;0.355264662522018
Sorcs2;0.330429327651561;0;0;0.305961004909653;0.354461419789716
Rasgrf2;0.329815278269101;0;0;0.305336232528215;0.353858706035432
Ctxn2;0.326588432620712;0;0;0.302053383575611;0.3506911011898
Tent5d;0.32594538948852;0;0;0.301399249681519;0.350059797606402
Prkg1;0.325264318278003;0;0;0.300706457021288;0.349391136306333
Isl1;0.32489111741324;0;0;0.300326844243755;0.349024725173226
Pla2g1b;0.324857909718667;0;0;0.300293066389352;0.348992121276584
Rai2;0.32443013627969;0;0;0.299857953798736;0.348572120591601
Ctnna2;0.324409840264638;0;0;0.299837309826447;0.348552193119474
Cpn1;0.323788328609301;0;0;0.299205154045427;0.347941956546585
Pwwp3b;0.321432419260483;0;0;0.296809092870919;0.345628600809721
2610035D17Rik;0.320433610341563;0;0;0.295793354803197;0.344647744090968
Pcsk2;0.317343953808202;0;0;0.292651683360275;0.341613285060617
Nell1;0.317102398900192;0;0;0.292406084299023;0.3413760242648
Cers6;0.315145915391834;0;0;0.290416965060204;0.339454207087793
Zim1;0.31447085318895;0;0;0.289730691859378;0.338791059009415
Pik3c2g;0.314234137649843;0;0;0.289490051125271;0.338558515523549
Cntnap2;0.313760651622912;0;0;0.28900872318249;0.338093365655667
Nap1l5;0.312702269443374;0;0;0.287932857235589;0.337053574283106
Gls;0.3097322428851;0;0;0.284914101691389;0.334135399869959
Syt9;0.309036620742361;0;0;0.284207137678684;0.333451854603101
Mamld1;0.309003642405847;0;0;0.284173622312553;0.333419448174681
Itpr1;0.307467041647405;0;0;0.282612066345878;0.33190943106695
Zbtb20;0.307018348597779;0;0;0.282156111132959;0.331468476910213
Dpp10;0.306069874079639;0;0;0.281192322378075;0.330536326175513
Ush1c;0.305997772650292;0;0;0.281119058838779;0.330465463700318
Tspan7;0.305499098136104;0;0;0.280612354771879;0.329975350602588
A2ml1;0.304090231527668;0;0;0.279180877839969;0.328590600595687
Colgalt2;0.302957295770848;0;0;0.278029840367316;0.327476981715765
Wnt4;0.302068705787085;0;0;0.277127102841979;0.326603494773684
Scg3;0.301766044187593;0;0;0.276819632517813;0.326305967834881
Rgs4;0.3006090271197;0;0;0.275644279707859;0.325168534762131
Klhl13;0.296301392776667;0;0;0.271269036653402;0.320933187773632
Pon3;0.292112630776815;0;0;0.267015523497326;0.316813773324412
9130016M20Rik;0.291286432924596;0;0;0.266176669469324;0.316001143646342
Cdh8;0.290769318992164;0;0;0.265651653438299;0.315492503528012
4933406I18Rik;0.290021907528906;0;0;0.26489284699138;0.3147573145991
Rbp4;0.288952235639823;0;0;0.263806921098383;0.313705083582364
Scg5;0.287171594761534;0;0;0.261999364174151;0.311953340994296
Gm20554;0.28706987640451;0;0;0.261896113581711;0.311853268352342
Cd47;0.286301299799398;0;0;0.261115978142504;0.311097108877975
Cit;0.284341973733612;0;0;0.259127334063422;0.309169295663935
Dusp10;0.28344309512067;0;0;0.258215076778594;0.308284805897281
Mbnl2;0.283087625517945;0;0;0.257854328873514;0.307935014641335
Myt1l;0.28272272211444;0;0;0.25748401440475;0.307575933294923
Tshz2;0.282058908434295;0;0;0.256810376200031;0.306922692652285
Gnao1;0.281699813308308;0;0;0.256445976646731;0.306569307327963
Gnas;0.280626673509542;0;0;0.255357027585079;0.305513190157445
Wdr49;0.279742537721276;0;0;0.254459915065305;0.304643032923388
Nav2;0.27943360917127;0;0;0.254146462534325;0.304338978862675
Epha7;0.277887969181345;0;0;0.252578267808617;0.302817650835343
Ap1s2;0.277655365264003;0;0;0.25234228113129;0.302588694635193
Nav3;0.276812998561967;0;0;0.251487689082692;0.301759513929001
Tgfb2;0.276516404239533;0;0;0.25118679965863;0.301467553365149
Tmem117;0.275933806995778;0;0;0.25059577984152;0.300894044544298
Glud1;0.275446328134624;0;0;0.250101268041002;0.300414156401012
Sgce;0.275230715398256;0;0;0.249882548841091;0.300201897020171
Gprasp2;0.27082232556661;0;0;0.245411211704849;0.295861527215819
Dlgap2;0.270091479488725;0;0;0.244670034358269;0.295141857929386
Pcdh15;0.270037254963144;0;0;0.244615044496528;0.295088461523962
Hap1;0.26868466870093;0;0;0.243243420465904;0.293756481404798
Alcam;0.267083135490905;0;0;0.241619477088971;0.292179221045966
A230072E10Rik;0.266483962090864;0;0;0.241011956149131;0.291589093628965
Sesn2;0.266296495618196;0;0;0.240821882038398;0.2914044534946
G630016G05Rik;0.265434055481219;0;0;0.239947470625893;0.290554991834776
Jazf1;0.265247133877002;0;0;0.239757959871063;0.290370877909289
Vat1l;0.263058027420382;0;0;0.237538675515171;0.288214514728249
Ankrd55;0.26222621794235;0;0;0.236695468979341;0.287395080033313
Trim35;0.262061534678355;0;0;0.236528533864334;0.287232842383655
Rcan2;0.261629348548796;0;0;0.236090445263727;0.286807067527715
Plcb1;0.260529958636834;0;0;0.234976087507671;0.28572394170142
Ptprn;0.259942316728245;0;0;0.234380472589011;0.28514496681357
Unc5c;0.259495166968502;0;0;0.233927268845791;0.28470439965991
Peg3;0.258988638069623;0;0;0.233413895448051;0.284205314637717
Prkn;0.258639432448366;0;0;0.233059979469662;0.283861232934041
Scg2;0.258018180864841;0;0;0.232430364711431;0.283249080959348
Ppp1r9a;0.257777456329841;0;0;0.232186405351611;0.283011876842994
Fam183b;0.257446104896226;0;0;0.231850606526823;0.282685366130545
Pkd1l1;0.256764242316627;0;0;0.231159611195948;0.282013446495608
Ctsz;0.256505645633742;0;0;0.23089755766892;0.281758614200664
Ank2;0.256126244268712;0;0;0.230513091302222;0.281384729327484
Akap17b;0.254834038336453;0;0;0.229203694441621;0.280111254512543
Adgrv1;0.254613343459338;0;0;0.228980072812551;0.279893749813674
Klf8;0.253723513405392;0;0;0.228078469694476;0.279016756061611
Prune2;0.253436318914869;0;0;0.227787484811054;0.278733695507546
Rab37;0.25199970398571;0;0;0.226331978208989;0.277317693521958
Sez6l2;0.251192578421666;0;0;0.225514289126366;0.276522100557996
Mageh1;0.250323553731728;0;0;0.22463393123684;0.275665454094347
Pax6;0.25032293426256;0;0;0.224633303703954;0.275664843434425
Ubqln2;0.250083770535918;0;0;0.224391028341551;0.275429079240023
Itm2c;0.249610621624878;0;0;0.223911732891303;0.27496264680178
Tanc2;0.248743003060842;0;0;0.223032875642731;0.27410731330544
AC149090.1;0.248716995211233;0;0;0.223006531546015;0.274081673095174
Gcnt2;0.247772426090261;0;0;0.222049775844411;0.273150431689252
Ksr2;0.247492065198139;0;0;0.221765807343184;0.272874017488764
Large1;0.245971376292398;0;0;0.220225626638725;0.27137466258583
Chrm3;0.245889343659522;0;0;0.220142546181781;0.271293777297559
Prkcb;0.245311799687908;0;0;0.219557635663592;0.270724300954523
Ndn;0.245308901143247;0;0;0.21955470019482;0.270721442854357
Slc30a8;0.245239231341231;0;0;0.219484143020324;0.270652745046781
Cacnb2;0.244562205266875;0;0;0.21879850780879;0.269985150985732
Rgs7;0.24436318595128;0;0;0.218596962580318;0.26978889966614
Snap91;0.243444786230076;0;0;0.2176669351934;0.268883245846854
Sema6d;0.242385993092415;0;0;0.216594794987135;0.267839091219795
Pde3b;0.242098184390567;0;0;0.216303368943343;0.267555251326683
Unc80;0.239623164223208;0;0;0.213797431038307;0.265114178680107
Pdgfrl;0.23944442647747;0;0;0.213616473674463;0.264937879859963
Zdbf2;0.238690030437739;0;0;0.212852728848527;0.264193758982945
Dpp6;0.237811742641024;0;0;0.211963596722066;0.263327395548429
Myo3a;0.237611493044351;0;0;0.211760880608741;0.263129858944198
Pgap1;0.235754075264496;0;0;0.209880690617084;0.261297503591045
Ppy;0.234823905453644;0;0;0.208939188694361;0.260379815520365
Acat1;0.234109924983991;0;0;0.208216542463756;0.259675384469367
Lncpint;0.233326058604614;0;0;0.207423194654797;0.258901970892669
Lrpprc;0.232841454509679;0;0;0.206932745966448;0.258423812553687
Aff2;0.231912181614944;0;0;0.205992301951986;0.257506864921453
Bend7;0.231794075245643;0;0;0.205872779213364;0.257390321735391
Ctsb;0.231791816763884;0;0;0.205870493654706;0.257388093138252
Dnajc6;0.231299376977374;0;0;0.205372156769165;0.256902162897292
Hs6st3;0.231240149286588;0;0;0.205312220716581;0.25684371726328
Ptprm;0.230494481749492;0;0;0.204557651650104;0.256107879680017
Gm13561;0.229584713442966;0;0;0.203637064579842;0.255210064424134
Tmed3;0.229112360196805;0;0;0.203159112308121;0.254743899793565
Serpinf2;0.228961479804034;0;0;0.203006446065178;0.254594993675226
Sv2b;0.228690354319865;0;0;0.2027321146572;0.254327412821411
Maged1;0.228424245351504;0;0;0.202462863044968;0.254064779081787
Heg1;0.228337564100968;0;0;0.20237515896993;0.253979229021635
Camk2b;0.228183108352433;0;0;0.202218881701154;0.253826787926322
Serpina10;0.227478692732681;0;0;0.201506175566719;0.253131544242301
Disp2;0.225594269424195;0;0;0.199599709005029;0.251271527049873
Cd200;0.224720847432074;0;0;0.198716136803461;0.250409352861738
Unc79;0.224569269010894;0;0;0.198562801164131;0.250259722296545
Man1a;0.224437495867877;0;0;0.198429501436026;0.250129641504916
Gm30551;0.222833452865109;0;0;0.196806952813406;0.248546124725908
Skap1;0.222807419201293;0;0;0.196780619978449;0.248520423069805
Scgn;0.2216996042624;0;0;0.195660109153038;0.247426702559097
Sult1d1;0.221406237345921;0;0;0.195363391551035;0.247137057089479
Gm30648;0.221048560173536;0;0;0.195001635624381;0.246783910937971
Ghr;0.220780291316651;0;0;0.194730312227561;0.246519035999795
Slc25a5;0.21962260405902;0;0;0.193559489130655;0.245375950753499
Castor2;0.219126317621391;0;0;0.193057594251315;0.24488590208945
Iapp;0.217357608862052;0;0;0.191269008575922;0.243139317006417
Gm45159;0.217070764868402;0;0;0.190978957328905;0.242856045209803
Ttc39b;0.21672354647086;0;0;0.190627862716846;0.242513144995435
Ctdspl;0.216474152476138;0;0;0.190375688701776;0.242266848613916
Aplp1;0.216277159051236;0;0;0.19017650180567;0.24207229960771
Ro60;0.216267101477368;0;0;0.190166332300955;0.242062366778911
Ssr2;0.215650135562407;0;0;0.189542510875969;0.24145304281338
2700033N17Rik;0.215522952048233;0;0;0.189413916763171;0.24132743210795
Maml2;0.215432761649201;0;0;0.189322726600733;0.241238356520121
Ctnnd2;0.213757437144932;0;0;0.187628912952972;0.239583661044541
Sytl5;0.213420988007232;0;0;0.187288769446384;0.239251336665002
Casr;0.212459544966308;0;0;0.186316803850697;0.238301647248934
Rap1b;0.212214029635984;0;0;0.186068609669013;0.238059125417634
Zdhhc14;0.211770127707071;0;0;0.185619872735452;0.237620627677886
Pim2;0.211237268239588;0;0;0.185081223737474;0.237094241479097
Gm42439;0.210189575277739;0;0;0.184022193394111;0.236059231797969
Drc1;0.2098084900588;0;0;0.183636999411846;0.235682745405369
Fap;0.209658386534672;0;0;0.183485279716278;0.235534451155209
Ripply3;0.209582161536004;0;0;0.183408234476979;0.235459144473832
Dbpht2;0.209180975179205;0;0.00000000000000000000000000000000000000000000000001;0.183002736340854;0.235062786270328
Ica1;0.208184967261055;0;0.00000000000000000000000000000000000000000000000002;0.181996062261189;0.234078727784971
Snap25;0.207211388737862;0;0.00000000000000000000000000000000000000000000000006;0.181012110825223;0.233116778321129
Abhd15;0.206895617977346;0;0.00000000000000000000000000000000000000000000000008;0.180692986974889;0.232804768444612
Srgap3;0.206117714013118;0;0.0000000000000000000000000000000000000000000000002;0.179906846181509;0.232036106695431
Slc41a2;0.205399117923542;0.00000000000000000000000000000000000000000000000001;0.00000000000000000000000000000000000000000000000045;0.179180670992039;0.231326019425278
Spats2l;0.205270046894621;0.00000000000000000000000000000000000000000000000001;0.00000000000000000000000000000000000000000000000052;0.179050241665422;0.231198473786071
Cxxc4;0.205194004509554;0.00000000000000000000000000000000000000000000000001;0.00000000000000000000000000000000000000000000000056;0.178973399468725;0.231123329669365
Lrch2;0.205036108794128;0.00000000000000000000000000000000000000000000000001;0.00000000000000000000000000000000000000000000000067;0.178813844032417;0.23096729814574
Ikbip;0.204583744894404;0.00000000000000000000000000000000000000000000000002;0.00000000000000000000000000000000000000000000000111;0.178356732745282;0.23052026768448
Erc2;0.204026521643805;0.00000000000000000000000000000000000000000000000003;0.00000000000000000000000000000000000000000000000208;0.177793677208481;0.229969599130825
Cacng4;0.203551073002574;0.00000000000000000000000000000000000000000000000006;0.00000000000000000000000000000000000000000000000351;0.17731326577079;0.22949973012541
1700025G04Rik;0.203407384258105;0.00000000000000000000000000000000000000000000000007;0.00000000000000000000000000000000000000000000000411;0.1771680796445;0.229357725262706
Stox2;0.203313201207875;0.00000000000000000000000000000000000000000000000008;0.00000000000000000000000000000000000000000000000456;0.17707291573139;0.22926464533993
Fmn2;0.203158853322315;0.00000000000000000000000000000000000000000000000009;0.0000000000000000000000000000000000000000000000054;0.176916961461337;0.229112104241604
Cacna1d;0.203081053124681;0.0000000000000000000000000000000000000000000000001;0.00000000000000000000000000000000000000000000000587;0.176838352053179;0.229035214285285
Grik4;0.202996323143201;0.00000000000000000000000000000000000000000000000011;0.00000000000000000000000000000000000000000000000644;0.176752741164404;0.22895147525329
Ldlrad4;0.202819718906804;0.00000000000000000000000000000000000000000000000014;0.00000000000000000000000000000000000000000000000782;0.176574302113357;0.228776935236086
Hsp90aa1;0.202721645070122;0.00000000000000000000000000000000000000000000000015;0.0000000000000000000000000000000000000000000000087;0.176475210091922;0.228680007003926
Tnik;0.202628610566939;0.00000000000000000000000000000000000000000000000017;0.00000000000000000000000000000000000000000000000962;0.176381210213135;0.228588058764913
Bdnf;0.201693846488691;0.00000000000000000000000000000000000000000000000047;0.000000000000000000000000000000000000000000000027;0.175436773093531;0.227664183219476
Erp29;0.201693313257542;0.00000000000000000000000000000000000000000000000047;0.000000000000000000000000000000000000000000000027;0.175436234358239;0.227663656186288
Hexa;0.201543057469028;0.00000000000000000000000000000000000000000000000056;0.0000000000000000000000000000000000000000000000318;0.175284428219139;0.227515146275234
Itm2b;0.201432494254443;0.00000000000000000000000000000000000000000000000063;0.0000000000000000000000000000000000000000000000359;0.175172725002369;0.227405866963844
Nrxn1;0.200722533927713;0.00000000000000000000000000000000000000000000000139;0.0000000000000000000000000000000000000000000000782;0.174455460480169;0.226704135385932
Col1a2;0.200423667438105;0.00000000000000000000000000000000000000000000000193;0.000000000000000000000000000000000000000000000108;0.17415352753702;0.226408724820971
Serpine2;0.200278326375311;0.00000000000000000000000000000000000000000000000226;0.000000000000000000000000000000000000000000000127;0.174006697019531;0.226265062673158
Gpc4;0.200105858765481;0.00000000000000000000000000000000000000000000000273;0.000000000000000000000000000000000000000000000153;0.17383246347778;0.226094585865288
Cntnap5c;0.199984772845159;0.00000000000000000000000000000000000000000000000312;0.000000000000000000000000000000000000000000000174;0.173710138716206;0.225974896694397
C8b;0.199360293814123;0.0000000000000000000000000000000000000000000000062;0.000000000000000000000000000000000000000000000342;0.173079283455425;0.225357608689694
Pou3f4;0.198660625507187;0.0000000000000000000000000000000000000000000000133;0.000000000000000000000000000000000000000000000733;0.172372496814843;0.224665972437595
Usp29;0.198234342231944;0.0000000000000000000000000000000000000000000000212;0.00000000000000000000000000000000000000000000116;0.171941889858976;0.224244569964962
Erich3;0.198097000408706;0.0000000000000000000000000000000000000000000000246;0.00000000000000000000000000000000000000000000134;0.171803157153283;0.224108798588404
Casd1;0.198068301605949;0.0000000000000000000000000000000000000000000000254;0.00000000000000000000000000000000000000000000138;0.171774167844925;0.224080427816993
2510009E07Rik;0.197840677340242;0.0000000000000000000000000000000000000000000000325;0.00000000000000000000000000000000000000000000175;0.171544241049904;0.223855403767
Corin;0.196764268381304;0.000000000000000000000000000000000000000000000104;0.00000000000000000000000000000000000000000000556;0.170456982497455;0.222791253358322
Gabrb3;0.196662126463236;0.000000000000000000000000000000000000000000000116;0.00000000000000000000000000000000000000000000619;0.170353814374222;0.222690271448659
Cdyl2;0.196504622679104;0.000000000000000000000000000000000000000000000138;0.00000000000000000000000000000000000000000000732;0.170194729302623;0.222534555313556
Hpgds;0.196408773406709;0.000000000000000000000000000000000000000000000153;0.0000000000000000000000000000000000000000000081;0.170097918405515;0.222439793268858
Utrn;0.196396224338365;0.000000000000000000000000000000000000000000000155;0.00000000000000000000000000000000000000000000819;0.170085243474032;0.222427386509414
Gpr179;0.196357520340606;0.000000000000000000000000000000000000000000000162;0.00000000000000000000000000000000000000000000851;0.170046151342393;0.222389121369491
Zfp704;0.195303851731815;0.000000000000000000000000000000000000000000000502;0.0000000000000000000000000000000000000000000261;0.168981948081196;0.221347369312668
Prkca;0.195132008611438;0.000000000000000000000000000000000000000000000603;0.0000000000000000000000000000000000000000000313;0.168808392681989;0.221177464028531
Pld3;0.194149514356488;0.00000000000000000000000000000000000000000000172;0.0000000000000000000000000000000000000000000885;0.167816140004565;0.220206018777733
Ugt8a;0.194110194845226;0.00000000000000000000000000000000000000000000179;0.0000000000000000000000000000000000000000000918;0.167776431070692;0.22016714037299
Kctd8;0.193699625855743;0.00000000000000000000000000000000000000000000278;0.000000000000000000000000000000000000000000141;0.167361800887843;0.219761172412423
Ccnd2;0.192542847900674;0.00000000000000000000000000000000000000000000944;0.000000000000000000000000000000000000000000473;0.166193630625223;0.218617309309595
Fhod3;0.192358579539624;0.0000000000000000000000000000000000000000000115;0.000000000000000000000000000000000000000000573;0.166007554360746;0.218435091596703
Lgals3bp;0.19197972245867;0.0000000000000000000000000000000000000000000171;0.000000000000000000000000000000000000000000848;0.165624986112352;0.218060444950371
Gm15138;0.191830403695512;0.00000000000000000000000000000000000000000002;0.000000000000000000000000000000000000000000989;0.165474206847691;0.217912783531949
Gm26843;0.19181187857353;0.0000000000000000000000000000000000000000000204;0.00000000000000000000000000000000000000000101;0.165455500615583;0.217894463943954
Rcn3;0.191804378942952;0.0000000000000000000000000000000000000000000205;0.00000000000000000000000000000000000000000101;0.165447927670555;0.217887047515644
Sh3gl2;0.191703882899572;0.0000000000000000000000000000000000000000000228;0.00000000000000000000000000000000000000000112;0.165346449503703;0.217787666103039
Tmsb15b1;0.191423146788973;0.0000000000000000000000000000000000000000000306;0.00000000000000000000000000000000000000000149;0.165062972784288;0.217510040852078
Rims2;0.191212769766815;0.0000000000000000000000000000000000000000000382;0.00000000000000000000000000000000000000000186;0.164850544869181;0.217301992267984
Nudt11;0.190649438927307;0.0000000000000000000000000000000000000000000688;0.00000000000000000000000000000000000000000334;0.16428173435402;0.216744884662373
Pigk;0.190577475315541;0.0000000000000000000000000000000000000000000741;0.00000000000000000000000000000000000000000359;0.164209071995315;0.216673714823356
Ptchd1;0.190326487299667;0.0000000000000000000000000000000000000000000963;0.00000000000000000000000000000000000000000465;0.163955649194042;0.216425493083705
Gm16638;0.189400225666796;0.000000000000000000000000000000000000000000252;0.0000000000000000000000000000000000000000121;0.1630204322045;0.215509411082621
Fnip2;0.189010352632724;0.000000000000000000000000000000000000000000377;0.0000000000000000000000000000000000000000181;0.162626803944207;0.215123809016922
Stk32a;0.188854264766495;0.000000000000000000000000000000000000000000443;0.0000000000000000000000000000000000000000212;0.162469215006094;0.214969428774442
Tmem178b;0.188831901984752;0.000000000000000000000000000000000000000000454;0.0000000000000000000000000000000000000000216;0.162446637275317;0.214947310537865
Nfasc;0.188763850025699;0.000000000000000000000000000000000000000000487;0.0000000000000000000000000000000000000000231;0.162377931376958;0.214880002586973
Cc2d2b;0.188743242315922;0.000000000000000000000000000000000000000000497;0.0000000000000000000000000000000000000000235;0.16235712568968;0.214859620131166
Cntn1;0.188707691231665;0.000000000000000000000000000000000000000000516;0.0000000000000000000000000000000000000000243;0.16232123312263;0.21482445758697
Atxn1;0.188645013708659;0.00000000000000000000000000000000000000000055;0.0000000000000000000000000000000000000000259;0.162257953726295;0.214762464905691
Ank3;0.188346344345101;0.000000000000000000000000000000000000000000748;0.0000000000000000000000000000000000000000351;0.161956419312212;0.214467056042007
Atp2b1;0.187613706292706;0.00000000000000000000000000000000000000000159;0.0000000000000000000000000000000000000000737;0.161216774141516;0.213742395779709
Dennd1a;0.187564253713005;0.00000000000000000000000000000000000000000167;0.0000000000000000000000000000000000000000774;0.16116684965431;0.213693480659488
Stk32b;0.187554584580359;0.00000000000000000000000000000000000000000169;0.000000000000000000000000000000000000000078;0.161157088268531;0.213683916597392
Dmd;0.186854738941881;0.00000000000000000000000000000000000000000345;0.000000000000000000000000000000000000000159;0.160450579122207;0.212991662596404
Etnk1;0.185777117229803;0.0000000000000000000000000000000000000000103;0.00000000000000000000000000000000000000047;0.15936274984912;0.211925679167588
Tmed10;0.185732609814022;0.0000000000000000000000000000000000000000108;0.000000000000000000000000000000000000000491;0.159317822224858;0.211881651092592
Cobl;0.185671926730775;0.0000000000000000000000000000000000000000115;0.000000000000000000000000000000000000000521;0.159256566389861;0.211821621389565
Hapln1;0.185447960649226;0.0000000000000000000000000000000000000000144;0.000000000000000000000000000000000000000652;0.159030488185471;0.211600065062947
Gaa;0.184639904574962;0.0000000000000000000000000000000000000000326;0.00000000000000000000000000000000000000146;0.158214834729411;0.210800680895406
Med13l;0.184602871164721;0.0000000000000000000000000000000000000000339;0.00000000000000000000000000000000000000151;0.158177453993531;0.210764044082258
Cst3;0.184537993410527;0.0000000000000000000000000000000000000000361;0.00000000000000000000000000000000000000161;0.158111967952231;0.210699860937816
Ctsl;0.184533274582856;0.0000000000000000000000000000000000000000363;0.00000000000000000000000000000000000000162;0.15810720489039;0.210695192623189
Slc25a12;0.184516496569757;0.0000000000000000000000000000000000000000369;0.00000000000000000000000000000000000000164;0.158090269610581;0.210678594201921
1500011B03Rik;0.184450457270119;0.0000000000000000000000000000000000000000395;0.00000000000000000000000000000000000000174;0.158023611450454;0.21061326164032
Rhobtb1;0.184047448826482;0.0000000000000000000000000000000000000000592;0.0000000000000000000000000000000000000026;0.1576168315966;0.210214561039262
Tenm2;0.183723543025294;0.0000000000000000000000000000000000000000819;0.00000000000000000000000000000000000000358;0.157289901140496;0.209894111226764
Tmx1;0.183679937124323;0.0000000000000000000000000000000000000000856;0.00000000000000000000000000000000000000373;0.157245888487095;0.209850970159728
Nefm;0.18306803231919;0.000000000000000000000000000000000000000158;0.00000000000000000000000000000000000000685;0.156628286957212;0.209245577441729
Zfp395;0.181992223729426;0.00000000000000000000000000000000000000046;0.0000000000000000000000000000000000000198;0.155542512912172;0.2081811692963
Ctsd;0.181781488366964;0.000000000000000000000000000000000000000567;0.0000000000000000000000000000000000000243;0.155329832946336;0.207972659850397
Ppp1r3b;0.181663694371809;0.000000000000000000000000000000000000000637;0.0000000000000000000000000000000000000272;0.155210953051553;0.20785610903076
Tshz3;0.181568458356659;0.0000000000000000000000000000000000000007;0.0000000000000000000000000000000000000298;0.155114839650624;0.207761877574746
Proc;0.181471036863917;0.000000000000000000000000000000000000000771;0.0000000000000000000000000000000000000328;0.155016521156002;0.207665483190757
Nenf;0.181384504147388;0.00000000000000000000000000000000000000084;0.0000000000000000000000000000000000000356;0.154929192134726;0.20757986235667
Amph;0.181082762684849;0.00000000000000000000000000000000000000113;0.0000000000000000000000000000000000000479;0.154624677174601;0.20728129750802
Gprasp1;0.180983106766927;0.00000000000000000000000000000000000000125;0.0000000000000000000000000000000000000527;0.154524106360093;0.207182689655784
Rgs7bp;0.180946333445931;0.00000000000000000000000000000000000000129;0.0000000000000000000000000000000000000546;0.154486995578119;0.207146302939584
