moscot driver genes epsilon progenitors;Eps_progenitors_pull_corr;Eps_progenitors_pull_pval;Eps_progenitors_pull_qval;Eps_progenitors_pull_ci_low;Eps_progenitors_pull_ci_high
Hax1;-0.00345755944920415;0.803440265738502;0.912054658411472;-0.0306749212258997;0.0237649259679163
Zfp623;-0.00345774310147064;0.803430038996513;0.912054658411472;-0.030675104707551;0.0237647424171762
Eya4;-0.00346108173341763;0.803244131951474;0.912054658411472;-0.0306784402375485;0.0237614056305671
Gfap;-0.00346225733802206;0.803178672703681;0.912054658411472;-0.030679614749745;0.0237602306756017
Faxc;-0.00346451629018421;0.803052895079001;0.912054658411472;-0.0306818716026085;0.0237579729715253
Nat8l;-0.00346693045681805;0.802918480806281;0.912054658411472;-0.0306842835253923;0.0237555601384273
Ift88os;-0.00346996530141134;0.802749517130435;0.912054658411472;-0.0306873155487961;0.0237525269697695
1700108J01Rik;-0.00347009135113051;0.802742499565489;0.912054658411472;-0.0306874414813287;0.0237524009896481
Ppp4r3a;-0.00347223569725932;0.80262311983815;0.912054658411472;-0.030689583833758;0.023750257827377
Sox3;-0.0034722791745004;0.802620699427091;0.912054658411472;-0.0306896272705737;0.0237502143741364
Il17ra;-0.00347280572386706;0.802591386173887;0.912054658411472;-0.0306901533303431;0.0237496881154294
Cavin1;-0.0034730366685278;0.802578529462587;0.912054658411472;-0.0306903840602617;0.0237494572982473
Ctnnd1;-0.0034758150158868;0.802423862787811;0.912054658411472;-0.0306931598239675;0.0237466804842743
Map2k3os;-0.0034774317073669;0.802333867416162;0.912054658411472;-0.0306947750118535;0.0237450646848623
4930448I18Rik;-0.00347838152611867;0.802280995661195;0.912054658411472;-0.0306957239471658;0.0237441153901411
Zfand3;-0.00347894368642966;0.802249703378001;0.912054658411472;-0.0306962855845806;0.02374355353996
Gm5095;-0.00347923069935129;0.802233727115127;0.912054658411472;-0.0306965723305291;0.0237432666853697
Gm43525;-0.00347946470848679;0.802220701311657;0.912054658411472;-0.0306968061219912;0.0237430328053225
Hsd11b1;-0.00348344659132397;0.801999063588441;0.912054658411472;-0.0307007843004558;0.0237390531185864
Gm48853;-0.00349444608348861;0.801386897740664;0.912054658411472;-0.0307117735552375;0.0237280596884142
Gm12249;-0.00349535420784729;0.801336362419931;0.912054658411472;-0.0307126808340979;0.0237271520642428
Dlx1;-0.00349701702522533;0.801243832082234;0.912054658411472;-0.0307143421032136;0.0237254901626144
Cxcr2;-0.00349957330444004;0.801101588957639;0.912054658411472;-0.0307168960019634;0.0237229352909048
Phyh;-0.00350126074999348;0.801007695342685;0.912054658411472;-0.0307185818759347;0.0237212487742758
Gm15133;-0.0035054103911554;0.800776811341483;0.912054658411472;-0.0307227276517196;0.0237171014167969
Ces1f;-0.0035065100338632;0.800715630675026;0.912054658411472;-0.0307238262699568;0.0237160023791014
1700102H20Rik;-0.00350850697206122;0.800604530430554;0.912054658411472;-0.0307258213475603;0.0237140065394302
A930018P22Rik;-0.00350886236254143;0.800584758599156;0.912054658411472;-0.0307261764068921;0.0237136513444295
Capn12;-0.00351203549157838;0.800408230066615;0.912054658411472;-0.0307293465789423;0.0237104799604409
Gm27211;-0.003512321879211;0.800392298159195;0.912054658411472;-0.030729632699668;0.0237101937302789
Gm48908;-0.0035123918641771;0.800388404868218;0.912054658411472;-0.030729702619409;0.0237101237837935
Tmem81;-0.00351248145069944;0.800383421142252;0.912054658411472;-0.0307297921224375;0.0237100342465292
Btd;-0.0035135542098915;0.800323743847476;0.912054658411472;-0.030730863881793;0.0237089620771463
Wdr45b;-0.00351808101767994;0.800071931628436;0.912054658411472;-0.030735386469802;0.0237044377575334
Smc2os;-0.00352504368540959;0.799684660662529;0.912054658411472;-0.0307423426449278;0.0236974789146814
Timm8a1;-0.00352548226897495;0.79966026782669;0.912054658411472;-0.030742780819431;0.0236970405719596
Nup155;-0.00352748753636087;0.799548742748353;0.912054658411472;-0.0307447842163924;0.0236950364056118
Hormad1;-0.0035282942783392;0.799503876087809;0.912054658411472;-0.0307455902058159;0.023694230106532
Inka2;-0.00352960359090313;0.799431060555804;0.912054658411472;-0.0307468982969357;0.0236929215127006
Ppil4;-0.0035314243627333;0.79932980385114;0.912054658411472;-0.0307487173700316;0.0236911017402079
Fign;-0.00353295814846309;0.799244509625311;0.912054658411472;-0.0307502497246381;0.0236895687961621
Gm45231;-0.00353392059933575;0.799190988702873;0.912054658411472;-0.0307512112774152;0.023688606873381
P2rx2;-0.00353617622328753;0.799065559424638;0.912054658411472;-0.0307534647963705;0.0236863524868802
Nup37;-0.00353640702984219;0.799052725175206;0.912054658411472;-0.030753695387516;0.0236861218069321
Cdc23;-0.00353897331988075;0.798910027483969;0.912054658411472;-0.030756259282269;0.0236835569244092
Trpt1;-0.0035443297250012;0.798612208019598;0.912054658411472;-0.0307616106867541;0.0236782034559254
Gm12352;-0.00355009366938686;0.79829176183346;0.912054658411472;-0.0307673692482908;0.0236724426698648
Gtf3c4;-0.00355145310826711;0.798216188848222;0.912054658411472;-0.030768727417351;0.023671083975619
Gm13999;-0.00355153851273613;0.798211441165188;0.912054658411472;-0.0307688127420424;0.023670998617927
2610001J05Rik;-0.00355421023072272;0.798062922609544;0.912054658411472;-0.0307714819641345;0.023668328363072
Smim9;-0.00355657352782094;0.79793155500054;0.912054658411472;-0.0307738430531386;0.0236659663598788
Ctsw;-0.00355679540184212;0.797919222075607;0.912054658411472;-0.0307740647198412;0.0236657446073181
Nop56;-0.00355806472031275;0.797848667648986;0.912054658411472;-0.0307753328522116;0.0236644759836585
H2bc12;-0.00356102514165581;0.79768412053769;0.912054658411472;-0.0307782905068822;0.023661517182477
Kcnv2;-0.00356702585037343;0.797350614748349;0.912054658411472;-0.0307842856061536;0.0236555197563281
Krt28;-0.00356722154134339;0.797339739310063;0.912054658411472;-0.0307844811141592;0.023655324172374
Glyr1;-0.00356749430471802;0.797324580672907;0.912054658411472;-0.0307847536225059;0.0236550515581597
Nemp2;-0.00356946147022705;0.797215259064185;0.912054658411472;-0.0307867189486376;0.0236530854682729
Emilin2;-0.00357106977958583;0.797125883180969;0.912054658411472;-0.0307883257540074;0.0236514780381618
1810063I02Rik;-0.00357330624214725;0.797001604411369;0.912054658411472;-0.0307905601249368;0.0236492427980195
Mtarc2;-0.00357515291848406;0.79689898968639;0.912054658411472;-0.0307924050739808;0.0236473971308449
C130040N14Rik;-0.00357552586716277;0.796878266379943;0.912054658411472;-0.0307927776737986;0.0236470243859508
Gm12150;-0.00357605267535272;0.796848993943239;0.912054658411472;-0.0307933039891927;0.0236464978656036
4930467K11Rik;-0.00357652606558201;0.796822689953637;0.912054658411472;-0.0307937769365823;0.0236460247340171
Med13;-0.00357696815720248;0.796798125283621;0.912054658411472;-0.0307942186146309;0.0236455828839281
Stmn2;-0.00357901767399743;0.796684247211482;0.912054658411472;-0.0307962662139863;0.0236435344867229
Usp9y;-0.00358099510548308;0.796574378543827;0.912054658411472;-0.0307982417952557;0.0236415581352323
Gm36283;-0.00358200549046091;0.796518241794627;0.912054658411472;-0.0307992512347682;0.0236405483020047
Gm4724;-0.00358297589692298;0.796464327233047;0.912054658411472;-0.0308002207331224;0.0236395784254092
Nupr1l;-0.0035830079024469;0.796462549062963;0.912054658411472;-0.0308002527086947;0.0236395464373603
Vac14;-0.00358369890741509;0.796424158311406;0.912054658411472;-0.0308009430669869;0.0236388558096659
Exoc7;-0.00358484429118903;0.796360524334249;0.912054658411472;-0.0308020873787981;0.0236377110511895
Mdc1;-0.00358557583838527;0.796319882544643;0.912054658411472;-0.0308028182413032;0.0236369799033283
Klk1;-0.00358640984093038;0.796273549425824;0.912054658411472;-0.0308036514632286;0.0236361463560108
Zfp119b;-0.003587282414605;0.796225074251389;0.912054658411472;-0.0308045232201408;0.0236352742585768
Maats1;-0.00359208812058568;0.795958110958806;0.912054658411472;-0.0308093244270542;0.023630471174752
Prdm1;-0.00359526122763193;0.795781853768386;0.912054658411472;-0.0308124945627721;0.0236272997983716
Actg2;-0.00359626728608968;0.79572597221907;0.912054658411472;-0.0308134996790326;0.0236262942885206
Gm20642;-0.0035962731417203;0.795725646970944;0.912054658411472;-0.0308135055291791;0.0236262884360829
Slc34a3;-0.00359646137629222;0.795715191593048;0.912054658411472;-0.0308136935874588;0.0236261003041497
Ddit3;-0.00359947536370181;0.795547786440953;0.912054658411472;-0.0308167047518374;0.0236230879599152
Cacna1f;-0.00360453642746699;0.795266702201994;0.912054658411472;-0.0308217610740801;0.0236180296542446
Echs1;-0.00360691720926244;0.795134486172031;0.912054658411472;-0.0308241396249278;0.0236156501694061
Gm44264;-0.00360723776709304;0.795116684534582;0.912054658411472;-0.0308244598823513;0.0236153297861794
Prr19;-0.00361114978684532;0.794899445721689;0.912054658411472;-0.0308283682355484;0.0236114198968046
Csgalnact2;-0.00361892802659389;0.794467558648808;0.912054658411472;-0.0308361391826402;0.0236036458903958
Gm13029;-0.00362072421756784;0.794367834018332;0.912054658411472;-0.0308379336890889;0.0236018506765385
Qrfp;-0.00362127211881021;0.794337415177147;0.912054658411472;-0.030838481076457;0.023601303073316
Sp5;-0.0036227307664633;0.794256434276279;0.912054658411472;-0.0308399383559711;0.0235998452189854
Gm12236;-0.00362338632901711;0.794220039610979;0.912054658411472;-0.0308405933036022;0.0235991900129382
Gm26713;-0.00362481959515135;0.79414047097437;0.912054658411472;-0.0308420252252403;0.0235977575261581
Tpp1;-0.00362913673729474;0.793900815158406;0.912040007264954;-0.0308463383169506;0.0235934427308328
Gm40621;-0.00363170790921145;0.793758091941618;0.91192815877828;-0.0308489070760584;0.0235908729561348
Agl;-0.00363372405303984;0.793646182615218;0.911857082941924;-0.0308509213276694;0.0235888579076619
Fam71e2;-0.00363437849657315;0.793609857580562;0.911857082941924;-0.0308515751569383;0.0235882038196351
Ankrd53;-0.00363914261426541;0.793345437655106;0.911714590589413;-0.0308563348023011;0.0235834422892028
Etfbl;-0.00364068046769066;0.793260088180575;0.911668622953013;-0.0308578712117985;0.0235819052706793
Lrrn1;-0.00364119688679035;0.79323142794263;0.911668622953013;-0.0308583871459909;0.023581389131915
Iqcb1;-0.00364357283873156;0.793099570909726;0.911590170202136;-0.0308607608667735;0.0235790144695601
Gm32511;-0.00364460643842203;0.793042211582945;0.911590170202136;-0.0308617934957573;0.0235779814307767
Gm13849;-0.00364486306678364;0.793027970236973;0.911590170202136;-0.0308620498830969;0.0235777249416715
H19;-0.0036476464615809;0.792873512833328;0.911589146610718;-0.030864830663537;0.0235749430570205
Ankub1;-0.00364822315049944;0.792841511966565;0.911589146610718;-0.0308654068107367;0.0235743666809351
Prkch;-0.00365127799378439;0.79267200241887;0.911501682843281;-0.0308684587841205;0.0235713134944912
Tlr1;-0.00365434987582738;0.792501557287108;0.911474272334958;-0.0308715277797433;0.0235682432780185
Enpep;-0.0036547287286256;0.792480537109343;0.911474272334958;-0.0308719062765261;0.0235678646305982
Gm30075;-0.0036567317906212;0.792369402204289;0.911426565915937;-0.0308739074560749;0.0235658626543422
Gm13523;-0.00365764476154399;0.792318749685722;0.911420452330743;-0.0308748195689293;0.0235649501782136
Gm15512;-0.0036588612895934;0.792251256882894;0.911420452330743;-0.0308760349535375;0.023563734309404
Gm12132;-0.00365898477828511;0.792244405834867;0.911420452330743;-0.030876158326155;0.0235636108876267
Ccdc34;-0.00366083027357454;0.792142021230063;0.911420452330743;-0.0308780020866572;0.0235617663922499
Gm16364;-0.00366238553552705;0.792055741006554;0.911381901788064;-0.0308795558865014;0.023560211972814
Tle1;-0.00366250539028344;0.792049092010314;0.911381901788064;-0.0308796756285763;0.0235600921829799
Vps4b;-0.0036625495914441;0.792046639934964;0.911381901788064;-0.0308797197881811;0.0235600480057617
Gm26674;-0.00366287637493066;0.792028511566838;0.911381901788064;-0.0308800462644375;0.0235597213992807
Ypel4;-0.00366433782362462;0.791947438833653;0.911381901788064;-0.0308815063390585;0.0235582607421239
Crispld2;-0.00366510700114825;0.791904770210167;0.911381901788064;-0.0308822747933448;0.0235574919811488
A130051J06Rik;-0.00367091226433186;0.791582754659976;0.911251681665779;-0.0308880745969548;0.0235516898607706
4933408J17Rik;-0.00367161471682448;0.791543792320192;0.911251681665779;-0.0308887763887;0.0235509877884416
Scn1b;-0.00367222209099228;0.791510104029258;0.911251681665779;-0.0308893831915322;0.0235503807429598
Gm16958;-0.003672845638164;0.791475519100041;0.911251681665779;-0.0308900061521341;0.0235497575332054
Usp30;-0.00367550724838228;0.791327897992969;0.911251681665779;-0.0308926652583421;0.0235470973630145
Gm26577;-0.00367607634894991;0.791296334891818;0.911251681665779;-0.0308932338234569;0.0235465285703008
Tcte1;-0.00367787477390665;0.791196594015832;0.911251681665779;-0.0308950305562037;0.0235447311180831
Pigr;-0.00367822190734787;0.791177342344619;0.911251681665779;-0.030895377362993;0.0235443841723805
Vmn2r7;-0.00367834782912604;0.791170358881031;0.911251681665779;-0.0308955031662773;0.0235442583187024
H4c2;-0.00367839045695011;0.791167994799269;0.911251681665779;-0.0308955457539879;0.0235442157139318
Jaml;-0.00367931876282329;0.791116512680957;0.911251681665779;-0.0308964731862861;0.0235432879100693
Ms4a6b;-0.0036806386624686;0.79104331506818;0.911251681665779;-0.0308977918437696;0.0235419687241207
Lox;-0.0036824775644333;0.79094133823911;0.911251681665779;-0.0308996290149796;0.0235401308163298
Nxph2;-0.00368438048821319;0.790835814828239;0.911251681665779;-0.0309015301475546;0.0235382289211424
Ska2;-0.00368705451835213;0.790687537498849;0.911251681665779;-0.0309042016603204;0.0235355563360711
Gm9750;-0.00368840810944884;0.790612482565331;0.911251681665779;-0.0309055539769773;0.0235342034763178
Tmc5;-0.00368884971809771;0.790587996337929;0.911251681665779;-0.0309059951698191;0.0235337621062478
Gm13598;-0.00369258852871391;0.790380695802421;0.911251681665779;-0.0309097304596444;0.0235300253150977
Gpr171;-0.00369491165836477;0.790251895990431;0.911180605970498;-0.0309120514012504;0.0235277034398696
Ubtd2;-0.0036985670952233;0.790049241506785;0.911051643526873;-0.0309157033946333;0.0235240499762465
Wars;-0.00369911585843505;0.790018819739947;0.911051643526873;-0.0309162516408393;0.0235235015091989
Gm47710;-0.00370036419668772;0.789949616847818;0.911051643526873;-0.0309174988029351;0.0235222538446059
Gm19434;-0.00370518294806925;0.789682500034586;0.910837529301468;-0.0309223130134002;0.0235174376928444
Vmn2r53;-0.00370589557191325;0.789642999405757;0.910837529301468;-0.0309230249656009;0.0235167254533394
Ikzf1;-0.003706300257234;0.789620568001933;0.910837529301468;-0.0309234292694961;0.0235163209862651
Trim43b;-0.00371327035343935;0.789234248162708;0.910567672467391;-0.0309303927948225;0.0235093546476279
Gm14661;-0.00371352836994971;0.789219948507583;0.910567672467391;-0.0309306505680437;0.0235090967701631
Pate1;-0.00371543872176321;0.789114076204061;0.910547599238333;-0.030932559118434;0.0235071874477289
Gm49853;-0.00371724138571603;0.789014175565514;0.910484585924662;-0.0309343600823291;0.0235053857549464
Gm10762;-0.00372202788154709;0.788748932757986;0.910283012528492;-0.0309391420632504;0.0235006018369425
Pomc;-0.00372218211563618;0.788740386310527;0.910283012528492;-0.0309392961518359;0.0235004476858973
Myl10;-0.00372865631690425;0.78838165962661;0.910096054477476;-0.0309457642442127;0.0234939769693533
Nol11;-0.00372997873461671;0.788308391774771;0.910096054477476;-0.0309470854138451;0.0234926552631486
Zfp445;-0.00373102325385969;0.788250522063478;0.910096054477476;-0.0309481289472177;0.0234916113058268
Unc119;-0.00373601698406985;0.787973869565612;0.909858627218696;-0.0309531179632712;0.0234866202612792
Sharpin;-0.00373626512715573;0.78796012314338;0.909858627218696;-0.0309533658720709;0.023486372251611
Stk19;-0.00374017020019501;0.78774380188455;0.909749735697427;-0.0309572672576647;0.0234824692777486
Lrrc9;-0.00374147075215002;0.787671761528437;0.909718799379879;-0.0309585665813627;0.0234811694247227
Plscr2;-0.00374935636934929;0.787234999220126;0.909423353023917;-0.03096644474932;0.0234732880433591
Gm11027;-0.00375134760389777;0.787124720873301;0.909348213534622;-0.0309684341022903;0.0234712978778864
Det1;-0.00375664946870178;0.786831114354395;0.909061258153241;-0.0309737309561494;0.0234659988585535
9630028I04Rik;-0.0037575250735978;0.786782628044562;0.90905748442898;-0.0309746057333389;0.023465123723441
Bpi;-0.0037592463548559;0.786687315115908;0.908999603159851;-0.0309763253873539;0.0234634033655707
Ucp3;-0.00376026190824709;0.786631082127663;0.908986873829534;-0.0309773399805985;0.0234623883569013
A630001G21Rik;-0.00376042529411845;0.786622035266731;0.908986873829534;-0.0309775032119928;0.0234622250586615
Tmx3;-0.00376147531733221;0.786563894978118;0.908986873829534;-0.0309785522424024;0.0234611755985901
Gm48084;-0.00376203538900834;0.786532884027401;0.908986873829534;-0.0309791117845024;0.0234606158272639
Myo1g;-0.0037698344906651;0.786101085997991;0.908740088086119;-0.0309869035099411;0.0234528209062608
Wnt9b;-0.0037704887848015;0.78606486392687;0.908740088086119;-0.0309875571851102;0.0234521669627037
Amotl1;-0.00377115445993158;0.786028012272929;0.908740088086119;-0.0309882222304825;0.023451501644227
Pla2r1;-0.00377273068100917;0.785940754872106;0.908711508321962;-0.0309897969602901;0.0234499262675564
Ppp1r1c;-0.00377347814776269;0.785899377094439;0.908711508321962;-0.0309905437198146;0.0234491792011855
Dnajc5b;-0.00377459071397516;0.785837789498385;0.908696984888469;-0.0309916552332965;0.023448067230866
Tmco1;-0.00377581756369818;0.785769877138463;0.908696984888469;-0.0309928809220737;0.0234468410381683
Zfp981;-0.00377592733394981;0.785763800877236;0.908696984888469;-0.0309929905884477;0.0234467313266989
Gm44127;-0.00377627553720034;0.785744526398021;0.908696984888469;-0.0309933384621828;0.0234463833099077
Ecrg4;-0.00377720127736019;0.78569328351874;0.908696984888469;-0.0309942633262541;0.0234454580654401
Gm805;-0.00377732436238681;0.78568647041208;0.908696984888469;-0.0309943862947938;0.0234453350463165
Gm28182;-0.00377944490556053;0.785569094886922;0.908696984888469;-0.0309965048309689;0.0234432156384084
Gm16222;-0.00378034693665446;0.785519167470967;0.908696984888469;-0.0309974060082569;0.0234423140901566
C1qtnf3;-0.00378361929363423;0.785338049935037;0.908589480769109;-0.0310006752674578;0.0234390434844431
4932411K12Rik;-0.00378373710613071;0.78533152949717;0.908589480769109;-0.0310007929684161;0.0234389257349854
Shoc1;-0.00378408166941204;0.785312459420961;0.908589480769109;-0.0310011372054803;0.0234385813560678
4933432I03Rik;-0.00378463401584434;0.785281889721479;0.908589480769109;-0.0310016890289621;0.0234380293051632
Selenoo;-0.00378483134890612;0.785270968372639;0.908589480769109;-0.0310018861751889;0.0234378320776785
Gm46392;-0.00378624609757319;0.785192670699766;0.908589480769109;-0.0310032995843097;0.0234364180858683
Acr;-0.00378673180956325;0.785165790017218;0.908589480769109;-0.0310037848363812;0.0234359326336975
Myo3b;-0.00378781505798088;0.785105840892359;0.908589480769109;-0.0310048670590293;0.0234348499646897
Ntn5;-0.00378802324217777;0.785094319710238;0.908589480769109;-0.0310050750460813;0.0234346418918395
Lrriq1;-0.00378976724889194;0.784997805976826;0.908589480769109;-0.0310068174011747;0.0234328988178088
Exoc3l2;-0.00379110903272469;0.784923553599348;0.908589480769109;-0.03100815791419;0.0234315577514407
1700095A21Rik;-0.00379241639661139;0.784851207853829;0.908589480769109;-0.0310094640397645;0.0234302510865198
Magel2;-0.00379376128999308;0.784776787273167;0.908589480769109;-0.0310108076591897;0.0234289069120715
Mall;-0.00379558021216711;0.784676139119264;0.908589480769109;-0.0310126248582248;0.0234270889620736
Wnt7a;-0.00379716990199024;0.784588178244957;0.908558533828247;-0.0310142130419227;0.0234255001217593
Gucy2f;-0.00379835884646316;0.784522393249649;0.908534689296486;-0.0310154008598602;0.0234243118125524
1700030L22Rik;-0.00379899675243458;0.78448709817227;0.908534689296486;-0.0310160381613783;0.0234236742473894
Ttf2;-0.00380047303000493;0.784405418035361;0.908503895763373;-0.0310175130400043;0.023422198758452
Cel;-0.00380153352232161;0.784346744113539;0.908488280532063;-0.0310185725273083;0.023421138832581
Dppa2;-0.00380267255986032;0.784283725880326;0.90846763130926;-0.0310197104853301;0.0234200004033735
Gm7102;-0.00380291753703428;0.784270172491845;0.90846763130926;-0.0310199552303189;0.0234197555570265
Thegl;-0.00380372464222551;0.784225519773134;0.90846763130926;-0.0310207615705269;0.0234189488828363
Kctd4;-0.00380970660228722;0.783894592764014;0.908383271750921;-0.0310267378597162;0.0234129701160873
Gm42791;-0.00381126783291197;0.783808230612348;0.90835234477119;-0.0310282976099808;0.0234114097185642
Gm10561;-0.00381133323018674;0.783804613107927;0.90835234477119;-0.0310283629452429;0.0234113443561838
Ccdc190;-0.00381432352480637;0.78363920747495;0.908296758986907;-0.0310313504040821;0.0234083556568599
Naip1;-0.0038146432219065;0.783621524276746;0.908296758986907;-0.0310316697979757;0.0234080361302866
Bpifc;-0.00381547880229583;0.783575306888559;0.908296758986907;-0.0310325045858592;0.0234072009955705
Pitpnm2os1;-0.00381623162940237;0.783533667380365;0.908296758986907;-0.0310332566989146;0.0234064485699666
Gm16158;-0.00382039531984087;0.78330338131191;0.908221702302072;-0.0310374164395664;0.0234022870995774
Tmem69;-0.00382660855736917;0.782959773849001;0.9079280303234;-0.0310436237813002;0.0233960771731477
Gm3164;-0.00382751050579002;0.782909897377557;0.907922565156102;-0.0310445248736799;0.0233951757052098
Rnase6;-0.00382915440108734;0.782818994588063;0.907869519337939;-0.031046167208639;0.0233935326855292
Gm43409;-0.00383025785763622;0.782757978204849;0.907869519337939;-0.0310472696177362;0.0233924298166512
Gm41790;-0.00383096453587069;0.782718902651098;0.907869519337939;-0.0310479756251244;0.0233917235147395
4933405L10Rik;-0.00383146139918739;0.782691429076224;0.907869519337939;-0.0310484720167548;0.0233912269159979
Krt78;-0.00383276991568004;0.782619077223079;0.907869519337939;-0.031049779290972;0.0233899190962139
Atcay;-0.00383317696224082;0.782596570765088;0.907869519337939;-0.0310501859510731;0.0233895122663626
Gm14308;-0.00383508919705896;0.782490841726579;0.907869519337939;-0.0310520963702496;0.023387601049488
Dlec1;-0.00383558894147171;0.782463211108192;0.907869519337939;-0.0310525956401289;0.0233871015710723
Mrgprx1;-0.00383724270610426;0.782371777245931;0.907869519337939;-0.0310542478343286;0.0233854486865858
Cckbr;-0.00383836016757663;0.782309996384009;0.907869519337939;-0.0310553642345631;0.0233843318197507
Gm13201;-0.00383983485187487;0.782228467918472;0.907869519337939;-0.03105683751827;0.0233828579200755
Cfap157;-0.00384104481682813;0.782161576345572;0.907869519337939;-0.0310580463339626;0.0233816485988098
Btnl10;-0.00384214881821116;0.782100544256332;0.907869519337939;-0.0310591492866628;0.0233805451846735
4933400L20Rik;-0.00384452243930328;0.781969328804378;0.907826831655948;-0.0310615206528453;0.0233781728259468
Cyp2j9;-0.00384464277147872;0.781962676921814;0.907826831655948;-0.0310616408706985;0.0233780525577596
Platr26;-0.00384582414935625;0.781897371985654;0.907826831655948;-0.0310628211261603;0.0233768718080535
Gm12511;-0.00384637561503126;0.781866888251526;0.907826831655948;-0.031063372067867;0.0233763206355821
Gtsf1;-0.00384791669265228;0.781781702857038;0.907818713755489;-0.0310649116811647;0.0233747803772344
Psors1c2;-0.00384874201458345;0.781736083015864;0.907818177856156;-0.0310657362188264;0.0233739554940108
Klk6;-0.00384991994607563;0.7816709739082;0.907795007999801;-0.0310669130309147;0.0233727781885949
2310068J16Rik;-0.0038499280977934;0.781670523334634;0.907795007999801;-0.0310669211748855;0.0233727700412095
Atrx;-0.00385016845215234;0.78165723815286;0.907795007999801;-0.0310671613008231;0.0233725298145907
1810008B01Rik;-0.00385087800212591;0.781618019346422;0.907795007999801;-0.0310678701764559;0.0233718206417003
Hps6;-0.00385217209821409;0.781546492475048;0.907795007999801;-0.031069163042593;0.0233705272332759
Gm21388;-0.003853015753951;0.781499863195421;0.907795007999801;-0.031070005896443;0.0233696840257963
7530414M10Rik;-0.00385303365133508;0.781498874006448;0.907795007999801;-0.0310700237768154;0.0233696661379212
Cib3;-0.00385325544091023;0.781486615719072;0.907795007999801;-0.031070245355575;0.0233694444661822
Gm33586;-0.00385444393378104;0.781420928762983;0.907795007999801;-0.0310714327187132;0.0233682566047088
Vezf1;-0.00385537627947834;0.781369399926973;0.907795007999801;-0.0310723641781071;0.0233673247542747
Gm40841;-0.00385579919395132;0.781346026627043;0.907795007999801;-0.031072786690535;0.0233669020644388
Dido1;-0.00385628890741342;0.781318961780513;0.907795007999801;-0.0310732759384371;0.0233664126110828
Nxf2;-0.0038567801096746;0.781291814918942;0.907795007999801;-0.0310737666737098;0.0233659216697055
Usp10;-0.00386055697481044;0.78108309099675;0.907795007999801;-0.0310775399477227;0.0233621468100725
Clec2l;-0.00386103520355948;0.78105666338259;0.907795007999801;-0.0310780177217065;0.0233616688352059
Zfp607b;-0.00386185166629261;0.781011545052168;0.907795007999801;-0.0310788334080064;0.0233608528058885
Tlr13;-0.00386403356518495;0.780890975332968;0.907795007999801;-0.0310810132317962;0.0233586720650698
Tgfb1i1;-0.00386562502290602;0.780803036168822;0.907795007999801;-0.0310826031757925;0.0233570814518739
Slc9a5;-0.00386586355454145;0.78078985586998;0.907795007999801;-0.0310828414805353;0.0233568430468062
Gm47766;-0.00386858503715661;0.780639482143757;0.907795007999801;-0.0310855603742412;0.0233541230080222
Vmn2r82;-0.00387047381444236;0.780535123821583;0.907795007999801;-0.0310874473545221;0.0233522352325546
Pax7;-0.00387091467296957;0.780510766168484;0.907795007999801;-0.0310878877935834;0.0233517946078333
Dgkk;-0.00387163622848862;0.780470900331466;0.907795007999801;-0.0310886086625376;0.0233510734349628
Tbc1d21;-0.00387283040479273;0.780404923532624;0.907795007999801;-0.0310898017025128;0.0233498798918808
Meox2;-0.00387296024079125;0.780397750345741;0.907795007999801;-0.03108993141496;0.0233497501247243
Mpig6b;-0.00387383727591898;0.78034929634684;0.907795007999801;-0.0310908076154817;0.0233488735545963
Pwwp2b;-0.0038741435146881;0.78033237762106;0.907795007999801;-0.0310911135628174;0.0233485674781836
Mfn1;-0.00387469091610793;0.780302135678769;0.907795007999801;-0.0310916604432876;0.023348020366963
Klrg2;-0.00387592171490558;0.780234139724443;0.907795007999801;-0.0310928900707022;0.0233467902206011
Tmem230;-0.00387749279686374;0.780147347137032;0.907795007999801;-0.0310944596573013;0.02334521997134
Oc90;-0.00388566777412672;0.779695774294467;0.907703506523145;-0.0311026268514376;0.0233370493247703
Atp10b;-0.00388819518951467;0.779556178886563;0.907664303989871;-0.0311051518598211;0.0233345232475444
Ren1;-0.0038886371466943;0.779531769227386;0.907664303989871;-0.0311055933960635;0.0233340815243271
Gm44706;-0.00389142310277063;0.779377903581194;0.907648823756966;-0.0311083766984426;0.0233312970428296
Platr30;-0.00389256280732419;0.779314961296598;0.907628101902874;-0.0311095153172756;0.0233301579413886
Mr1;-0.00389281173775459;0.77930121384722;0.907628101902874;-0.0311097640105572;0.0233299091426786
Zcchc4;-0.00389344278893193;0.779266363679939;0.907628101902874;-0.0311103944605352;0.0233292784254041
Alg10b;-0.00389357341920053;0.779259149602999;0.907628101902874;-0.0311105249663503;0.023329147864252
Gm4035;-0.0038946936531595;0.77919728528849;0.907628101902874;-0.0311116441330066;0.0233280282229716
Ghsr;-0.00389595298387087;0.779127741100422;0.907628101902874;-0.0311129022638095;0.0233267695584488
Kcnj16;-0.00389664942543049;0.779089282174124;0.907628101902874;-0.0311135980417525;0.0233260734852711
Gm15444;-0.00389855833777493;0.778983870905127;0.907628101902874;-0.0311155051350209;0.0233241655825082
Gm41230;-0.00390001454943591;0.778903460767912;0.907628101902874;-0.0311169599588685;0.0233227101408721
Gata5;-0.00390037075193588;0.778883792083512;0.907628101902874;-0.0311173158218793;0.0233223541267096
