moscot driver genes delta cells;Delta_pull_corr;Delta_pull_pval;Delta_pull_qval;Delta_pull_ci_low;Delta_pull_ci_high
Dpf1;0.00148101249573742;0.915096476087829;0.959060362460707;-0.0257402739517124;0.0287001042594454
Smim10l1;0.00148056705558898;0.915121915769849;0.959060362460707;-0.0257407190977002;0.0286996591852226
Tmem178;0.0014751524249937;0.915431159498853;0.959334441922819;-0.0257461301517085;0.0286942490018416
Tfe3;0.00147146744191416;0.915641625849851;0.959497746208749;-0.0257498126997924;0.0286905670444479
Lipe;0.00146952402644013;0.915752625637843;0.959497746208749;-0.0257517548307816;0.0286886252243865
Gm37233;0.00146824576163064;0.915825635688876;0.959497746208749;-0.0257530322506203;0.028687348008834
Cand1;0.00146344853723515;0.916099642828038;0.959684789982911;-0.0257578263031157;0.0286825547214221
Rbm26;0.0014567940699691;0.91647974817671;0.959831792112699;-0.0257644763684092;0.0286759057132684
Wdr36;0.00145592818976553;0.916529208942683;0.959831792112699;-0.0257653416756504;0.0286750405432281
Alkal2;0.0014558116588143;0.916535865442553;0.959831792112699;-0.0257654581294887;0.0286749241078482
Neurl2;0.00145458107675202;0.916606159307388;0.959831792112699;-0.0257666878971834;0.0286736945349865
Fbln7;0.00145033092225852;0.916848943563106;0.959919499632785;-0.0257709352384001;0.0286694478654118
Crip2;0.00144881623398848;0.916935469931345;0.959960095408282;-0.0257724489238249;0.0286679344188746
Far1;0.00143273518206655;0.917854158361223;0.960457377370892;-0.0257885193211028;0.028651866542412
Evi2;0.00143267704277997;0.917857479978549;0.960457377370892;-0.0257885774218431;0.0286518084507343
Gm12999;0.0014321567293495;0.917887206621524;0.960457377370892;-0.0257890973902987;0.0286512885633683
Nfatc2;0.00143190742022603;0.91790145023706;0.960457377370892;-0.0257893465341216;0.0286510394583891
Pgs1;0.00143115363603848;0.917944515857573;0.960457377370892;-0.0257900998185035;0.0286502862914098
Rabgap1;0.00142718799390265;0.91817108710637;0.960560004250663;-0.025794062830664;0.0286463238958838
Srsf9;0.00142374548618353;0.918367775210751;0.960560004250663;-0.0257975030546517;0.0286428842057989
Dcun1d2;0.00142348911137418;0.918382423417141;0.960560004250663;-0.0257977592593583;0.0286426280408022
Fam161b;0.00142205908425273;0.918464129816756;0.960560004250663;-0.025799188337602;0.0286411991839243
Pitpnm1;0.00141499465306249;0.9188677775969;0.960932161110674;-0.0258062480796391;0.0286341405321845
Eif2b2;0.00141326083162093;0.918966847961105;0.960968803469046;-0.0258079807498081;0.028632408128777
Tsks;0.0014123829473988;0.919017010647491;0.960968803469046;-0.0258088580510451;0.0286315309624844
Egfl7;0.00141187171692303;0.919046222727746;0.960968803469046;-0.0258093689420037;0.0286310201500712
Zfp329;0.00140994708330065;0.919156198668413;0.960983828886577;-0.0258112922973156;0.0286290970902048
Acadvl;0.00137883014403084;0.92093447206158;0.962142484765302;-0.0258423885412486;0.0285980055670204
Gm36738;0.00137620082673726;0.921084750735535;0.962182377923796;-0.0258450161074152;0.0285953783949205
Fndc4;0.00137616778282489;0.921086639378834;0.962182377923796;-0.0258450491293179;0.0285953453779654
Mmab;0.00137199816965192;0.921324959518834;0.962182377923796;-0.025849215964747;0.0285911791658962
Gm17218;0.00136977867034771;0.921451821023219;0.962182377923796;-0.025851433985063;0.0285889614766255
Fut2;0.00136944805762564;0.921470718261367;0.962182377923796;-0.0258517643774546;0.0285886311334999
Gm11205;0.0013665728126366;0.921635064044542;0.962182377923796;-0.0258546377060417;0.0285857582328642
Pla2g10;0.00136550296591266;0.921696216139268;0.962182377923796;-0.0258557068395789;0.0285846892583333
Nkapd1;0.00136477523447651;0.921737813298625;0.962182377923796;-0.0258564340858554;0.028583962120145
Zfp574;0.00136460857114939;0.921747339811502;0.962182377923796;-0.0258566006380684;0.028583795592678
9330198I05Rik;0.00136392660496707;0.921786321267193;0.962182377923796;-0.0258572821495692;0.0285831141824033
Trmt10c;0.00135392640490061;0.922357958164939;0.962529175300549;-0.025867275679382;0.0285731221311365
Matn4;0.00135289880387134;0.922416700732785;0.962540510502527;-0.0258683025946808;0.0285720953671537
4932412D23Rik;0.00134460457460748;0.922890853830958;0.962965506809459;-0.0258765912870026;0.0285638078919655
Gm44066;0.00132626005734797;0.923939645029561;0.963801716843746;-0.0258949235448001;0.0285454782995431
Mrpl35;0.00132394282916969;0.924072134844895;0.963801716843746;-0.0258972392230949;0.0285431629553264
Aasdhppt;0.00132299504901516;0.924126325720522;0.963801716843746;-0.0258981863692403;0.0285422159456555
Zfp991;0.00131576632677361;0.924539651262458;0.963801716843746;-0.0259054102542844;0.0285349930982876
Il20rb;0.00131565591399709;0.924545964627757;0.963801716843746;-0.0259055205931547;0.0285348827752229
Usp53;0.00131414882345286;0.924632140031264;0.963801716843746;-0.0259070266748416;0.028533376909143
Gatad2a;0.00130756227178928;0.925008769269498;0.964094322305305;-0.0259136088159699;0.0285267957073987
Thap4;0.00129705288909929;0.925609746828229;0.964436703587209;-0.0259241111564021;0.0285162948560565
Mrpl53;0.00129678094654906;0.925625298389121;0.964436703587209;-0.0259243829166459;0.0285160231341851
A630012P03Rik;0.00129594518243214;0.925673093354982;0.964436703587209;-0.0259252181204533;0.0285151880482578
Patl2;0.00129241690301408;0.925874868544146;0.964548185905474;-0.0259287440340381;0.0285116626314806
Gpn2;0.00129029281605287;0.92599634309583;0.964548185905474;-0.025930866696399;0.0285095402675536
Gm26982;0.0012888390498817;0.926079483621147;0.964548185905474;-0.0259323194874046;0.0285080876805189
Cfap69;0.0012863586522908;0.926221338804138;0.964548185905474;-0.0259347982209149;0.0285056092944903
Cers4;0.00128568443612062;0.92625989797071;0.964548185905474;-0.0259354719847006;0.0285049356250407
Mthfd2;0.00128003550442163;0.926582973400246;0.964734696201841;-0.0259411171251162;0.028499291273078
Dnajc3;0.00127879982287957;0.926653646491864;0.964758312467033;-0.0259423519770986;0.0284980565931038
Parvaos;0.00127701921350919;0.926755486991942;0.964768910393916;-0.0259441313909325;0.0284962774268404
Slc25a24;0.00126169324127918;0.927632092890444;0.965401903231426;-0.0259594470658689;0.0284809638685183
6430710C18Rik;0.00126096708579681;0.927673629289524;0.965401903231426;-0.0259601727331411;0.0284802383008987
H1f2;0.00126043574004713;0.927704022614768;0.965401903231426;-0.0259607037216372;0.0284797073852845
Keap1;0.00125694158583258;0.927903893151188;0.965459963977969;-0.0259641955261534;0.0284762160592778
Adam4;0.00124353564122849;0.928670774121595;0.965957912359208;-0.0259775924495583;0.0284628209594347
Nxpe4;0.00123335954133143;0.929252937546051;0.966163527462543;-0.0259877616951725;0.0284526530849839
Gm49163;0.00122940698527183;0.929479069131117;0.966248718933853;-0.0259917115874025;0.0284487037222971
Gm10097;0.00122757851445968;0.929583680580611;0.966257535197106;-0.0259935388256271;0.0284468767284667
Gm16193;0.00122196540276818;0.929904828517618;0.966491405629701;-0.0259991481523367;0.0284412681497356
Gm50138;0.0012183373923988;0.930112407166547;0.966642365485161;-0.0260027737153874;0.0284376430683136
Acss1;0.00121180602715017;0.930486114864537;0.966895604627406;-0.0260093006730188;0.0284311169741299
Fgd1;0.00120574372310541;0.930832997815362;0.967206065802565;-0.0260153588839102;0.0284250595605231
Anks1;0.00120428993542285;0.93091618500119;0.967215543871604;-0.0260168116897254;0.0284236069453084
Qprt;0.00119917902016479;0.931208642668414;0.967320291207542;-0.0260219191522322;0.0284185001510492
Kcns3;0.00119877718650305;0.931231636857164;0.967320291207542;-0.0260223207143692;0.028418098641331
Lbp;0.00119271478706293;0.931578553414243;0.967510032675681;-0.0260283790162942;0.0284120411281093
Zfp114;0.00119202887953006;0.931617804811333;0.967510032675681;-0.0260290644601032;0.0284113557732835
Ero1l;0.00118705583543289;0.931902394680314;0.967667037203428;-0.0260340341412911;0.0284063867357197
Recql5;0.00118381593157118;0.932087807697214;0.967809575855436;-0.0260372718535169;0.0284031494413632
Tmbim6;0.00118163284043614;0.93221274357901;0.967811832952561;-0.0260394534675759;0.0284009681082261
Mcrip2;0.00118125426054181;0.932234409455971;0.967811832952561;-0.0260398317912973;0.0284005898331679
Slc25a27;0.0011785345236179;0.93239005967576;0.967873457072281;-0.0260425496876327;0.028397872285973
Pih1d2;0.0011757830453185;0.932547529080437;0.96793067295032;-0.026045299303453;0.028395123022549
Gm14453;0.00117425689445133;0.932634873109367;0.96793067295032;-0.0260468244210892;0.0283935981000198
Mdn1;0.00117420623881624;0.932637772225424;0.96793067295032;-0.0260468750424273;0.0283935474851532
Gm41077;0.00117085043092997;0.932829833329841;0.968080023717402;-0.0260502285779177;0.0283901943777682
Hnrnpul1;0.00116098294138385;0.933394596528647;0.968472351234781;-0.0260600893821127;0.0283803348252851
Gm39363;0.00116087844930105;0.933400577285673;0.968472351234781;-0.0260601938033724;0.0283802304172237
Slc1a5;0.00115602954663662;0.933678115441938;0.968677047669401;-0.0260650394188742;0.0283753854128784
Efhc1;0.00115574797072985;0.933694232337959;0.968677047669401;-0.026065320803856;0.0283751040633079
Lpar1;0.00114634843039946;0.934232260589546;0.968985199392821;-0.0260747139682733;0.0283657120760365
Dtwd2;0.00114533916917632;0.934290032337383;0.968995125629593;-0.0260757225446068;0.0283647036255257
Slc39a8;0.00113758303744468;0.934734017407574;0.969405589761889;-0.0260834734111398;0.0283569537222371
Patl1;0.00113385598918176;0.934947372452946;0.969541192681673;-0.0260871979281564;0.0283532296657594
Mypop;0.00113244459817732;0.935028168814486;0.969541192681673;-0.0260886083604093;0.0283518194075128
Klhl1;0.00112934426886161;0.935205652333008;0.969644604097708;-0.0260917065833046;0.0283487215660872
Gm48163;0.00111447952768264;0.936056653776774;0.970226703319128;-0.0261065612178426;0.0283338687460046
Fbxw5;0.00111090508427471;0.936261300390976;0.970338759692726;-0.0261101332291687;0.0283302971674052
4933417O13Rik;0.00110896329056395;0.936372475131557;0.97040395234404;-0.026112073701375;0.0283283569296922
Fancl;0.00110398385161821;0.936657571753808;0.970549310085398;-0.0261170497505832;0.0283233814799321
Ccdc15;0.0010994211612975;0.936918814658722;0.970619888229028;-0.0261216093336823;0.0283188224437425
Zfp57;0.00109455812185064;0.937197261925158;0.970808293733263;-0.026126469060121;0.0283139632977213
Pex11b;0.0010915642668394;0.937368687497951;0.970860755213363;-0.0261294608748902;0.0283109718389976
Mtmr9;0.0010863938201394;0.937664749674948;0.970863155522556;-0.0261346277969035;0.0283058055295854
Unc50;0.00108514784959826;0.937736095815873;0.970863155522556;-0.0261358729178507;0.0283045605558274
Disp1;0.00108419056010929;0.93779091198648;0.970863155522556;-0.0261368295545323;0.0283036040321179
Tmem17;0.00107773354344007;0.938160660414949;0.970986460542039;-0.0261432821666455;0.0282971521794081
Slc6a15;0.00107724882656679;0.938188417317328;0.970986460542039;-0.026143766552785;0.0282966678500926
Hps6;0.0010772147257862;0.938190370072555;0.970986460542039;-0.0261438006302973;0.028296633776577
Acap3;0.00107627315995132;0.938244288269674;0.970992274238623;-0.0261447415536412;0.0282956929635376
Mgat5;0.0010719137928391;0.938493928471296;0.97104541939212;-0.0261490979454482;0.0282913370811737
Scn2a;0.00107184506380507;0.938497864304338;0.97104541939212;-0.0261491666275658;0.0282912684070713
Kng2;0.00107182147120726;0.938499215357079;0.97104541939212;-0.0261491902040586;0.0282912448333298
Calm3;0.00107115889357715;0.938537158572795;0.97104541939212;-0.02614985232938;0.0282905827852507
Usp24;0.00106862733394684;0.938682132323027;0.971145432869632;-0.0261523821606208;0.0282880532486954
Gm28982;0.00106454964047394;0.938915652133027;0.971222535105253;-0.0261564570693682;0.0282839788131447
Bicra;0.00106310789390713;0.938998218788524;0.971222535105253;-0.0261578978311255;0.0282825382182621
Ppp1r3e;0.0010582609137558;0.939275802846617;0.971359713186148;-0.0261627414996356;0.0282776951091071
Ywhah;0.00105347780436946;0.939549736289432;0.971543045554573;-0.0261675213397667;0.0282729158184545
Zc4h2;0.00105050751052998;0.939719851579546;0.971668973166527;-0.0261704896027838;0.0282699478954087
Slc22a5;0.00104841974361374;0.939839424249117;0.971692653038469;-0.0261725759419838;0.0282678617945941
Tysnd1;0.00104612154701473;0.939971050424916;0.971778761979537;-0.0261748725666903;0.0282655654317519
Zfp28;0.00104148823217549;0.940236422394873;0.971922327457371;-0.0261795027116177;0.028260935813013
Chuk;0.00103054836593531;0.940863026816882;0.97230090104867;-0.0261904350886442;0.0282500046691185
Mettl3;0.00102268232119286;0.941313594124613;0.972597739860549;-0.0261982957444258;0.0282421448919433
Cables1;0.00102131054518124;0.941392171427476;0.972597739860549;-0.0261996665803005;0.0282407742086012
BC017158;0.00101606505412818;0.941692645951987;0.972858176759998;-0.0262049084754496;0.0282355328948286
1700042O05Rik;0.00100958755469578;0.942063704364586;0.972978627244375;-0.0262113815323424;0.0282290605517292
Pdgfrl;0.00100953139266904;0.942066921616782;0.972978627244375;-0.0262114376558409;0.0282290044343995
Gusb;0.00100835174520139;0.942134498160677;0.972978627244375;-0.0262126164940078;0.0282278257257263
4931406P16Rik;0.00100644904888971;0.942243495703717;0.972978627244375;-0.0262145178848092;0.0282259245434708
Tssk3;0.00100590620412006;0.942274593216831;0.972978627244375;-0.0262150603570769;0.0282253821306297
Klhdc9;0.00100512420426475;0.942319391170216;0.972978627244375;-0.026215841820293;0.0282246007529647
Gm46440;0.0010045609085657;0.94235166046372;0.972978627244375;-0.0262164047294157;0.0282240379054255
Idnk;0.00100209213136215;0.942493089422595;0.97298508584514;-0.0262188718121528;0.0282215710921857
Ddit3;0.000994321450208777;0.942938260618817;0.973270474453402;-0.0262266371576681;0.028213806590607
Gm27244;0.000992618361728113;0.943035830504468;0.973295476980764;-0.0262283390763061;0.0282121048560555
Ifnar1;0.000989174667709103;0.943233122235809;0.973333447399121;-0.0262317804043873;0.0282086638992384
Tubb6;0.000988595740827855;0.943266289719428;0.973333447399121;-0.0262323589334623;0.0282080854324508
Spg20;0.00098651082231475;0.943385738261713;0.973372000653219;-0.0262344424191845;0.028206002170745
Kcnk5;0.000985967191165161;0.943416884027985;0.973372000653219;-0.0262349856767028;0.02820545897156
Gm39185;0.00098540820245565;0.94344890975118;0.973372000653219;-0.0262355442812092;0.0282049004270013
Sidt1;0.000982755173622003;0.943600908998466;0.973384250667447;-0.026238195486336;0.0282022495059301
Stkld1;0.000981820445971248;0.943654462580604;0.973384250667447;-0.0262391295713585;0.0282013155208049
K230015D01Rik;0.000972986553363039;0.944160597510417;0.973787093667837;-0.02624795738829;0.0281924886432856
Cops7b;0.000968141009500974;0.944438230913088;0.97394284169723;-0.0262527995977346;0.0281876469455191
Ccdc74a;0.000963561933844867;0.944700602782667;0.973978751442662;-0.0262573755211669;0.0281830715032787
Xlr4b;0.00096229797133102;0.94477302636204;0.973978751442662;-0.0262586386133714;0.0281818085434959
4632404H12Rik;0.000960769481167687;0.944860607677009;0.973978751442662;-0.026260166050967;0.0281802812658035
Bap1;0.000956753713268018;0.945090711271917;0.974120738000556;-0.0262641790528735;0.0281762686827961
Pmpca;0.000952969941943121;0.945307525648363;0.974239576956272;-0.0262679602171978;0.028172487911565
Gm11131;0.000948387941506576;0.945570084875569;0.974310375000183;-0.026272539059615;0.0281679095430833
Gm15541;0.000947441664566195;0.945624309471088;0.974316308405375;-0.0262734846842174;0.0281669640160737
Phlpp2;0.000936937444421885;0.946226250631273;0.974664714085272;-0.0262839816597617;0.0281564681173225
Tmem237;0.000934465105892031;0.946367931717573;0.974708649057249;-0.0262864522922848;0.0281539977364949
Spc24;0.000934027977611517;0.946392982189148;0.974708649057249;-0.0262868891188957;0.0281535609543164
Gm39214;0.000933151185668412;0.946443228586898;0.97471046230955;-0.0262877653057186;0.0281526848565536
Fancm;0.000928932019677561;0.94668501970067;0.97473049173102;-0.0262919815592562;0.0281484690304074
Gm5678;0.000928647403312919;0.94670133061489;0.97473049173102;-0.0262922659791178;0.028148184639307
Cryab;0.000926889306430542;0.946802084864529;0.97473049173102;-0.0262940228620883;0.0281464279338015
Mycbp;0.000920165973179668;0.947187398194905;0.974736392509566;-0.0263007415515329;0.0281397099199181
Npr1;0.000911858790806125;0.947663498751321;0.975018133752895;-0.0263090429927391;0.0281314093066259
Ntrk3;0.00091009624284667;0.947764516163838;0.975026372650827;-0.0263108043221033;0.0281296481519561
Gm36899;0.000910026566276436;0.947768509574183;0.975026372650827;-0.0263108739504969;0.0281295785304615
Hcfc2;0.000906594996171318;0.947965186598624;0.975128902737151;-0.0263143031475757;0.028126149672506
Pm20d1;0.000901873770819925;0.948235784107316;0.975307442717287;-0.0263190211070212;0.0281214321775393
