Differential motif activity beta cells;names;scores;logfoldchanges;pvals;pvals_adj;Motif_ID;direct_TF;TF_name
1151;M06277_2.00;20.428576;1.16064;9.32E-93;3.67E-92;M06277_2.00;;['Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1152;M05401_2.00;20.396622;1.2294306;1.79E-92;7.06E-92;M05401_2.00;;['Hoxb6', 'Hoxa10', 'Hoxc11', 'Hoxc8', 'Hoxc6', 'Hoxd12', 'Hoxb9', 'Hoxc10', 'Hoxd8', 'Hoxc9', 'Hoxa11', 'Hoxa9', 'Hoxd11', 'Hoxa6', 'Hoxd9', 'Hoxc12', 'Hoxd10', 'Hoxb8']
1153;M05880_2.00;20.334707;1.1707608;6.34E-92;2.49E-91;M05880_2.00;;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Thrb', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr5a1', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Nr1h2', 'Nr6a1', 'Nr2f1']
1154;M06284_2.00;20.333523;1.1584686;6.50E-92;2.55E-91;M06284_2.00;;['Nkx2-1', 'Nkx2-5', 'Nkx2-2', 'Nkx2-6', 'Nkx2-3', 'Nkx2-4', 'Nkx2-9']
1155;M10812_2.00;20.267294;1.1266273;2.50E-91;9.78E-91;M10812_2.00;;['Pax4']
1156;M03486_2.00;20.255732;1.1246703;3.16E-91;1.23E-90;M03486_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
1157;M08806_2.00;20.242533;1.9490497;4.13E-91;1.61E-90;M08806_2.00;;['Jun', 'Junb', 'Jund']
1158;M05485_2.00;20.18294;1.2417986;1.38E-90;5.37E-90;M05485_2.00;;['Pou3f1']
1159;M08846_2.00;20.176424;1.9075371;1.58E-90;6.12E-90;M08846_2.00;Jund;['Jun', 'Junb', 'Jund']
1160;M05080_2.00;20.12177;1.1655936;4.76E-90;1.84E-89;M05080_2.00;;['Hoxa10', 'Hoxc11', 'Hoxd12', 'Hoxb9', 'Hoxc10', 'Hoxc9', 'Hoxa11', 'Hoxa9', 'Hoxd11', 'Hoxd9', 'Hoxc12', 'Hoxd10']
1161;M02079_2.00;20.11625;1.4551212;5.32E-90;2.06E-89;M02079_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Dlx2', 'Esx1', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Nobox', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Gsx2', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Lhx8']
1162;M01244_2.00;20.093206;1.399969;8.46E-90;3.27E-89;M01244_2.00;;['Nkx6-1', 'Nkx6-2', 'Nkx6-3']
1163;M05494_2.00;20.075802;1.1936888;1.20E-89;4.63E-89;M05494_2.00;;['Pou3f4']
1164;M10779_2.00;20.027391;1.1693842;3.18E-89;1.22E-88;M10779_2.00;;['Hoxb6', 'Hoxa10', 'Hoxc11', 'Hoxc8', 'Hoxc6', 'Hoxd12', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Hoxc9', 'Hoxa11', 'Hoxa9', 'Hoxd11', 'Hoxa6', 'Hoxd9', 'Hoxc12', 'Hoxd10', 'Hoxb8']
1165;M06279_2.00;20.01083;1.2810817;4.43E-89;1.71E-88;M06279_2.00;;['Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1166;M00329_2.00;19.993864;1.3002172;6.23E-89;2.40E-88;M00329_2.00;;['Hoxa4', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Hoxa2', 'Hoxb1', 'Barx1', 'Hoxc5', 'Nkx1-1', 'Pdx1', 'Hoxa1', 'Barx2', 'Emx1', 'Gbx2', 'Vax2', 'Gsx2', 'Meox2', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Hmx3', 'Hesx1', 'Hoxd1', 'Emx2', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1167;M00547_2.00;19.981459;1.3432924;7.99E-89;3.07E-88;M00547_2.00;Pou4f3;['Pou4f3']
1168;M03490_2.00;19.946865;1.1324624;1.60E-88;6.13E-88;M03490_2.00;;['Sox9', 'Sox8', 'Sox17', 'Sox10', 'Sox30', 'Sox15', 'Sox5', 'Sox3', 'Sox18', 'Sox12', 'Sox6', 'Sox14', 'Sox21', 'Sox7', 'Sox11', 'Sry', 'Sox13', 'Sox2', 'Sox4', 'Sox1']
1169;M00470_2.00;19.939186;1.2227365;1.86E-88;7.14E-88;M00470_2.00;Hoxc9;['Hoxb6', 'Hoxa10', 'Hoxc11', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Hoxc9', 'Hoxa11', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb5', 'Hoxd11', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8']
1170;M04018_2.00;19.920456;1.0802965;2.71E-88;1.04E-87;M04018_2.00;;['Atf6b', 'Atf6']
1171;M09411_2.00;19.918169;1.2274848;2.83E-88;1.08E-87;M09411_2.00;;['Stat1']
1172;M00530_2.00;19.91151;1.2694385;3.23E-88;1.24E-87;M00530_2.00;Hoxc4;['Hoxb6', 'Hoxa4', 'Meox1', 'Mnx1', 'Hoxc6', 'Evx2', 'Evx1', 'Vax1', 'Hoxa2', 'Hoxb1', 'Barx1', 'Otp', 'Hoxc5', 'Hoxd8', 'Nkx1-1', 'Pdx1', 'Hoxa1', 'Isx', 'Barx2', 'Emx1', 'Gbx2', 'Vax2', 'Gsx2', 'Meox2', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Hmx3', 'Hesx1', 'Hoxd1', 'Hoxa6', 'Emx2', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'Hoxb8', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1173;M02403_2.00;19.893763;1.1115673;4.61E-88;1.76E-87;M02403_2.00;;['Nr1i3', 'Thrb', 'Vdr', 'Nr1i2', 'Nr1h5', 'Thra']
1174;M00417_2.00;19.88085;1.4110794;5.96E-88;2.27E-87;M00417_2.00;Otp;['A1JVI6_MOUSE', 'Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Mnx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Esx1', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Nobox', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'En1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Lhx8', 'Hoxd4']
1175;M05870_2.00;19.88085;1.4110794;5.96E-88;2.27E-87;M05870_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Phox2a', 'Phox2b', 'Alx3', 'Lhx9', 'Vsx2', 'Otp', 'Rax', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Uncx', 'Nobox', 'Isx', 'Vsx1', 'Arx', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Prrxl1', 'Prop1', 'En1', 'Lhx8']
1176;M08726_2.00;19.876228;1.084614;6.54E-88;2.49E-87;M08726_2.00;;['Bhlhe40', 'Bhlhe41']
1177;M06368_2.00;19.849785;1.4286104;1.11E-87;4.21E-87;M06368_2.00;;['Lhx2', 'Sebox', 'Phox2a', 'Phox2b', 'Alx3', 'Lhx9', 'Vsx2', 'Otp', 'Rax', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Uncx', 'Nobox', 'Isx', 'Vsx1', 'Arx', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Prop1', 'En1', 'Lhx8']
1178;M08823_2.00;19.821457;1.2104038;1.94E-87;7.37E-87;M08823_2.00;Bach1;['Bach1', 'Bach2']
1179;M09357_2.00;19.769718;1.0780181;5.43E-87;2.05E-86;M09357_2.00;Nfatc2;['Nfatc4', 'Nfatc2', 'Nfatc3', 'Nfatc1']
1180;M09346_2.00;19.769718;1.0780181;5.43E-87;2.05E-86;M09346_2.00;;['Nfatc4', 'Nfatc2', 'Nfatc3', 'Nfatc1']
1181;M07826_2.00;19.761106;1.8819897;6.44E-87;2.43E-86;M07826_2.00;;['Fosb', 'Fos', 'Fosl1', 'Fosl2']
1182;M06237_2.00;19.754364;1.345048;7.36E-87;2.77E-86;M06237_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Nobox', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Lmx1b', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Lhx8', 'Hoxd4']
1183;M01240_2.00;19.754364;1.345048;7.36E-87;2.77E-86;M01240_2.00;;['Hoxb6', 'Hoxa4', 'Hoxc8', 'Hoxc6', 'Hoxc5', 'Hoxd8', 'Pdx1', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'Hoxa6', 'Hoxb3', 'Hoxb8', 'Hoxc4', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1184;M02232_2.00;19.754364;1.345048;7.36E-87;2.77E-86;M02232_2.00;;['Hoxa4', 'Sebox', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Hoxa2', 'Hoxb1', 'Vsx2', 'Barx1', 'Msx2', 'Hoxc5', 'Rax', 'Msx3', 'Mixl1', 'Prrx1', 'Barhl1', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Hoxa1', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hoxd1', 'Emx2', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1185;M06323_2.00;19.754364;1.345048;7.36E-87;2.77E-86;M06323_2.00;;['Hoxa4', 'Vax1', 'Hoxc5', 'Tlx1', 'Barhl1', 'Nkx1-1', 'Pdx1', 'Nobox', 'Emx1', 'Barhl2', 'Vax2', 'Nkx6-1', 'Gsx2', 'Meox2', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Hmx3', 'Tlx3', 'Nkx6-2', 'Emx2', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Nkx6-3', 'Hmx1', 'Tlx2', 'Hoxc4', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1186;M10811_2.00;19.727732;1.0739276;1.25E-86;4.68E-86;M10811_2.00;;['Pax4']
1187;M02169_2.00;19.706713;1.3669444;1.89E-86;7.09E-86;M02169_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Phox2a', 'Phox2b', 'Alx3', 'Lhx9', 'Vsx2', 'Msx2', 'Otp', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Uncx', 'Isx', 'Vsx1', 'Gbx2', 'Arx', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Prop1', 'Msx1', 'En1', 'Gbx1', 'Lhx8']
1188;M09494_2.00;19.668825;1.8962451;3.99E-86;1.49E-85;M09494_2.00;Fosl2;['Fosb', 'Fos', 'Fosl1', 'Fosl2']
1189;M04249_2.00;19.646503;1.5218158;6.19E-86;2.31E-85;M04249_2.00;;['Bach1', 'Bach2']
1190;M09617_2.00;19.630213;1.1482699;8.54E-86;3.19E-85;M09617_2.00;Rorc;['Pparg', 'Rarg', 'Nr1h3', 'Ppard', 'Nr2f6', 'Nr2c2', 'Nr2c1', 'Rxrg', 'Rxra', 'Rarb', 'Esr1', 'Nr1d1', 'Esr2', 'Nr1d2', 'Thrb', 'Ppara', 'Nr4a1', 'Nr5a2', 'Nr5a1', 'Nr4a2', 'Rorc', 'Nr4a3', 'Nr2f2', 'Rora', 'Rorb', 'Rara', 'Rxrb', 'Nr1h4', 'Nr1h5', 'Thra', 'Nr1h2', 'Nr6a1', 'Nr2f1']
1191;M00359_2.00;19.61871;1.1580697;1.07E-85;3.99E-85;M00359_2.00;;['Pax3', 'Pax7']
1192;M07833_2.00;19.608295;1.8705614;1.31E-85;4.89E-85;M07833_2.00;;['Fosb', 'Fos', 'Fosl1', 'Fosl2']
1193;M03854_2.00;19.525055;1.0945859;6.72E-85;2.50E-84;M03854_2.00;;['Nkx2-1', 'Nkx2-5', 'Nkx2-2', 'Nkx2-6', 'Nkx2-3', 'Nkx2-4', 'Nkx2-9']
1194;M09478_2.00;19.507034;1.032737;9.57E-85;3.55E-84;M09478_2.00;Arntl;['Arntl']
1195;M08761_2.00;19.445072;1.0672301;3.21E-84;1.19E-83;M08761_2.00;Bhlhe40;['Bhlhe40', 'Bhlhe41']
1196;M05443_2.00;19.441694;1.1301903;3.43E-84;1.27E-83;M05443_2.00;;['Pax3', 'Pax7']
1197;M06374_2.00;19.418924;1.2252274;5.34E-84;1.96E-83;M06374_2.00;;['Hoxb6', 'Hoxa4', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc5', 'Hoxd8', 'Pdx1', 'Hoxc9', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'Hoxa6', 'Hoxd9', 'Hoxb3', 'Hoxb8', 'Hoxc4', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1198;M06290_2.00;19.418924;1.2252274;5.34E-84;1.96E-83;M06290_2.00;;['Hoxa4', 'Vax1', 'Tlx1', 'Barhl1', 'Nkx1-1', 'Emx1', 'Barhl2', 'Vax2', 'Lbx2', 'Hoxb4', 'Hmx3', 'Tlx3', 'Emx2', 'Nkx1-2', 'Hmx2', 'Hmx1', 'Tlx2', 'Hoxc4', 'Hoxd4']
1199;M06376_2.00;19.418924;1.2252274;5.34E-84;1.96E-83;M06376_2.00;;['Hoxb6', 'Hoxa4', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc5', 'Hoxd8', 'Pdx1', 'Hoxc9', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'Hoxa6', 'Hoxd9', 'Hoxb3', 'Hoxb8', 'Hoxc4', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1200;M06233_2.00;19.418924;1.2252274;5.34E-84;1.96E-83;M06233_2.00;;['Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Rax', 'Tlx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Hoxa1', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Tlx3', 'Hesx1', 'Prrxl1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1201;M06275_2.00;19.418924;1.2252274;5.34E-84;1.96E-83;M06275_2.00;;['Hoxb6', 'Hoxa10', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Hoxc9', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8']
1202;M04314_2.00;19.399837;1.0405226;7.74E-84;2.85E-83;M04314_2.00;;['Creb3l1', 'Creb3l2']
1203;M03888_2.00;19.380953;1.1212703;1.12E-83;4.10E-83;M03888_2.00;;['Pax3', 'Pax7']
1204;M01719_2.00;19.374258;1.1166614;1.27E-83;4.66E-83;M01719_2.00;Arnt;['Arnt', 'Arnt2']
1205;M06372_2.00;19.356583;1.0668341;1.79E-83;6.57E-83;M06372_2.00;;['Hoxb6', 'Hoxc8', 'Hoxc6', 'Barhl1', 'Hoxd8', 'Nkx1-1', 'Barhl2', 'Hoxa6', 'Nkx1-2', 'Hoxb8']
1206;M02125_2.00;19.336643;1.2203925;2.64E-83;9.64E-83;M02125_2.00;;['Esx1']
1207;M00290_2.00;19.31239;1.146574;4.23E-83;1.54E-82;M00290_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Hoxb1', 'Lhx9', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Dlx2', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Nobox', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Hoxb2', 'Hoxd3', 'Hoxa3']
1208;M00289_2.00;19.31239;1.146574;4.23E-83;1.54E-82;M00289_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Dlx2', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Nobox', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Hoxb2', 'Hoxd3', 'Hoxa3']
1209;M01143_2.00;19.24513;1.086209;1.55E-82;5.63E-82;M01143_2.00;;['Creb3l1', 'Creb3l2']
1210;M05043_2.00;19.24513;1.067652;1.55E-82;5.63E-82;M05043_2.00;;['Nkx2-1', 'Nkx2-5', 'Nkx2-2', 'Nkx2-6', 'Nkx2-3', 'Nkx2-4', 'Nkx2-9']
1211;M00416_2.00;19.239279;1.0398043;1.74E-82;6.30E-82;M00416_2.00;Irx4;['Irx2', 'Irx4', 'Irx5', 'Irx6']
1212;M09417_2.00;19.226828;1.0763465;2.21E-82;8.00E-82;M09417_2.00;;['Stat5a', 'Stat5b']
1213;M09421_2.00;19.226828;1.0763465;2.21E-82;8.00E-82;M09421_2.00;Stat5b;['Stat5a', 'Stat5b']
1214;M07816_2.00;19.20556;1.7796947;3.33E-82;1.20E-81;M07816_2.00;;['Jun', 'Junb', 'Jund']
1215;M03125_2.00;19.160706;1.3005304;7.88E-82;2.85E-81;M03125_2.00;;['Hoxb6', 'Hoxa4', 'Meox1', 'Mnx1', 'Hoxc8', 'Hoxc6', 'Evx2', 'Evx1', 'Vax1', 'Hoxa2', 'Hoxb1', 'Hoxb9', 'Barx1', 'Otp', 'Hoxc5', 'Hoxd8', 'Nkx1-1', 'Pdx1', 'Hoxa1', 'Isx', 'Barx2', 'Emx1', 'Gbx2', 'Vax2', 'Gsx2', 'Hoxc9', 'Meox2', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Hmx3', 'Hoxd1', 'Hoxa6', 'Hoxd9', 'Emx2', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'Hoxb8', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
1216;M08187_2.00;19.143408;1.0360352;1.10E-81;3.97E-81;M08187_2.00;;['Atf3', 'Jdp2']
1217;M05112_2.00;19.142817;1.1647799;1.11E-81;4.01E-81;M05112_2.00;;['Hoxb6', 'Hoxa10', 'Hoxc11', 'Hoxc8', 'Hoxc6', 'Hoxd12', 'Hoxb9', 'Hoxc10', 'Hoxd8', 'Hoxc9', 'Hoxa11', 'Hoxa9', 'Hoxd11', 'Hoxa6', 'Hoxd9', 'Hoxc12', 'Hoxd10', 'Hoxb8']
1218;M09489_2.00;19.10751;1.8501221;2.19E-81;7.88E-81;M09489_2.00;;['Atf3', 'Jdp2']
1219;M07817_2.00;19.079052;1.8214138;3.77E-81;1.36E-80;M07817_2.00;;['Jun', 'Junb', 'Jund']
1220;M07798_2.00;19.073898;1.0717275;4.16E-81;1.50E-80;M07798_2.00;;['Bhlhe40', 'Bhlhe41']
