Thomas_ID;Progressive_ID;N Pole;N Hemi;S Hemi;S Pole;Plains;Crater;C_Floor;C_Peak;C_Ejecta;LRM_blue;LRM_Klima;Pits;Tectonics;C_Walls;HP 180;HP 0;Infill;Putative;_EL_mean;_EL_median;_EL_min;_EL_max;X;Y
8177;436;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;1;0;994.911092530658;1130.5;124;1349.5;-17.71;20.805
8177;437;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;-223.373306233062;-365.75;-882;1033.5;-17.16;22.3
3007;438;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;-2670.49570200573;-2630.5;-2926;-2617;82.508;42.993
3007;439;0;1;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;1;-2828.39237668161;-2855.5;-3034;-2437.5;83.066;42.898
4002;440;0;1;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;1;1174.14240506329;1148.75;831.5;1540;174.751;17.847
5011;441;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;1;-648.679897567221;-622;-875.5;-517;23.359;5.694
5033;442;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0;1;0;1;111.997485168945;237.25;-1350.5;1341.5;50.429;-4.647
5036;443;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;1183.27503090235;1155.5;419.5;1984.5;46.053;29.272
5037;444;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;1;-1916.36111111111;-1914;-1938;-1899;76.075;-12.787
5038;445;0;0;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0;1;-626.541972920696;-296.25;-2141.5;386.5;66.024;-26.497
5045;446;0;0;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;1;-1302.27900552486;-1241.5;-1849;-815;71.337;-19.257
5048;447;0;0;1;0;0;1;0;0;1;1;1;0;0;1;0;1;0;1;2070.31627296588;2051;1531.5;2358.5;56.367;-11.114
5048;448;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;1;0;1;1408.2802690583;1411.25;879;1772;55.734;-11.033
5068;449;0;0;1;0;0;1;1;1;1;1;1;0;0;1;0;1;0;0;-9.10037012845635;-7.5;-668.5;1339.5;58.88;-29.18
5109;450;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;1;0;1;362.298231511254;396.25;-407;875;18.124;32.014
5113;451;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;-570.447368421053;-589;-674;-428;27.355;37.092
6013;452;0;1;0;0;0;1;0;0;1;1;1;0;1;0;1;0;0;1;-516.263505402161;-519;-689;-296.5;140.477;36.05
6023;453;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;1;-83.890671641791;-87;-204.5;42;111.336;55.215
6030;454;0;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;-762.939628482972;-741;-1153.5;-489.5;121.084;43.331
6031;455;0;1;0;0;0;1;1;0;1;1;1;0;0;1;1;0;0;0;420.644859813084;383.25;328;652.5;120.022;41.441
6031;456;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;;0;368.343866171004;402.5;-175.5;907.5;120.766;41.853
6034;457;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;;1;-747.997978981407;-712;-1061;-353.5;123.917;57.395
6037;458;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;;1;-902.148780487805;-873.5;-1142;-794;125.913;56.295
6050;459;0;1;0;0;0;1;0;0;0;1;1;0;1;1;1;0;1;1;1039.34549938348;1101.25;243;1521.5;130.21;43.514
6050;460;0;1;0;0;1;0;0;0;0;1;1;0;1;0;1;0;;0;516.572333016777;415;-65.5;1296.5;130.09;41.144
6109;461;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;963.33642578125;950.25;617;1314;119.823;34.384
6142;462;0;1;0;0;0;1;1;1;0;1;0;0;0;1;1;0;0;0;504.278035576179;616;-153;969.5;152.048;44.094
6142;463;0;1;0;0;0;1;0;1;1;1;0;0;0;1;1;0;0;1;-835.263166449935;-740.25;-1579.5;-236;169.521;46.954
7032;464;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;-1462.18410436423;-1501;-1784;-469.5;-128.459;58.445
7061;465;0;1;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;1;-825.926020408163;-688.25;-1677;-136.5;-138.769;9.637
7089;466;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;1;-1959.48368350469;-1975.5;-2112;-1723.5;-140.848;14.872
7118;467;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;611.162856520793;373;34.5;1773.5;-144.741;-4.884
7123;468;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;1;-1164.04231625835;-1181;-1646.5;-619;-108.464;19.442
7136;469;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;-1550.76482534525;-1559.5;-1800.5;-1267.5;-108.104;10.758
7161;470;0;0;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0;0;-478.812901805372;-419.5;-1549;738.5;-65.468;-52.358
8019;471;0;0;1;0;0;1;1;0;0;1;0;1;1;1;0;1;0;0;-2051.99032929974;-2145.5;-3375.5;-280;-33.882;-58.521
8038;472;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;880.872549019608;800;704.5;1534.5;-15.951;1.474
8043;473;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;1563.68246445498;1669.25;1028;1762.5;-31.726;14.383
8043;474;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0;1;1127.79519774011;1042;1015;1748.5;-31.052;14.716
8046;475;0;0;1;0;0;1;1;0;1;1;0;1;1;1;0;1;0;0;-122.393253295054;-22.5;-1249;1029.5;-27.804;-51.282
8055;476;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0;1;698.203304597701;748.75;151;1143;-35.943;23.453
