Thomas_ID;Progressive_ID;N Pole;N Hemi;S Hemi;S Pole;Plains;Crater;C_Floor;C_Peak;C_Ejecta;LRM_blue;LRM_Klima;Pits;Tectonics;C_Walls;HP 180;HP 0;Infill;Putative;_EL_mean;_EL_median;_EL_min;_EL_max;X;Y
1001;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;-1641.79685560612;-1646.5;-1846.5;-1318.5;-55.184;37.389
1000;2;0;1;0;0;0;1;1;0;0;1;1;0;1;0;0;1;0;1;-89.728021978022;-12.75;-769.5;330;-54.916;45.358
1009;3;0;1;0;0;0;1;1;1;0;1;1;0;0;0;0;1;0;0;-581.742706766917;-606;-939.5;-33;-54.531;40.422
1010;4;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;-722.830396475771;-741.25;-906.5;-565.5;-53.861;30.104
1008;5;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;92.3950177935943;119;-109;195.5;-55.055;45.976
1013;6;0;1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;-979.97467948718;-1036.5;-1717.5;1105.5;-59.96;27.356
1014;7;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;-1087.76376068376;-1293;-1526;964.5;-54.002;22.074
1015;8;0;1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;-1267.03776276276;-1283;-1626.5;-889.5;-56.597;12.603
1016;9;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;-1204.00822561692;-1187.5;-1500.5;-927;-55.88;5.313
1017;10;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;-1501.44545849631;-1520.5;-1857;-506;-54.397;4.298
1019;11;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;1;0;1;-970.861445783133;-977;-1000.5;-908.5;-50.126;11.559
1020;12;0;1;0;0;0;1;1;1;0;0;0;1;0;1;0;1;1;0;-2550.50145810382;-2756;-3122;383;-48.685;15.565
1024;13;0;1;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;0;-1120.64367816092;-1368.5;-1502;364.5;-56.288;3.724
1025;14;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;1;;1;214.975357710652;231.5;-318.5;578.5;-51.948;-27.271
1026;15;0;0;1;0;0;1;0;1;0;1;1;0;0;0;0;1;0;1;-2323.96214511041;-2333;-2504;-2133;-56.087;-3.878
1027;16;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;1;0;0;-1981.69122023809;-1999.5;-2090.5;-1596.5;-55.993;-12.49
1029;17;0;0;1;0;0;1;1;1;0;1;1;0;0;0;0;1;0;0;-2895.0285986654;-2954.5;-3236.5;-2137.5;-56.312;-37.946
1030;18;0;0;1;0;0;1;1;1;0;1;1;0;0;0;0;1;0;0;-2820.7818911686;-2877;-3045.5;-2014;-49.872;-40.315
1031;19;0;0;1;0;0;1;1;1;0;1;0;1;0;1;0;1;0;0;-1528.70605759682;-1693.5;-2123.5;-488.5;-48.838;-54.323
1038;20;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;-1324.20710059172;-1307;-1685;-870.5;-50.775;-22.248
1039;21;0;0;1;0;0;1;1;0;0;0;1;1;1;0;0;0;1;0;-886.148115220484;-880.5;-1296;735;-63.009;-46.376
1040;22;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;236.599264705882;228;163.5;351.5;-54.005;-53.806
1044;23;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;-2101.1487314401;-2111;-2447;-1841;-53.298;18.881
1048;24;0;1;0;0;0;1;1;1;1;1;1;0;0;1;0;0;0;0;-995.819401215355;-991.5;-1732;514.5;-62.869;14.07
1053;25;0;0;1;0;0;1;0;0;1;1;1;0;1;1;0;1;1;1;-1525.37851019805;-1579;-2588.5;176.5;-61.324;-36.141
1054;26;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;396.259689922481;380;328;535.5;-63.278;-18.463
1055;27;0;1;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;1;-1240.45580110497;-1256.5;-1383.5;-1010;-62.035;15.017
1056;28;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;-329.558485139022;-418;-1279.5;882;-63.257;-50.116
1058;29;0;0;1;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;-357.230942400248;-228.25;-1698;1014;-62.916;-31.458
1060;30;0;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;-131.452639751553;-144;-1003;965.5;-64.374;25.375
1062;31;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;-868.401933701658;-857;-1119.5;-666;-61.744;4.392
1068;32;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0;1;0;0;-555.373604060914;-544.5;-695.5;-397.5;-45.9;-4.365
1072;33;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;-1162.52938808374;-1154;-1845.5;-572;-57.694;-8.109
1073;34;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;-2610.46794871795;-2607.75;-2673;-2517;-63.216;45.723
1075;35;0;1;0;0;0;1;1;1;0;1;1;0;0;0;0;1;0;1;-2074.15926275992;-2117;-2340;-1519.5;-50.474;23.074
1076;36;0;1;0;0;0;1;1;1;0;1;1;0;0;1;0;1;0;1;-540.32962962963;-545;-726;-384.5;-56.139;42.231
1076;37;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;-703.77752293578;-710.75;-873;-526;-55.533;42.718
1077;38;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;-1755.55859375;-1759.5;-1866.5;-1601.5;-48.26;20.214
1078;39;0;1;0;0;0;1;0;0;0;1;1;0;1;1;0;1;0;1;139.200980392157;120.25;-26.5;326.5;-45.289;35.854
1079;40;0;1;0;0;0;1;0;0;0;1;1;0;1;1;0;1;0;1;775.116822429907;774.5;691.5;834.5;-48.856;43.151
1082;41;0;1;0;0;0;1;0;0;0;1;1;0;1;1;0;1;0;1;413.888888888889;414.25;196.5;635;-45.35;37.577
1083;42;0;1;0;0;0;1;1;0;0;1;1;0;1;1;0;1;0;1;-201.450643776824;-210.25;-609.5;728.5;-44.976;36.724
2003;43;0;1;0;0;0;1;1;1;1;0;0;0;0;1;0;1;0;0;693.54746370902;204;-1002;2873;-3.812;25.764
2004;44;0;1;0;0;0;1;1;1;1;0;0;0;0;1;0;1;0;0;705.147890588781;658;-492.5;2413.5;5.111;25.254
2005;45;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;1;0;0;-124.625876354366;-164.5;-316;963;1.848;22.017
2008;46;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;-703.4921875;-704.5;-755;-641.5;-2.241;51.235
2009;47;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;1;1190.76539420679;1404.5;-394.5;2178.5;7.431;26.074
2010;48;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;1145.50793650794;1128;1044.5;1380;0.383;24.15
2011;49;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;1;0;0;602.626857142857;628;352;805.5;1.804;-3.686
2012;50;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1897.13519313305;1897.5;1807;1952;2.384;-6.225
2013;51;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;1;2090.28132678133;2039.5;1686;2657.5;6.474;23.758
2018;52;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;1;-41.1521739130435;-21;-235;71.5;4.203;30.153
2020;53;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;1235.77884615385;1240.25;1193;1259.5;-1.167;26.903
2024;54;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;98.1521739130435;148.25;-130.5;290.5;1.404;30.6
2027;55;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;736.109662576687;732;579;1029;10.253;28.424
2031;56;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;1;-96.8482023968043;-155;-624.5;471.5;-2.775;17.507
2032;57;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;1;1;0;373.415980008105;332;232;1340;-6.155;-2.573
2035;58;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;949.419662191425;983.5;-607;1792;3.535;28.725
2036;59;0;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;935.808551487635;861.5;320.5;3271;-9.262;-26.4
2037;60;0;1;0;0;0;1;1;1;0;0;1;0;1;1;0;1;1;1;-432.351616725332;-467.5;-4050.5;2959.5;0.635;46.508
2040;61;0;0;1;0;0;1;0;0;1;1;1;0;0;1;0;1;0;1;261.98118729097;293.5;-1380.5;1816.5;-5.11;-47.935
2042;62;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;0;1;950.226890756303;954;883.5;996;-4.917;-23.385
2043;63;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;1151.94763513513;1146.5;912.5;1414;0.831;-10.967
2044;64;0;0;1;0;0;1;1;1;1;1;1;0;0;1;0;1;0;1;-23.3106546854942;-37.5;-335;401;-6.713;-38.105
2048;65;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;1;0;1;1.74569567240577;117.5;-493;705;-0.558;12.156
2050;66;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;-61.1834795321637;-24.5;-274;123;6.467;30.82
2051;67;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0;1;-975.755223880597;-1003;-1249.5;-618.5;5.583;37.959
2052;68;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;-1861.27059659091;-1904;-2066.5;-1492.5;7.261;34.749
3003;69;0;0;1;0;0;1;1;1;0;1;1;1;0;1;0;0;0;0;-1499.81438095238;-1710.75;-2091;1177.5;87.918;-41.157
3004;70;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;-2308.80303030303;-2313;-2457;-2159;83.361;-5.191
3010;71;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;-3292.92073316732;-3309;-3569;-2757;82.934;52.275
3013;72;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;-185.149714767276;-494;-1128;1840.5;93.68;15.813
4002;73;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;1;1613.71304347826;1512;1027;2213;178.72;20.347
4003;74;0;1;0;0;0;1;1;1;0;1;1;0;0;0;1;0;0;0;-1641.1939708426;-1643;-1982;-1286.5;166.428;25.586
4004;75;0;1;0;0;0;1;1;1;0;1;0;0;0;1;1;0;1;0;-1731.14135464872;-1765.5;-2231;-353.5;163.24;30.538
4005;76;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;-2822.65931372549;-2824.75;-3517.5;-2351;160.255;59.077
4007;77;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;-2784.4414848399;-2775.5;-3405.5;-2272;167.824;60.971
4009;78;0;1;0;0;0;1;1;1;0;1;1;0;0;0;1;0;1;0;107.774439115725;-27.5;-386;2701;169.917;7.537
4011;79;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;1;214.353017140174;67;-453.5;1644.5;162.111;13.966
4012;80;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;1;1347.96930946292;1389;859.5;1503;177.179;18.876
4022;81;0;1;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;1;-185.956090651558;-283;-630;998.5;166.903;36.488
4023;82;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;1370.85840707965;1342;1300.5;1504;177.984;21.654
4024;83;0;1;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;12.3598869116913;-315;-620;1689.5;179.372;25.503
4026;84;0;1;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;1152.31654676259;1327;3.5;1769;179.301;23.196
4028;85;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;;0;1307.79710144928;1273;1202;1623.5;179.44;21.322
4030;86;0;1;0;0;0;1;1;1;0;0;0;0;0;1;1;0;1;0;-488.497980817769;-611;-834.5;583.5;175.423;38.498
4033;87;0;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;766.511919698871;865;421;1055;166.851;13.98
4034;88;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;;1;1975.09119496855;1963.5;1623;2361.5;162.602;12.599
4035;89;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1523.06306306306;1528;1461.5;1550;178.826;21.519
4036;90;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;;0;-349.878414568827;-414.5;-1034;501;160.744;48.191
4046;91;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;-1205.93865030675;-1193.5;-1326.5;-1107;167.457;29.419
4047;92;0;0;1;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;-89.0903243847875;84.5;-1270;684.5;179.114;-41.441
5001;93;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;1;1;0;-1539.57704233751;-1797.5;-2314.5;298;33.202;7.688
5002;94;0;0;1;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0;-1839.43025655326;-1909.25;-2092.5;-988;19.792;-8.718
5004;95;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;1;1;0;726.322727272727;783.75;256.5;1000;35.072;27.435
5005;96;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;1;845.646205357143;840.5;613;1107.5;21.676;-2.05
5006;97;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;1;0;0;398.276086956522;394.5;-246;1388;12.734;3.525
5007;98;0;1;0;0;0;1;0;1;0;1;1;0;0;1;0;1;0;1;-104.264243614931;-27.5;-871;478;16.163;25.23
5008;99;0;1;0;0;0;1;1;0;1;0;0;0;1;1;0;1;0;0;616.556846000569;646;-692.5;1576.5;22.651;35.403
5009;100;0;0;1;0;0;1;1;1;0;1;0;0;0;1;0;1;0;0;-1855.67463533225;-1814.25;-2532.5;-1036;26.818;-13.746
5015;101;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;-4038.96552911548;-4010.5;-5382;-237.5;57.845;27.281
5017;102;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;-437.078825347759;-471;-730;-16.5;24.23;26.973
5018;103;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;1;255.182169117647;318.5;-251.5;610.5;13.806;19.495
5021;104;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;123.731738035264;73.5;-150;636.5;18.546;-18.602
5025;105;0;1;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;1;1404.48532433226;1561;281;2614.5;72.344;14.349
5027;106;0;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;-1409.0885286783;-1497.5;-1633;-1051;79.106;28.98
5028;107;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;1;-1788.05015673981;-1812.5;-1929.5;-1493.5;69.133;27.361
5029;108;0;1;0;0;0;1;1;1;0;1;1;0;0;1;0;1;0;0;-23.2286002014099;-87.5;-736;1113.5;59.188;15.164
5035;109;0;0;1;0;0;1;0;1;1;1;1;0;0;1;0;1;0;1;420.112903225807;425;-380.5;1205.5;59.803;-11.576
5036;110;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1;1;1;308.825944316368;-54.5;-547;2790;44.537;27.319
5038;111;0;0;1;0;0;1;0;0;1;1;1;1;1;1;0;0;0;1;-241.467758018946;-320.5;-1454;1013;73.058;-20.623
5040;112;0;1;0;0;0;1;0;0;1;1;0;1;1;1;0;1;1;0;196.34693877551;239;-308;598;49.664;3.647
5042;113;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;1;;1;245.041274817137;215;-150;897;58.566;-5.518
5043;114;0;1;0;0;0;1;0;1;0;1;1;0;0;0;0;1;0;1;-1197.12827988338;-1184.5;-1370.5;-1117.5;57.99;17.124
5044;115;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;-923.319919964429;-928.5;-1057;-781.5;65.035;3.355
5046;116;0;0;1;0;0;1;0;1;0;1;1;0;0;1;0;1;0;1;1523.93597122302;1412.25;873.5;3092;59.163;-8.829
5049;117;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1;0;1;2298.25155279503;2287.5;1962.5;2649;57.296;-8.236
5050;118;0;0;1;0;0;1;1;0;1;1;1;0;1;1;0;1;0;0;1187.84458259325;1170;1064.5;1436.5;55.023;-7.958
5051;119;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1;-1870.03549382716;-1887.5;-2003;-1543;54.288;-3.192
5052;120;0;0;1;0;0;1;1;1;0;1;1;0;0;0;0;1;0;1;-2472.49690082645;-2489;-2687.5;-1989.5;47.837;-19.432
5054;121;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;957.603146853147;967;645;1249;21.63;32.508
5056;122;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;7.1614481409002;-31;-251;291;24.684;31.412
5057;123;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;479.419362867098;491.5;-696;1646.5;14.067;33.273
5058;124;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;265.552919708029;458.5;-1055.5;1804;18.596;33.868
5059;125;0;1;0;0;0;1;0;1;0;1;1;0;0;1;0;1;0;0;-626.486373165618;-755.5;-2039;1169;13.57;35.971
5060;126;0;1;0;0;0;1;0;1;0;1;0;0;1;1;0;1;0;1;-245.234640522876;-340.5;-844.5;837.5;12.467;32.946
5062;127;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;1;434.618543046358;445;319;561;31.254;36.806
5064;128;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;-234.658034939908;-77;-1307;780;43.297;66.041
5065;129;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;1;194.356148491879;197;14.5;530.5;23.487;38.865
5067;130;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;1;;1;421.678120617111;404.5;267.5;588.5;25.995;39.469
5068;131;0;0;1;0;0;1;1;1;1;1;1;0;0;1;0;1;0;0;862.701487252125;697.25;118.5;2266;57.952;-31.878
5069;132;0;0;1;0;0;1;1;1;0;1;0;1;0;0;0;1;1;0;-274.247866894198;-276;-424;-63;45.509;-37.511
5071;133;0;0;1;0;0;1;1;1;0;1;1;1;0;0;0;1;1;1;-570.985035211268;-606.5;-732;-201.5;41.217;-36.382
5073;134;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;1;1;0;75.6016491754123;45;-147;1051.5;35.694;-32.892
5074;135;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;0;1;1041.03032345014;1087.5;359;1799.5;24.212;-30.636
5075;136;0;0;1;0;0;1;0;1;0;1;1;0;1;1;0;1;1;0;688.891227380016;593.75;-153;2185.5;16.958;-55.423
5076;137;0;0;1;0;0;1;1;0;0;1;1;0;0;0;0;1;0;0;107.708084824387;99.5;-29.5;508;18.338;-23.214
5078;138;0;0;1;0;0;1;1;0;1;1;1;0;0;1;0;1;0;1;-494.751275510204;-510.25;-794.5;-215.5;10.969;-52.899
5079;139;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;-108.298533455545;-127;-1629;1697;21.485;-57.917
5080;140;0;0;1;0;0;1;1;0;0;1;1;1;0;1;0;1;0;1;1410.82894736842;1444;1137;1672;49.752;-34.123
5081;141;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;934.173550087873;994.25;111.5;1399;49.398;-30.329
5089;142;0;0;1;0;0;1;1;1;0;1;1;0;0;0;0;1;0;0;1010.42657342657;1001.5;900.5;1490;14.989;-25.612
5099;143;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;-1613.88403361344;-1744.5;-2258.5;-531;55.197;36.361
5101;144;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;845.173387096774;783;731.5;1354;17.054;-12.434
5105;145;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;824.1328;840;614;966.5;12.989;19.522
5106;146;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;552.74043715847;557;477;588;13.564;22.354
5107;147;0;1;0;0;0;1;0;0;0;1;1;0;1;1;0;1;0;1;691.064594047063;1004.5;-1089.5;1615;14.068;30.591
5108;148;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;1;0;0;323.61959818044;113.75;-264.5;1859.5;17.52;0.369
5110;149;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;-1957.56571087216;-2223.25;-2498;230.5;33.316;47.698
5111;150;0;1;0;0;0;1;1;1;1;0;0;0;0;1;0;1;0;0;186.088623072834;246;-943.5;1015.5;18.37;37.361
5112;151;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;436.82636148382;402;202.5;939.5;25.909;35.495
5113;152;0;1;0;0;0;1;0;0;0;1;1;0;1;1;0;1;0;1;-407.20612244898;-381;-611.5;-328;27.336;36.774
5114;153;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;;1;-697.967147850855;-639.5;-3285.5;797;64.213;35.973
6001;154;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;-639.079313280363;-781;-1142;542;134.763;46.108
6003;155;0;1;0;0;0;1;0;1;0;1;1;0;0;1;1;0;0;0;585.905739002004;458.5;-896.5;2422.5;159.126;43.745
6004;156;0;1;0;0;0;1;1;1;0;1;1;0;0;1;1;0;0;0;376.779864921908;27;-247;2087;154.56;42.484
6005;157;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;-2090.99137931035;-2060;-2403.5;-1975;157.2;53.803
6006;158;0;1;0;0;0;1;0;1;1;1;1;0;0;1;1;0;0;1;1182.4927430243;1381.5;-199;2200;152.687;40.461
6008;159;0;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;1;-581.361185983827;-554.5;-1112.5;-201.5;145.806;47.567
6010;160;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;-405.748673740053;-394;-682.5;-201.5;153.366;66.516
6011;161;0;1;0;0;0;1;1;1;0;1;1;0;0;1;1;0;0;0;-982.062702702703;-1123.75;-1644.5;180.5;145.24;35.911
6013;162;0;1;0;0;1;0;0;0;0;0;1;0;1;0;1;0;;1;-441.210558624923;-493;-843.5;460.5;139.365;36.369
6015;163;0;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;;1;591.31455399061;554.5;-54;1089.5;141.551;38.244
6018;164;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;;1;-184.328025477707;-195;-332.5;33;108.999;57.727
6020;165;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0;;1;53.2139921539324;46;-337;477;112.154;57.683
6021;166;1;0;0;0;0;1;1;0;1;1;1;0;1;1;0;0;0;1;-725.226519337017;-715;-840.5;-661.5;112.594;61.708
6022;167;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;-1858.03840361446;-1893;-1985.5;-1461.5;125.899;-53.055
6024;168;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;1;-596.794930257511;-588.25;-870;-336;116.299;57.134
6025;169;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;;0;-624.601851851852;-618;-834.5;-407.5;120.383;55.318
6027;170;0;1;0;0;0;1;0;0;1;1;1;0;1;1;1;0;0;1;-205.111749680715;-210.75;-567;99;143.133;32.695
6028;171;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;;1;444.907470288625;484;-148.5;1091;142.712;38.63
6029;172;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;815.014880952381;816.75;429;1122.5;125.818;39.614
6032;173;0;1;0;0;0;1;1;0;0;1;1;1;0;1;1;0;0;0;274.728862047044;334;-438.5;999.5;127.479;40.81
6033;174;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;172.445407279029;186;-68.5;504;122.974;41.619
6035;175;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;;1;-622.391963109354;-658.5;-777.5;-210;125.134;56.821
6036;176;0;1;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;0;-978.460511679644;-994;-1106.5;-828;125.847;57.132
6040;177;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;-64.6083707025411;-161.5;-596.5;979.5;123.853;41.238
6043;178;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;-2178.19247404844;-2233;-2519.5;-1316.5;104.289;71.748
6045;179;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;-1251.39682539683;-1271;-1359.5;-1046;139.571;48.577
6047;180;0;1;0;0;1;0;0;0;0;1;1;0;1;0;1;0;;0;-1313.60505645557;-1356.5;-1571.5;-852.5;134.443;49.065
6050;181;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;;1;2097.5;2131;1753.5;2225.5;128.482;42.504
6051;182;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;473.667308927424;680;-524.5;1194.5;116.526;42.834
6052;183;0;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;1;-482.152268152965;-534.5;-660.5;336.5;156.58;-35.431
6053;184;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;35.4450127877238;-46;-278.5;656.5;117.834;-26.491
6054;185;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;-858.853574018857;-913;-1182;-59.5;114.275;10.699
6055;186;0;1;0;0;0;1;1;1;0;1;0;0;0;1;0;0;1;0;308.545960920981;165;-768.5;3316;118.902;27.514
6056;187;0;0;1;0;0;1;0;0;1;1;1;0;1;1;0;0;0;1;783.733935742972;797.5;457;994;104.693;-11.265
6057;188;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;1;26.0873983739837;15.5;-42.5;132;103.02;7.728
6059;189;0;1;0;0;0;1;1;1;0;1;0;0;0;1;1;0;0;1;626.229726136666;500.5;-347;1933;147.662;14.227
6061;190;0;0;1;0;0;1;0;0;1;1;1;0;1;1;1;0;0;1;480.76568627451;517.75;7;863.5;140.776;-26.011
6063;191;0;1;0;0;0;1;0;0;0;1;0;1;1;1;1;0;1;0;-40.1438120315981;-53.5;-520;531.5;145.366;21.884
6065;192;0;1;0;0;0;1;1;1;0;1;1;0;0;0;1;0;0;0;-457.379323746599;-494;-646.5;-0.5;155.736;4.626
6066;193;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;;1;443.242214532872;480.5;127.5;748;156.818;16.593
6069;194;0;1;0;0;0;1;1;0;1;1;0;0;0;1;1;0;0;0;-95.5404721753794;-103.5;-1058;708;159.284;15.084
6070;195;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;-1095.9441509434;-1205;-1445.5;335;146.1;27.317
6072;196;0;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;;0;853.283099876563;785;27;2382.5;149.449;18.344
6073;197;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;;0;623.17125;382.25;159.5;1305;152.386;17.822
6076;198;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;;0;-169.619398207426;-183;-533;318;143.59;21.866
6077;199;0;0;1;0;0;1;0;0;0;1;1;0;0;1;1;0;1;0;1324.7757793765;1147;1046;1787;153.939;-10.096
