id;X;Y;Diameter;Delta elev;_min;_max;Degrad_class;1;2;3;4;5;Crater Unit;c1;c2;c3;Contact Unit;c1.1;c2.1;c3.1;icp;imp;sp;cfh (c1);cfh (c2);cfh (c3);cfs (c1);cfs (c2);cfs (c3);cre;bip;NF;OF;CMF
6069;-91.842;39.102;22;1369.5;-1058;311.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6069;-107.948;39.026;7;122.5;-173;-50.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6069;-80.076;40.507;6;109;-146.5;-37.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6070;-71.596;-47.139;34;1643;-1445.5;197.5;;;;;;;c3;;;1;sp;;;;;;1;;;;;;;;;;;
6082;-90.317;-28.49;10;152.5;-26.5;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6085;-170.468;-32.404;101;2897;-1556;1341;4;;;;1;;;;;;;;;;;;;;;;;;;;;;;
6088;-74.667;-22;7;235;-474.5;-239.5;;;;;;;;;;;sp;;;;;;1;;;;;;;;;;;
6089;-141.429;-23.599;127;3791.5;-2380;1411.5;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;
6092;-140.97;35.338;61;2222;-1265;957;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;
6095;-115.819;36.351;87;2789.5;-1323;1466.5;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;
6097;-171.713;-38.129;141;4457;-3120.5;1336.5;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;
6098;-73.555;-1.055;10;305.5;-25.5;280;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6098;-121.658;-6.032;9;544.5;302.5;847;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6105;-119.017;21.489;21;2021;-835;1186;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6109;-138.185;-10.985;19;684.5;629;1313.5;;;;;;;;;;;sp;;;;;;1;;;;;;;;;;;
6109;-141.859;15.113;8;363;1200.5;1563.5;;;;;;;;;;;sp;;;;;;1;;;;;;;;;;;
6110;-148.858;3.912;77;2750.5;-2096.5;654;4;;;;1;;c3;;;1;sp, icp;;;;1;;1;;;;;;;;;;;
6135;-147.462;-2.859;6;815;-810.5;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6137;-157.545;4.81;87;3306.5;245.5;3552;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;
6139;-160.695;11.675;7;57;-442;-385;;;;;;;;;;;sp;;;;;;1;;;;;;;;;;;
6141;-161.601;2.354;40;1784;-2011.5;-227.5;;;;;;;c2;;1;;sp;;;;;;1;;;;;;;;;;;
6142;-161.983;0.538;30;1118;-153;965;;;;;;;c3;;;1;sp;;;;;;1;;;;;;;;;;;
6142;-155.373;-0.761;21;1218;-1579.5;-361.5;;;;;;;;;;;sp;;;;;;1;;;;;;;;;;;
6143;-103.246;23.176;8;57.5;314.5;372;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6144;-113.5;26.193;15;391.5;144;535.5;;;;;;;;;;;cre, sp;;;;;;1;;;;;;;1;;;;
6147;-133.243;-12.254;174;3700.5;-78;3622.5;2;;1;;;;c2;;1;;bip;;;;;;;;;;;;;;1;;;
6150;-129.96;23.467;5;653;1235;1888;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6162;-142.779;-5.014;67;2797.5;-1368.5;1429;3;;;1;;;c3;;;1;cre;;;;;;;;;;;;;1;;;;
6164;-104.119;8.62;93;3097;-2179.5;917.5;3;;;1;;;c2;;1;;cre;;;;;;;;;;;;;1;;;;
6166;-115.454;1.126;81;2928.5;-2864;64.5;3;;;1;;;c3;;;1;sp;;;;;;1;;;;;;;;;;;
6167;-102.814;17.511;78;2708;-2456;252;3;;;1;;;c3;;;1;bip;;;;;;;;;;;;;;1;;;
7001;-107.629;18.988;148;3572;-2817.5;754.5;4;;;;1;;c3;;;1;icp;;;;;;;;;;;;;;;;;
7002;-112.506;14.812;108;2593;-2358.5;234.5;2;;1;;;;c2;;1;;sp, icp;;;;1;;1;;;;;;;;;;;
7004;-135.171;-29.212;19;1012;-414;598;;;;;;;;;;;c3, sp;;;1;;;1;;;;;;;;;;;
7008;-124.434;-21.807;37;1680.5;-1039;641.5;;;;;;;c3;;;1;CMF, spc;;;;;;;;;;;;;;;;;1
7009;-85.961;13.528;196;3566;-3376.5;189.5;3;;;1;;;c3;;;1;icp, imp;;;;;1;;;;;;;;;;;;
7010;-76.709;-21.298;168;4466;-3783;683;2;;1;;;;c2;;1;;icp;;;;;;;;;;;;;;;;;
7011;-120.171;-18.88;38;2439.5;-3783;-1343.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7012;-95.594;24.717;214;3450;-1963.5;1486.5;4;;;;1;;c3;;;1;sp, OF, icp;;;;1;;1;;;;;;;;;;1;
7013;-67.616;21.893;56;2551.5;-1356;1195.5;1;1;;;;;c3;;;1;sp;;;;;;1;;;;;;;;;;;
7014;-74.98;21.516;50;2791.5;-1176.5;1615;2;;1;;;;c3;;;1;c2;;1;;;;;;;;;;;;;;;
7015;-72.743;-28.86;65;3231.5;-2834.5;397;4;;;;1;;c3;;;1;c3, icp;;;1;1;;;;;;;;;;;;;
7016;-93.689;25.017;226;4070;-3189.5;880.5;3;;;1;;;c2;;1;;icp;;;;;;;;;;;;;;;;;
7017;-67.951;8.383;237;4230.5;-3055.5;1175;4;;;;1;;c3;;;1;sp;;;;;;1;;;;;;;;;;;
7018;-92.239;4.028;140;3099;-2636;463;3;;;1;;;c2;;1;;sp, icp;;;;1;;1;;;;;;;;;;;
7020;-72.212;-18.905;38;1916.5;-1603;313.5;;;;;;;c3;;;1;sp;;;;;;1;;;;;;;;;;;
7022;-72.196;-17.927;12;344.5;-629.5;-285;;;;;;;;;;;c3, sp;;;1;;;1;;;;;;;;;;;
7023;-179.746;-18.069;108;3199;-1005;2194;4;;;;1;;c3;;;1;sp;;;;;;1;;;;;;;;;;;
7024;-66.749;-7.173;103;3237.5;-2836;401.5;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;
7025;-72.155;8.252;65;2616;-2311;305;2;;1;;;;c2;;1;;c1, c2;1;1;;;;;;;;;;;;;;;
7027;-90.851;-22.596;61;3598;-1642.5;1955.5;4;;;;1;;c3;;;1;icp;;;;;;;;;;;;;;;;;
7028;-68.071;-52.587;167;3084.5;-2644.5;440;3;;;1;;;c2;;1;;sp, icp;;;;1;;1;;;;;;;;;;;
7029;-146.575;41.407;66;1827.5;-1444.5;383;2;;1;;;;c2;;1;;icp;;;;;;;;;;;;;;;;;
7032;-100.034;16.455;177;2840;-1784;1056;4;;;;1;;c3;;;1;icp;;;;;;;;;;;;;;;;;
7033;-70.796;57.39;84;2767;-3089.5;-322.5;1;1;;;;;c3;;;1;icp;;;;;;;;;;;;;;;;;
7034;-33.579;30.582;58;3357;-2162;1195;4;;;;1;;;;;;;;;;;;;;;;;;;;;;;
7036;-18.787;37.94;89;2933;-2848.5;84.5;3;;;1;;;c3;;;1;icp;;;;;;;;;;;;;;;;;
7040;-38.866;37.854;73;2570;-1290;1280;5;;;;;1;;;;;;;;;;;;;;;;;;;;;;
7060;-33.04;58.839;17;603.5;-1177;-573.5;;;;;;;;;;;c2 (sp);;1;;;;;;;;;;;;;;;
7061;-40.782;59.657;67;2150.5;-1742.5;408;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;
7063;-39.762;50.728;196;3764;-1176.5;2587.5;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;
7064;-33.913;48.477;5;291.5;-287.5;4;;;;;;;;;;;cfh (c2);;;;;;;;1;;;;;;;;;
7068;-41.634;46.498;60;2100;-1289.5;810.5;4;;;;1;;;;;;;;;;;;;;;;;;;;;;;
7069;-38.811;42.928;30;1429.5;-1951.5;-522;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7070;-37.085;45.724;94;1625.5;-1210.5;415;2;;1;;;;c2;;1;;icp;;;;;;;;;;;;;;;;;
7071;-42.017;36.638;13;736.5;-1598;-861.5;;;;;;;;;;;sp;;;;;;1;;;;;;;;;;;
7073;-27.231;-31.464;179;3978;-2016.5;1961.5;3;;;1;;;c2;;1;;icp;;;;;;;;;;;;;;;;;
7085;-39.57;-33.544;137;2741;-1178.5;1562.5;3;;;1;;;c1;1;;;icp;;;;;;;;;;;;;;;;;
7089;-36.538;-47.669;100;4902;-2812;2090;4;;;;1;;c3;;;1;icp;;;;;;;;;;;;;;;;;
7089;-37.673;-47.515;23;2734;-2812;-78;;;;;;;c3;;;1;icp;;;;;;;;;;;;;;;;;
7091;-30.564;-40.021;96;4127;-1631.5;2495.5;5;;;;;1;c3;;;1;icp;;;;;;;;;;;;;;;;;
7095;-41.238;-50.982;115;3235.5;-1591.5;1644;4;;;;1;;c3;;;1;icp;;;;;;;;;;;;;;;;;
7099;-31.191;-56.56;32;1527.5;-807;720.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7100;-39.61;55.397;60;2280.5;-1345.5;935;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;
7102;-43.847;44.427;79;1487.5;338.5;1826;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;
7103;-43.508;44.112;58;1596;231.5;1827.5;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;
7108;-9.702;-37.703;69;1437.5;-899;538.5;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;
7112;-39.123;42.221;91;2846;-2194.5;651.5;4;;;;1;;c3;;;1;icp;;;;;;;;;;;;;;;;;
7113;-40.809;43.749;26;1645.5;-1257.5;388;;;;;;;c3;;;1;sp, icp;;;;1;;1;;;;;;;;;;;
7116;-41.531;44.541;48;2498;-4453.5;-1955.5;2;;1;;;;c2;;1;;cfh (c1);;;;;;;1;;;;;;;;;;
7117;-30.316;10.226;71;3165.5;-928.5;2237;3;;;1;;;c3;;;1;sp, imp, icp;;;;1;1;1;;;;;;;;;;;
7118;-31.389;43.762;63;1630;34.5;1664.5;1;1;;;;;c3;;;1;icp;;;;;;;;;;;;;;;;;
7118;-37.622;5.112;43;2185.5;-912.5;1273;5;;;;;1;c3;;;1;icp;;;;;;;;;;;;;;;;;
7120;-30.426;13.632;147;3098;-2502;596;3;;;1;;;c2;;1;;icp;;;;;;;;;;;;;;;;;
7121;-31.057;9.066;72;2681.5;-2156;525.5;3;;;1;;;c2;;1;;icp;;;;;;;;;;;;;;;;;
7122;-24.028;42.531;45;3123.5;-3074;49.5;1;1;;;;;c2;;1;;cfh (c1);;;;;;;1;;;;;;;;;;
7123;-28.917;-52.875;13;1005;-1646.5;-641.5;;;;;;;;;;;sp;;;;;;1;;;;;;;;;;;
7123;-31.309;-53.624;5;53.5;-838.5;-785;;;;;;;;;;;sp;;;;;;1;;;;;;;;;;;
7124;-43.639;-4.617;86;2252;-1405.5;846.5;2;;1;;;;c1;1;;;icp, imp;;;;;1;;;;;;;;;;;;
7127;-24.803;44.205;112;3087;-874.5;2212.5;5;;;;;1;;;;;;;;;;;;;;;;;;;;;;
7128;-21.068;-30.81;57;2900;-3084;-184;2;;1;;;;c3;;;1;sp;;;;;;1;;;;;;;;;;;
7131;-14.032;-39.854;186;2579.5;-1469.5;1110;4;;;;1;;c2;;1;;icp;;;;;;;;;;;;;;;;;
7133;-38.648;-2.513;41;2206.5;-3107;-900.5;4;;;;1;;c3;;;1;sp;;;;;;1;;;;;;;;;;;
7135;-29.088;43.025;128;3263.5;-2596.5;667;4;;;;1;;c3;;;1;sp;;;;;;1;;;;;;;;;;;
7136;-29.821;44.062;78;2498.5;-1873;625.5;4;;;;1;;c3;;;1;icp;;;;;;;;;;;;;;;;;
7137;-37.866;0.473;105;2861.5;-1882;979.5;3;;;1;;;c2;;1;;icp;;;;;;;;;;;;;;;;;
7138;-20.429;43.516;94;3341.5;-806.5;2535;4;;;;1;;c3;;;1;icp;;;;;;;;;;;;;;;;;
7139;-21.304;1.601;107;2300.5;-679.5;1621;2;;1;;;;c2;;1;;sp, icp;;;;1;;1;;;;;;;;;;;
7140;-21.215;1.612;27;1447;-1268.5;178.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7144;-15.774;-6.737;33;1555.5;-1537;18.5;;;;;;;c3;;;1;c1, c2;1;1;;;;;;;;;;;;;;;
7147;-34.219;3.732;19;1297.5;-1630.5;-333;;;;;;;c3;;;1;cfh (c1);;;;;;;1;;;;;;;;;;
7148;-20.029;-37.354;49;2219.5;-1690;529.5;4;;;;1;;c3;;;1;icp;;;;;;;;;;;;;;;;;
7150;-18.01;35.515;28;2642.5;-907.5;1735;;;;;;;c3;;;1;c3, c1, sp;1;;1;;;;;;;;;;;;;;
7152;-34.606;35.48;53;2664.5;-598;2066.5;1;1;;;;;c3;;;1;c2, sp;;1;;;;1;;;;;;;;;;;
7154;-23.814;0.015;26;965;-1637.5;-672.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7155;-42.559;-3.602;80;1895.5;-1290.5;605;2;;1;;;;c2;;1;;icp;;;;;;;;;;;;;;;;;
7156;-34.944;-1.625;9;157;498.5;655.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7159;-15.705;-16.088;68;4955.5;-4677.5;278;3;;;1;;;c3;;;1;c1, icp;1;;;1;;;;;;;;;;;;;
7161;-29.701;27.19;98;2870;-2091.5;778.5;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;
7161;-36.472;-18.26;64;2153.5;-1549;604.5;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;
7168;-22.887;23.458;42;2289;-1614.5;674.5;;;;;;;c3;;;1;sp, imp, icp;;;;1;1;1;;;;;;;;;;;
7169;-31.181;22.163;5;238.5;-646;-407.5;;;;;;;;;;;c1;1;;;;;;;;;;;;;;;;
7170;-24.836;-27.689;9;173.5;-2704;-2530.5;;;;;;;;;;;cfh (c1);;;;;;;1;;;;;;;;;;
8001;-31.333;-11.307;30;1561;-1235;326;;;;;;;c3;;;1;icp, imp;;;;;1;;;;;;;;;;;;
8002;-44.95;-5.438;98;2951.5;-698;2253.5;3;;;1;;;c3;;;1;icp;;;;;;;;;;;;;;;;;
8003;-38.211;-11.995;34;1147;-1209;-62;;;;;;;c3;;;1;c2 (icp);;1;;1;;;;;;;;;;;;;
8004;-21.218;17.657;45;1893.5;-2512;-618.5;;;;;;;c3;;;1;icp, spn;;;;;;;;;;;;;;;;;
8005;-39.615;0.158;104;3510.5;-1975;1535.5;4;;;;1;;c3;;;1;c1, icp;1;;;1;;;;;;;;;;;;;
8006;-36.498;1.284;42;2715;-552.5;2162.5;;;;;;;c3;;;1;c1, icp;1;;;1;;;;;;;;;;;;;
8007;-44.492;11.894;116;3814.5;-2844;970.5;1;1;;;;;c2;;1;;icp, spn;;;;;;;;;;;;;;;;;
8009;-15.776;-24.78;40;2400;-982;1418;;;;;;;c3;;;1;c1, c2;1;1;;;;;;;;;;;;;;;
8010;-16.534;-27.818;17;531;1183;1714;;;;;;;;;;;c2 (icp);;1;;1;;;;;;;;;;;;;
8011;-43.293;10.108;176;3923;-1043.5;2879.5;1;1;;;;;c2;;1;;c1, icp;1;;;1;;;;;;;;;;;;;
8012;-21.449;10.583;58;2125.5;-352.5;1773;3;;;1;;;c3;;;1;c2, icp;;1;;1;;;;;;;;;;;;;
8013;-23.697;6.111;13;502;347;849;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8014;-26.12;9.138;41;1426.5;-1091.5;335;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8015;-25.81;9.138;37;1391.5;-2876.5;-1485;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8016;-27.638;12.994;131;4572;-2876.5;1695.5;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;
8017;-26.149;12.402;107;3774.5;-940.5;2834;4;;;;1;;;;;;;;;;;;;;;;;;;;;;;
8018;-25.997;12.633;159;2485;-1593.5;891.5;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;
8019;-26.872;14.421;135;3531;-3375.5;155.5;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;
8019;-29.874;17.027;116;3170;-2846;324;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;
8021;-25.358;5.006;211;3172.5;-805;2367.5;2;;1;;;;c1;1;;;icp;;;;;;;;;;;;;;;;;
8022;-35.035;9.391;20;1354;266;1620;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8022;-35.544;12.305;10;407.5;777;1184.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8033;-26.365;-1.365;166;2878;-621;2257;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;
8035;-24.708;38.593;11;532.5;1159;1691.5;;;;;;;;;;;icp;;;;;;;;;;;;;;;;;
8036;-53.019;59.241;17;684.5;1289;1973.5;;;;;;;;;;;c2 (icp);;1;;1;;;;;;;;;;;;;
8037;-58.846;31.862;19;703;133;836;;;;;;;;;;;c2 (icp);;1;;1;;;;;;;;;;;;;
8038;-59.102;31.841;7;544;719;1263;;;;;;;;;;;cfh (c3);;;;;;;;;1;;;;;;;;
8039;-51.235;7.249;46;1522;-68;1454;2;;1;;;;c2;;1;;icp;;;;;;;;;;;;;;;;;
8040;-50.501;7.792;49;1807.5;-630.5;1177;2;;1;;;;c2;;1;;icp;;;;;;;;;;;;;;;;;
8042;-53.242;-14.718;82;3293.5;-1747;1546.5;3;;;1;;;c2;;1;;c1, icp;1;;;1;;;;;;;;;;;;;
8043;-6.049;28.637;62;1540;357.5;1897.5;3;;;1;;;c3;;;1;c2 (icp);;1;;1;;;;;;;;;;;;;
8043;81.118;19.665;25;763.5;1003;1766.5;;;;;;;c3;;;1;c2 (icp);;1;;1;;;;;;;;;;;;;
8043;91.507;-36.892;12;577.5;1015;1592.5;;;;;;;c3;;;1;c2 (icp);;1;;1;;;;;;;;;;;;;
8044;164.387;15.365;38;1601.5;-81;1520.5;3;;;1;;;c2;;1;;icp;;;;;;;;;;;;;;;;;
8045;164.568;15.216;9;830.5;550;1380.5;;;;;;;;;;;c3 (icp);;;1;1;;;;;;;;;;;;;
8046;165.215;15.414;47;2278.5;-1249;1029.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8046;172.159;71.562;30;1444.5;-855.5;589;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8046;118.737;63.025;21;1132.5;-588;544.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8047;109.365;4.351;24;1970;-940;1030;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8048;109.556;5.625;10;707.5;472;1179.5;;;;;;;;;;;c2 (icp);;1;;1;;;;;;;;;;;;;
8049;154.444;17.949;59;1543.5;1298.5;2842;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;
8053;141.439;26.419;25;1081;-528;553;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8054;142.656;22.515;11;48;-301;-253;;;;;;;;;;;cfh (c1);;;;;;;1;;;;;;;;;;
8055;-59.546;48.762;16;984;159;1143;;;;;;;;;;;cfh (c1);;;;;;;1;;;;;;;;;;
8056;-59.49;42.233;15;278.5;-952.5;-674;;;;;;;;;;;c2 (icp);;1;;1;;;;;;;;;;;;;
8056;-53.186;48.42;8;133.5;308.5;442;;;;;;;;;;;icp;;;;;;;;;;;;;;;;;
8057;-54.543;29.753;34;715.5;-1607.5;-892;;;;;;;c2;;1;;c1;1;;;;;;;;;;;;;;;;
8058;-44.925;38.617;5;22.5;123.5;146;;;;;;;;;;;c3 (icp);;;1;1;;;;;;;;;;;;;
8060;-7.827;32.565;5;28.5;227;255.5;;;;;;;;;;;c3 ;;;1;;;;;;;;;;;;;;
8060;-9.75;31.54;4;60;240.5;300.5;;;;;;;;;;;c3 ;;;1;;;;;;;;;;;;;;
8061;-9.714;32.243;3;59.5;874;933.5;;;;;;;;;;;cfs (c3);;;;;;;;;;;;1;;;;;
8062;-15.517;30.068;11;238;-1166;-928;;;;;;;;;;;cfs (c2);;;;;;;;;;;1;;;;;;
8063;-15.707;30.029;11;184.5;1164.5;1349;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8064;-16.682;29.815;53;2415.5;202;2617.5;3;;;1;;;c2;;1;;sp;;;;;;1;;;;;;;;;;;
8064;-16.856;29.776;12;58;1367;1425;;;;;;;;;;;icp;;;;;;;;;;;;;;;;;
8065;-12.287;29.059;50;1885;-1104;781;3;;;1;;;c3;;;1;icp;;;;;;;;;;;;;;;;;
8161;-16.239;34.977;86;2379;62.5;2441.5;4;;;;1;;c3;;;1;icp;;;;;;;;;;;;;;;;;
8162;-18.749;21.776;100;3102.5;-2374.5;728;2;;1;;;;c3;;;1;c1;1;;;;;;;;;;;;;;;;
8164;-17.147;22.289;13;459;-356;103;;;;;;;;;;;sp;;;;;;1;;;;;;;;;;;
8165;82.573;43.222;96;2736.5;-924;1812.5;4;;;;1;;c3;;;1;c2 (icp);;1;;1;;;;;;;;;;;;;
8166;83.038;42.914;84;2709;-1763;946;3;;;1;;;c2;;1;;icp, imp;;;;;1;;;;;;;;;;;;
8168;174.747;17.863;17;525;115.5;640.5;;;;;;;;;;;cfs (c1);;;;;;;;;;1;;;;;;;
8169;23.338;5.722;106;2161.5;-1202;959.5;3;;;1;;;c3;;;1;icp;;;;;;;;;;;;;;;;;
8170;49.623;-3.903;7;254.5;390;644.5;;;;;;;;;;;cfh (c1);;;;;;;1;;;;;;;;;;
8171;45.95;29.246;21;1247.5;253.5;1501;;;;;;;;;;;icp;;;;;;;;;;;;;;;;;
8173;65.753;-26.601;58;2992;168.5;3160.5;5;;;;;1;c3;;;1;c2 (icp);;1;;1;;;;;;;;;;;;;
8174;71.812;-19.247;5;69.5;-91.5;-22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8176;56.062;-10.943;71;3050.5;-634;2416.5;3;;;1;;;c3;;;1;icp;;;;;;;;;;;;;;;;;
8177;58.872;-29.198;118;2062.5;-745.5;1317;2;;1;;;;c2;;1;;icp;;;;;;;;;;;;;;;;;
8177;18.197;31.945;110;2508;358.5;2866.5;3;;;1;;;c3;;;1;icp;;;;;;;;;;;;;;;;;
8177;140.473;36.107;26;1988.5;-882;1106.5;;;;;;;c3;;;1;c2, icp;;1;;1;;;;;;;;;;;;;
8181;111.436;55.281;16;1284;-1968;-684;;;;;;;;;;;sp;;;;;;1;;;;;;;;;;;
8182;121.071;43.329;19;756.5;-1508;-751.5;;;;;;;c3;;;1;c2;;1;;;;;;;;;;;;;;;
8184;120.004;41.45;28;1023;-2137.5;-1114.5;;;;;;;c1;1;;;cfh (c1);;;;;;;1;;;;;;;;;;
8185;131.126;43.376;76;2058.5;1187.5;3246;2;;1;;;;c2;;1;;icp;;;;;;;;;;;;;;;;;
8186;119.808;34.4;75;1970.5;1356;3326.5;1;1;;;;;c2;;1;;c1, icp;1;;;1;;;;;;;;;;;;;
8187;152.054;44.093;40;2063.5;-2633;-569.5;1;1;;;;;c2;;1;;cfh (c1);;;;;;;1;;;;;;;;;;
8188;169.486;46.934;82;1780.5;501;2281.5;4;;;;1;;c3;;;1;c2, icp;;1;;1;;;;;;;;;;;;;
8190;-128.352;58.3;56;2498.5;22;2520.5;3;;;1;;;c3;;;1;icp;;;;;;;;;;;;;;;;;
8191;-138.039;9.375;4;96.5;1058;1154.5;;;;;;;;;;;cfh (c2);;;;;;;;1;;;;;;;;;
8191;-140.9;14.919;3;67.5;945.5;1013;;;;;;;;;;;cfh (c2);;;;;;;;1;;;;;;;;;
8192;-144.427;-4.866;82;1751;770;2521;2;;1;;;;c2;;1;;icp;;;;;;;;;;;;;;;;;
8193;-108.485;19.444;5;16;1304.5;1320.5;;;;;;;;;;;cfh (c2);;;;;;;;1;;;;;;;;;
8193;-107.997;10.792;3;49;1109.5;1158.5;;;;;;;;;;;cfh (c2);;;;;;;;1;;;;;;;;;
8194;-65.577;-52.369;42;613.5;881;1494.5;3;;;1;;;c3;;;1;c2, icp;;1;;1;;;;;;;;;;;;;
8195;-34.251;-58.335;24;815.5;1113.5;1929;;;;;;;c3;;;1;c2 (icp);;1;;1;;;;;;;;;;;;;
8196;-15.937;1.48;72;2218.5;-11.5;2207;2;;1;;;;c2;;1;;icp;;;;;;;;;;;;;;;;;
8197;-31.728;14.404;86;3134.5;-1310;1824.5;4;;;;1;;c3;;;1;icp;;;;;;;;;;;;;;;;;
8201;-31.053;14.717;41;1658.5;-575;1083.5;3;;;1;;;c3;;;1;icp;;;;;;;;;;;;;;;;;
8202;-27.796;-51.377;3;21;497;518;;;;;;;;;;;cfh (c3);;;;;;;;;1;;;;;;;;
8204;-35.933;23.44;44;2115.5;-673.5;1442;3;;;1;;;c3;;;1;icp;;;;;;;;;;;;;;;;;
